KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25684.644,MWH,16338.95,16373.33,16451.26,16190.15,15744.02,15747.8,15728.71,16155.8,16346.33,16234.15,16100.06,15984.51,15989.08,15937.92,15959.43,15955.08,15963.54,15801.56,15926.58,16084.16,16162.9,16234.4,16285.61,16293.58,2021-07-10
Barajlı,23221.88,MWH,15372.03,15496.93,15855.93,15901.03,15896.03,15896.03,15919.83,15915.83,16005.83,16127.53,15759.03,15637.03,15761.68,15822.13,15753.63,15700.53,15720.03,15735.13,15636.58,15372.43,15306.93,15294.93,16223.18,15934.08,2021-07-10
Linyit,10119.916,MWH,4436.11,4435.13,4434.14,4844.16,4874.12,4720.03,4719.08,4909.08,4895.19,4879.0,4857.0,4606.0,4646.0,4673.05,4623.0,4580.04,4623.07,4621.0,4636.0,4648.02,4718.12,4739.0,4741.09,4742.05,2021-07-10
Rüzgar,9838.07,MWH,6393.0,6260.08,6215.84,6190.32,6047.52,6011.51,6009.62,5885.97,5833.19,5851.96,5884.59,6048.91,5948.01,6049.52,6150.54,6305.45,6489.72,6690.88,6785.5,6751.15,6593.84,6478.0,6344.55,6172.96,2021-07-10
İthal Kömür,8995.35,MWH,6988.5,6985.5,6888.5,6889.5,6873.5,6871.5,6872.5,6878.5,6879.5,6978.5,6973.5,6968.5,6963.5,6964.5,6966.5,6969.5,6976.5,6975.5,6976.5,6977.5,6976.5,6976.5,6975.5,6977.5,2021-07-10
Akarsu,8182.194,MWH,1653.77,1549.79,1725.63,1670.54,1682.94,1666.97,1688.56,1680.18,1795.69,1860.22,1832.46,1772.02,1744.92,1709.61,1776.19,1777.09,1787.0,1794.09,1849.3,1885.27,1965.08,1944.37,1903.24,1828.33,2021-07-10
Güneş,7254.019,MWH,0.0,0.0,0.0,0.0,0.0,6.05,160.929,1305.027,2780.689,4048.225,4922.687,5427.735000000001,5629.18,5532.291,5080.6990000000005,4363.6759999999995,3388.628,2119.2219999999998,725.283,46.096000000000004,0.04,0.0,0.0,0.0,2021-07-10
Jeotermal,1627.138,MWH,899.0,908.5,917.4,923.1,930.7,938.1,939.49,931.8,911.6,890.8,865.8,841.99,819.5,802.4,790.3,780.8,775.6,780.5,787.4,801.7,822.4,840.9,866.0,881.51,2021-07-10
Biyokütle,1338.736,MWH,660.69,659.69,664.09,662.0,662.39,662.79,662.45,664.15,665.89,673.61,684.26,686.66,679.06,684.61,696.01,692.81,686.34,682.57,670.82,671.85,676.45,655.35,645.15,652.25,2021-07-10
Taş Kömür,810.766,MWH,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,2021-07-10
Asfaltit Kömür,405.0,MWH,184.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,184.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2021-07-10
Atık Isı,373.861,MWH,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,2021-07-10
Fuel Oil,287.93,MWH,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2021-07-10
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10
