KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8126.998,MWH,4949.33,4908.61,4834.11,4811.11,4815.84,4804.68,4760.1,4882.77,4903.77,4987.79,4950.95,4949.1,4980.67,4995.75,4958.04,4934.43,4963.42,4995.75,4940.76,5091.41,5120.91,5069.97,5119.77,5118.3,2021-04-27
Asfaltit Kömür,405.0,MWH,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,2021-04-27
Atık Isı,372.861,MWH,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,11.8,12.0,14.3,18.2,19.0,2021-04-27
Barajlı,23221.755,MWH,18854.33,18851.33,18851.33,18851.23,18851.23,18838.23,18838.23,18569.73,18454.03,18343.43,18347.23,18390.63,18586.61,18558.61,18551.01,18551.01,18549.01,18422.91,18644.91,18786.51,18849.41,18836.41,18843.41,18838.11,2021-04-27
Biyokütle,1163.239,MWH,624.41,617.81,624.01,624.41,627.21,625.11,626.77,626.26,629.61,635.23,631.93,629.35,630.63,627.26,633.86,623.26,621.48,623.54,627.47,626.57,623.67,625.67,622.56,623.31,2021-04-27
Doğal Gaz,25449.616,MWH,9717.98,9879.67,9919.02,9924.79,9995.47,10055.47,10057.37,10030.28,9984.2,9925.88,9883.64,9847.91,9791.25,9772.68,9757.92,9751.84,9810.53,9768.18,9782.86,9851.92,9813.63,9835.63,9857.65,9858.85,2021-04-27
Fuel Oil,251.93,MWH,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,2021-04-27
Güneş,7055.333,MWH,0.0,0.0,0.0,0.0,0.0,1.85,91.738,1182.31,2874.511,4244.514,5244.019,5816.232,6031.442999999999,5852.579000000001,5357.616,4510.474,3328.9449999999997,1813.7259999999999,372.726,4.4,0.0,0.0,0.0,0.0,2021-04-27
İthal Kömür,8986.85,MWH,3789.5,3788.5,3787.5,3791.5,3789.5,3791.5,3790.5,3789.5,3790.5,3792.5,3793.5,3793.5,3792.5,3789.5,3791.5,3791.5,3718.5,3720.5,3720.5,3718.5,3717.5,3717.5,3719.5,3718.5,2021-04-27
Jeotermal,1646.97,MWH,1092.34,1097.24,1100.74,1102.94,1103.44,1098.44,1097.04,1090.34,1074.74,1032.6,1010.4,998.6,981.9,963.0,950.1,947.1,944.5,954.8,971.6,989.4,1008.9,1021.4,1032.5,1044.5,2021-04-27
Linyit,10119.916,MWH,3929.15,3909.15,3908.15,3909.15,3909.15,3909.15,4102.15,4152.15,3793.0,4167.01,4263.0,4264.0,4264.03,4292.07,4291.15,4291.02,4291.0,4270.04,4290.04,4261.13,4272.06,4298.0,4319.0,4319.0,2021-04-27
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-27
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-27
Rüzgar,9468.235,MWH,2969.35,2724.97,2316.97,2056.35,1858.59,1707.59,1568.57,1467.28,1385.64,1307.44,1236.42,1115.96,1111.38,1125.12,1195.78,1333.79,1375.01,1417.72,1414.62,1548.5,1666.94,1785.63,1956.19,2014.88,2021-04-27
Taş Kömür,810.766,MWH,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2021-04-27
