KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25758.818,MWH,12394.77,12410.21,12418.31,11589.91,12459.35,12462.25,12455.04,12174.24,11986.51,11933.12,11866.43,12013.47,11971.87,11942.53,11923.64,11919.65,11998.44,12016.75,12046.42,12090.61,12162.68,12244.09,12278.26,12306.87,2021-06-27
BARAJLI,23318.466,MWH,17801.91,18331.91,18331.91,18362.91,18362.91,18802.61,18791.61,18791.61,18695.31,18929.4,18774.31,18334.31,18359.31,18359.31,18359.31,18305.81,18302.81,18302.81,18074.15,17682.99,18117.29,18132.29,18057.29,18169.25,2021-06-27
LİNYİT,10298.332,MWH,4081.12,4053.02,4092.0,4094.01,4226.0,4176.02,4013.15,4053.15,4023.0,4017.0,4017.0,4168.0,4270.0,4269.0,4268.0,4266.0,4265.0,4265.0,4266.0,4296.0,4289.0,4301.0,4301.0,4303.0,2021-06-27
RÜZGAR,9776.186,MWH,2329.39,2346.42,2269.75,2396.38,2409.7,2399.22,2293.96,2018.1,1753.07,1583.96,1609.84,1587.64,1681.34,1880.87,2123.47,2335.28,2519.74,2738.93,2897.75,3013.55,3143.36,3211.61,3169.92,3093.64,2021-06-27
İTHAL KÖMÜR,9016.25,MWH,6241.2,5614.2,5615.2,5613.4,5712.6,5666.2,5716.2,6139.8,6140.8,6142.8,6144.8,6148.2,6133.0,6123.5,6121.5,6122.5,6122.5,6218.5,6218.5,6220.5,6248.9,6253.8,6253.8,6252.8,2021-06-27
AKARSU,8216.306,MWH,1989.77,2197.95,2220.51,2300.86,2275.68,2264.37,2222.03,2167.43,2169.53,2237.08,2327.58,2356.85,2314.18,2320.23,2273.97,2218.31,2271.11,2252.2,2154.04,2007.01,2235.36,2298.88,2177.62,2120.47,2021-06-27
JEOTERMAL,1719.463,MWH,902.09,916.5,925.9,932.5,943.8,948.9,955.9,945.6,921.49,892.89,866.3,841.6,818.0,804.5,791.3,779.6,777.5,778.4,785.5,803.6,824.2,843.0,864.0,880.3,2021-06-27
BİYOKÜTLE,1248.896,MWH,642.6,646.0,646.4,648.2,650.1,650.0,645.56,646.06,649.2,657.42,651.57,652.52,654.92,654.72,653.72,651.12,651.65,653.08,649.81,654.86,653.76,651.26,637.16,637.36,2021-06-27
TAŞ KÖMÜR,844.766,MWH,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,2021-06-27
GÜNEŞ,652.082,MWH,0.0,0.0,0.0,0.0,0.0,8.55,94.83,329.71,453.75,537.52,581.57,596.91,600.53,591.27,567.66,531.34,467.31,374.47,177.61,39.06,0.1,0.0,0.0,0.0,2021-06-27
ASFALTİT KÖMÜR,405.0,MWH,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,2021-06-27
ATIK ISI,162.625,MWH,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,2021-06-27
FUEL OİL,140.48,MWH,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2021-06-27
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-27
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-27
