KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25431.308,MWH,13055.23,13060.21,13065.78,13010.11,13009.81,13009.91,13010.14,13009.98,13026.59,13006.27,13007.85,13005.02,12783.25,12782.56,12779.58,12990.88,12999.28,13001.97,13018.83,13017.44,13026.75,13031.82,13032.71,13031.61,2021-03-11
Barajlı,23085.085,MWH,16176.41,16176.41,16174.41,16113.01,16224.01,16197.01,16235.01,15841.01,15698.11,15557.81,15695.71,15595.81,15740.91,15393.51,15366.01,15499.01,15680.41,15833.41,16639.51,16519.51,16242.41,16242.41,16247.01,16247.01,2021-03-11
Linyit,10119.916,MWH,4367.16,4366.16,4364.16,4364.16,4328.16,4334.16,4349.16,4347.16,4347.16,4376.16,4419.16,4427.16,4428.16,4470.16,4470.16,4471.16,4471.16,4471.16,4470.16,4469.16,4442.16,4470.16,4470.16,4470.16,2021-03-11
Rüzgar,9268.544,MWH,1874.55,1893.88,2022.09,2062.85,2091.85,2191.81,2498.95,2845.37,3217.14,3612.88,4136.6,4879.99,5599.23,6189.46,6498.11,6748.41,6942.32,7096.08,7210.04,7230.47,7101.97,7011.4,6857.91,6591.22,2021-03-11
İthal Kömür,8986.85,MWH,6030.0,6030.0,6009.0,5991.7,5991.7,6003.0,6049.0,6036.0,6063.0,6066.0,6064.5,6065.0,6065.0,6080.0,6080.0,6070.0,6099.0,6099.0,6098.0,6099.0,6063.0,6063.0,6064.0,6093.0,2021-03-11
Akarsu,8103.695,MWH,2267.31,2243.36,2171.11,2175.89,2171.24,2218.74,2201.65,2238.19,2281.75,2445.57,2520.79,2514.26,2498.85,2333.75,2278.06,2240.55,2325.87,2551.96,2634.37,2726.07,2558.77,2544.15,2513.26,2493.29,2021-03-11
Güneş,6905.808,MWH,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,263.776,1415.792,2621.2780000000002,3312.107,3695.099,3766.5809999999997,3448.045,3067.12,2498.133,1725.887,757.158,87.722,0.0,0.0,0.0,0.0,0.0,2021-03-11
Jeotermal,1626.97,MWH,1102.74,1105.34,1109.34,1111.74,1113.14,1115.24,1116.3,1112.3,1094.2,1091.2,1074.1,1069.14,1061.04,1057.44,1057.14,1057.24,1061.34,1064.64,1071.14,1078.14,1074.9,1092.54,1076.5,1101.64,2021-03-11
Biyokütle,1147.437,MWH,560.21,562.11,563.51,563.61,561.91,564.27,563.07,563.57,560.36,565.08,556.68,558.38,559.28,555.31,550.94,552.24,555.54,557.04,555.09,554.62,555.92,547.57,528.47,526.31,2021-03-11
Taş Kömür,810.766,MWH,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,110.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,2021-03-11
Asfaltit Kömür,405.0,MWH,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2021-03-11
Atık Isı,370.511,MWH,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,2021-03-11
Fuel Oil,305.93,MWH,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,2021-03-11
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-03-11
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-03-11
