"date","year","month","month_date","coal","gas","oil","nuclear","hydro","wind","solar","other","season","weekday","unit","fossil","low.carbon","total.prod","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2016-01-11,2016,1,"1_11",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Monday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-12,2016,1,"1_12",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Tuesday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-13,2016,1,"1_13",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Wednesday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-14,2016,1,"1_14",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Thursday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-15,2016,1,"1_15",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Friday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-16,2016,1,"1_16",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Saturday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-17,2016,1,"1_17",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Sunday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-18,2016,1,"1_18",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Monday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-19,2016,1,"1_19",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Tuesday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-20,2016,1,"1_20",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Wednesday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-21,2016,1,"1_21",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Thursday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-22,2016,1,"1_22",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Friday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-23,2016,1,"1_23",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Saturday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-24,2016,1,"1_24",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Sunday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-25,2016,1,"1_25",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Monday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-26,2016,1,"1_26",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Tuesday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-27,2016,1,"1_27",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Wednesday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-28,2016,1,"1_28",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Thursday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-29,2016,1,"1_29",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Friday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-30,2016,1,"1_30",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Saturday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-01-31,2016,1,"1_31",3777.2835483871,3432.638,101.577774193548,2341.0144516129,874.218193548387,599.063967741935,66.0435483870968,229.704806451613,"winter","Sunday","GWh",7311.49932258065,4110.04496774194,11421.5442903226,0.330715659141432,0.300540619792409,0.00889352364369981,0.204964792160061,0.0765411551473918,0.0524503475637283,0.0057823659137806,0.0201115366374966,0.640149802577541,0.359850197422459
2016-02-01,2016,2,"2_1",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Monday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-02,2016,2,"2_2",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Tuesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-03,2016,2,"2_3",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Wednesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-04,2016,2,"2_4",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Thursday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-05,2016,2,"2_5",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Friday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-06,2016,2,"2_6",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Saturday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-07,2016,2,"2_7",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Sunday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-08,2016,2,"2_8",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Monday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-09,2016,2,"2_9",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Tuesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-10,2016,2,"2_10",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Wednesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-11,2016,2,"2_11",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Thursday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-12,2016,2,"2_12",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Friday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-13,2016,2,"2_13",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Saturday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-14,2016,2,"2_14",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Sunday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-15,2016,2,"2_15",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Monday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-16,2016,2,"2_16",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Tuesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-17,2016,2,"2_17",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Wednesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-18,2016,2,"2_18",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Thursday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-19,2016,2,"2_19",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Friday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-20,2016,2,"2_20",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Saturday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-21,2016,2,"2_21",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Sunday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-22,2016,2,"2_22",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Monday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-23,2016,2,"2_23",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Tuesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-24,2016,2,"2_24",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Wednesday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-25,2016,2,"2_25",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Thursday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-26,2016,2,"2_26",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Friday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-27,2016,2,"2_27",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Saturday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-28,2016,2,"2_28",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Sunday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-02-29,2016,2,"2_29",3422.31196428571,3400.83185714286,104.941142857143,2345.38107142857,914.49875,723.103964285714,116.602571428571,234.999642857143,"winter","Monday","GWh",6928.08496428571,4334.586,11262.6709642857,0.303863264330279,0.301956069561741,0.00931760709248406,0.208243770848482,0.0811973245866726,0.0642035949179994,0.0103530123359123,0.0208653563264286,0.615136940984505,0.384863059015495
2016-03-01,2016,3,"3_1",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Tuesday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-02,2016,3,"3_2",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Wednesday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-03,2016,3,"3_3",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Thursday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-04,2016,3,"3_4",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Friday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-05,2016,3,"3_5",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Saturday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-06,2016,3,"3_6",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Sunday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-07,2016,3,"3_7",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Monday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-08,2016,3,"3_8",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Tuesday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-09,2016,3,"3_9",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Wednesday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
2016-03-10,2016,3,"3_10",2415.99129032258,3252.37835483871,78.1694838709677,2134.89277419355,924.192290322581,703.640129032258,116.956322580645,217.593161290323,"spring","Thursday","GWh",5746.53912903226,4097.27467741935,9843.81380645161,0.245432444967533,0.330398199192584,0.00794097546011442,0.216876590330705,0.0938855923622679,0.071480438666068,0.0118812002014902,0.0221045588192366,0.583771619620232,0.416228380379768
