datetime,coal,wind,hydro,solar,other,nuclear,gas,oil
2018-10-04 03:00:00,120829,45700.0,18966.0,2923.0,9614.0,87546.0,153955.0,2403.0
2018-10-04 04:00:00,124531,46751.0,22754.0,4404.0,9940.0,87485.0,164186.0,2641.0
2018-10-04 05:00:00,128057,48729.0,29724.0,5831.0,10099.0,87434.0,175274.0,2621.0
2018-10-04 06:00:00,130044,48889.0,32318.0,7208.0,10136.0,87447.0,190438.0,2871.0
2018-10-04 07:00:00,131951,49235.0,33117.0,10379.0,10134.0,87442.0,202455.0,3134.0
2018-10-04 08:00:00,133695,50156.0,34335.0,12632.0,10055.0,87374.0,211256.0,3392.0
2018-10-04 09:00:00,136279,49248.0,36338.0,13473.0,10422.0,87281.0,220974.0,3821.0
2018-10-04 10:00:00,137825,48526.0,36665.0,13508.0,10296.0,87251.0,226788.0,3864.0
2018-10-04 11:00:00,138644,47377.0,36905.0,12807.0,10162.0,87332.0,230344.0,3857.0
2018-10-04 12:00:00,138018,46113.0,37156.0,12218.0,10145.0,87361.0,229345.0,3856.0
2018-10-04 13:00:00,137753,45662.0,35056.0,10381.0,10052.0,87395.0,227051.0,3822.0
2018-10-04 14:00:00,136588,46488.0,32460.0,9060.0,9803.0,87390.0,217300.0,3714.0
2018-10-04 15:00:00,133707,48596.0,30810.0,5597.0,9533.0,87418.0,203567.0,3469.0
2018-10-04 16:00:00,129908,52022.0,29979.0,2564.0,8944.0,87420.0,182818.0,3124.0
2018-10-04 17:00:00,125146,49286.0,29622.0,437.0,8187.0,87723.0,163413.0,2701.0
2018-10-04 18:00:00,118593,52721.0,28391.0,304.0,7486.0,87354.0,149527.0,2434.0
2018-10-04 19:00:00,111309,51952.0,26649.0,42.0,7234.0,87406.0,137971.0,1978.0
2018-10-04 20:00:00,104837,50127.0,23491.0,57.0,7085.0,87492.0,129244.0,1816.0
2018-10-04 21:00:00,100813,48819.0,20384.0,67.0,7251.0,87624.0,123390.0,1819.0
2018-10-04 22:00:00,100354,46481.0,18078.0,72.0,7041.0,87778.0,122408.0,1828.0
2018-10-04 23:00:00,104597,42381.0,17074.0,84.0,7463.0,87677.0,126126.0,1774.0
2018-10-05 00:00:00,112604,39414.0,18138.0,101.0,7920.0,87823.0,135491.0,1897.0
2018-10-05 01:00:00,120227,37043.0,18113.0,434.0,8090.0,87876.0,144654.0,2293.0
2018-10-05 02:00:00,124404,35309.0,18951.0,1429.0,8560.0,87920.0,152338.0,2689.0
2018-10-05 03:00:00,126926,36035.0,20303.0,2990.0,8932.0,87993.0,158352.0,2827.0
2018-10-05 04:00:00,130704,35294.0,24048.0,4574.0,9178.0,88007.0,167083.0,2884.0
2018-10-05 05:00:00,134139,33004.0,28654.0,6095.0,9501.0,88017.0,180839.0,3504.0
2018-10-05 06:00:00,135630,31199.0,32731.0,7636.0,9697.0,88042.0,195080.0,4032.0
2018-10-05 07:00:00,139142,26504.0,34969.0,11844.0,9935.0,88026.0,205407.0,4213.0
2018-10-05 08:00:00,141082,22808.0,37540.0,15962.0,10049.0,88020.0,215073.0,4408.0
2018-10-05 09:00:00,142261,21053.0,38116.0,17323.0,10109.0,88041.0,222031.0,4458.0
2018-10-05 10:00:00,142036,20810.0,39288.0,16980.0,10033.0,88087.0,224119.0,4433.0
2018-10-05 11:00:00,141788,22166.0,39344.0,15786.0,10027.0,88106.0,224750.0,4409.0
2018-10-05 12:00:00,141114,24200.0,37811.0,13713.0,9942.0,88149.0,223846.0,4247.0
2018-10-05 13:00:00,139502,26726.0,35373.0,12701.0,9886.0,88181.0,218248.0,4062.0
2018-10-05 14:00:00,139236,27213.0,31705.0,11584.0,9745.0,88259.0,211721.0,3848.0
2018-10-05 15:00:00,136881,28532.0,29352.0,8499.0,8966.0,88351.0,200469.0,3741.0
2018-10-05 16:00:00,134132,29464.0,27527.0,4725.0,8667.0,88303.0,184897.0,3462.0
2018-10-05 17:00:00,129118,34783.0,26926.0,946.0,7980.0,88187.0,166470.0,2454.0
2018-10-05 18:00:00,126026,32415.0,25582.0,610.0,7253.0,88479.0,151324.0,1795.0
2018-10-05 19:00:00,120294,31968.0,24388.0,162.0,6963.0,88346.0,138794.0,1476.0
2018-10-05 20:00:00,113260,31689.0,21822.0,153.0,7003.0,88454.0,130035.0,1376.0
2018-10-05 21:00:00,109753,31040.0,18482.0,59.0,6911.0,88620.0,123896.0,1423.0
2018-10-05 22:00:00,108359,31139.0,16556.0,36.0,6895.0,88621.0,121428.0,1363.0
2018-10-05 23:00:00,110450,30494.0,15994.0,24.0,7293.0,88636.0,124164.0,1491.0
2018-10-06 00:00:00,116445,28704.0,17426.0,40.0,7418.0,88709.0,133207.0,1765.0
2018-10-06 01:00:00,122580,27395.0,18500.0,322.0,7661.0,88800.0,140098.0,2475.0
2018-10-06 02:00:00,126644,25646.0,19335.0,1255.0,8026.0,88849.0,147734.0,3404.0
2018-10-06 03:00:00,129922,25091.0,20361.0,2689.0,8457.0,88843.0,153851.0,3761.0
2018-10-06 04:00:00,133394,24518.0,22799.0,4279.0,8571.0,88801.0,163703.0,4261.0
2018-10-06 05:00:00,135806,24329.0,27144.0,5831.0,8687.0,88743.0,176520.0,4618.0
2018-10-06 06:00:00,135817,26916.0,30625.0,7684.0,8819.0,88270.0,187049.0,5109.0
2018-10-06 07:00:00,137562,28051.0,33242.0,12358.0,8835.0,88008.0,193188.0,5470.0
2018-10-06 08:00:00,138027,27604.0,34823.0,16564.0,8850.0,87981.0,198934.0,5566.0
2018-10-06 09:00:00,138607,26945.0,36220.0,18203.0,8900.0,88016.0,205415.0,6004.0
2018-10-06 10:00:00,137920,27990.0,36382.0,18147.0,8792.0,87954.0,208076.0,6058.0
2018-10-06 11:00:00,137048,29423.0,36894.0,17024.0,8870.0,87697.0,209278.0,5868.0
2018-10-06 12:00:00,137313,30760.0,35224.0,15264.0,8720.0,87667.0,208427.0,5546.0
2018-10-06 13:00:00,136151,32707.0,33852.0,14670.0,8679.0,87552.0,200351.0,5138.0
2018-10-06 14:00:00,134272,33934.0,32065.0,13690.0,8218.0,87398.0,190273.0,4606.0
2018-10-06 15:00:00,133104,34299.0,30682.0,11479.0,8028.0,86814.0,182742.0,3682.0
2018-10-06 16:00:00,129794,35150.0,30317.0,6913.0,7872.0,85820.0,168339.0,3491.0
2018-10-06 17:00:00,126952,37926.0,29789.0,1044.0,7786.0,85362.0,161561.0,2884.0
2018-10-06 18:00:00,121499,37541.0,27522.0,776.0,7383.0,84012.0,147993.0,2234.0
2018-10-06 19:00:00,115587,37492.0,24977.0,169.0,7293.0,83856.0,136391.0,1827.0
2018-10-06 20:00:00,110085,35272.0,22908.0,161.0,7248.0,83090.0,129286.0,1628.0
2018-10-06 21:00:00,106496,32462.0,20184.0,129.0,7236.0,82495.0,125671.0,1601.0
2018-10-06 22:00:00,105442,31150.0,17891.0,48.0,7238.0,82004.0,121820.0,1607.0
2018-10-06 23:00:00,105792,31122.0,17270.0,47.0,7187.0,81557.0,120010.0,1642.0
2018-10-07 00:00:00,107934,30680.0,17355.0,56.0,7154.0,81625.0,120231.0,1753.0
2018-10-07 01:00:00,111081,29386.0,17639.0,211.0,7259.0,81650.0,125007.0,1931.0
2018-10-07 02:00:00,114151,28403.0,18516.0,794.0,7846.0,81631.0,131602.0,2286.0
2018-10-07 03:00:00,118549,29198.0,19550.0,1672.0,8259.0,81530.0,140810.0,2394.0
2018-10-07 04:00:00,123185,28633.0,21362.0,2777.0,8238.0,81498.0,150972.0,2828.0
2018-10-07 05:00:00,127648,26805.0,24191.0,3883.0,8319.0,81538.0,164950.0,3446.0
2018-10-07 06:00:00,130051,26693.0,25972.0,5747.0,8329.0,81557.0,176580.0,3973.0
2018-10-07 07:00:00,132977,24055.0,28851.0,8925.0,8304.0,81558.0,187325.0,4206.0
2018-10-07 08:00:00,133165,21743.0,30963.0,12491.0,8263.0,81556.0,193447.0,4512.0
2018-10-07 09:00:00,133725,19903.0,32345.0,13530.0,8222.0,81557.0,198110.0,4485.0
2018-10-07 10:00:00,133068,19518.0,33218.0,14482.0,8226.0,81514.0,201237.0,4673.0
2018-10-07 11:00:00,133347,20025.0,32405.0,13770.0,8256.0,81472.0,201270.0,4635.0
2018-10-07 12:00:00,133340,20783.0,31909.0,11710.0,8265.0,81452.0,199083.0,4597.0
2018-10-07 13:00:00,131018,24068.0,30092.0,11255.0,8305.0,81450.0,192994.0,4163.0
2018-10-07 14:00:00,130455,24579.0,27492.0,10546.0,8268.0,81483.0,186123.0,3998.0
2018-10-07 15:00:00,129680,24433.0,26158.0,8472.0,8177.0,81435.0,178564.0,3597.0
2018-10-07 16:00:00,127648,23883.0,26057.0,5533.0,8010.0,81465.0,167538.0,3265.0
2018-10-07 17:00:00,125553,23650.0,24927.0,859.0,7576.0,81390.0,152590.0,2752.0
2018-10-07 18:00:00,121395,23172.0,23225.0,503.0,7202.0,81371.0,146042.0,2313.0
2018-10-07 19:00:00,115383,20798.0,22121.0,8.0,7095.0,81353.0,138176.0,1993.0
2018-10-07 20:00:00,109644,19916.0,20343.0,10.0,6997.0,81401.0,131283.0,1997.0
2018-10-07 21:00:00,106923,19299.0,18165.0,5.0,6919.0,81433.0,126501.0,1969.0
2018-10-07 22:00:00,104822,18537.0,16617.0,6.0,6989.0,81617.0,122462.0,1970.0
2018-10-07 23:00:00,103963,19099.0,15598.0,19.0,6723.0,81675.0,121340.0,1982.0
2018-10-08 00:00:00,103552,19866.0,15129.0,46.0,6854.0,81898.0,122012.0,1971.0
2018-10-08 01:00:00,105320,20545.0,15821.0,273.0,7038.0,81945.0,124401.0,1979.0
2018-10-08 02:00:00,109949,20464.0,16430.0,1050.0,7575.0,81936.0,130341.0,2424.0
2018-10-08 03:00:00,116326,20684.0,17413.0,2179.0,8027.0,81957.0,137881.0,2488.0
2018-10-08 04:00:00,121762,20825.0,19393.0,3478.0,7996.0,81942.0,148692.0,2980.0
2018-10-08 05:00:00,127088,20966.0,21666.0,4494.0,8569.0,82007.0,159617.0,3743.0
2018-10-08 06:00:00,131376,22616.0,23900.0,5707.0,8120.0,82020.0,171592.0,4370.0
2018-10-08 07:00:00,133330,24150.0,27153.0,9676.0,8470.0,81978.0,181315.0,4838.0
2018-10-08 08:00:00,134333,24994.0,29125.0,13384.0,8828.0,81932.0,187917.0,4831.0
2018-10-08 09:00:00,135059,25136.0,30815.0,15240.0,8995.0,81961.0,193724.0,4982.0
2018-10-08 10:00:00,136250,25082.0,33056.0,14866.0,8978.0,82010.0,195764.0,5198.0
2018-10-08 11:00:00,135871,25446.0,33766.0,14345.0,8906.0,81975.0,195794.0,5423.0
2018-10-08 12:00:00,136323,26081.0,32013.0,12440.0,8922.0,81922.0,195344.0,5452.0
2018-10-08 13:00:00,136892,25892.0,30330.0,11639.0,8958.0,81787.0,192646.0,5127.0
2018-10-08 14:00:00,136618,27531.0,28339.0,9802.0,8864.0,81644.0,185040.0,4220.0
2018-10-08 15:00:00,135499,28085.0,27051.0,8656.0,8606.0,81573.0,174672.0,3893.0
2018-10-08 16:00:00,133339,28803.0,27258.0,5325.0,8154.0,81500.0,160340.0,3384.0
2018-10-08 17:00:00,125944,30265.0,27247.0,861.0,7265.0,82169.0,147562.0,2924.0
2018-10-08 18:00:00,121740,31758.0,25841.0,127.0,7011.0,81036.0,142124.0,2493.0
2018-10-08 19:00:00,116717,32285.0,23297.0,121.0,6943.0,81086.0,131520.0,2441.0
2018-10-08 20:00:00,111530,31664.0,21083.0,7.0,6886.0,81179.0,125432.0,2381.0
2018-10-08 21:00:00,109108,30543.0,18375.0,6.0,6928.0,81266.0,120935.0,2427.0
2018-10-08 22:00:00,109849,29660.0,16433.0,8.0,6927.0,81326.0,120645.0,2410.0
2018-10-08 23:00:00,113904,29559.0,16041.0,4.0,7108.0,81542.0,124207.0,2423.0
2018-10-09 00:00:00,120246,30036.0,16933.0,16.0,7170.0,81538.0,132275.0,2485.0
2018-10-09 01:00:00,125306,30852.0,18300.0,203.0,7500.0,81532.0,139927.0,2562.0
2018-10-09 02:00:00,130824,30481.0,19470.0,775.0,8175.0,81497.0,150512.0,2674.0
2018-10-09 03:00:00,134446,29154.0,21087.0,1481.0,8561.0,81509.0,161502.0,2883.0
2018-10-09 04:00:00,138667,27910.0,25794.0,2480.0,8560.0,81454.0,173322.0,3423.0
2018-10-09 05:00:00,139963,27387.0,30805.0,4025.0,8737.0,81430.0,186184.0,4054.0
2018-10-09 06:00:00,141936,29313.0,33951.0,5817.0,9006.0,81445.0,195270.0,5050.0
2018-10-09 07:00:00,143540,28778.0,34679.0,10704.0,9024.0,81470.0,201194.0,5854.0
2018-10-09 08:00:00,144371,28144.0,35644.0,14764.0,9363.0,81526.0,206158.0,6341.0
2018-10-09 09:00:00,143799,28094.0,37415.0,16700.0,9332.0,81584.0,208759.0,6853.0
2018-10-09 10:00:00,144272,26069.0,38507.0,16506.0,9414.0,81641.0,212493.0,6714.0
2018-10-09 11:00:00,143121,24059.0,38994.0,15386.0,9324.0,81686.0,212818.0,6616.0
2018-10-09 12:00:00,143078,22806.0,37616.0,14895.0,9322.0,81757.0,212309.0,6082.0
2018-10-09 13:00:00,143741,22508.0,36746.0,13940.0,9194.0,81702.0,208568.0,5475.0
2018-10-09 14:00:00,143361,23319.0,33042.0,12974.0,8915.0,81744.0,201423.0,5189.0
2018-10-09 15:00:00,142566,23504.0,30556.0,10908.0,8355.0,81619.0,191997.0,4484.0
2018-10-09 16:00:00,140062,23025.0,28956.0,6099.0,7954.0,81672.0,178295.0,3965.0
2018-10-09 17:00:00,134681,19792.0,28294.0,958.0,7687.0,82149.0,166411.0,3403.0
2018-10-09 18:00:00,131125,23803.0,27700.0,699.0,7413.0,81749.0,152465.0,2772.0
2018-10-09 19:00:00,124933,24483.0,26187.0,185.0,7261.0,81758.0,141858.0,2535.0
2018-10-09 20:00:00,118550,24322.0,22733.0,176.0,7199.0,81800.0,134861.0,2457.0
2018-10-09 21:00:00,116454,22719.0,19791.0,65.0,7219.0,81771.0,129302.0,2413.0
2018-10-09 22:00:00,115229,23298.0,17758.0,49.0,7207.0,81895.0,128290.0,2444.0
2018-10-09 23:00:00,121805,21548.0,16808.0,69.0,7266.0,81944.0,132472.0,2471.0
2018-10-10 00:00:00,128324,22645.0,16686.0,84.0,7336.0,82001.0,142607.0,2521.0
2018-10-10 01:00:00,131910,23787.0,16759.0,349.0,7489.0,82048.0,151308.0,2621.0
2018-10-10 02:00:00,136237,23263.0,17711.0,929.0,7924.0,82167.0,161255.0,2898.0
2018-10-10 03:00:00,138111,23235.0,19061.0,1741.0,8305.0,82176.0,170755.0,3414.0
2018-10-10 04:00:00,138786,23325.0,23212.0,2748.0,8990.0,82122.0,180954.0,3416.0
2018-10-10 05:00:00,140837,23298.0,29821.0,3942.0,8932.0,82060.0,191029.0,4029.0
2018-10-10 06:00:00,142510,23989.0,31708.0,5627.0,9077.0,82204.0,202327.0,4585.0
2018-10-10 07:00:00,143110,24958.0,31707.0,11272.0,9285.0,82096.0,207081.0,4909.0
2018-10-10 08:00:00,142050,26286.0,33070.0,16514.0,9385.0,82047.0,208029.0,5108.0
2018-10-10 09:00:00,141328,27459.0,34692.0,17427.0,9343.0,81985.0,208598.0,5197.0
2018-10-10 10:00:00,140430,28049.0,36172.0,16733.0,9272.0,81960.0,209261.0,5300.0
2018-10-10 11:00:00,138978,29698.0,36919.0,15870.0,9263.0,81899.0,207344.0,5183.0
2018-10-10 12:00:00,139046,30322.0,35458.0,15234.0,9293.0,82029.0,206243.0,4904.0
2018-10-10 13:00:00,138694,33055.0,34364.0,14942.0,9256.0,82052.0,201858.0,4666.0
2018-10-10 14:00:00,138745,34394.0,31608.0,13719.0,9041.0,81880.0,194999.0,4441.0
2018-10-10 15:00:00,136732,36043.0,29988.0,11078.0,8098.0,81916.0,185273.0,3999.0
2018-10-10 16:00:00,133965,37620.0,29941.0,6166.0,7640.0,81941.0,172613.0,3615.0
2018-10-10 17:00:00,127886,37806.0,29607.0,857.0,7464.0,81757.0,159827.0,3113.0
2018-10-10 18:00:00,121333,38613.0,28543.0,606.0,7092.0,81893.0,147183.0,2675.0
2018-10-10 19:00:00,114814,39024.0,25956.0,242.0,6969.0,82032.0,137746.0,2484.0
2018-10-10 20:00:00,108303,38860.0,22912.0,246.0,6889.0,82124.0,130539.0,2248.0
2018-10-10 21:00:00,104655,37953.0,20348.0,234.0,6837.0,82203.0,126259.0,2287.0
2018-10-10 22:00:00,105111,37533.0,18206.0,148.0,6806.0,82213.0,125870.0,2362.0
2018-10-10 23:00:00,109650,36645.0,17383.0,145.0,7193.0,82337.0,131478.0,2402.0
2018-10-11 00:00:00,118623,35781.0,18304.0,145.0,7276.0,82338.0,138554.0,2467.0
2018-10-11 01:00:00,125270,34667.0,19375.0,370.0,7511.0,82369.0,146362.0,2709.0
2018-10-11 02:00:00,130439,33668.0,20344.0,873.0,7705.0,82401.0,154122.0,3014.0
2018-10-11 03:00:00,134667,32311.0,22404.0,1411.0,8173.0,82360.0,158988.0,3109.0
2018-10-11 04:00:00,136450,30584.0,26257.0,2185.0,8636.0,82311.0,167608.0,3222.0
2018-10-11 05:00:00,137604,28569.0,31644.0,3498.0,8956.0,82119.0,177815.0,3525.0
2018-10-11 06:00:00,138587,25271.0,34673.0,5253.0,9464.0,81861.0,189488.0,3675.0
2018-10-11 07:00:00,139806,23620.0,35983.0,10676.0,9432.0,81630.0,193833.0,3808.0
2018-10-11 08:00:00,139348,23244.0,36836.0,14669.0,9374.0,81348.0,195956.0,4001.0
2018-10-11 09:00:00,139895,22515.0,36675.0,15850.0,9417.0,81144.0,199402.0,4166.0
2018-10-11 10:00:00,139008,23102.0,38102.0,15776.0,9476.0,81031.0,200143.0,4033.0
2018-10-11 11:00:00,138343,23952.0,38075.0,14868.0,9495.0,80996.0,199566.0,3946.0
2018-10-11 12:00:00,139543,24491.0,37317.0,14127.0,9597.0,81039.0,198206.0,3811.0
2018-10-11 13:00:00,140194,25059.0,35134.0,13299.0,9376.0,81057.0,196336.0,3757.0
2018-10-11 14:00:00,140793,27076.0,32044.0,12498.0,9124.0,81099.0,187836.0,3599.0
2018-10-11 15:00:00,136620,30380.0,30758.0,9876.0,8208.0,81072.0,177613.0,3289.0
2018-10-11 16:00:00,132689,33091.0,31275.0,5776.0,7482.0,81140.0,163656.0,2538.0
2018-10-11 17:00:00,129797,34513.0,31367.0,800.0,7226.0,81058.0,152645.0,2074.0
2018-10-11 18:00:00,119451,36127.0,29752.0,231.0,6778.0,81065.0,140809.0,1693.0
2018-10-11 19:00:00,113002,36011.0,27625.0,140.0,6460.0,80944.0,133392.0,1571.0
2018-10-11 20:00:00,109066,36246.0,25784.0,85.0,6511.0,80894.0,125774.0,1273.0
2018-10-11 21:00:00,105151,35817.0,22046.0,93.0,6433.0,80939.0,121387.0,1178.0
2018-10-11 22:00:00,104433,35874.0,20313.0,98.0,6507.0,81059.0,120637.0,1236.0
2018-10-11 23:00:00,107400,34529.0,18904.0,103.0,6701.0,81180.0,123728.0,1456.0
2018-10-12 00:00:00,112462,34444.0,19220.0,116.0,6907.0,81409.0,133058.0,1860.0
2018-10-12 01:00:00,121074,33373.0,19718.0,215.0,7286.0,81584.0,140983.0,2067.0
2018-10-12 02:00:00,127016,32776.0,20815.0,498.0,7757.0,81878.0,145909.0,2123.0
2018-10-12 03:00:00,129318,32199.0,22955.0,945.0,8248.0,82017.0,151659.0,2167.0
2018-10-12 04:00:00,129846,31730.0,27140.0,1539.0,8635.0,82088.0,158755.0,2151.0
2018-10-12 05:00:00,131072,30123.0,31703.0,2405.0,8719.0,82113.0,165534.0,2217.0
2018-10-12 06:00:00,132226,28622.0,34716.0,3463.0,9036.0,82118.0,170695.0,2205.0
2018-10-12 07:00:00,134117,26336.0,33813.0,7806.0,8908.0,82108.0,173472.0,2193.0
2018-10-12 08:00:00,134150,24358.0,33796.0,12201.0,8803.0,82309.0,172268.0,2471.0
2018-10-12 09:00:00,133848,22737.0,34915.0,14331.0,8856.0,82416.0,172056.0,2725.0
2018-10-12 10:00:00,132898,22027.0,34166.0,14597.0,8932.0,82132.0,174086.0,3059.0
2018-10-12 11:00:00,132830,21927.0,34985.0,13817.0,8967.0,81840.0,174128.0,2928.0
2018-10-12 12:00:00,133753,20418.0,34826.0,13349.0,8922.0,81896.0,174121.0,2874.0
2018-10-12 13:00:00,133754,20114.0,33640.0,11907.0,8958.0,81975.0,170825.0,2888.0
2018-10-12 14:00:00,133040,19129.0,32839.0,10660.0,7904.0,82154.0,166746.0,3099.0
2018-10-12 15:00:00,131654,18596.0,32142.0,8793.0,7501.0,82209.0,161715.0,3015.0
2018-10-12 16:00:00,127043,18647.0,31239.0,4546.0,7374.0,82365.0,153001.0,2750.0
2018-10-12 17:00:00,124628,20658.0,31370.0,570.0,7586.0,82081.0,144909.0,2369.0
2018-10-12 18:00:00,118614,20858.0,30368.0,346.0,6684.0,82552.0,129139.0,2029.0
2018-10-12 19:00:00,112197,21953.0,27280.0,103.0,6602.0,82645.0,119327.0,1968.0
2018-10-12 20:00:00,107911,21660.0,24127.0,47.0,6466.0,82664.0,112535.0,1939.0
2018-10-12 21:00:00,105486,19889.0,20645.0,47.0,6309.0,82957.0,108143.0,1917.0
2018-10-12 22:00:00,104583,19461.0,19211.0,38.0,6473.0,83164.0,105889.0,1862.0
2018-10-12 23:00:00,104798,19299.0,19750.0,38.0,6823.0,83621.0,109085.0,1926.0
2018-10-13 00:00:00,111164,19014.0,22311.0,51.0,7126.0,83698.0,117821.0,1948.0
2018-10-13 01:00:00,115958,18848.0,24070.0,268.0,7238.0,83724.0,125121.0,1946.0
2018-10-13 02:00:00,119297,18414.0,25161.0,1186.0,7509.0,83850.0,130903.0,2321.0
2018-10-13 03:00:00,120869,18313.0,27164.0,2565.0,7749.0,83940.0,135730.0,2356.0
2018-10-13 04:00:00,122342,19724.0,29782.0,4054.0,7679.0,84045.0,137243.0,2379.0
2018-10-13 05:00:00,122602,19169.0,32936.0,5223.0,7819.0,84161.0,141908.0,2557.0
2018-10-13 06:00:00,122945,19211.0,33902.0,6316.0,7911.0,84276.0,146975.0,2762.0
2018-10-13 07:00:00,123601,19932.0,32631.0,9907.0,7993.0,84143.0,147932.0,2926.0
2018-10-13 08:00:00,124201,21291.0,31262.0,13674.0,8146.0,83328.0,147964.0,2997.0
2018-10-13 09:00:00,123724,20741.0,30306.0,15429.0,8210.0,83309.0,151768.0,3073.0
2018-10-13 10:00:00,123782,21123.0,29513.0,15800.0,8161.0,83389.0,152883.0,3062.0
2018-10-13 11:00:00,123895,20300.0,29349.0,14943.0,7883.0,83428.0,154418.0,3142.0
2018-10-13 12:00:00,125348,18679.0,30276.0,13638.0,7835.0,83505.0,154894.0,3155.0
2018-10-13 13:00:00,125582,16995.0,30967.0,12840.0,7867.0,83610.0,154896.0,3093.0
2018-10-13 14:00:00,124428,16414.0,30141.0,11824.0,7535.0,83632.0,151304.0,2900.0
2018-10-13 15:00:00,122876,17423.0,29073.0,9700.0,7398.0,83371.0,145445.0,2789.0
2018-10-13 16:00:00,120412,18777.0,29995.0,4475.0,7155.0,83236.0,136789.0,2565.0
2018-10-13 17:00:00,117930,22989.0,29831.0,543.0,6816.0,83372.0,129786.0,2511.0
2018-10-13 18:00:00,112508,22551.0,29313.0,264.0,6405.0,82713.0,120666.0,2235.0
2018-10-13 19:00:00,108997,22738.0,27970.0,17.0,6298.0,82557.0,112998.0,1834.0
2018-10-13 20:00:00,104872,23243.0,25910.0,23.0,6242.0,82433.0,107640.0,1518.0
2018-10-13 21:00:00,101175,24173.0,22693.0,31.0,6253.0,82578.0,102261.0,1463.0
2018-10-13 22:00:00,98046,26379.0,20655.0,34.0,6249.0,82680.0,98931.0,1488.0
2018-10-13 23:00:00,97359,27996.0,19580.0,22.0,6278.0,82614.0,99980.0,1521.0
2018-10-14 00:00:00,98195,28285.0,19620.0,96.0,6412.0,82551.0,102784.0,1543.0
2018-10-14 01:00:00,101936,28165.0,20164.0,238.0,6508.0,82589.0,104850.0,1702.0
2018-10-14 02:00:00,105570,28620.0,21484.0,886.0,6737.0,82676.0,108870.0,1768.0
2018-10-14 03:00:00,107093,29743.0,22342.0,2540.0,6895.0,82681.0,115497.0,1905.0
2018-10-14 04:00:00,109037,31231.0,24206.0,4107.0,7010.0,82564.0,120047.0,1908.0
2018-10-14 05:00:00,109302,31890.0,26480.0,5076.0,7078.0,82361.0,124865.0,2228.0
2018-10-14 06:00:00,108808,32667.0,27546.0,6564.0,7174.0,82274.0,127107.0,2560.0
2018-10-14 07:00:00,108544,31839.0,27067.0,10112.0,7196.0,82178.0,128792.0,2814.0
2018-10-14 08:00:00,109012,29453.0,26981.0,13906.0,7282.0,82312.0,131763.0,2880.0
2018-10-14 09:00:00,108984,28389.0,26741.0,15769.0,7384.0,82318.0,132183.0,2942.0
2018-10-14 10:00:00,110836,27084.0,26637.0,15601.0,7546.0,82555.0,135050.0,3025.0
2018-10-14 11:00:00,113007,26119.0,26677.0,14734.0,7368.0,82522.0,137843.0,2949.0
2018-10-14 12:00:00,115684,24790.0,27880.0,13398.0,7346.0,82494.0,140718.0,2879.0
2018-10-14 13:00:00,115755,24548.0,28744.0,12471.0,7323.0,82592.0,138831.0,2838.0
2018-10-14 14:00:00,111936,25826.0,27388.0,10616.0,7278.0,82470.0,135925.0,2873.0
2018-10-14 15:00:00,112585,28355.0,27679.0,8219.0,7062.0,82231.0,131367.0,2851.0
2018-10-14 16:00:00,109991,30418.0,27867.0,5014.0,6930.0,82224.0,125758.0,2685.0
2018-10-14 17:00:00,107597,30942.0,28778.0,585.0,6695.0,81881.0,121422.0,2373.0
2018-10-14 18:00:00,105535,29784.0,27331.0,381.0,6575.0,82124.0,113840.0,2277.0
2018-10-14 19:00:00,103909,28406.0,25955.0,115.0,6260.0,81981.0,106583.0,2062.0
2018-10-14 20:00:00,98581,28801.0,23664.0,121.0,6038.0,81866.0,101318.0,1709.0
2018-10-14 21:00:00,95699,29768.0,21465.0,124.0,5991.0,81877.0,98573.0,1721.0
2018-10-14 22:00:00,93032,30823.0,19463.0,125.0,5947.0,82023.0,96325.0,1540.0
2018-10-14 23:00:00,93490,30561.0,18638.0,121.0,6045.0,82159.0,95839.0,1497.0
2018-10-15 00:00:00,92790,29522.0,17740.0,126.0,6187.0,82183.0,96741.0,1503.0
2018-10-15 01:00:00,96010,29092.0,18345.0,303.0,6208.0,81904.0,101840.0,1631.0
2018-10-15 02:00:00,98841,28776.0,19409.0,777.0,6323.0,82042.0,106213.0,1697.0
2018-10-15 03:00:00,102472,28304.0,20903.0,1725.0,6577.0,82123.0,112598.0,1802.0
2018-10-15 04:00:00,106415,27321.0,22421.0,2934.0,6830.0,82137.0,117666.0,2108.0
2018-10-15 05:00:00,108249,27897.0,24485.0,4352.0,6953.0,82088.0,123731.0,2507.0
2018-10-15 06:00:00,109611,29074.0,26264.0,6017.0,7144.0,82146.0,127867.0,3046.0
2018-10-15 07:00:00,110602,29737.0,26496.0,10871.0,7181.0,81859.0,130857.0,3229.0
2018-10-15 08:00:00,111373,31502.0,27136.0,14636.0,7184.0,81757.0,132289.0,3256.0
2018-10-15 09:00:00,110796,32916.0,27145.0,16098.0,7122.0,81588.0,136227.0,3375.0
2018-10-15 10:00:00,111180,34460.0,27970.0,16381.0,7015.0,81519.0,140028.0,3455.0
2018-10-15 11:00:00,112615,36847.0,30276.0,15437.0,7076.0,81515.0,142226.0,3521.0
2018-10-15 12:00:00,114583,38915.0,31362.0,13669.0,7052.0,81544.0,143871.0,3642.0
2018-10-15 13:00:00,115011,39528.0,31899.0,13006.0,7023.0,81387.0,143365.0,3719.0
2018-10-15 14:00:00,115023,39748.0,31204.0,12871.0,7123.0,81323.0,138444.0,3834.0
