datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2019-02-01 00:00:00,11907,TEX,4386,123,405,14,5126,19054
2019-02-01 01:00:00,12111,TEX,5455,121,9,15,5127,19486
2019-02-01 02:00:00,11855,TEX,7848,107,0,16,5127,17438
2019-02-01 03:00:00,11503,TEX,9058,72,0,17,5128,15795
2019-02-01 04:00:00,10762,TEX,9445,45,0,15,5127,14345
2019-02-01 05:00:00,10141,TEX,9391,45,0,19,5127,12363
2019-02-01 06:00:00,9688,TEX,9254,46,0,20,5127,10541
2019-02-01 07:00:00,8875,TEX,9070,64,0,22,4936,10208
2019-02-01 08:00:00,8532,TEX,8757,40,0,19,4726,10164
2019-02-01 09:00:00,8743,TEX,7988,67,0,23,4726,10334
2019-02-01 10:00:00,8953,TEX,7306,39,0,23,4779,10810
2019-02-01 11:00:00,8667,TEX,6417,39,0,17,4922,12477
2019-02-01 12:00:00,8162,TEX,5498,40,0,20,5073,15968
2019-02-01 13:00:00,9727,TEX,4769,162,0,17,5105,18475
2019-02-01 14:00:00,11029,TEX,4418,202,3,21,5116,19061
2019-02-01 15:00:00,11070,TEX,4200,213,222,15,5120,18635
2019-02-01 16:00:00,11067,TEX,3845,187,584,16,5124,18696
2019-02-01 17:00:00,11018,TEX,3643,163,776,19,5126,18488
2019-02-01 18:00:00,10994,TEX,3417,161,774,22,5126,18230
2019-02-01 19:00:00,10340,TEX,3453,194,1012,16,5127,17802
2019-02-01 20:00:00,10109,TEX,3883,145,1030,19,5127,17173
2019-02-01 21:00:00,9906,TEX,4559,157,1037,17,5128,16249
2019-02-01 22:00:00,9851,TEX,4681,95,1003,20,5128,15964
2019-02-01 23:00:00,10342,TEX,4403,94,867,21,5128,15796
2019-02-02 00:00:00,10740,TEX,4759,121,311,21,5128,16111
2019-02-02 01:00:00,11252,TEX,5966,121,4,17,5127,15856
2019-02-02 02:00:00,11079,TEX,8140,104,0,17,5128,13764
2019-02-02 03:00:00,10277,TEX,10207,70,0,16,5128,11702
2019-02-02 04:00:00,8906,TEX,11888,43,0,18,5127,10726
