datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-02-01 00:00:00,10172,CAR,1648,37,1274,0,12003,6321
2019-02-01 01:00:00,10586,CAR,1898,34,1301,0,12007,6344
2019-02-01 02:00:00,10755,CAR,2000,2,1365,0,11997,6336
2019-02-01 03:00:00,10948,CAR,1499,2,1361,0,12000,6246
2019-02-01 04:00:00,11125,CAR,841,1,1340,-1,12001,6034
2019-02-01 05:00:00,10992,CAR,602,-1,1359,0,12001,5973
2019-02-01 06:00:00,10689,CAR,599,0,1364,0,12004,5735
2019-02-01 07:00:00,10697,CAR,687,-1,1364,66,12003,5852
2019-02-01 08:00:00,10824,CAR,1016,-1,1361,69,11998,5897
2019-02-01 09:00:00,11301,CAR,998,-1,1359,66,12000,5985
2019-02-01 10:00:00,11762,CAR,951,0,1344,66,12003,5936
2019-02-01 11:00:00,12031,CAR,1463,0,1383,91,11999,6474
2019-02-01 12:00:00,12127,CAR,2744,19,1415,137,12006,7411
2019-02-01 13:00:00,11714,CAR,3176,181,1395,136,12003,7725
2019-02-01 14:00:00,11445,CAR,2315,840,1392,136,11996,6911
2019-02-01 15:00:00,10078,CAR,980,1709,1313,75,12003,6562
2019-02-01 16:00:00,7985,CAR,246,2414,1184,68,11998,6180
2019-02-01 17:00:00,6679,CAR,-899,2653,1186,69,11999,6094
2019-02-01 18:00:00,5991,CAR,-1195,2624,1093,16,11995,5989
2019-02-01 19:00:00,5527,CAR,-1272,2509,1095,0,11983,5963
2019-02-01 20:00:00,5220,CAR,-1429,2235,1137,0,11989,5815
2019-02-01 21:00:00,4969,CAR,-1372,1691,1227,0,11992,5847
2019-02-01 22:00:00,4769,CAR,-570,710,1280,0,11994,5982
2019-02-01 23:00:00,4794,CAR,508,101,1281,0,11988,6112
2019-02-02 00:00:00,5500,CAR,972,32,1279,0,11993,6300
2019-02-02 01:00:00,5692,CAR,1005,35,1250,0,11990,6275
2019-02-02 02:00:00,5269,CAR,893,1,1305,0,11987,6343
2019-02-02 03:00:00,4847,CAR,875,-1,1326,0,11968,6290
2019-02-02 04:00:00,4729,CAR,751,0,1270,-1,11764,6291
2019-02-02 05:00:00,4453,CAR,723,0,1221,0,11775,6216
2019-02-02 06:00:00,4202,CAR,475,0,1218,0,11806,6230
2019-02-02 07:00:00,4159,CAR,429,0,1226,0,11823,6242
2019-02-02 08:00:00,4334,CAR,579,0,1226,0,11852,6297
2019-02-02 09:00:00,4765,CAR,759,0,1259,0,11865,6322
2019-02-02 10:00:00,5019,CAR,950,0,1297,0,11891,6614
2019-02-02 11:00:00,5286,CAR,1323,-1,1301,0,11911,6862
2019-02-02 12:00:00,5619,CAR,1858,18,1302,0,11928,7235
2019-02-02 13:00:00,5701,CAR,2469,172,1276,0,11949,7527
2019-02-02 14:00:00,5824,CAR,2295,912,1281,0,11958,7263
2019-02-02 15:00:00,5433,CAR,1031,1855,1254,0,11972,6737
2019-02-02 16:00:00,4569,CAR,402,2371,1037,0,11976,6076
2019-02-02 17:00:00,4314,CAR,-360,2593,903,0,11993,5368
2019-02-02 18:00:00,3927,CAR,-895,2629,883,0,11987,5128
2019-02-02 19:00:00,3737,CAR,-1232,2578,870,0,11987,4864
2019-02-02 20:00:00,3607,CAR,-1273,2336,866,0,11995,4615
2019-02-02 21:00:00,3342,CAR,-1291,1779,892,0,11997,4927
2019-02-02 22:00:00,3063,CAR,-942,840,1035,0,11998,5438
2019-02-02 23:00:00,3277,CAR,-128,104,1141,0,12003,5684
2019-02-03 00:00:00,3423,CAR,1000,32,1143,0,12009,5885
2019-02-03 01:00:00,3420,CAR,1106,33,1123,0,12019,5940
2019-02-03 02:00:00,3288,CAR,1014,2,1163,0,12025,5941
2019-02-03 03:00:00,3343,CAR,914,0,1188,0,12033,5903
2019-02-03 04:00:00,3265,CAR,865,0,1185,0,12031,5638
2019-02-03 05:00:00,3026,CAR,831,-2,1195,0,12041,5489
2019-02-03 06:00:00,2925,CAR,426,0,1183,0,12039,5648
2019-02-03 07:00:00,2804,CAR,287,0,1156,-1,12042,5850
2019-02-03 08:00:00,2915,CAR,270,-2,1121,0,12040,5775
2019-02-03 09:00:00,2954,CAR,439,0,1098,-1,12037,5744
2019-02-03 10:00:00,2931,CAR,518,0,1106,0,12031,5783
2019-02-03 11:00:00,2952,CAR,849,-1,1156,4,12038,5878
2019-02-03 12:00:00,2945,CAR,1420,19,1213,68,12037,6097
2019-02-03 13:00:00,2973,CAR,2063,144,1201,69,12033,6234
2019-02-03 14:00:00,2967,CAR,2253,496,1225,69,12034,6402
2019-02-03 15:00:00,2875,CAR,1644,782,1221,69,12032,6459
2019-02-03 16:00:00,2732,CAR,910,912,1198,68,12027,6329
2019-02-03 17:00:00,2583,CAR,681,996,1102,38,12024,5986
2019-02-03 18:00:00,2575,CAR,460,896,1101,0,12017,5875
2019-02-03 19:00:00,2455,CAR,282,887,1089,0,12022,5740
2019-02-03 20:00:00,2456,CAR,-22,824,1075,0,12014,5732
2019-02-03 21:00:00,2489,CAR,-44,672,1091,0,12017,5748
2019-02-03 22:00:00,2543,CAR,429,413,1141,0,12014,5718
2019-02-03 23:00:00,2639,CAR,995,92,1223,0,12014,6073
2019-02-04 00:00:00,2880,CAR,1619,30,1219,0,12011,6304
2019-02-04 01:00:00,2830,CAR,1298,29,1220,0,12014,6285
2019-02-04 02:00:00,2718,CAR,1240,-1,1246,0,12014,6329
2019-02-04 03:00:00,2673,CAR,980,-1,1250,0,12015,6254
2019-02-04 04:00:00,2585,CAR,871,-2,1264,0,12016,6153
2019-02-04 05:00:00,2458,CAR,743,0,1236,0,12018,5854
2019-02-04 06:00:00,2318,CAR,310,0,1214,0,12022,5786
2019-02-04 07:00:00,2260,CAR,316,0,1194,-5,12016,5762
2019-02-04 08:00:00,2269,CAR,332,0,1215,0,12008,5862
2019-02-04 09:00:00,2283,CAR,452,-1,1276,-4,12018,6034
2019-02-04 10:00:00,2437,CAR,802,-1,1344,-4,12018,6229
2019-02-04 11:00:00,2785,CAR,1266,0,1360,48,12022,6906
2019-02-04 12:00:00,3123,CAR,2969,18,1357,64,12023,7708
2019-02-04 13:00:00,3363,CAR,3332,152,1329,66,12018,8307
2019-02-04 14:00:00,3323,CAR,2712,999,1319,69,12018,7316
2019-02-04 15:00:00,3056,CAR,1146,1982,1229,69,12017,6271
2019-02-04 16:00:00,2783,CAR,732,2419,1073,68,12017,5541
2019-02-04 17:00:00,2916,CAR,375,2587,1029,4,12007,4926
2019-02-04 18:00:00,3026,CAR,-4,2568,1022,0,12006,4752
2019-02-04 19:00:00,2917,CAR,-86,2449,1018,0,11995,4563
2019-02-04 20:00:00,2745,CAR,-70,2203,1016,0,11994,4505
2019-02-04 21:00:00,2623,CAR,-121,1796,1023,0,11997,4665
2019-02-04 22:00:00,2507,CAR,306,904,1062,0,12002,5266
2019-02-04 23:00:00,2382,CAR,1039,125,1187,0,11996,5668
2019-02-05 00:00:00,2483,CAR,2238,38,1272,0,12001,5932
2019-02-05 01:00:00,2498,CAR,2394,32,1295,0,12001,5999
2019-02-05 02:00:00,2481,CAR,2049,2,1337,0,11998,6014
2019-02-05 03:00:00,2429,CAR,1316,2,1338,0,11990,6004
2019-02-05 04:00:00,2274,CAR,842,0,1268,0,11997,5884
2019-02-05 05:00:00,2188,CAR,395,-1,1206,0,12004,5542
