unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2016,1,2431.249,258.487,3512.655,4592.375,3850.6335,5646.927,387.919,624.027964,6202.391,15101.882464,21304.273464,0.11412024935317924,0.012133105615490329,0.16488029999876272,0.21556121159260386,0.18074465231150957,0.2650607639609108,0.018208506413302766,0.029291210754240623,0.29113365496743226,0.7088663450325676
Gwh,2016,2,1771.906,228.688,2699.381,4105.9,4385.1975,6085.501,534.6055,568.609652,4699.975,15679.813652,20379.788652000003,0.08694427750241224,0.011221313621304768,0.13245382697995212,0.20146921394089437,0.21517384575868267,0.29860471587387094,0.026232141516714682,0.027900664806168075,0.23061941810366915,0.7693805818963307
Gwh,2016,3,1655.772,225.569,2783.969,5178.503,4757.286429,5445.21,827.375,582.004367,4665.31,16790.378796,21455.688796,0.07717170097604542,0.010513249056914593,0.12975435216598674,0.24135804024923369,0.22172611069409734,0.2537886362807031,0.03856203396062718,0.027125876616391993,0.21743930219894678,0.7825606978010533
Gwh,2016,4,915.492,189.226,2679.46,5035.354,5561.234071000001,4468.613,835.8425,431.27115100000003,3784.178,16332.314722000001,20116.492722000003,0.045509523586027015,0.009406510499370337,0.13319717492650504,0.2503097368704429,0.27645147431281936,0.22213678406837742,0.041550110725111514,0.02143868501134638,0.1881132090119024,0.8118867909880975
Gwh,2016,5,1001.289,194.03,3020.962,3882.4095,5269.291,3930.657,1002.3515,487.235482,4216.281,14571.944482,18788.225482,0.05329343108849112,0.01032721265698508,0.1607901716367106,0.2066405634592543,0.28045708760778004,0.20920852816918517,0.05334998246429923,0.025933022917294365,0.2244108153821868,0.7755891846178131
Gwh,2016,6,1987.034,208.615,3541.273,4820.738,3117.161,3246.77,1196.4805,521.115867,5736.922,12902.265367,18639.187367,0.10660518406065124,0.011192279786260707,0.1899907399541299,0.25863455874342145,0.16723695827634738,0.17419053395794967,0.06419166653790524,0.02795807868333448,0.3077882038010418,0.6922117961989582
Gwh,2016,7,3370.304,207.593,4112.993,5185.422,2394.8785,3487.486,1210.825,589.367,7690.89,12867.9785,20558.8685,0.16393431379747384,0.01009749150348425,0.20005930773865305,0.252223122104215,0.11648882816678359,0.16963414110071282,0.05889550779509096,0.028667287793586498,0.3740911130396111,0.6259088869603888
Gwh,2016,8,3091.556,207.351,3587.003,5160.964,2215.391,3632.624,1111.2225,604.599,6885.91,12724.8005,19610.7105,0.1576463025141287,0.010573354800174118,0.18291040500546882,0.26317067910415587,0.11296842100646991,0.18523673581331995,0.056664061202677994,0.030830040553604623,0.3511300623197716,0.6488699376802283
Gwh,2016,9,3851.3995,200.676,3771.2785,5017.145,1824.579,2675.929,976.233,585.3735,7823.354,11079.2595,18902.6135,0.20374957674503583,0.010616309749971875,0.19951095651402914,0.2654207049199837,0.0965252238797561,0.14156396944792846,0.051645398135025083,0.030967860608269858,0.4138768430090368,0.5861231569909632
Gwh,2016,10,3721.423,202.732,5045.874,5093.185,1908.3085,2383.224,655.1735,573.618,8970.029,10613.509,19583.538,0.19002812464223776,0.010352164149297231,0.25765895825361074,0.2600748138564135,0.09744452202661236,0.12169527283578688,0.033455318441437905,0.02929082579460361,0.4580392470451458,0.5419607529548542
Gwh,2016,11,3886.572,192.034,5177.649,3772.4755,1841.971,3863.185,485.347,570.703,9256.255,10533.6815,19789.9365,0.19639133253408875,0.009703618806457514,0.2616303998752093,0.19062595274118238,0.09307614503967711,0.19520957027830788,0.024524939733889493,0.028838040991187617,0.4677253512157555,0.5322746487842445
Gwh,2016,12,4405.249,198.403,5091.8055,4350.945,2181.561,2701.036,470.425,576.834,9695.4575,10280.801,19976.2585,0.22052422879890143,0.009931939957625197,0.25489285193220745,0.21780580182219808,0.10920768771589535,0.13521230714950952,0.023549204672136177,0.028875977951526806,0.4853490206887341,0.5146509793112659
