unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2016,1,2546.265,0.0,0.0,1531.856,285.781,147.7575,1.0745,17.14,2546.265,1983.609,4529.874,0.5621050386831952,0.0,0.0,0.3381674633775686,0.06308806823324446,0.032618456937212825,0.00023720306569233494,0.0037837697030866646,0.5621050386831952,0.43789496131680483,17.14
Gwh,2016,2,1711.948,0.0,0.0,1418.0035,294.065,150.277,2.161,18.211,1711.948,1882.7175,3594.6655,0.47624681628930426,0.0,0.0,0.3944743954618309,0.08180594272262606,0.04180555882042432,0.000601168592738323,0.005066118113076168,0.47624681628930426,0.5237531837106957,18.211
Gwh,2016,3,1448.576,0.0,0.0,1481.298,337.04,110.32,2.003,19.318,1448.576,1949.979,3398.555,0.4262329136942024,0.0,0.0,0.4358611233303566,0.09917155967756885,0.03246085468677129,0.0005893681285134418,0.005684180482587453,0.4262329136942024,0.5737670863057976,19.318
Gwh,2016,4,1404.858,0.0,0.0,1319.306466,355.941,92.4365,2.174,20.906,1404.858,1790.763966,3195.621966,0.43961958421461167,0.0,0.0,0.41284810282218465,0.11138395085121278,0.028925980914977847,0.0006803057505331968,0.006542075446479766,0.43961958421461167,0.5603804157853882,20.906
Gwh,2016,5,1287.096,0.0,0.0,1408.361034,415.149,84.4605,2.8475,22.465,1287.096,1933.283034,3220.379034,0.39967220827459904,0.0,0.0,0.4373277241998092,0.12891308619791492,0.026226881714321828,0.0008842126873690236,0.0069758869259859925,0.39967220827459904,0.600327791725401,22.465
Gwh,2016,6,1253.091,0.0,0.0,1464.571,436.4095,82.681,2.219,22.036,1253.091,2007.9165,3261.0075,0.38426498559110944,0.0,0.0,0.44911610905525357,0.13382658580208723,0.0253544341741011,0.0006804645496828817,0.006757420827765652,0.38426498559110944,0.6157350144088904,22.036
Gwh,2016,7,1557.219,0.0,0.0,1473.3895,322.118,56.9095,3.612,22.028,1557.219,1878.057,3435.276,0.4533024420745233,0.0,0.0,0.428899890430929,0.0937677205557865,0.016566208945074573,0.0010514439014507131,0.006412294092235966,0.4533024420745233,0.5466975579254768,22.028
Gwh,2016,8,1612.099,0.0,0.0,1504.478,218.424,124.7525,1.953,21.137,1612.099,1870.7445,3482.8435,0.46286863018679997,0.0,0.0,0.43196830405959963,0.0627142735526302,0.03581915179364218,0.0005607487100698036,0.006068891697258289,0.46286863018679997,0.5371313698132001,21.137
Gwh,2016,9,1727.89,0.0,0.0,1402.671992,179.434,58.0,1.0675,20.788,1727.89,1661.9614920000001,3389.8514920000002,0.5097243947346352,0.0,0.0,0.413785676248734,0.05293270233916194,0.017109894087360213,0.0003149105506596039,0.006132422039449036,0.5097243947346352,0.49027560526536484,20.788
Gwh,2016,10,2382.669,0.0,0.0,1347.3659280000002,243.612,109.413,1.8355,21.693,2382.669,1723.9194280000002,4106.588428,0.5802064272509561,0.0,0.0,0.32809860340842517,0.059322234080965465,0.0266432835718301,0.00044696468423399547,0.0052824870035892485,0.5802064272509561,0.419793572749044,21.693
Gwh,2016,11,2233.47,0.0,0.0,1409.96108,163.135,132.84,1.578,20.121,2233.47,1727.63508,3961.1050800000003,0.563850227371398,0.0,0.0,0.35595144575159815,0.04118421417893816,0.03353609594219601,0.0003983736780848035,0.005079643077784747,0.563850227371398,0.4361497726286019,20.121
Gwh,2016,12,2511.318,0.0,0.0,1521.673,221.182,182.2155,1.6365,21.497,2511.318,1948.204,4459.522,0.563136138805908,0.0,0.0,0.3412188570882709,0.04959769230872726,0.04085987242578913,0.00036696758083041187,0.004820471790474405,0.563136138805908,0.4368638611940921,21.497
