date,mw,region
2020-06-02 0:00,22712,ОЭС УРАЛА
2020-06-02 1:00,21880,ОЭС УРАЛА
2020-06-02 2:00,21585,ОЭС УРАЛА
2020-06-02 3:00,21034,ОЭС УРАЛА
2020-06-02 4:00,20841,ОЭС УРАЛА
2020-06-02 5:00,21178,ОЭС УРАЛА
2020-06-02 6:00,22394,ОЭС УРАЛА
2020-06-02 7:00,23839,ОЭС УРАЛА
2020-06-02 8:00,24461,ОЭС УРАЛА
2020-06-02 9:00,26809,ОЭС УРАЛА
2020-06-02 10:00,26818,ОЭС УРАЛА
2020-06-02 11:00,26988,ОЭС УРАЛА
2020-06-02 12:00,27421,ОЭС УРАЛА
2020-06-02 13:00,26717,ОЭС УРАЛА
2020-06-02 14:00,27114,ОЭС УРАЛА
2020-06-02 15:00,26807,ОЭС УРАЛА
2020-06-02 16:00,26620,ОЭС УРАЛА
2020-06-02 17:00,26733,ОЭС УРАЛА
2020-06-02 18:00,26756,ОЭС УРАЛА
2020-06-02 19:00,26806,ОЭС УРАЛА
2020-06-02 20:00,26183,ОЭС УРАЛА
2020-06-02 21:00,25829,ОЭС УРАЛА
2020-06-02 22:00,25327,ОЭС УРАЛА
2020-06-02 23:00,23929,ОЭС УРАЛА
