date,mw,region
2013-08-23 0:00,25781,ОЭС УРАЛА
2013-08-23 1:00,25060,ОЭС УРАЛА
2013-08-23 2:00,24845,ОЭС УРАЛА
2013-08-23 3:00,24500,ОЭС УРАЛА
2013-08-23 4:00,24565,ОЭС УРАЛА
2013-08-23 5:00,24949,ОЭС УРАЛА
2013-08-23 6:00,26260,ОЭС УРАЛА
2013-08-23 7:00,27522,ОЭС УРАЛА
2013-08-23 8:00,28165,ОЭС УРАЛА
2013-08-23 9:00,28280,ОЭС УРАЛА
2013-08-23 10:00,28280,ОЭС УРАЛА
2013-08-23 11:00,28288,ОЭС УРАЛА
2013-08-23 12:00,28284,ОЭС УРАЛА
2013-08-23 13:00,28404,ОЭС УРАЛА
2013-08-23 14:00,28430,ОЭС УРАЛА
2013-08-23 15:00,28305,ОЭС УРАЛА
2013-08-23 16:00,28272,ОЭС УРАЛА
2013-08-23 17:00,28187,ОЭС УРАЛА
2013-08-23 18:00,28119,ОЭС УРАЛА
2013-08-23 19:00,28213,ОЭС УРАЛА
2013-08-23 20:00,28120,ОЭС УРАЛА
2013-08-23 21:00,28229,ОЭС УРАЛА
2013-08-23 22:00,27837,ОЭС УРАЛА
2013-08-23 23:00,26508,ОЭС УРАЛА
