date,mw,region
2012-04-02 0:00,26258,ОЭС УРАЛА
2012-04-02 1:00,26246,ОЭС УРАЛА
2012-04-02 2:00,26270,ОЭС УРАЛА
2012-04-02 3:00,26502,ОЭС УРАЛА
2012-04-02 4:00,27456,ОЭС УРАЛА
2012-04-02 5:00,28113,ОЭС УРАЛА
2012-04-02 6:00,30198,ОЭС УРАЛА
2012-04-02 7:00,31489,ОЭС УРАЛА
2012-04-02 8:00,32010,ОЭС УРАЛА
2012-04-02 9:00,32170,ОЭС УРАЛА
2012-04-02 10:00,32370,ОЭС УРАЛА
2012-04-02 11:00,32202,ОЭС УРАЛА
2012-04-02 12:00,31583,ОЭС УРАЛА
2012-04-02 13:00,31660,ОЭС УРАЛА
2012-04-02 14:00,31714,ОЭС УРАЛА
2012-04-02 15:00,31688,ОЭС УРАЛА
2012-04-02 16:00,31840,ОЭС УРАЛА
2012-04-02 17:00,31677,ОЭС УРАЛА
2012-04-02 18:00,31887,ОЭС УРАЛА
2012-04-02 19:00,32019,ОЭС УРАЛА
2012-04-02 20:00,31927,ОЭС УРАЛА
2012-04-02 21:00,31649,ОЭС УРАЛА
2012-04-02 22:00,30528,ОЭС УРАЛА
2012-04-02 23:00,29259,ОЭС УРАЛА
