date,mw,region
2009-03-06 0:00,26872,ОЭС УРАЛА
2009-03-06 1:00,25963,ОЭС УРАЛА
2009-03-06 2:00,25006,ОЭС УРАЛА
2009-03-06 3:00,25072,ОЭС УРАЛА
2009-03-06 4:00,25998,ОЭС УРАЛА
2009-03-06 5:00,27942,ОЭС УРАЛА
2009-03-06 6:00,28986,ОЭС УРАЛА
2009-03-06 7:00,29429,ОЭС УРАЛА
2009-03-06 8:00,29979,ОЭС УРАЛА
2009-03-06 9:00,30020,ОЭС УРАЛА
2009-03-06 10:00,29767,ОЭС УРАЛА
2009-03-06 11:00,29472,ОЭС УРАЛА
2009-03-06 12:00,29645,ОЭС УРАЛА
2009-03-06 13:00,28727,ОЭС УРАЛА
2009-03-06 14:00,28526,ОЭС УРАЛА
2009-03-06 15:00,28500,ОЭС УРАЛА
2009-03-06 16:00,28149,ОЭС УРАЛА
2009-03-06 17:00,28440,ОЭС УРАЛА
2009-03-06 18:00,29680,ОЭС УРАЛА
2009-03-06 19:00,30321,ОЭС УРАЛА
2009-03-06 20:00,30511,ОЭС УРАЛА
2009-03-06 21:00,29075,ОЭС УРАЛА
2009-03-06 22:00,27701,ОЭС УРАЛА
2009-03-06 23:00,27251,ОЭС УРАЛА
