date,mw,region
2013-09-11 0:00,25649,ОЭС УРАЛА
2013-09-11 1:00,25557,ОЭС УРАЛА
2013-09-11 2:00,25168,ОЭС УРАЛА
2013-09-11 3:00,25382,ОЭС УРАЛА
2013-09-11 4:00,25517,ОЭС УРАЛА
2013-09-11 5:00,26210,ОЭС УРАЛА
2013-09-11 6:00,26982,ОЭС УРАЛА
2013-09-11 7:00,29008,ОЭС УРАЛА
2013-09-11 8:00,29559,ОЭС УРАЛА
2013-09-11 9:00,29775,ОЭС УРАЛА
2013-09-11 10:00,28760,ОЭС УРАЛА
2013-09-11 11:00,28676,ОЭС УРАЛА
2013-09-11 12:00,28820,ОЭС УРАЛА
2013-09-11 13:00,29302,ОЭС УРАЛА
2013-09-11 14:00,28911,ОЭС УРАЛА
2013-09-11 15:00,28593,ОЭС УРАЛА
2013-09-11 16:00,28440,ОЭС УРАЛА
2013-09-11 17:00,28761,ОЭС УРАЛА
2013-09-11 18:00,29090,ОЭС УРАЛА
2013-09-11 19:00,29612,ОЭС УРАЛА
2013-09-11 20:00,29337,ОЭС УРАЛА
2013-09-11 21:00,28957,ОЭС УРАЛА
2013-09-11 22:00,27876,ОЭС УРАЛА
2013-09-11 23:00,27188,ОЭС УРАЛА
