date,mw,region
2002-08-13 0:00,18400,ОЭС УРАЛА
2002-08-13 1:00,18056,ОЭС УРАЛА
2002-08-13 2:00,17888,ОЭС УРАЛА
2002-08-13 3:00,17882,ОЭС УРАЛА
2002-08-13 4:00,17855,ОЭС УРАЛА
2002-08-13 5:00,18044,ОЭС УРАЛА
2002-08-13 6:00,18967,ОЭС УРАЛА
2002-08-13 7:00,19745,ОЭС УРАЛА
2002-08-13 8:00,21197,ОЭС УРАЛА
2002-08-13 9:00,21660,ОЭС УРАЛА
2002-08-13 10:00,21108,ОЭС УРАЛА
2002-08-13 11:00,20173,ОЭС УРАЛА
2002-08-13 12:00,19792,ОЭС УРАЛА
2002-08-13 13:00,20143,ОЭС УРАЛА
2002-08-13 14:00,20045,ОЭС УРАЛА
2002-08-13 15:00,20434,ОЭС УРАЛА
2002-08-13 16:00,20422,ОЭС УРАЛА
2002-08-13 17:00,20337,ОЭС УРАЛА
2002-08-13 18:00,20299,ОЭС УРАЛА
2002-08-13 19:00,20317,ОЭС УРАЛА
2002-08-13 20:00,20889,ОЭС УРАЛА
2002-08-13 21:00,21078,ОЭС УРАЛА
2002-08-13 22:00,20913,ОЭС УРАЛА
2002-08-13 23:00,19684,ОЭС УРАЛА
