unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Mwh,2018-01-01 00:00:00,2018-01-01,2018,1,01-01,Monday,0,2190.25,0.0,2152.25,487.0,0.0,1869.5,0.0,2809.0,4342.5,5165.5,9508.0,0.23035864535128314,0.0,0.22636201093815733,0.05122002524190156,0.0,0.1966238956668069,0.0,0.2954354228018511,0.4567206562894405,0.5432793437105595,16.0
Mwh,2018-01-01 01:00:00,2018-01-01,2018,1,01-01,Monday,1,2244.25,0.0,2151.5,487.0,0.0,1912.25,0.0,2895.0,4395.75,5294.25,9690.0,0.2316047471620227,0.0,0.2220330237358101,0.05025799793601651,0.0,0.19734262125902993,0.0,0.29876160990712075,0.4536377708978328,0.5463622291021671,16.0
Mwh,2018-01-01 02:00:00,2018-01-01,2018,1,01-01,Monday,2,2286.5,0.0,2088.0,487.0,0.0,1918.25,0.0,2928.75,4374.5,5334.0,9708.5,0.23551527012411805,0.0,0.21506926919709532,0.050162228974609875,0.0,0.19758459082247515,0.0,0.3016686408817016,0.4505845393212134,0.5494154606787867,16.25
Mwh,2018-01-01 03:00:00,2018-01-01,2018,1,01-01,Monday,3,2171.25,0.0,2101.5,487.0,0.0,1906.5,0.0,2903.75,4272.75,5297.25,9570.0,0.2268808777429467,0.0,0.21959247648902822,0.05088819226750261,0.0,0.19921630094043888,0.0,0.3034221525600836,0.44647335423197493,0.5535266457680251,16.5
Mwh,2018-01-01 04:00:00,2018-01-01,2018,1,01-01,Monday,4,2077.75,0.0,2081.0,487.0,0.0,1900.5,0.0,2938.0,4158.75,5325.5,9484.25,0.2190737274955848,0.0,0.2194164008751351,0.051348287951076786,0.0,0.20038484856472574,0.0,0.3097767351134776,0.4384901283707199,0.5615098716292801,16.0
Mwh,2018-01-01 05:00:00,2018-01-01,2018,1,01-01,Monday,5,1997.25,0.0,2043.5,487.0,0.0,1876.75,0.0,2911.0,4040.75,5274.75,9315.5,0.2144007299661854,0.0,0.2193655735065214,0.05227846063013258,0.0,0.20146529976920186,0.0,0.3124899361279588,0.4337663034727068,0.5662336965272933,16.0
Mwh,2018-01-01 06:00:00,2018-01-01,2018,1,01-01,Monday,6,2031.0,0.0,2122.0,487.0,0.0,1835.5,0.0,2826.0,4153.0,5148.5,9301.5,0.21835187872923723,0.0,0.22813524700317153,0.05235714669676934,0.0,0.19733376337149922,0.0,0.30382196419932267,0.44648712573240873,0.5535128742675912,16.0
Mwh,2018-01-01 07:00:00,2018-01-01,2018,1,01-01,Monday,7,2054.75,0.0,2201.75,486.5,0.0,1804.25,0.0,2715.5,4256.5,5006.25,9262.75,0.2218293703273866,0.0,0.23769938733097623,0.05252219913092764,0.0,0.1947855658416777,0.0,0.29316347736903187,0.4595287576583628,0.5404712423416372,16.0
Mwh,2018-01-01 08:00:00,2018-01-01,2018,1,01-01,Monday,8,2099.25,0.0,2167.0,486.5,0.0,1762.5,0.0,2671.25,4266.25,4920.25,9186.5,0.22851466826321232,0.0,0.2358896206389811,0.05295814510422903,0.0,0.19185761715560878,0.0,0.29077994883796876,0.46440428890219343,0.5355957110978066,16.0
Mwh,2018-01-01 09:00:00,2018-01-01,2018,1,01-01,Monday,9,2122.25,0.0,1929.75,487.0,0.0,1615.5,0.0,2680.5,4052.0,4783.0,8835.0,0.24020939445387662,0.0,0.21842105263157896,0.05512167515563101,0.0,0.1828522920203735,0.0,0.3033955857385399,0.4586304470854556,0.5413695529145445,16.25
Mwh,2018-01-01 10:00:00,2018-01-01,2018,1,01-01,Monday,10,2387.75,0.0,2011.0,487.0,0.0,1771.75,0.0,2796.5,4398.75,5055.25,9454.0,0.2525650518299133,0.0,0.2127141950497144,0.051512587264649884,0.0,0.18740744658345673,0.0,0.2958007192722657,0.4652792468796277,0.5347207531203724,16.0
Mwh,2018-01-01 11:00:00,2018-01-01,2018,1,01-01,Monday,11,3119.25,0.0,2155.75,487.0,0.0,1822.25,0.0,2961.75,5275.0,5271.0,10546.0,0.29577564953536883,0.0,0.204413995827802,0.04617864593210696,0.0,0.17279063151905935,0.0,0.2808410771856628,0.5001896453631709,0.49981035463682916,16.25
Mwh,2018-01-01 12:00:00,2018-01-01,2018,1,01-01,Monday,12,3801.75,0.0,2194.25,487.0,0.0,1746.0,0.0,2955.5,5996.0,5188.5,11184.5,0.33991237873843266,0.0,0.1961866869328088,0.043542402431937056,0.0,0.15610890071080513,0.0,0.26424963118601635,0.5360990656712414,0.46390093432875856,16.0
Mwh,2018-01-01 13:00:00,2018-01-01,2018,1,01-01,Monday,13,4071.25,0.0,2286.25,487.0,0.0,1622.75,0.0,2805.0,6357.5,4914.75,11272.25,0.36117456585863517,0.0,0.2028210871831267,0.043203442081217146,0.0,0.14395972410122201,0.0,0.24884118077579898,0.5639956530417618,0.43600434695823814,16.0
Mwh,2018-01-01 14:00:00,2018-01-01,2018,1,01-01,Monday,14,3906.25,0.0,2176.25,487.0,0.0,1443.25,0.0,2362.0,6082.5,4292.25,10374.75,0.37651509674931927,0.0,0.20976409070098076,0.04694089014193113,0.0,0.13911178582616449,0.0,0.22766813658160437,0.5862791874503,0.4137208125497,16.0
Mwh,2018-01-01 15:00:00,2018-01-01,2018,1,01-01,Monday,15,3677.0,0.0,2022.5,487.0,0.0,1157.5,0.0,1992.0,5699.5,3636.5,9336.0,0.3938517566409597,0.0,0.2166345329905741,0.052163667523564695,0.0,0.12398243359040274,0.0,0.2133676092544987,0.6104862896315338,0.38951371036846616,16.0
