KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8248.595,MWH,5668.63,5660.03,5602.53,5507.19,5581.58,5494.9,5436.18,5551.96,5628.35,5647.24,5567.95,5534.5,5461.57,5473.69,5526.12,5582.21,5655.17,5696.54,5768.06,5762.86,5749.38,5759.01,5744.4,5687.76,2022-04-30
Asfaltit Kömür,405.0,MWH,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,2022-04-30
Atık Isı,390.916,MWH,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,8.6,8.6,8.6,8.6,8.6,2022-04-30
Barajlı,23259.258,MWH,17052.99,17052.99,17495.69,17587.39,17524.09,17458.09,17064.03,18197.73,18882.63,18165.03,18301.83,18315.53,18288.43,18285.93,18331.63,18328.63,17641.63,17625.13,17656.03,17655.53,17451.03,17450.03,17435.73,17412.73,2022-04-30
Biyokütle,1707.443,MWH,880.62,884.59,883.46,879.45,882.15,883.35,887.45,895.08,903.82,911.72,901.26,901.77,893.52,869.42,876.42,890.5,877.86,878.85,883.01,875.26,871.11,864.7,859.1,841.81,2022-04-30
Doğal Gaz,25257.419,MWH,7301.6,6586.74,6539.43,5689.05,5486.23,5328.63,4818.23,6916.13,6929.83,6921.13,6911.33,6906.43,6899.43,6904.13,6907.03,6905.03,7392.73,7248.73,7537.61,7541.79,6653.48,6657.07,6662.56,6091.06,2022-04-30
Fuel Oil,251.93,MWH,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-30
Güneş,8028.897,MWH,0.0,0.0,0.0,0.0,0.0,2.02,130.759,1027.671,2141.65,3182.924,4474.306,5355.522,5635.724,5374.183999999999,4599.233,3866.018,2940.7830000000004,1629.699,395.825,5.7540000000000004,0.0,0.0,0.0,0.0,2022-04-30
İthal Kömür,9053.8,MWH,2680.0,2620.0,2575.0,2573.0,2575.0,2573.0,2571.0,2571.0,2571.0,2571.0,3172.0,3172.0,3170.0,3170.0,2538.0,2539.0,2535.0,2535.0,2535.0,1939.0,1939.0,1939.0,1939.0,1939.0,2022-04-30
Jeotermal,1676.17,MWH,1068.2,1077.5,1083.9,1091.9,1097.1,1102.7,1105.8,1103.7,1087.1,1043.0,1015.8,994.7,964.4,939.8,929.7,915.79,936.4,946.2,964.0,988.3,1008.7,1034.9,1055.4,1067.4,2022-04-30
Linyit,10142.52,MWH,4601.1,4546.1,4581.1,4711.1,4721.1,4721.1,4711.1,4701.1,4701.1,4721.1,4719.1,4692.1,4691.1,4690.1,4770.1,4770.1,4720.1,4630.1,4630.1,4595.1,4598.1,4599.1,4381.1,4381.1,2022-04-30
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-30
Motorin,1.04,MWH,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2022-04-30
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-30
Rüzgar,10861.538,MWH,5774.16,5842.8,5833.39,5884.99,6096.54,6260.23,6311.68,6383.9,6471.37,6573.82,6719.76,6778.33,6736.27,6779.97,6713.55,6755.17,6902.49,7066.46,7076.26,7105.23,7116.24,7059.55,6849.36,6619.72,2022-04-30
Taş Kömür,840.766,MWH,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,2022-04-30
