KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8293.89,MWH,3770,3764,3723,3657,3568,3504.0,3436.0,3534.0,3641.0,3632.0,3599.0,3634.0,3560.0,3620.0,3766.0,3772.0,3702.0,3807.0,3880.0,3847.0,3976.0,3953,3784,3803,2022-06-14
Asfaltit Kömür,405.0,MWH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-06-14
Atık Isı,390.916,MWH,10,10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,15.0,16,18,18,2022-06-14
Barajlı,23275.233,MWH,16310,16310,16304,16314,16354,16354.0,16360.0,16650.0,16614.0,16598.0,16335.0,16269.0,16231.0,16244.0,16245.0,16277.0,16387.0,16362.0,16374.0,16202.0,16680.0,16681,16664,16665,2022-06-14
Biyokütle,1746.168,MWH,756,755,760,756,754,757.0,746.0,748.0,748.0,744.0,753.0,744.0,750.0,747.0,745.0,752.0,752.0,757.0,766.0,760.0,751.0,745,742,747,2022-06-14
Doğal Gaz,25276.777,MWH,10400,9833,9828,9054,9840,9844.0,10033.0,10543.0,10586.0,11072.0,11159.0,11393.0,11615.0,11905.0,12128.0,12111.0,12125.0,12121.0,12136.0,12140.0,11734.0,11784,11807,11819,2022-06-14
Fuel Oil,251.93,MWH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-06-14
Güneş,8370.347,MWH,0,0,0,0,0,10.024,264.54200000000003,1440.234,2665.811,3731.751,4787.946,5146.538,5388.24,5032.969,4450.964,3842.581,3047.142,1788.796,625.1469999999999,23.525,0.03,0,0,0,2022-06-14
İthal Kömür,9053.8,MWH,6930,6933,6931,6930,6929,6933.0,6932.0,6940.0,6940.0,6854.0,6567.0,6569.0,6565.0,6295.0,6293.0,6293.0,6293.0,6294.0,6290.0,6290.0,6291.0,6289,6291,6292,2022-06-14
Jeotermal,1679.17,MWH,967,974,983,989,995,1003.0,1002.0,991.0,972.0,951.0,921.0,894.0,875.0,854.0,844.0,849.0,837.0,846.0,857.0,872.0,893.0,914,934,949,2022-06-14
Linyit,10142.52,MWH,4649,4644,4643,4543,4644,4622.0,4545.0,4545.0,4613.0,4641.0,4634.0,4664.0,4843.0,4932.0,4929.0,4899.0,4904.0,4904.0,4929.0,4929.0,4935.0,4939,4943,4947,2022-06-14
LNG,1.95,MWH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-06-14
Motorin,1.04,MWH,23,23,23,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23,23,23,2022-06-14
Nafta,4.736,MWH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-06-14
Rüzgar,10930.686,MWH,4158,4124,3948,4001,3903,3697.0,3537.0,3362.0,3155.0,3153.0,3170.0,3256.0,3264.0,3411.0,3717.0,3982.0,4100.0,4240.0,4181.0,4244.0,4294.0,4356,4366,4197,2022-06-14
Taş Kömür,840.766,MWH,145,145,145,145,145,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145,145,145,2022-06-14
