KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8248.595,MWH,5548.32,5536.19,5502.44,5499.8,5520.46,5590.65,5581.97,5656.89,5489.59,5521.13,5537.46,5573.87,5605.37,5685.36,5652.36,5658.18,5688.07,5811.48,5590.51,5679.32,5612.89,5655.33,5644.55,5753.35,2022-04-27
Asfaltit Kömür,405.0,MWH,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,2022-04-27
Atık Isı,390.916,MWH,8.4,8.4,8.4,8.4,8.4,8.4,8.4,7.4,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,6.4,6.4,6.4,6.4,6.4,6.4,2022-04-27
Barajlı,23259.258,MWH,16307.43,16012.43,16192.23,16192.23,16131.68,16305.72,16806.72,16815.72,15530.38,16001.36,16261.18,16215.96,16529.9,16399.3,16171.54,16265.76,16160.56,16723.59,16449.11,16407.61,16580.11,16537.11,16767.61,16952.05,2022-04-27
Biyokütle,1707.443,MWH,835.76,836.83,837.9,840.73,839.43,842.53,843.43,833.2,835.16,841.66,839.18,815.66,803.16,802.96,759.26,760.64,773.08,830.11,839.32,826.27,839.46,815.79,810.79,829.36,2022-04-27
Doğal Gaz,25257.419,MWH,12120.22,12148.33,12115.42,12111.31,12114.27,12076.03,11259.91,12151.73,12169.31,12130.2,12076.12,12040.74,11908.18,11886.31,11873.4,11836.28,11894.08,11926.23,12045.84,12129.86,12224.44,11360.89,11382.82,11302.85,2022-04-27
Fuel Oil,251.93,MWH,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2022-04-27
Güneş,8028.897,MWH,0.0,0.0,0.0,0.0,0.0,2.09,153.897,1543.5140000000001,3391.7780000000002,4896.362,5995.719,6614.51,6847.166,6669.566,6057.8369999999995,5037.902,3651.017,2013.2040000000002,437.836,4.953,0.0,0.0,0.0,0.0,2022-04-27
İthal Kömür,9053.8,MWH,3720.5,3720.5,3718.5,3718.5,3684.5,3685.5,3682.5,3684.5,3682.5,3680.5,3680.5,3681.5,3069.5,3069.5,3198.5,3071.5,3171.5,3272.5,3681.5,3684.5,3636.5,3633.5,3680.5,3681.5,2022-04-27
Jeotermal,1676.17,MWH,1072.3,1080.8,1089.9,1098.6,1101.8,1107.4,1109.6,1106.0,1084.6,1056.5,1026.9,1001.2,966.2,939.5,920.5,907.7,901.9,909.6,930.7,955.9,986.1,1015.5,1040.7,1053.3,2022-04-27
Linyit,10142.52,MWH,4483.1,4603.1,4685.1,4685.1,4805.1,4585.1,4665.1,4725.1,4663.1,4681.1,4744.1,4742.1,4662.1,4661.1,4523.1,4483.1,4483.1,4483.1,4643.1,4635.1,4628.1,4472.1,4482.1,4484.1,2022-04-27
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-27
Motorin,1.04,MWH,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2022-04-27
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-27
Rüzgar,10861.538,MWH,2054.22,1847.64,1712.42,1796.67,1918.49,1998.92,2064.89,2055.15,1839.61,1609.75,1619.03,1793.29,1964.88,2294.1,2735.33,3064.99,3372.67,3607.04,3828.38,4057.99,4258.96,4222.52,3929.91,3631.55,2022-04-27
Taş Kömür,840.766,MWH,88.0,78.0,79.0,79.0,72.0,103.0,82.0,82.0,88.0,103.0,103.0,103.0,88.0,85.0,88.0,85.0,83.0,103.0,103.0,0.0,103.0,103.0,103.0,103.0,2022-04-27
