KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8283.166,MWH,2381.0,2256.0,2274.0,2230.0,2215.0,2237.0,2224.0,2184.0,2229.0,2307.0,2285.0,2257.0,2208.0,2191.0,2186.0,2224.0,2284.0,2382.0,2431.0,2463.0,2527.0,2554.0,2522.0,2502.0,2022-07-09
Asfaltit Kömür,405.0,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-09
Atık Isı,390.916,MWH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-07-09
Barajlı,23275.233,MWH,18520.0,17981.0,17981.0,17975.0,17986.0,17944.0,18006.0,18559.0,18600.0,18612.0,18627.0,18651.0,18677.0,18675.0,18644.0,18630.0,18382.0,18332.0,18276.0,18286.0,18074.0,18074.0,18047.0,18045.0,2022-07-09
Biyokütle,1780.975,MWH,650.0,653.0,652.0,656.0,657.0,654.0,664.0,658.0,663.0,647.0,646.0,672.0,668.0,672.0,672.0,674.0,676.0,687.0,681.0,679.0,679.0,682.0,679.0,678.0,2022-07-09
Doğal Gaz,25284.962,MWH,7666.0,7839.0,7867.0,7874.0,7879.0,7885.0,7884.0,7721.0,7672.0,7634.0,7596.0,7562.0,7521.0,7515.0,7500.0,7505.0,7523.0,7736.0,8764.0,8878.0,8940.0,8969.0,8988.0,9002.0,2022-07-09
Fuel Oil,251.93,MWH,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,2022-07-09
Güneş,8479.076,MWH,0.0,0.0,0.0,0.0,0.0,8.005,268.534,1716.644,3473.851,4910.094,5987.031,6552.75,6690.681,6504.865,5979.131,5151.82,3974.549,2521.467,945.167,68.471,0.041,0.0,0.0,0.0,2022-07-09
İthal Kömür,9713.8,MWH,6412.0,6036.0,5973.0,6143.0,6099.0,6099.0,6098.0,6098.0,6195.0,6198.0,6194.0,6194.0,6194.0,6194.0,6194.0,6194.0,6194.0,6196.0,6198.0,6147.0,6097.0,6097.0,6093.0,6088.0,2022-07-09
Jeotermal,1686.338,MWH,886.0,903.0,917.0,926.0,941.0,950.0,955.0,944.0,920.0,889.0,869.0,849.0,828.0,800.0,789.0,779.0,776.0,785.0,795.0,817.0,836.0,860.0,888.0,901.0,2022-07-09
Linyit,10142.52,MWH,4481.0,4114.0,3708.0,3474.0,3402.0,3544.0,3511.0,3511.0,3503.0,3496.0,3490.0,3486.0,3480.0,3479.0,3479.0,3480.0,3481.0,3517.0,3520.0,3487.0,3494.0,3503.0,3477.0,3477.0,2022-07-09
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-09
Motorin,1.04,MWH,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2022-07-09
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-09
Rüzgar,10975.847,MWH,3665.0,3485.0,3408.0,3350.0,3414.0,3503.0,3570.0,3485.0,3309.0,3073.0,3035.0,3114.0,3427.0,3847.0,4441.0,5046.0,5352.0,5603.0,5620.0,5470.0,5397.0,5355.0,5258.0,5264.0,2022-07-09
Taş Kömür,840.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-09
