KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25354.719,MWH,7409.68,6968.54,6968.88,6968.93,7338.78,7369.94,8552.61,9244.63,10869.73,11627.43,12038.22,12380.73,12399.94,12420.99,12595.69,12623.2,12140.64,12154.79,12169.08,12218.73,11623.98,10201.73,8285.9,7761.44,2022-03-16
Barajlı,23256.603,MWH,15755.4,15293.3,14998.3,14674.1,14361.1,14654.1,16742.1,16838.8,17138.8,17081.08,17021.48,16909.48,16944.08,16939.48,17328.48,17408.5,16904.3,18043.5,17592.0,17199.8,17254.1,17268.1,17406.1,17395.1,2022-03-16
Rüzgar,10822.888,MWH,2649.3,2598.33,2465.98,2336.77,2134.75,2047.4,1970.1,1789.52,1723.17,1551.77,1385.01,1337.89,1337.77,1308.61,1352.55,1389.12,1392.55,1383.65,1339.97,1397.74,1525.52,1659.81,1709.12,1740.29,2022-03-16
Linyit,10142.52,MWH,4943.9,4938.9,4962.9,5017.9,5049.9,5102.9,4977.9,4977.9,4978.0,4978.0,4949.0,4888.0,4925.0,4629.0,4629.0,4659.0,4694.0,4293.99,4079.0,4375.0,4375.0,4578.0,4485.0,4485.0,2022-03-16
İthal Kömür,9053.8,MWH,4864.5,4874.5,4877.0,4876.1,4875.3,4887.3,4885.3,4886.3,4886.3,4887.3,5463.3,5461.7,4886.0,4886.0,4886.0,4885.0,4886.0,4885.0,4882.5,4884.0,4884.0,4886.0,4885.7,4887.3,2022-03-16
Akarsu,8243.097,MWH,3034.78,2999.97,3004.79,2943.0,2928.08,2913.24,3012.86,3130.0,3234.94,3307.44,3366.62,3269.79,3237.87,3230.62,3290.95,3242.5,3288.17,3359.05,3284.43,3236.23,3214.6,3288.32,3329.43,3183.21,2022-03-16
Güneş,8018.007,MWH,0.0,0.0,0.0,0.0,0.0,0.0,7.149,592.534,2823.49,4913.887000000001,6250.8279999999995,6877.0689999999995,7024.8060000000005,6926.349999999999,6409.974,5393.645,3931.092,1977.392,243.19500000000002,0.001,0.0,0.0,0.0,0.0,2022-03-16
Biyokütle,1680.47,MWH,740.54,743.51,743.69,750.41,743.76,745.06,738.06,738.49,748.11,766.56,765.86,770.33,772.18,772.22,774.68,783.68,776.46,772.63,763.98,766.72,766.1,755.16,752.06,752.34,2022-03-16
Jeotermal,1676.17,MWH,1183.4,1185.8,1187.5,1189.3,1191.9,1192.9,1195.3,1193.2,1191.0,1181.5,1170.8,1161.1,1152.6,1148.8,1143.3,1140.0,1138.5,1140.95,1147.3,1153.69,1160.9,1165.8,1173.7,1176.3,2022-03-16
Taş Kömür,840.766,MWH,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,2022-03-16
Asfaltit Kömür,405.0,MWH,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,2022-03-16
Atık Isı,390.916,MWH,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,17.5,14.5,11.5,11.0,11.0,11.0,11.0,2022-03-16
Fuel Oil,251.93,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-16
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-16
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-16
Motorin,1.04,MWH,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2022-03-16
