unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2015-01-01,2015,1,01-01,Thursday,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.169,0.169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-02,2015,1,01-02,Friday,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.0,0.284,0.284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-03,2015,1,01-03,Saturday,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-04,2015,1,01-04,Sunday,0.0,0.0,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.245,0.245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-05,2015,1,01-05,Monday,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-06,2015,1,01-06,Tuesday,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.058,0.058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-07,2015,1,01-07,Wednesday,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-08,2015,1,01-08,Thursday,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.321,0.321,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-09,2015,1,01-09,Friday,0.0,0.0,0.0,0.0,0.0,0.454,0.0,0.0,0.0,0.454,0.454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-10,2015,1,01-10,Saturday,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.503,0.503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-11,2015,1,01-11,Sunday,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-12,2015,1,01-12,Monday,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.047,0.047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-13,2015,1,01-13,Tuesday,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.037,0.037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-14,2015,1,01-14,Wednesday,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.056,0.056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-15,2015,1,01-15,Thursday,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.039,0.039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-16,2015,1,01-16,Friday,0.0,0.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gwh,2015-01-17,2015,1,01-17,Saturday,0.0,0.0,0.0,76.906,0.0,0.184,0.0,0.0,0.0,77.09,77.09,0.0,0.0,0.0,0.9976131794007005,0.0,0.0023868205992995197,0.0,0.0,0.0,1.0
Gwh,2015-01-18,2015,1,01-18,Sunday,0.0,0.0,0.0,80.333,0.0,0.011,0.0,0.0,0.0,80.344,80.344,0.0,0.0,0.0,0.9998630887185105,0.0,0.00013691128148959474,0.0,0.0,0.0,1.0
Gwh,2015-01-19,2015,1,01-19,Monday,0.0,0.0,0.0,80.313,0.0,0.124,0.0,0.0,0.0,80.437,80.437,0.0,0.0,0.0,0.9984584208759651,0.0,0.0015415791240349591,0.0,0.0,0.0,1.0
