M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
2015-02-23,605364.19140625,318057.50354003964,1798218.9861328127,185133.65722656262,0.0
2015-02-24,604978.099609375,345393.8333740239,1813933.9485351564,186780.94921875,0.0
2015-02-25,601597.0,336759.4896240237,1774006.5682617188,185192.09570312512,0.0
2015-02-26,600951.904296875,331241.3139648441,1792755.6380859378,184443.1284179688,0.0
2015-02-27,600252.521484375,333663.3317871098,1783588.2125976565,185337.4086914062,0.0
2015-02-28,600362.0,310711.50292968785,1743376.151074219,183408.80761718744,0.0
2015-03-01,608250.640625,316890.69580078154,1668975.665625001,188824.11328125012,0.0
2015-03-02,618150.0,332161.12243652384,1736812.8043945315,188809.08642578137,0.0
2015-03-03,619142.1328125,330253.8262939458,1723705.8679687502,186776.6606445312,0.0
2015-03-04,621217.0,329740.1689453129,1742555.2192382815,190285.85009765625,0.0
2015-03-05,614814.0,329828.048583985,1753572.817089844,192409.0263671875,0.0
2015-03-06,597734.0,331103.2032470706,1773511.6113281252,191568.22265624994,0.0
2015-03-07,593488.0,317169.7045898441,1748096.3408203125,190961.42822265637,0.0
2015-03-08,589175.0,307424.87255859416,1732460.3630859377,191380.9458007813,0.0
2015-03-09,580308.044921875,308576.815917969,1720976.8640625,189040.00402832037,0.0
2015-03-10,591799.513671875,335278.27844238316,1723817.7580078125,188844.09033203122,0.0
2015-03-11,597693.0,333374.26818847674,1694576.5259765629,185934.81884765625,0.0
2015-03-12,598032.0,331248.0949707036,1710288.4825195314,187145.234375,0.0
2015-03-13,586168.0,333097.666992188,1724446.2023437503,187342.00878906253,0.0
2015-03-14,589080.0,314264.6572265629,1636280.0499023444,184817.18750000003,0.0
2015-03-15,578023.0,310642.47192382836,1612140.0512695324,185070.673828125,0.0
2015-03-16,576753.0,336865.5996093756,1670459.9897460947,187003.35876464847,0.0
2015-03-17,576838.0,337608.0784912114,1671795.1713867194,184232.56237792972,0.0
2015-03-18,576995.5859375,330472.2414550785,1660010.8877929694,183034.09234619146,0.0
2015-03-19,573500.0,330839.0115966801,1665065.8116210948,184234.03961181646,0.0
2015-03-20,577241.0,328412.64355468797,1676736.3524414075,184260.158996582,0.0
2015-03-21,573764.0,313769.1022949224,1640296.5776367204,184245.47363281244,0.0
2015-03-22,574612.0,310536.2790527346,1625887.7753906262,185100.94384765637,0.0
2015-03-23,580815.0,329649.2478027347,1713597.2630859388,185789.67187500012,0.0
2015-03-24,581260.0,323734.2124023443,1704135.4479492197,182265.65527343762,0.0
2015-03-25,581537.0,323352.8815917972,1650958.17890625,183011.4848632813,0.0
2015-03-26,589604.931640625,323831.8264160161,1647162.4491210948,183442.57812500012,0.0
2015-03-27,591336.072265625,321739.4982910162,1675254.4040039072,183048.93164062512,0.0
2015-03-28,576991.05859375,304550.85351562535,1658541.9102539078,183454.95312500012,0.0
2015-03-29,582228.0,303759.9299316409,1627621.6579101575,183047.83691406244,0.0
2015-03-30,586610.0,327846.81250000076,1648768.0974609384,185142.29840087896,0.0
2015-03-31,589614.298828125,330496.2536621101,1668981.389941407,183258.0418701172,0.0
2015-04-01,588353.0,328995.986572266,1652537.225390626,183726.10174560547,0.0
2015-04-02,585119.0,325859.07128906285,1661080.4235351572,183845.09143066403,0.0
2015-04-03,583098.0,328018.50366210984,1635370.2290039072,185878.82263183605,0.0
2015-04-04,567527.791015625,321513.6782226567,1579387.9157226575,184324.14807128906,0.0
2015-04-05,567239.0,318638.1381835944,1547128.7033203132,183704.63342285153,0.0
2015-04-06,568053.0,334563.9792480473,1611586.4220703137,184149.1983032226,0.0
2015-04-07,555230.125,332587.1784667974,1605467.377441407,182678.0043945312,0.0
2015-04-08,544970.0,333390.0146484377,1614563.4744140634,182747.4897460938,0.0
2015-04-09,549866.0,332327.8842773445,1635429.1148437518,182375.54980468753,0.0
2015-04-10,557367.837890625,330399.7597656255,1596735.764648439,185556.44140624994,0.0
2015-04-11,531680.0,326042.78002929717,1535869.7191406265,183489.89453125003,0.0
2015-04-12,501712.0,326789.5603027351,1476965.0733398441,182914.3666992187,0.0
2015-04-13,509629.984375,333689.51904296933,1515539.7386718756,182551.1918945312,0.0
2015-04-14,507428.0,337605.0148925785,1496957.4870117197,181153.41601562494,0.0
2015-04-15,497631.125,336221.0783691408,1510874.9982421887,180463.87499999997,0.0
2015-04-16,494522.78125,336544.4819335944,1519002.2126953134,180444.20068359378,0.0
2015-04-17,501923.0,344673.5620117191,1493577.9896484385,182466.5561523437,0.0
2015-04-18,493389.0,335390.0615234379,1457750.911816407,180941.1066284179,0.0
2015-04-19,494896.73828125,330388.2961425782,1405723.4613281258,178633.3115234375,0.0
2015-04-20,489595.0,340534.2836914066,1499083.1657226575,175451.23626708987,0.0
2015-04-21,491133.0,354794.9902343756,1477637.5447265634,175312.8989257813,0.0
2015-04-22,492760.333984375,372716.7983398439,1428628.6274414072,172149.3422851562,0.0
2015-04-23,492658.0,382264.18383789103,1428417.6811523444,173165.83489990237,0.0
2015-04-24,492058.0,388785.2971191413,1431113.255859376,173002.3696289063,0.0
2015-04-25,491678.0,382538.2966308599,1365656.4140625007,169743.90533447269,0.0
2015-04-26,492478.0,382538.3527832038,1303164.9922851569,168552.09472656247,0.0
2015-04-27,491780.0,402561.2607421879,1372306.0517578137,170944.32812499997,0.0
2015-04-28,486625.240234375,401301.3625488284,1343471.2180664074,172494.88476562512,0.0
2015-04-29,464542.0,416537.4404296879,1328399.9824218764,173726.04101562503,0.0
2015-04-30,467826.4765625,433081.2070312502,1238841.6231445323,173757.65039062506,0.0
2015-05-01,470434.947265625,438855.5493164066,1465816.739765626,168563.37060546878,0.0
2015-05-02,467070.0,443663.7294921877,1453797.9159082044,166895.49267578137,0.0
2015-05-03,463334.0,451602.0439453126,1436328.0369140634,167348.83349609387,0.0
2015-05-04,463238.21875,449944.8369140626,1444147.729628907,166248.81494140637,0.0
2015-05-05,461812.0,463609.3442382814,1477026.9348046887,165354.68505859375,0.0
2015-05-06,458010.0,469002.9384765626,1449135.770976563,164565.22900390625,0.0
2015-05-07,458329.54296875,473430.1845703126,1413744.9619921898,164438.28417968756,0.0
2015-05-08,459601.0,476529.8779296876,1402656.5383593761,167420.74755859375,0.0
2015-05-09,447295.482421875,476980.98144531273,1299597.0152343765,167503.7641601563,0.0
2015-05-10,451088.939453125,479272.5087890625,1263858.0147070326,168236.76123046875,0.0
2015-05-11,458174.65234375,483595.8505859375,1283087.3703222675,168445.9072265625,0.0
2015-05-12,437755.0,490035.1923828125,1341443.279794923,166365.76660156253,0.0
2015-05-13,434543.021484375,499487.8681640625,1309051.0836914082,166573.88134765637,0.0
2015-05-14,426365.498046875,507820.4208984375,1279603.2108691426,166644.7407226562,0.0
2015-05-15,452057.447265625,513299.578125,1245710.3783642591,166989.849975586,0.0
2015-05-16,474803.302734375,511280.4501953125,1203475.3441699233,164800.17675781244,0.0
2015-05-17,476189.634765625,519826.1396484375,1174075.9823583993,160853.38781738287,0.0
2015-05-18,479099.482421875,528720.763671875,1302277.8440039074,160416.22705078125,0.0
2015-05-19,479245.765625,531849.4443359375,1296753.7769824225,156125.9667968749,0.0
2015-05-20,470083.533203125,536271.935546875,1246523.7471679696,155956.43701171884,0.0
2015-05-21,479103.625,541372.8271484375,1212105.75376465,156574.86328125003,0.0
2015-05-22,494910.806640625,540616.3681640625,1202234.6134423832,157084.4575195313,0.0
2015-05-23,479644.7734375,532565.3857421875,1106392.309013673,157204.16601562503,0.0
2015-05-24,486684.8046875,532203.57421875,1081412.6639062508,156222.4730834961,0.0
2015-05-25,499777.0,546381.2109375,1170173.8112695315,155842.048828125,0.0
2015-05-26,492132.974609375,551182.1455078125,1178866.2834228526,153665.4106445313,0.0
2015-05-27,492729.138671875,562475.1171875,1176853.909130861,155553.10986328128,0.0
2015-05-28,490313.234375,569171.2900390625,1182186.053305665,153631.42968750003,0.0
2015-05-29,481034.029296875,560035.0107421875,1206636.0506103525,154372.05615234375,0.0
2015-05-30,463997.505859375,559475.203125,1089229.8960791023,154183.81243896484,0.0
2015-05-31,463099.326171875,553235.9091796875,1080364.3221972664,153682.51074218753,0.0
2015-06-01,465390.943359375,545873.2939453125,1185632.2094677736,150989.89404296878,0.0
2015-06-02,478803.390625,532459.1347656251,1231683.4563134767,151569.76953125006,0.0
2015-06-03,471548.673828125,507360.823730469,1236277.4378906253,151489.5981445313,0.0
2015-06-04,473744.458984375,503821.540527344,1231609.7954443365,151006.64746093756,0.0
2015-06-05,469626.609375,508615.55664062523,1216608.8421093759,151393.0903320313,0.0
2015-06-06,463140.609375,497938.42578125023,1139198.2760742188,148645.18749999997,0.0
2015-06-07,468958.609375,502327.8872070314,1117237.8656689455,151589.67919921872,0.0
2015-06-08,473464.40234375,518482.6093750003,1222256.432680664,153324.45068359372,0.0
2015-06-09,473182.712890625,515793.3266601565,1209935.100410157,152400.35937499997,0.0
2015-06-10,477855.810546875,512155.3071289064,1190912.4668847658,152602.42626953122,0.0
2015-06-11,483337.609375,499732.8964843754,1200082.5155566402,153988.89453124997,0.0
2015-06-12,467538.751953125,490086.9331054689,1152778.2975439455,151050.20117187506,0.0
2015-06-13,477078.810546875,496981.86425781273,1128167.9405419934,151813.6538085938,0.0
2015-06-14,481984.23046875,493567.4770507814,1153707.8693994144,151185.11425781256,0.0
2015-06-15,482062.5234375,513928.6782226566,1278640.7036279303,153605.59570312506,0.0
2015-06-16,481021.802734375,509186.3666992191,1229868.2235937503,148920.31005859375,0.0
2015-06-17,484481.658203125,493902.1450195315,1212108.2005957037,146112.87060546875,0.0
2015-06-18,497049.810546875,488293.4924316407,1215772.9942236335,146113.1904296875,0.0
2015-06-19,478985.619140625,483040.5629882814,1249269.6229101573,145878.69238281256,0.0
2015-06-20,464800.208984375,472951.3901367192,1190325.1171728526,146173.25878906256,0.0
2015-06-21,472542.810546875,460081.2597656252,1191499.6674902348,148178.01855468756,0.0
2015-06-22,469140.521484375,472623.6298828129,1288925.1555908213,147742.17187500006,0.0
2015-06-23,480747.083984375,470256.52148437523,1249208.8486083995,145554.2060546875,0.0
2015-06-24,477908.94140625,469634.7680664066,1258649.2027001958,146046.54443359375,0.0
2015-06-25,472530.0078125,461661.3020019534,1294473.389282227,144583.70849609375,0.0
2015-06-26,483501.0078125,461008.5947265627,1239384.1769384772,144925.9737548828,0.0
2015-06-27,479476.685546875,454342.0922851567,1164790.398471681,143960.462890625,0.0
2015-06-28,484193.37890625,458671.1860351567,1125344.6728417967,143430.7006835938,0.0
2015-06-29,482792.21875,452361.2258300784,1228463.3586621096,145738.8422241211,0.0
2015-06-30,481473.41015625,454155.4362792972,1212694.7482177739,147368.96191406244,0.0
2015-07-01,483230.154296875,459185.4572753909,1173553.283715821,147493.7584228516,0.0
2015-07-02,481551.0,464504.9257812501,1173287.4177832052,147029.03405761722,0.0
2015-07-03,481576.0,468567.8620605471,1185770.3094580087,146430.47106933597,0.0
2015-07-04,477773.14453125,461420.7822265627,1134381.809399415,148872.4552001953,0.0
2015-07-05,476459.10546875,453686.4802246094,1139031.1443164076,148477.13720703137,0.0
2015-07-06,490977.99609375,460608.8671875001,1217109.5398388673,145876.13769531262,0.0
2015-07-07,497430.255859375,459021.715087891,1189421.210478516,145002.05468750012,0.0
2015-07-08,484575.99609375,459201.980712891,1220771.9140576173,145177.36376953134,0.0
2015-07-09,493218.306640625,464295.4064941409,1243196.2397460944,147782.57806396496,0.0
2015-07-10,504448.99609375,458150.2612304691,1234898.894531251,148159.21240234387,0.0
2015-07-11,477858.552734375,452603.5217285159,1124806.2546093755,145888.61669921884,0.0
2015-07-12,472031.193359375,443406.9973144536,1092851.4762597661,146376.9326171876,0.0
2015-07-13,492957.0,441490.7976074221,1201728.1828271488,144981.56787109384,0.0
2015-07-14,486234.34765625,440587.946777344,1212178.9764550787,144410.30810546884,0.0
2015-07-15,487269.0,445764.1455078127,1201137.9835253912,142645.63623046887,0.0
2015-07-16,487470.0,455434.4567871097,1199242.6320849617,142284.27880859387,0.0
2015-07-17,486343.0,464242.7465820315,1188254.1354785166,146920.59765624994,0.0
2015-07-18,486883.0,465966.255371094,1131398.951528321,146739.2319335937,0.0
2015-07-19,485822.017578125,465800.1225585939,1081838.7067236325,147348.88183593762,0.0
2015-07-20,486779.0,469851.2231445314,1172650.6350000007,144814.61572265616,0.0
2015-07-21,486512.7109375,469355.8322753909,1219546.2305126968,143416.93603515637,0.0
2015-07-22,489579.0,461873.2548828128,1219284.1093798834,144598.42919921887,0.0
2015-07-23,496293.0,454883.4177246096,1214027.7924023448,142714.85595703137,0.0
2015-07-24,498912.853515625,444965.5258789065,1199499.3151171885,146257.08642578134,0.0
2015-07-25,496631.99609375,441568.6118164065,1161096.7387500007,148177.90966796884,0.0
2015-07-26,492350.599609375,435941.7639160159,1128049.9544970708,147272.58129882812,0.0
2015-07-27,496752.763671875,446523.2199707037,1212496.600605469,147996.07763671875,0.0
2015-07-28,508748.716796875,457024.2236328127,1215773.36213379,149000.45043945312,0.0
2015-07-29,504338.90234375,461973.5317382817,1199886.0389648445,148469.72900390625,0.0
2015-07-30,505013.52734375,468077.8867187504,1207748.4132568361,146812.11987304688,0.0
2015-07-31,507641.837890625,466968.4953613283,1211478.2744238272,146858.63574218747,0.0
2015-08-01,510404.0,446352.8349609378,1166562.6085546885,145016.15393066412,0.0
2015-08-02,515019.794921875,453132.0673828128,1137552.3100195313,145174.24365234384,0.0
2015-08-03,515322.794921875,461812.6047363283,1137739.7716699222,147835.85986328122,0.0
2015-08-04,513513.01171875,458817.3591308597,1153706.7799511724,147036.74414062497,0.0
2015-08-05,509520.25390625,458714.7463378908,1149027.907104493,147834.90234375006,0.0
2015-08-06,507657.421875,448094.8308105473,1167841.5105322269,150144.07910156247,0.0
2015-08-07,508119.974609375,443680.5844726567,1158390.9994921878,150362.20361328137,0.0
2015-08-08,497300.94921875,433741.7282714847,1115540.3110693363,150495.13916015637,0.0
2015-08-09,487247.15625,430435.5815429692,1120314.9439599619,151082.64941406262,0.0
2015-08-10,481418.58984375,431960.4484863285,1291430.6437500005,151581.45605468762,0.0
2015-08-11,484652.375,422069.3212890627,1342124.893916016,149893.68798828137,0.0
2015-08-12,500428.365234375,424037.5910644533,1288501.867529297,150582.12597656247,0.0
2015-08-13,506061.068359375,424749.5942382815,1297396.4611816416,152926.41845703125,0.0
2015-08-14,509286.37109375,432795.6074218754,1296036.3441796887,153566.80969238284,0.0
2015-08-15,515209.013671875,422889.2385253912,1176622.0897412119,151912.96142578134,0.0
2015-08-16,522317.0,418541.6850585941,1139351.7774462898,150731.09130859375,0.0
2015-08-17,525165.09765625,432681.3962402347,1247939.6459765628,151672.18365478513,0.0
2015-08-18,526994.0,434666.2097167972,1233897.9183984383,150559.98974609372,0.0
2015-08-19,527256.5703125,437039.8486328127,1204403.907128907,151894.33789062494,0.0
2015-08-20,529598.0,436056.0620117189,1178610.5710107433,151641.51953125012,0.0
2015-08-21,530690.01171875,440714.2690429693,1198529.9946826173,151635.49218750012,0.0
2015-08-22,525940.0,434816.0097656255,1172758.1173242196,149761.70556640637,0.0
2015-08-23,522352.640625,440086.9511718757,1119804.7028466805,150759.04638671887,0.0
2015-08-24,525388.0,451028.1586914064,1182841.7560400395,153026.124572754,0.0
2015-08-25,526431.0,444720.805664063,1181001.795644532,153277.91845703134,0.0
2015-08-26,527816.369140625,434926.4052734377,1194674.61788086,146848.66406250012,0.0
2015-08-27,527932.705078125,438126.8139648442,1216093.9221386723,145379.7783203124,0.0
2015-08-28,526751.0,446771.4506835941,1220214.0080126957,147236.2529296874,0.0
2015-08-29,525284.0,430074.4399414065,1176298.5807421883,150349.14550781244,0.0
2015-08-30,514724.583984375,432313.3032226565,1188235.8342333985,149718.57720947266,0.0
2015-08-31,517553.0,446922.515136719,1263148.3851416025,147787.5810546875,0.0
2015-09-01,508900.11328125,443249.0383300784,1296646.9836328132,148529.2744140624,0.0
2015-09-02,507772.1953125,439071.9355468752,1341589.7188916025,147839.20605468762,0.0
2015-09-03,507926.802734375,447509.5422363284,1327319.2574560558,148372.06542968744,0.0
2015-09-04,507952.9453125,438863.8784179692,1366975.2808740246,151097.44140624994,0.0
2015-09-05,498824.212890625,437873.075195313,1330289.166489259,153029.4213867188,0.0
2015-09-06,504397.970703125,442491.4799804693,1276473.6910986337,151758.5463867188,0.0
2015-09-07,510575.486328125,450022.513183594,1391927.6292187509,150002.6616210938,0.0
2015-09-08,511910.919921875,442339.0927734378,1398364.3876464858,149876.38281250006,0.0
2015-09-09,512786.796875,450325.7556152344,1379375.4875976574,149478.60546875,0.0
2015-09-10,514833.431640625,445364.6662597658,1431121.6203222668,150883.15966796875,0.0
2015-09-11,514245.337890625,436158.8298339847,1440696.225058595,152338.89599609378,0.0
2015-09-12,512408.0,430720.7792968754,1386269.1698730483,154876.35253906253,0.0
2015-09-13,514003.640625,427593.4379882818,1347062.9491845714,152424.78125000003,0.0
2015-09-14,516335.0,429594.5351562504,1463181.8289257826,156521.25683593753,0.0
2015-09-15,478128.513671875,424791.8041992192,1489747.1028222668,158790.48840332034,0.0
2015-09-16,499862.8046875,413375.6115722661,1459166.705419923,157461.46142578128,0.0
2015-09-17,504155.0,412093.7563476566,1465426.1997070329,160655.09423828128,0.0
2015-09-18,504230.974609375,408499.6916503911,1464722.2710351578,163455.15966796872,0.0
2015-09-19,511970.0,400943.754882813,1071865.6751953138,162271.28369140628,0.0
2015-09-20,511189.0,397400.4592285163,1065430.2058593754,160192.75732421878,0.0
2015-09-21,503071.76953125,408072.5520019537,1145650.3989257824,161930.12353515628,0.0
2015-09-22,501653.564453125,406609.9472656255,1169540.5500000007,161600.06298828125,0.0
2015-09-23,506207.6015625,421731.1389160163,1146619.8711914076,163320.4326171875,0.0
2015-09-24,512381.5,416490.0202636721,1132347.13857422,162820.2441406249,0.0
2015-09-25,511683.630859375,400044.0168457036,1152847.8298828134,163415.23486328116,0.0
2015-09-26,511330.677734375,372446.0539550786,1143233.1993164073,164304.85498046875,0.0
2015-09-27,510658.173828125,362400.6171875007,1140851.1770507824,165042.71337890625,0.0
2015-09-28,511677.6015625,381459.979492188,1225450.3262695323,164298.75732421875,0.0
2015-09-29,511754.98046875,386723.16845703183,1221657.7587890634,162723.28369140628,0.0
2015-09-30,511442.369140625,394045.122070313,1227010.0737304697,162060.38378906253,0.0
2015-10-01,502325.37890625,388436.1555175785,1242862.238671876,162916.70263671887,0.0
2015-10-02,484731.873046875,396192.9504394536,1287129.5041992196,165958.05053710946,0.0
2015-10-03,466130.0,368982.2990722659,1230254.532421876,167144.75476074222,0.0
2015-10-04,482611.0,372066.0676269535,1202666.5116210952,166306.44677734378,0.0
2015-10-05,486674.0,397434.6677246095,1292294.4389648444,169282.64904785153,0.0
2015-10-06,508389.62109375,401260.6770019536,1319547.5938476576,169233.7094726562,0.0
2015-10-07,514823.216796875,417420.4643554692,1358881.3643554703,170699.2875976562,0.0
2015-10-08,517187.0,420434.3461914067,1403881.4206054697,172609.38977050787,0.0
2015-10-09,496549.734375,437669.4721679693,1445553.0571289076,177617.86621093744,0.0
2015-10-10,498045.236328125,410178.1452636722,1438117.0312500016,178811.82812499994,0.0
2015-10-11,501391.0,405531.7856445316,1464144.0345703135,179004.7465820312,0.0
2015-10-12,506572.068359375,430276.3613281254,1540997.8664062512,178860.59667968744,0.0
2015-10-13,506320.0,428513.4321289065,1574328.6588867197,170702.65563964838,0.0
2015-10-14,509593.83203125,448719.3737792972,1555720.7853515637,174389.00640869135,0.0
2015-10-15,519213.0,430044.7854003911,1525789.5662109389,179288.15502929682,0.0
2015-10-16,522435.912109375,426879.2814941411,1529598.3108398446,181859.58978271481,0.0
2015-10-17,522342.0,416203.7607421878,1471348.790332033,182063.429321289,0.0
2015-10-18,503156.0,408092.5473632816,1489672.1997070326,183760.37622070307,0.0
2015-10-19,503291.826171875,425253.2277832036,1580204.8133789077,183033.57897949216,0.0
2015-10-20,503266.115234375,417964.8422851566,1589212.969628907,183842.06201171878,0.0
2015-10-21,502704.0,403390.4062500004,1633221.6064453137,185969.77221679682,0.0
2015-10-22,501832.533203125,408499.8225097658,1640423.9153320326,187517.55151367182,0.0
2015-10-23,503245.0,407731.6003417972,1635426.2742187511,186981.40307617182,0.0
2015-10-24,498857.0,406838.3559570315,1568056.9271484385,185707.33227539062,0.0
2015-10-25,498323.0,407580.678710938,1540069.0646484387,185224.09533691406,0.0
2015-10-26,493375.126953125,414225.0058593756,1612414.6488281263,190794.91796874994,0.0
2015-10-27,494858.36328125,408245.0080566412,1623905.9622070321,188228.7268066407,0.0
2015-10-28,490487.0,398988.2561035161,1644563.5532226572,191093.0686035157,0.0
2015-10-29,491426.341796875,405796.1611328128,1656755.7161132824,192148.5336914062,0.0
2015-10-30,501200.900390625,403657.5034179691,1659185.9191406262,186256.19335937494,0.0
2015-10-31,506189.28125,386435.6157226567,1637788.4349609385,189349.52075195318,0.0
2015-11-01,505456.23046875,378226.0729980472,1606359.7564453133,191269.32739257807,0.0
2015-11-02,510252.447265625,390991.1867675785,1674803.4732421888,191305.97827148443,0.0
2015-11-03,513523.673828125,394406.3681640627,1650116.4679687507,188825.04388427734,0.0
2015-11-04,525339.0,378513.3012695317,1586722.4296875014,184180.45111083981,0.0
2015-11-05,529375.0,382088.5378417973,1675404.7927734386,182910.0108032226,0.0
2015-11-06,524241.0,379629.052978516,1693367.8048828132,185329.72705078122,0.0
2015-11-07,527590.0,359603.9516601568,1675436.4536132826,188043.55688476568,0.0
2015-11-08,540638.45703125,349725.6137695317,1649219.2180664074,189150.35620117196,0.0
2015-11-09,550549.0,368784.4821777348,1683712.5802734385,193844.3657226563,0.0
2015-11-10,555555.0,367820.7343750005,1707649.1797851569,195975.3565673829,0.0
2015-11-11,554583.626953125,367428.5913085942,1703205.7699218756,192683.05078125006,0.0
2015-11-12,554585.099609375,367811.397460938,1697887.6875000007,187975.5610351563,0.0
2015-11-13,555295.0,363842.41845703154,1740702.4224609376,197232.4936523438,0.0
2015-11-14,533111.806640625,355421.3215332034,1736348.9800781251,195966.9155273438,0.0
2015-11-15,522418.0,354188.8547363284,1735989.373828125,195795.8383789063,0.0
2015-11-16,504529.0,367816.3845214849,1810502.7398437501,200583.22045898438,0.0
2015-11-17,521498.0,366017.0739746098,1803668.6900390626,198730.20727539062,0.0
2015-11-18,565157.14453125,368067.3696289064,1811986.2351562502,197575.32275390625,0.0
2015-11-19,575841.0,362498.1040039067,1825957.7156250002,201346.2912597656,0.0
2015-11-20,579215.4921875,366783.5751953128,1858837.7496093751,196875.0095214844,0.0
2015-11-21,580256.880859375,342455.97436523467,1794405.2994140626,195606.05688476568,0.0
2015-11-22,580646.423828125,337616.9370117191,1754755.92421875,194360.27807617188,0.0
2015-11-23,581196.0,359026.09130859416,1753270.8644531253,195227.1057128907,0.0
2015-11-24,579545.44140625,358799.564331055,1721936.2227539064,195061.92456054693,0.0
2015-11-25,568791.0,363964.0206298833,1752398.3109375006,195879.99328613278,0.0
2015-11-26,568436.0,367315.9930419925,1744438.4191406253,197727.57446289062,0.0
2015-11-27,570807.0,365808.74169921916,1760302.423828125,200733.84204101568,0.0
2015-11-28,580913.705078125,362420.1718750004,1743405.4037109376,195609.91381835943,0.0
2015-11-29,582716.5625,355166.15527343773,1718918.3399414064,197694.61645507818,0.0
2015-11-30,585052.21875,369772.467041016,1767476.6947265626,197826.13110351568,0.0
