nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,year,month,unit
18780.467259765624,14011.690874267591,59282.310875,7785.574131835949,48.82511508370936,99908.86825595287,40626.55738095287,0.1879759783851483,0.14024471619848153,0.593363851576487,0.07792675733139497,0.0004886965084883766,0.40663614842351314,2021,1,Gwh
16856.085705078127,13220.58434289552,55029.95883691406,7265.643877319342,85.38468920338154,92457.65745141043,37427.69861449637,0.18231140794299877,0.14299069116955918,0.5951909268935798,0.0785834735336841,0.0009235004601782609,0.4048090731064203,2021,2,Gwh
20230.23931640625,14740.750918212903,53636.617325195315,7028.848837890627,189.91249424741417,95826.3688919525,42189.75156675719,0.21111349151940145,0.15382771035427215,0.5597271183850494,0.0733498401240257,0.0019818396172513538,0.44027288161495065,2021,3,Gwh
18039.845685546876,15062.13093115235,44636.70056640625,6402.643598999025,215.57390234702083,84356.89468445152,39720.19411804526,0.21385146706771724,0.17855245842671552,0.5291411061701112,0.0758994700190066,0.002555498316449467,0.47085889382988877,2021,4,Gwh
17438.77508203125,19492.793080078125,36430.76275048829,6016.111582092286,263.0640866755247,79641.50658136548,43210.74383087719,0.21896591150262815,0.24475670936942132,0.457434374540227,0.0755399017464084,0.003303102841315115,0.5425656254597729,2021,5,Gwh
17584.448802734376,17546.88541528321,35545.428475585955,5482.181166809083,244.49191514569523,76403.43577555832,40858.00729997236,0.23015259227857515,0.2296609470132822,0.4652333774622874,0.07175307119582244,0.0032000120500328194,0.5347666225377126,2021,6,Gwh
17027.206865234377,16779.3979560547,39977.53479980471,5582.933649169921,251.43447591950374,79618.50774618321,39640.9729463785,0.21385990955162854,0.21074745597526073,0.5021135905642639,0.07012105359934429,0.003157990309502593,0.49788640943573603,2021,7,Gwh
15379.305388671875,16501.21164770509,42781.216733398454,5759.800302612304,237.300902257625,80658.83497464535,37877.61824124689,0.19067105783893698,0.20458033708138923,0.5303971567013891,0.07140941602271922,0.0029420323555655026,0.46960284329861085,2021,8,Gwh
18133.848396484376,15680.76041870119,41995.27135351564,6018.075043457031,180.05627931017804,82008.01149146841,40012.74013795277,0.22112288868717303,0.19121010415345233,0.5120874240181347,0.07338398936893029,0.002195593772309794,0.48791257598186544,2021,9,Gwh
2590.204078125,1954.043014648439,6333.8649145507825,880.6796313476566,21.089598186340183,11779.881236858217,5446.016322307435,0.21988371750476382,0.1658796871851653,0.5376849551532552,0.07476133363654695,0.0017903065202688696,0.4623150448467449,2021,10,Gwh
3366.645380859375,2417.4583137207055,8840.59771875,1160.4978228759767,17.6184073869586,15802.817643593015,6962.219924843016,0.21304082960321474,0.15297641017206973,0.5594317366773052,0.07343613329275371,0.001114890254656687,0.4405682633226949,2021,11,Gwh
7415.678890625,5153.732892089849,21712.64002246094,2609.4647454833985,19.117457567013805,36910.634008226196,15197.99398576526,0.20090900874182446,0.13962731962125732,0.5882489045737304,0.07069682804423875,0.0005179390189492041,0.4117510954262697,2021,12,Gwh
