date,mw,region
2007-01-28 0:00,12490,ОЭС СР. ВОЛГИ
2007-01-28 1:00,12168,ОЭС СР. ВОЛГИ
2007-01-28 2:00,11696,ОЭС СР. ВОЛГИ
2007-01-28 3:00,11413,ОЭС СР. ВОЛГИ
2007-01-28 4:00,11218,ОЭС СР. ВОЛГИ
2007-01-28 5:00,11239,ОЭС СР. ВОЛГИ
2007-01-28 6:00,11841,ОЭС СР. ВОЛГИ
2007-01-28 7:00,11747,ОЭС СР. ВОЛГИ
2007-01-28 8:00,12023,ОЭС СР. ВОЛГИ
2007-01-28 9:00,12494,ОЭС СР. ВОЛГИ
2007-01-28 10:00,13047,ОЭС СР. ВОЛГИ
2007-01-28 11:00,13822,ОЭС СР. ВОЛГИ
2007-01-28 12:00,13118,ОЭС СР. ВОЛГИ
2007-01-28 13:00,13385,ОЭС СР. ВОЛГИ
2007-01-28 14:00,13046,ОЭС СР. ВОЛГИ
2007-01-28 15:00,13783,ОЭС СР. ВОЛГИ
2007-01-28 16:00,13623,ОЭС СР. ВОЛГИ
2007-01-28 17:00,14474,ОЭС СР. ВОЛГИ
2007-01-28 18:00,14706,ОЭС СР. ВОЛГИ
2007-01-28 19:00,14466,ОЭС СР. ВОЛГИ
2007-01-28 20:00,14330,ОЭС СР. ВОЛГИ
2007-01-28 21:00,14340,ОЭС СР. ВОЛГИ
2007-01-28 22:00,14241,ОЭС СР. ВОЛГИ
2007-01-28 23:00,13092,ОЭС СР. ВОЛГИ
