date,mw,region
2007-12-19 0:00,12755,ОЭС СР. ВОЛГИ
2007-12-19 1:00,12474,ОЭС СР. ВОЛГИ
2007-12-19 2:00,12821,ОЭС СР. ВОЛГИ
2007-12-19 3:00,12385,ОЭС СР. ВОЛГИ
2007-12-19 4:00,12303,ОЭС СР. ВОЛГИ
2007-12-19 5:00,12512,ОЭС СР. ВОЛГИ
2007-12-19 6:00,13345,ОЭС СР. ВОЛГИ
2007-12-19 7:00,13599,ОЭС СР. ВОЛГИ
2007-12-19 8:00,14295,ОЭС СР. ВОЛГИ
2007-12-19 9:00,15095,ОЭС СР. ВОЛГИ
2007-12-19 10:00,14999,ОЭС СР. ВОЛГИ
2007-12-19 11:00,15747,ОЭС СР. ВОЛГИ
2007-12-19 12:00,15280,ОЭС СР. ВОЛГИ
2007-12-19 13:00,15301,ОЭС СР. ВОЛГИ
2007-12-19 14:00,15282,ОЭС СР. ВОЛГИ
2007-12-19 15:00,15580,ОЭС СР. ВОЛГИ
2007-12-19 16:00,15728,ОЭС СР. ВОЛГИ
2007-12-19 17:00,15458,ОЭС СР. ВОЛГИ
2007-12-19 18:00,14982,ОЭС СР. ВОЛГИ
2007-12-19 19:00,16162,ОЭС СР. ВОЛГИ
2007-12-19 20:00,14949,ОЭС СР. ВОЛГИ
2007-12-19 21:00,14315,ОЭС СР. ВОЛГИ
2007-12-19 22:00,13684,ОЭС СР. ВОЛГИ
2007-12-19 23:00,12977,ОЭС СР. ВОЛГИ
