unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2020-01-01,2020,1,01-01,Wednesday,0.0,0.0,39.84475,0.0,59.6535,19.13,0.349,7.869,39.84475,87.0015,126.84625,0.0,0.0,0.31411847019521666,0.0,0.47028193580811417,0.15081249938409688,0.002751362377681642,0.062035732234890666,0.31411847019521666,0.6858815298047833
Gwh,2020-01-02,2020,1,01-02,Thursday,0.0,0.0,45.07925,0.0,70.668375,5.487,0.376,7.869,45.07925,84.400375,129.479625,0.0,0.0,0.3481570942146303,0.0,0.5457876094404814,0.042377323845354045,0.002903931796218903,0.06077404070331529,0.3481570942146303,0.6518429057853697
Gwh,2020-01-03,2020,1,01-03,Friday,0.0,0.0,57.09525,0.0,67.85225,2.991,0.3555,7.863,57.09525,79.06175,136.157,0.0,0.0,0.41933393068296154,0.0,0.49833831532715905,0.02196728776339079,0.002610956469369918,0.05774950975711862,0.41933393068296154,0.5806660693170383
Gwh,2020-01-04,2020,1,01-04,Saturday,0.0,0.0,35.8015,0.0,57.75625,33.288,0.291,7.889,35.8015,99.22425,135.02575,0.0,0.0,0.26514572220483873,0.0,0.42774248615541854,0.24653075431908358,0.0021551444817007126,0.0584258928389585,0.26514572220483873,0.7348542777951613
Gwh,2020-01-05,2020,1,01-05,Sunday,0.0,0.0,43.9535,0.0,59.401,48.8415,0.346,7.849,43.9535,116.4375,160.391,0.0,0.0,0.27403969050632515,0.0,0.37035120424462725,0.30451521594104414,0.002157228273406862,0.04893666103459671,0.27403969050632515,0.7259603094936748
Gwh,2020-01-06,2020,1,01-06,Monday,0.0,0.0,63.35825,0.0,61.76075,6.423,0.342,7.843,63.35825,76.36875,139.727,0.0,0.0,0.45344314269969294,0.0,0.44201013404710615,0.04596820943697352,0.0024476300213988706,0.05613088379482849,0.45344314269969294,0.546556857300307
Gwh,2020-01-07,2020,1,01-07,Tuesday,0.0,0.0,62.15375,0.0,71.337501,11.625,0.365,7.631,62.15375,90.958501,153.112251,0.0,0.0,0.4059358385371789,0.0,0.46591634917574304,0.07592468874355457,0.0023838719476470894,0.04983925159587655,0.4059358385371789,0.5940641614628211
Gwh,2020-01-08,2020,1,01-08,Wednesday,0.0,0.0,53.703,0.0,76.294875,6.643,0.345499,7.801,53.703,91.084374,144.787374,0.0,0.0,0.3709094136896219,0.0,0.5269442555122245,0.045881072475283655,0.00238625088952853,0.05387900743334153,0.3709094136896219,0.6290905863103782
Gwh,2020-01-09,2020,1,01-09,Thursday,0.0,0.0,69.6165,0.0,71.9205,10.858,0.333,7.753,69.6165,90.8645,160.481,0.0,0.0,0.43379901670602755,0.0,0.4481558564565276,0.06765909983113266,0.002075011995189462,0.04831101501112282,0.43379901670602755,0.5662009832939725
Gwh,2020-01-10,2020,1,01-10,Friday,0.0,0.0,65.85125,0.0,80.24775,5.853,0.36,8.024,65.85125,94.48475,160.336,0.0,0.0,0.41070782606526285,0.0,0.5004973929747529,0.036504590360243484,0.0022452849017064163,0.05004490569803412,0.41070782606526285,0.589292173934737
Gwh,2020-01-11,2020,1,01-11,Saturday,0.0,0.0,45.69725,0.0,54.6915,28.731,0.3595,7.903,45.69725,91.685,137.38225,0.0,0.0,0.3326284873045826,0.0,0.39809727967040864,0.20913182015871776,0.002616786375241343,0.05752562649104961,0.3326284873045826,0.6673715126954174
