unit,date,year,month,month_date,weekday,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2020-01-01,2020,1,01-01,Wednesday,9.885,162.382,2.651,170.286,167.4185,24.563,24.597,15.791182000000001,174.918,402.655682,577.5736820000001,0.01711469948867926,0.2811450816763496,0.00458989057607372,0.29482991574397943,0.2898651812185583,0.04252790728785318,0.042586774236018594,0.02734054977248773,0.3028496717411026,0.6971503282588973
Gwh,2020-01-02,2020,1,01-02,Thursday,14.873,194.835,4.218,170.309,177.561,72.451,21.572,15.033727,213.926,456.926727,670.852727,0.022170290738044506,0.29042887083620667,0.0062875200923197564,0.25386943086839386,0.26467955313238223,0.10799836847052124,0.032156089006999,0.02240987685513277,0.3188866816665709,0.6811133183334291
Gwh,2020-01-03,2020,1,01-03,Friday,16.291,174.486,4.636,170.367,166.68,78.738,18.827,16.010272999999998,195.413,450.622273,646.0352730000001,0.025216889357061466,0.2700874198242113,0.007176078758783191,0.2637116069666988,0.258004488247192,0.12187879407011881,0.029142371611650373,0.02478235116428387,0.302480387940056,0.697519612059944
Gwh,2020-01-04,2020,1,01-04,Saturday,16.282,135.519,3.643,170.386,148.549,112.311,21.292,17.098817999999998,155.444,469.63681799999995,625.080818,0.026047831786129134,0.21680236554627405,0.0058280463823159575,0.2725823527030708,0.2376476700649611,0.17967436652327412,0.034062795380804665,0.027354571613170182,0.2486782437147191,0.7513217562852808
Gwh,2020-01-05,2020,1,01-05,Sunday,20.318,137.572,3.292,170.386,141.29,60.231,18.552,18.397364000000003,161.182,408.856364,570.0383640000001,0.03564321505911837,0.24133814263771197,0.0057750499052376045,0.2989026892933823,0.24786051066555928,0.1056613094903907,0.032545177959285555,0.03227390498931402,0.28275640760206794,0.7172435923979318
Gwh,2020-01-06,2020,1,01-06,Monday,16.944,156.886,4.127,170.422,141.98,49.599,18.33,19.514909,177.957,399.845909,577.802909,0.029324878321095472,0.27152165133872663,0.007142573939516113,0.29494832467172644,0.2457239272916156,0.08584068932058629,0.0317236201384372,0.033774334978296204,0.30798910359933823,0.6920108964006618
Gwh,2020-01-07,2020,1,01-07,Tuesday,24.61,229.516,5.647,170.386,167.4725,52.39,19.472,19.466454000000002,259.773,429.186954,688.959954,0.03572050865528245,0.3331340213135232,0.008196412530531492,0.24730900397151384,0.24308016602079602,0.0760421555648211,0.028262890879140995,0.028254841064390808,0.37705094249933724,0.6229490575006628
Gwh,2020-01-08,2020,1,01-08,Wednesday,29.517,223.362,5.864,170.352,158.6675,55.153,18.79,19.979,258.743,422.9415,681.6845,0.04330008970425468,0.32766184356546174,0.00860221994192328,0.2498985967848763,0.23275796941253615,0.08090692981870645,0.027564071062199595,0.029308279710041817,0.3795641532116397,0.6204358467883604
Gwh,2020-01-09,2020,1,01-09,Thursday,29.026,194.382,5.434,170.355,139.992,129.642,23.398,20.072546,228.842,483.459546,712.3015459999999,0.04074959567755873,0.27289285147782066,0.007628791528693384,0.239161350914715,0.1965347412007442,0.1820043782412344,0.032848447587112216,0.028179843372121507,0.32127123868407276,0.6787287613159273
Gwh,2020-01-10,2020,1,01-10,Friday,36.084,168.488,5.446,170.44,146.3675,168.883,24.387,19.398091,210.018,529.475591,739.493591,0.04879555474064954,0.22784240735901115,0.0073644992550043606,0.23048205160171562,0.1979293692080152,0.228376556680665,0.03297797343587796,0.02623158771906111,0.28400246135466506,0.7159975386453349
