unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2020-01-01,2020,1,01-01,Wednesday,1.573,2.303,0.048,0.0,0.024,3.556,0.021,2.139,3.924,5.74,9.664,0.16276903973509935,0.238307119205298,0.004966887417218543,0.0,0.0024834437086092716,0.36796357615894043,0.002173013245033113,0.2213369205298013,0.4060430463576159,0.5939569536423841,1.628
Gwh,2020-01-02,2020,1,01-02,Thursday,1.598,2.593,0.048,0.0,0.024,3.98,0.011,2.001,4.239,6.016,10.255,0.15582642613359338,0.25285226718673814,0.004680643588493418,0.0,0.002340321794246709,0.3881033642125792,0.0010726474890297415,0.19512432959531933,0.4133593369088249,0.586640663091175,1.501
Gwh,2020-01-03,2020,1,01-03,Friday,1.041,2.548,0.048,0.0,0.024,5.545,0.004,1.9275,3.637,7.5005,11.1375,0.09346801346801346,0.22877665544332212,0.00430976430976431,0.0,0.002154882154882155,0.4978675645342312,0.00035914702581369253,0.1730639730639731,0.3265544332210999,0.6734455667789001,1.442
Gwh,2020-01-04,2020,1,01-04,Saturday,1.43,2.933,0.048,0.0,0.024,4.948,0.021,1.964,4.411,6.957,11.368,0.12579169598874032,0.2580049261083744,0.00422237860661506,0.0,0.00211118930330753,0.4352568613652358,0.0018472906403940888,0.17276565798733284,0.38801900070372974,0.6119809992962703,1.469
Gwh,2020-01-05,2020,1,01-05,Sunday,1.437,3.657,0.048,0.0,0.024,3.35,0.022,1.97,5.142,5.366,10.508,0.13675295013323183,0.34802055576703467,0.004567948229920062,0.0,0.002283974114960031,0.31880472021317097,0.002093642938713361,0.18747620860296918,0.4893414541301866,0.5106585458698135,1.468
Gwh,2020-01-06,2020,1,01-06,Monday,1.366,3.179,0.071,0.0,0.024,2.33,0.006,1.933,4.616,4.293,8.909,0.15332809518464474,0.35683017173644627,0.007969469076215062,0.0,0.0026939050398473454,0.2615332809518464,0.0006734762599618363,0.21697160175103827,0.518127735997306,0.4818722640026939,1.434
Gwh,2020-01-07,2020,1,01-07,Tuesday,1.576,3.04,0.07,0.0,0.024,3.214,0.008,1.939,4.686,5.185,9.871,0.15965960895552628,0.30797284976192885,0.00709148009320231,0.0,0.002431364603383649,0.3256002431364603,0.0008104548677945497,0.196433998581704,0.47472393881065744,0.5252760611893424,1.438
Gwh,2020-01-08,2020,1,01-08,Wednesday,1.566,3.152,0.07,0.0,0.024,5.7345,0.004,1.94,4.788,7.7025,12.4905,0.12537528521676475,0.25235178735839237,0.005604259237020136,0.0,0.0019214603098354748,0.45910892278131377,0.00032024338497257915,0.15531804171170088,0.38333133181217727,0.6166686681878227,1.432
Gwh,2020-01-09,2020,1,01-09,Thursday,1.497,6.208,0.07,0.0,0.024,3.792,0.022,1.936,7.775,5.774,13.549,0.11048785888257437,0.45818879622112335,0.005166432947080966,0.0,0.0017713484389991882,0.27987305336187174,0.001623736069082589,0.14288877407926784,0.5738430880507787,0.42615691194922134,1.435
Gwh,2020-01-10,2020,1,01-10,Friday,0.984,7.956,0.071,0.0,0.029,0.424,0.012,1.991,9.011,2.456,11.467,0.085811458969216,0.6938170402023197,0.006191680474404813,0.0,0.0025289962501090085,0.0369756693119386,0.0010464812069416586,0.1736286735850702,0.7858201796459404,0.21417982035405947,1.478
Gwh,2020-01-11,2020,1,01-11,Saturday,0.955,5.704,0.048,0.0,0.024,2.476,0.016,2.057,6.707,4.573,11.28,0.08466312056737589,0.5056737588652482,0.00425531914893617,0.0,0.002127659574468085,0.2195035460992908,0.0014184397163120568,0.1823581560283688,0.5945921985815603,0.4054078014184398,1.552
Gwh,2020-01-12,2020,1,01-12,Sunday,1.034,5.548,0.048,0.0,0.024,5.509,0.005,2.031,6.63,7.569,14.199,0.07282202972040284,0.39073174167194874,0.003380519754912318,0.0,0.001690259877456159,0.3879850693710825,0.0003521374744700331,0.14303824212972746,0.46693429114726387,0.5330657088527361,1.526
Gwh,2020-01-13,2020,1,01-13,Monday,1.082,7.653,0.071,0.0,0.024,2.506,0.023,2.027,8.806,4.58,13.386,0.08083071866128792,0.5717167189601076,0.005304049006424623,0.0,0.0017929179740026895,0.18721051845211414,0.001718213058419244,0.15142686388764381,0.6578514866278201,0.34214851337217994,1.509
