date,mw,region
2018-11-30 0:00,4980,ОЭС ВОСТОКА
2018-11-30 1:00,5067,ОЭС ВОСТОКА
2018-11-30 2:00,5178,ОЭС ВОСТОКА
2018-11-30 3:00,5287,ОЭС ВОСТОКА
2018-11-30 4:00,5265,ОЭС ВОСТОКА
2018-11-30 5:00,5250,ОЭС ВОСТОКА
2018-11-30 6:00,5274,ОЭС ВОСТОКА
2018-11-30 7:00,5574,ОЭС ВОСТОКА
2018-11-30 8:00,5650,ОЭС ВОСТОКА
2018-11-30 9:00,5689,ОЭС ВОСТОКА
2018-11-30 10:00,5672,ОЭС ВОСТОКА
2018-11-30 11:00,5874,ОЭС ВОСТОКА
2018-11-30 12:00,5870,ОЭС ВОСТОКА
2018-11-30 13:00,5785,ОЭС ВОСТОКА
2018-11-30 14:00,5722,ОЭС ВОСТОКА
2018-11-30 15:00,5683,ОЭС ВОСТОКА
2018-11-30 16:00,5402,ОЭС ВОСТОКА
2018-11-30 17:00,4965,ОЭС ВОСТОКА
2018-11-30 18:00,4807,ОЭС ВОСТОКА
2018-11-30 19:00,4553,ОЭС ВОСТОКА
2018-11-30 20:00,4508,ОЭС ВОСТОКА
2018-11-30 21:00,4377,ОЭС ВОСТОКА
2018-11-30 22:00,4309,ОЭС ВОСТОКА
2018-11-30 23:00,4351,ОЭС ВОСТОКА
