date,mw,region
2001-05-21 0:00,2095,ОЭС ВОСТОКА
2001-05-21 1:00,2289,ОЭС ВОСТОКА
2001-05-21 2:00,2477,ОЭС ВОСТОКА
2001-05-21 3:00,2593,ОЭС ВОСТОКА
2001-05-21 4:00,2551,ОЭС ВОСТОКА
2001-05-21 5:00,2441,ОЭС ВОСТОКА
2001-05-21 6:00,2395,ОЭС ВОСТОКА
2001-05-21 7:00,2416,ОЭС ВОСТОКА
2001-05-21 8:00,2405,ОЭС ВОСТОКА
2001-05-21 9:00,2446,ОЭС ВОСТОКА
2001-05-21 10:00,2320,ОЭС ВОСТОКА
2001-05-21 11:00,2360,ОЭС ВОСТОКА
2001-05-21 12:00,2453,ОЭС ВОСТОКА
2001-05-21 13:00,2448,ОЭС ВОСТОКА
2001-05-21 14:00,2582,ОЭС ВОСТОКА
2001-05-21 15:00,2707,ОЭС ВОСТОКА
2001-05-21 16:00,2612,ОЭС ВОСТОКА
2001-05-21 17:00,2404,ОЭС ВОСТОКА
2001-05-21 18:00,2190,ОЭС ВОСТОКА
2001-05-21 19:00,2083,ОЭС ВОСТОКА
2001-05-21 20:00,2066,ОЭС ВОСТОКА
2001-05-21 21:00,2048,ОЭС ВОСТОКА
2001-05-21 22:00,2012,ОЭС ВОСТОКА
2001-05-21 23:00,2067,ОЭС ВОСТОКА
