ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2702.04,13.01.2021,2021-01-13
5,BATI ANADOLU YTM,5744.72,13.01.2021,2021-01-13
11,DOĞU AKDENİZ YTM,3583.07,13.01.2021,2021-01-13
9,DOĞU ANADOLU YTM,1330.14,13.01.2021,2021-01-13
10,GÜNEY DOĞU ANADOLU YTM,5972.18,13.01.2021,2021-01-13
4,KUZEY BATI ANADOLU YTM,9578.26,13.01.2021,2021-01-13
6,ORTA ANADOLU YTM,4985.18,13.01.2021,2021-01-13
8,ORTA KARADENİZ YTM,2007.99,13.01.2021,2021-01-13
3,TRAKYA YTM,6536.81,13.01.2021,2021-01-13
