ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,3024.72,18.09.2021,2021-09-18
5,BATI ANADOLU YTM,6113.52,18.09.2021,2021-09-18
11,DOĞU AKDENİZ YTM,3490.86,18.09.2021,2021-09-18
9,DOĞU ANADOLU YTM,1181.42,18.09.2021,2021-09-18
10,GÜNEY DOĞU ANADOLU YTM,5948.65,18.09.2021,2021-09-18
4,KUZEY BATI ANADOLU YTM,8265.37,18.09.2021,2021-09-18
6,ORTA ANADOLU YTM,4167.43,18.09.2021,2021-09-18
8,ORTA KARADENİZ YTM,1972.87,18.09.2021,2021-09-18
3,TRAKYA YTM,5732.73,18.09.2021,2021-09-18
