ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2779.14,10.11.2021,2021-11-10
5,BATI ANADOLU YTM,5764.6,10.11.2021,2021-11-10
11,DOĞU AKDENİZ YTM,3415.42,10.11.2021,2021-11-10
9,DOĞU ANADOLU YTM,1306.57,10.11.2021,2021-11-10
10,GÜNEY DOĞU ANADOLU YTM,5181.25,10.11.2021,2021-11-10
4,KUZEY BATI ANADOLU YTM,9286.48,10.11.2021,2021-11-10
6,ORTA ANADOLU YTM,5133.76,10.11.2021,2021-11-10
8,ORTA KARADENİZ YTM,2223.75,10.11.2021,2021-11-10
3,TRAKYA YTM,6440.26,10.11.2021,2021-11-10
