ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2270.36,07.02.2021,2021-02-07
5,BATI ANADOLU YTM,4984.84,07.02.2021,2021-02-07
11,DOĞU AKDENİZ YTM,3305.53,07.02.2021,2021-02-07
9,DOĞU ANADOLU YTM,1305.94,07.02.2021,2021-02-07
10,GÜNEY DOĞU ANADOLU YTM,4933.96,07.02.2021,2021-02-07
4,KUZEY BATI ANADOLU YTM,6888.63,07.02.2021,2021-02-07
6,ORTA ANADOLU YTM,3515.1,07.02.2021,2021-02-07
8,ORTA KARADENİZ YTM,1907.35,07.02.2021,2021-02-07
3,TRAKYA YTM,4264.13,07.02.2021,2021-02-07
