ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2694.15,20.02.2021,2021-02-20
5,BATI ANADOLU YTM,5915.41,20.02.2021,2021-02-20
11,DOĞU AKDENİZ YTM,3633.79,20.02.2021,2021-02-20
9,DOĞU ANADOLU YTM,1310.04,20.02.2021,2021-02-20
10,GÜNEY DOĞU ANADOLU YTM,5522.92,20.02.2021,2021-02-20
4,KUZEY BATI ANADOLU YTM,8619.43,20.02.2021,2021-02-20
6,ORTA ANADOLU YTM,4280.22,20.02.2021,2021-02-20
8,ORTA KARADENİZ YTM,1992.76,20.02.2021,2021-02-20
3,TRAKYA YTM,5502.66,20.02.2021,2021-02-20
