"year","month","unit","coal","gas","oil","nuclear","hydro","wind","solar","other","fossil","low.carbon","total.prod","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2018,1,"Gwh",395281.949862861,14974.7121653904,1426.61263629053,20361.9797492269,75247.4390902147,31216.2211268155,11407.1481592859,12871.7732161221,411683.274664542,151104.561341665,562787.836006207,0.702364060794131,0.0266080949290902,0.00253490311093859,0.0361805612106413,0.133704807168904,0.055467121230515,0.0202690026853389,0.022871448870441,0.73150705883416,0.26849294116584
2018,2,"Gwh",349952.688733029,13257.4755276616,1263.01464252294,19751.1202507732,64152.5609097857,34573.7788731847,12491.2593038893,12871.7732161221,364473.178903213,143840.492553755,508313.671456968,0.688458147761336,0.0260812885273418,0.00248471507544306,0.038856165709966,0.126206640726201,0.0680166220477341,0.0245739196195252,0.0253225005324528,0.717024151364121,0.282975848635879
2018,3,"Gwh",367855.788951841,14960.4402313373,1247.11472545739,22053.18,70380,34850.0000000001,17580.7131311876,11936.6560913643,384063.343908636,156800.549222552,540863.893131188,0.680126356415174,0.0276602679922444,0.00230578291746848,0.0407739919045603,0.130125158831649,0.0644339554601163,0.0325048748020667,0.02206961167672,0.710092407324887,0.289907592675113
2018,4,"Gwh",335630.125738601,13162.6669770186,2072.30550178704,22053.18,77520,37400,18932.8584113167,19834.9017825933,350865.098217406,175740.94019391,526606.038411316,0.637345759936862,0.0249952830330776,0.00393521029124323,0.0418779474434642,0.147206819416399,0.0710208339289645,0.0359526040917305,0.0376655418582588,0.666276253261183,0.333723746738817
2018,5,"Gwh",354524.5025,14796.1407783592,1483.18390276538,23198.3199999999,105400,32129.9999999999,18482.75,14196.1728188754,370803.827181125,193407.242818875,564211.07,0.628354389608131,0.0262244779748104,0.00262877490646431,0.0411163857525872,0.186809521479257,0.056946773483193,0.0327585738436503,0.0251611029519067,0.657207642489406,0.342792357510594
2018,6,"Gwh",358374.6,17932.7972341512,1153.35549003487,23383.02,119000,24140,16464.98,11039.247275814,377460.752724186,194027.247275814,571488,0.627090332605409,0.0313791317300647,0.00201816221869028,0.0409160297329078,0.208228344252198,0.0422406069768744,0.0288107186852567,0.0193166737985994,0.660487626554164,0.339512373445836
2018,7,"Gwh",416126.0375,21026.1374714519,962.76821272075,22323.61,141919.35483871,25330,16422.64,9215.05681582737,438114.943184173,215210.661654537,653325.60483871,0.63693514293341,0.0321832441828799,0.00147364224758715,0.0341691950149591,0.217226071942713,0.038770866796585,0.0251369912312779,0.0141048456505885,0.670592029363877,0.329407970636123
2018,8,"Gwh",419390.916690861,20979.4295794791,1393.34704178181,26050.55,140225.806451613,20400,17653.9,13336.3066878783,441763.693312122,217666.563139491,659430.256451613,0.635989799660693,0.0318144782927753,0.00211295588600892,0.0395046325902267,0.212646910085937,0.0309357961670915,0.0267714437232459,0.0202239835940207,0.669917233839478,0.330082766160522
2018,9,"Gwh",347824.450880682,15886.0285626347,1298.7397534143,24628.56,128032.258064516,27540,16143.93,12430.7808032687,365009.219196731,208775.528867785,573784.748064516,0.606193266819934,0.0276863904386118,0.00226346161656474,0.0429229952226454,0.223136391297247,0.0479970931484283,0.0281358646329596,0.0216645368236086,0.636143118875111,0.363856881124889
2018,10,"Gwh",325672.38,13227.2856004579,1844.62810518391,25817.61,124306.451612903,28620,18221.5,17655.7062943582,340744.293705642,214621.267907261,555365.561612903,0.586410830110128,0.023817259323828,0.00332146649465751,0.0464875962510531,0.223828159693392,0.0515336239375039,0.0328099206351232,0.0317911435543143,0.613549555928614,0.386450444071386
2018,11,"Gwh",364375.838758079,14059.3594108223,1283.1582364804,29538.4599999999,96249.9999999998,30059.9999999999,14804.24,12281.6435946183,379718.356405382,182934.343594618,562652.699999999,0.647603466148975,0.0249876334207981,0.00228055110458086,0.0524985661670156,0.171064672754614,0.0534254967584799,0.0263115061920079,0.0218281074535292,0.674871650674354,0.325128349325646
2018,12,"Gwh",434496.453089245,19483.769340399,1808.629449553,17545.54788,89250,37536,10931.84,17311.148120803,455788.851879197,172574.536000803,628363.38788,0.691473216724431,0.0310071683299917,0.00287831768119883,0.027922613281458,0.14203564644515,0.0597361347335029,0.0173973216945092,0.027549581109759,0.725358702735621,0.274641297264379
