datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Petroleum,Solar,Other
2022-06-02 08:00:00,33137,MIDA,849,602,15438,33418,220,44,714
2022-06-02 09:00:00,33142,MIDA,785,588,16244,34698,225,44,720
2022-06-02 10:00:00,33150,MIDA,1153,628,17332,37469,227,99,721
2022-06-02 11:00:00,33126,MIDA,1317,706,17178,40019,223,854,783
2022-06-02 12:00:00,33160,MIDA,1163,668,17325,42120,220,1991,947
2022-06-02 13:00:00,33129,MIDA,1210,777,17940,43140,216,2489,1037
2022-06-02 14:00:00,32906,MIDA,1215,1234,18463,44920,217,2782,1312
2022-06-02 15:00:00,32572,MIDA,1338,2492,18576,46355,216,2849,1591
2022-06-02 16:00:00,32601,MIDA,1635,4274,18772,47506,212,3072,1631
2022-06-02 17:00:00,32589,MIDA,2084,4733,19147,50556,208,3044,1636
2022-06-02 18:00:00,32578,MIDA,2685,5238,19012,51823,211,2983,1616
2022-06-02 19:00:00,32577,MIDA,2875,5059,19550,52600,280,2844,1643
2022-06-02 20:00:00,32611,MIDA,2862,5309,19310,51729,220,2385,1558
2022-06-02 21:00:00,32651,MIDA,3025,4328,19214,50675,212,2008,1477
2022-06-02 22:00:00,32648,MIDA,3177,3286,19064,50806,210,1115,1236
2022-06-02 23:00:00,32672,MIDA,2555,2918,19085,48761,210,348,1181
2022-06-03 00:00:00,32691,MIDA,2234,2965,18920,46974,211,100,1031
2022-06-03 01:00:00,32725,MIDA,1817,2642,18720,46815,211,58,872
2022-06-03 02:00:00,32737,MIDA,1672,668,18504,44208,208,58,681
2022-06-03 03:00:00,32770,MIDA,1760,681,17475,39665,210,58,675
2022-06-03 04:00:00,33079,MIDA,1708,591,18291,36919,238,44,704
2022-06-03 05:00:00,32791,MIDA,2007,677,16856,32366,216,58,650
2022-06-03 06:00:00,32837,MIDA,2400,632,15945,30388,216,58,667
2022-06-03 07:00:00,32846,MIDA,2842,615,15471,29164,213,58,662
2022-06-03 08:00:00,32841,MIDA,2834,620,15130,29748,212,58,667
2022-06-03 09:00:00,32870,MIDA,3162,685,15155,30997,216,58,662
2022-06-03 10:00:00,32878,MIDA,3255,644,15145,33734,216,128,686
2022-06-03 11:00:00,32841,MIDA,3567,763,15398,34697,217,896,740
2022-06-03 12:00:00,32781,MIDA,2801,669,15838,36439,214,2142,788
2022-06-03 13:00:00,32808,MIDA,2389,764,16116,37710,216,2449,830
2022-06-03 14:00:00,32889,MIDA,2202,894,16427,39124,216,2579,898
2022-06-03 15:00:00,32891,MIDA,2417,1011,16655,41410,215,2521,878
2022-06-03 16:00:00,32876,MIDA,2848,1686,16870,42136,215,2601,906
2022-06-03 17:00:00,32857,MIDA,3815,2158,17047,42474,212,2577,949
2022-06-03 18:00:00,32881,MIDA,4401,3522,17058,41922,210,2406,1308
2022-06-03 19:00:00,32875,MIDA,4241,4643,17141,42723,208,2437,1455
2022-06-03 20:00:00,32846,MIDA,4079,5735,17263,44296,282,2686,1502
2022-06-03 21:00:00,32869,MIDA,3917,5952,17329,45022,211,2142,1502
2022-06-03 22:00:00,32880,MIDA,3193,5611,17589,45147,211,1406,1385
2022-06-03 23:00:00,32894,MIDA,2815,4592,17126,44495,213,566,1282
2022-06-04 00:00:00,32896,MIDA,2010,3918,16782,42122,216,72,859
2022-06-04 01:00:00,32914,MIDA,1611,2778,16807,41492,218,20,678
2022-06-04 02:00:00,32959,MIDA,1759,736,16165,38850,216,20,680
2022-06-04 03:00:00,32984,MIDA,1656,599,15591,35072,216,20,674
2022-06-04 04:00:00,32770,MIDA,1715,642,17214,35199,210,58,647
2022-06-04 05:00:00,33038,MIDA,1014,694,13785,27108,220,20,678
2022-06-04 06:00:00,33084,MIDA,1059,607,13564,26089,218,20,669
2022-06-04 07:00:00,33088,MIDA,962,672,13092,25182,219,20,663
2022-06-04 08:00:00,33105,MIDA,994,602,12722,24459,218,20,662
2022-06-04 09:00:00,33143,MIDA,1258,853,12859,23868,223,20,668
2022-06-04 10:00:00,33152,MIDA,1302,874,13010,24048,224,91,677
2022-06-04 11:00:00,33167,MIDA,1538,821,13204,24565,222,1287,782
2022-06-04 12:00:00,33168,MIDA,1194,841,13591,25315,222,2497,888
2022-06-04 13:00:00,33154,MIDA,989,846,13765,27861,219,2965,910
2022-06-04 14:00:00,33147,MIDA,895,868,13738,29782,218,3273,935
2022-06-04 15:00:00,33131,MIDA,1050,754,13880,33382,218,3446,935
2022-06-04 16:00:00,33093,MIDA,1147,1255,13991,34992,215,3393,946
2022-06-04 17:00:00,33092,MIDA,1512,1768,14112,36596,212,3169,963
2022-06-04 18:00:00,33069,MIDA,1794,2929,14119,37406,210,3214,1007
2022-06-04 19:00:00,33079,MIDA,1818,4319,14468,38451,210,3142,980
2022-06-04 20:00:00,33066,MIDA,1845,4426,15482,39815,210,3036,1010
2022-06-04 21:00:00,33075,MIDA,1992,5416,15437,40583,209,2727,964
2022-06-04 22:00:00,33076,MIDA,1978,5368,15811,41429,207,1966,907
2022-06-04 23:00:00,33094,MIDA,1574,4414,15988,41197,202,612,740
2022-06-05 00:00:00,33120,MIDA,2211,2934,15658,38532,206,47,689
2022-06-05 01:00:00,33157,MIDA,2688,2341,15173,36856,208,17,673
2022-06-05 02:00:00,33095,MIDA,2963,700,14756,35298,207,17,687
2022-06-05 03:00:00,33055,MIDA,3113,739,14398,30264,205,17,686
2022-06-05 04:00:00,33017,MIDA,1251,640,14707,28471,219,20,681
2022-06-05 05:00:00,32991,MIDA,3121,781,13182,23940,211,17,688
2022-06-05 06:00:00,33027,MIDA,3211,807,12920,22760,213,17,690
2022-06-05 07:00:00,33041,MIDA,3118,785,12489,22108,212,17,690
2022-06-05 08:00:00,33097,MIDA,2658,742,12470,22337,211,17,687
2022-06-05 09:00:00,33138,MIDA,2454,669,12494,22149,215,17,684
2022-06-05 10:00:00,33149,MIDA,2558,620,12617,21351,218,140,690
2022-06-05 11:00:00,33137,MIDA,2412,659,12981,20901,214,1526,821
2022-06-05 12:00:00,33119,MIDA,1628,713,13676,23337,217,2796,920
2022-06-05 13:00:00,33121,MIDA,1285,705,14347,23558,215,3138,924
2022-06-05 14:00:00,33090,MIDA,1332,718,14833,24716,212,3380,930
2022-06-05 15:00:00,33138,MIDA,1241,785,14569,29075,212,3414,918
2022-06-05 16:00:00,33209,MIDA,1460,793,14549,30927,208,3486,922
2022-06-05 17:00:00,33195,MIDA,1547,1532,15034,33684,208,3343,954
2022-06-05 18:00:00,33166,MIDA,1598,2222,15066,35535,210,3301,886
2022-06-05 19:00:00,33168,MIDA,1848,3234,15338,36911,209,3061,878
2022-06-05 20:00:00,33144,MIDA,2040,4519,15445,38101,208,2738,1061
2022-06-05 21:00:00,33136,MIDA,2048,5429,15787,40401,214,2519,1111
2022-06-05 22:00:00,33138,MIDA,2374,5459,16342,41686,215,1605,1020
2022-06-05 23:00:00,33145,MIDA,2325,5145,15757,41069,213,637,891
2022-06-06 00:00:00,33165,MIDA,1803,4288,15630,40155,217,36,805
2022-06-06 01:00:00,33165,MIDA,1707,3556,15746,40073,220,17,796
2022-06-06 02:00:00,33193,MIDA,2274,1750,15208,36986,219,17,629
2022-06-06 03:00:00,33215,MIDA,3260,669,14820,32372,219,17,583
2022-06-06 04:00:00,32982,MIDA,3218,733,14101,25100,208,17,686
2022-06-06 05:00:00,33228,MIDA,4486,644,14385,23578,224,17,611
2022-06-06 06:00:00,33224,MIDA,4578,646,14180,21449,224,17,628
2022-06-06 07:00:00,33241,MIDA,4114,647,14147,21024,222,17,623
2022-06-06 08:00:00,33252,MIDA,3579,672,14273,22894,224,17,627
2022-06-06 09:00:00,33288,MIDA,3269,672,14543,25476,226,17,615
2022-06-06 10:00:00,33292,MIDA,3507,615,14834,27753,226,171,638
2022-06-06 11:00:00,33286,MIDA,3250,639,15173,29821,222,1485,765
2022-06-06 12:00:00,33262,MIDA,2607,651,15521,33476,222,2350,859
2022-06-06 13:00:00,33228,MIDA,2405,696,15979,36220,219,2862,861
2022-06-06 14:00:00,32952,MIDA,2613,670,16074,39474,218,3045,866
2022-06-06 15:00:00,32664,MIDA,3095,1512,15887,41767,217,3292,936
2022-06-06 16:00:00,32648,MIDA,3537,1789,16298,42006,213,3307,1562
2022-06-06 17:00:00,32682,MIDA,3658,3310,16558,43212,212,3023,1779
2022-06-06 18:00:00,32669,MIDA,2724,4295,16666,44854,258,3095,1748
2022-06-06 19:00:00,32651,MIDA,2646,4804,16620,46218,249,3022,1852
2022-06-06 20:00:00,32635,MIDA,3437,5358,16626,47795,178,2720,1965
2022-06-06 21:00:00,32646,MIDA,4027,5472,16622,48525,191,2367,1961
2022-06-06 22:00:00,32629,MIDA,4211,5105,16442,47808,205,1739,1678
2022-06-06 23:00:00,32663,MIDA,3812,5091,16387,46191,205,614,1365
2022-06-07 00:00:00,32726,MIDA,3320,4673,16340,44680,207,47,1284
2022-06-07 01:00:00,32786,MIDA,3602,3408,16641,44066,209,46,1290
2022-06-07 02:00:00,32807,MIDA,3063,922,16229,41371,206,46,727
2022-06-07 03:00:00,32851,MIDA,3051,589,15905,36089,205,46,604
2022-06-07 04:00:00,33228,MIDA,3867,625,14621,27128,220,17,586
2022-06-07 05:00:00,32889,MIDA,3096,513,14958,29767,210,46,614
2022-06-07 06:00:00,32922,MIDA,2889,535,14337,29572,213,5,612
2022-06-07 07:00:00,32950,MIDA,2754,516,14460,28102,213,5,603
2022-06-07 08:00:00,32929,MIDA,2605,500,14652,27550,213,5,606
2022-06-07 09:00:00,32932,MIDA,2223,546,14764,29989,218,5,616
2022-06-07 10:00:00,32969,MIDA,2427,554,14911,34158,219,125,610
2022-06-07 11:00:00,32936,MIDA,2200,573,14878,36244,219,1187,690
2022-06-07 12:00:00,32932,MIDA,2177,577,15084,39471,257,1801,801
2022-06-07 13:00:00,32935,MIDA,2266,566,15426,39667,327,2270,898
2022-06-07 14:00:00,32929,MIDA,1969,961,15924,42070,271,2318,904
2022-06-07 15:00:00,32916,MIDA,1764,1169,16569,43820,348,2306,1106
2022-06-07 16:00:00,32936,MIDA,1916,1550,16581,44579,268,2363,1450
2022-06-07 17:00:00,32908,MIDA,2088,3447,16781,44922,207,2476,1460
2022-06-07 18:00:00,32914,MIDA,1929,3599,17010,46552,209,2456,1461
2022-06-07 19:00:00,32895,MIDA,1712,4035,17021,46723,209,2320,1423
2022-06-07 20:00:00,32934,MIDA,1751,4590,16743,46813,208,2324,1437
2022-06-07 21:00:00,32924,MIDA,1646,5083,16763,47306,212,1973,1451
2022-06-07 22:00:00,32954,MIDA,1494,4505,17230,47427,213,1325,1364
2022-06-07 23:00:00,32944,MIDA,1268,4306,17492,47335,216,442,1284
2022-06-08 00:00:00,32977,MIDA,1224,3923,17359,46567,220,62,1268
2022-06-08 01:00:00,32991,MIDA,1732,2552,16896,44742,219,12,1265
2022-06-08 02:00:00,33010,MIDA,2483,1512,16191,42410,217,12,853
2022-06-08 03:00:00,33034,MIDA,2271,517,15617,38745,218,12,604
2022-06-08 04:00:00,32860,MIDA,3184,571,15348,31411,208,46,612
