datetime,Coal,region,Petroleum,Hydro,Solar,Other,Nuclear,Natural gas
2022-06-06 09:00:00,1441,FLA,0,31.0,0,1612,3872,15320
2022-06-06 10:00:00,1505,FLA,0,30.0,0,1633,3870,15786
2022-06-06 11:00:00,1695,FLA,0,30.0,7,1609,3873,16492
2022-06-06 12:00:00,1756,FLA,0,31.0,448,1669,3873,17846
2022-06-06 13:00:00,1974,FLA,0,30.0,1449,1679,3873,19834
2022-06-06 14:00:00,2223,FLA,0,29.0,2733,1685,3872,20581
2022-06-06 15:00:00,2350,FLA,0,26.0,3478,1903,3871,22831
2022-06-06 16:00:00,2621,FLA,0,27.0,3598,2164,3871,25484
2022-06-06 17:00:00,3006,FLA,0,26.0,3593,2241,3867,27655
2022-06-06 18:00:00,3446,FLA,0,27.0,3394,2256,3866,28607
2022-06-06 19:00:00,3724,FLA,68,27.0,3267,2170,3863,28713
2022-06-06 20:00:00,3833,FLA,62,27.0,3342,2241,3858,28455
2022-06-06 21:00:00,3648,FLA,39,27.0,2280,2405,3858,29043
2022-06-06 22:00:00,3289,FLA,42,36.0,2020,2390,3854,28931
2022-06-06 23:00:00,3275,FLA,34,26.0,1280,2395,3854,28918
2022-06-07 00:00:00,3086,FLA,11,26.0,461,2186,3847,28434
2022-06-07 01:00:00,2750,FLA,0,27.0,15,2136,3817,27508
2022-06-07 02:00:00,2612,FLA,0,27.0,0,2000,3777,25824
2022-06-07 03:00:00,2195,FLA,0,27.0,0,1791,3779,23525
2022-06-07 04:00:00,1955,FLA,0,28.0,0,1656,3778,20893
2022-06-07 05:00:00,1779,FLA,0,28.0,0,1593,3773,18451
2022-06-07 06:00:00,1481,FLA,0,28.0,0,1594,3773,16810
2022-06-07 07:00:00,1428,FLA,0,29.0,0,1517,3774,15691
2022-06-07 08:00:00,1430,FLA,0,29.0,0,1416,3773,15025
2022-06-07 09:00:00,1433,FLA,0,29.0,0,1404,3772,14908
2022-06-07 10:00:00,1458,FLA,0,29.0,0,1539,3770,15471
2022-06-07 11:00:00,1527,FLA,0,29.0,10,1772,3773,16441
2022-06-07 12:00:00,1580,FLA,0,29.0,509,1790,3774,17099
2022-06-07 13:00:00,1666,FLA,0,28.0,1711,1715,3774,17977
2022-06-07 14:00:00,2122,FLA,0,29.0,2729,1698,3776,19581
2022-06-07 15:00:00,2422,FLA,1,28.0,3502,1769,3777,21798
2022-06-07 16:00:00,2867,FLA,5,26.0,3946,1783,3781,23789
2022-06-07 17:00:00,3061,FLA,0,24.0,4036,1848,3784,26034
2022-06-07 18:00:00,3243,FLA,0,23.0,4053,2151,3781,27497
2022-06-07 19:00:00,3846,FLA,0,24.0,4081,2120,3784,27947
2022-06-07 20:00:00,4245,FLA,0,24.0,3515,2177,3785,28075
2022-06-07 21:00:00,4100,FLA,48,26.0,3013,2271,3779,28607
2022-06-07 22:00:00,4037,FLA,41,36.0,2518,2498,3782,28591
2022-06-07 23:00:00,3915,FLA,46,23.0,1630,2567,3783,28205
2022-06-08 00:00:00,3406,FLA,6,22.0,584,2541,3786,28168
2022-06-08 01:00:00,2891,FLA,0,21.0,21,2393,3786,27361
2022-06-08 02:00:00,2560,FLA,0,22.0,0,2155,3788,26131
2022-06-08 03:00:00,2152,FLA,0,25.0,0,1816,3786,24076
2022-06-08 04:00:00,2027,FLA,0,24.0,0,1651,3791,21500
2022-06-08 05:00:00,1786,FLA,0,24.0,0,1544,3793,19209
2022-06-08 06:00:00,1611,FLA,0,25.0,0,1450,3794,17381
2022-06-08 07:00:00,1556,FLA,0,25.0,0,1219,3794,16461
2022-06-08 08:00:00,1552,FLA,0,24.0,0,1412,3792,15374
2022-06-08 09:00:00,1541,FLA,0,25.0,0,1480,3790,15096
2022-06-08 10:00:00,1523,FLA,0,25.0,0,1638,3789,15363
2022-06-08 11:00:00,1523,FLA,0,25.0,11,1773,3787,16459
2022-06-08 12:00:00,1561,FLA,0,25.0,639,1891,3783,17329
2022-06-08 13:00:00,1647,FLA,0,25.0,1994,1901,3790,18300
2022-06-08 14:00:00,1974,FLA,0,26.0,2958,1899,3784,20180
2022-06-08 15:00:00,2065,FLA,0,25.0,3571,1934,3786,22685
2022-06-08 16:00:00,2321,FLA,0,25.0,3823,1922,3783,25552
2022-06-08 17:00:00,2908,FLA,0,24.0,3920,1893,3783,27230
2022-06-08 18:00:00,3219,FLA,0,25.0,3858,1907,3780,28793
2022-06-08 19:00:00,3350,FLA,0,24.0,3366,1943,3779,30048
2022-06-08 20:00:00,3350,FLA,3,24.0,2594,1958,3773,30858
2022-06-08 21:00:00,3147,FLA,10,25.0,1836,2047,3773,30541
2022-06-08 22:00:00,2938,FLA,0,36.0,1379,2128,3776,29890
2022-06-08 23:00:00,2951,FLA,0,24.0,893,2158,3775,29234
2022-06-09 00:00:00,2877,FLA,0,23.0,345,2140,3778,28004
2022-06-09 01:00:00,2816,FLA,3,23.0,10,2148,3779,26848
2022-06-09 02:00:00,2846,FLA,4,23.0,0,2095,3778,25232
2022-06-09 03:00:00,2569,FLA,0,23.0,0,1979,3778,22937
2022-06-09 04:00:00,2418,FLA,0,23.0,0,1675,3778,20635
2022-06-09 05:00:00,2117,FLA,0,24.0,0,1707,3778,18651
2022-06-09 06:00:00,1943,FLA,0,23.0,0,1268,3777,17372
2022-06-09 07:00:00,1863,FLA,0,24.0,0,1167,3784,16352
2022-06-09 08:00:00,1842,FLA,0,23.0,0,1177,3781,15642
2022-06-09 09:00:00,1812,FLA,0,24.0,0,1157,3782,15512
2022-06-09 10:00:00,1836,FLA,0,23.0,0,1408,3783,15966
2022-06-09 11:00:00,1912,FLA,0,24.0,3,1717,3786,16867
2022-06-09 12:00:00,1869,FLA,0,22.0,493,1828,3783,17841
2022-06-09 13:00:00,2010,FLA,0,23.0,1659,1836,3787,19355
2022-06-09 14:00:00,2196,FLA,0,23.0,2760,1963,3787,20877
2022-06-09 15:00:00,2425,FLA,0,24.0,3188,2081,3786,23023
2022-06-09 16:00:00,2506,FLA,0,23.0,3615,2119,3785,24903
2022-06-09 17:00:00,2835,FLA,0,23.0,3161,2134,3785,26805
2022-06-09 18:00:00,2951,FLA,0,23.0,2935,2133,3789,27425
2022-06-09 19:00:00,2953,FLA,0,23.0,2230,2135,3777,27231
2022-06-09 20:00:00,3162,FLA,0,23.0,1713,2132,3778,26959
2022-06-09 21:00:00,3218,FLA,0,23.0,1546,2132,3781,26903
2022-06-09 22:00:00,3351,FLA,0,40.0,1288,2127,3775,26812
2022-06-09 23:00:00,3271,FLA,50,24.0,913,2116,3772,26577
2022-06-10 00:00:00,3048,FLA,45,21.0,289,2124,3777,26149
2022-06-10 01:00:00,2752,FLA,0,21.0,7,2123,3777,26016
2022-06-10 02:00:00,2540,FLA,0,21.0,0,2056,3779,24959
2022-06-10 03:00:00,2264,FLA,0,21.0,0,1937,3776,23019
2022-06-10 04:00:00,2195,FLA,0,22.0,0,1802,3779,20667
2022-06-10 05:00:00,2009,FLA,0,22.0,0,1681,3776,18607
2022-06-10 06:00:00,1909,FLA,0,22.0,0,1682,3776,17017
2022-06-10 07:00:00,1811,FLA,0,23.0,0,1656,3775,15912
2022-06-10 08:00:00,1735,FLA,0,22.0,0,1590,3776,15366
2022-06-10 09:00:00,1732,FLA,0,23.0,0,1555,3777,15225
2022-06-10 10:00:00,1756,FLA,0,22.0,0,1615,3780,15672
2022-06-10 11:00:00,1777,FLA,0,23.0,18,1682,3777,16556
2022-06-10 12:00:00,1753,FLA,0,22.0,559,1786,3781,17521
2022-06-10 13:00:00,1922,FLA,0,23.0,1775,1808,3773,18777
2022-06-10 14:00:00,2226,FLA,0,23.0,2691,1933,3781,20516
2022-06-10 15:00:00,2411,FLA,0,24.0,3263,2055,3777,22523
2022-06-10 16:00:00,2776,FLA,0,23.0,3585,2103,3778,24493
2022-06-10 17:00:00,3306,FLA,0,24.0,3582,2111,3774,26121
2022-06-10 18:00:00,3325,FLA,0,23.0,3363,2105,3774,26570
2022-06-10 19:00:00,3461,FLA,22,24.0,2739,2102,3772,26917
2022-06-10 20:00:00,3373,FLA,0,23.0,2275,2120,3771,26979
2022-06-10 21:00:00,3026,FLA,0,24.0,1567,2123,3770,26722
2022-06-10 22:00:00,2773,FLA,0,39.0,912,2125,3766,26193
2022-06-10 23:00:00,2632,FLA,0,32.0,537,2116,3761,25381
2022-06-11 00:00:00,2543,FLA,0,27.0,179,2120,3764,24258
2022-06-11 01:00:00,2521,FLA,0,27.0,4,2111,3768,23571
2022-06-11 02:00:00,2347,FLA,0,27.0,0,2057,3763,22820
2022-06-11 03:00:00,2210,FLA,0,28.0,0,1905,3769,21120
2022-06-11 04:00:00,2160,FLA,0,27.0,0,1791,3771,19144
2022-06-11 05:00:00,1947,FLA,0,28.0,0,1674,3771,17477
2022-06-11 06:00:00,1849,FLA,0,29.0,0,1669,3772,15920
2022-06-11 07:00:00,1792,FLA,0,28.0,0,1666,3776,14786
2022-06-11 08:00:00,1783,FLA,0,28.0,0,1603,3771,14119
2022-06-11 09:00:00,1748,FLA,0,28.0,0,1537,3775,13830
2022-06-11 10:00:00,1762,FLA,0,28.0,0,1554,3778,13815
2022-06-11 11:00:00,1768,FLA,0,28.0,14,1549,3775,14148
2022-06-11 12:00:00,1685,FLA,0,28.0,420,1760,3780,14749
2022-06-11 13:00:00,1769,FLA,0,28.0,1432,1812,3777,16526
2022-06-11 14:00:00,1954,FLA,0,28.0,2477,1889,3775,18579
2022-06-11 15:00:00,2178,FLA,0,28.0,3400,2054,3774,20227
2022-06-11 16:00:00,2487,FLA,0,22.0,3388,2104,3775,22320
2022-06-11 17:00:00,2907,FLA,0,23.0,2917,2097,3769,24059
2022-06-11 18:00:00,3253,FLA,0,22.0,3018,2105,3771,24851
2022-06-11 19:00:00,3295,FLA,0,21.0,2799,2100,3768,24902
2022-06-11 20:00:00,3300,FLA,0,22.0,2103,2103,3763,25199
2022-06-11 21:00:00,3386,FLA,0,21.0,1691,2113,3759,24438
2022-06-11 22:00:00,3419,FLA,0,39.0,1327,2107,3762,24695
2022-06-11 23:00:00,3188,FLA,0,22.0,900,2135,3756,24017
2022-06-12 00:00:00,2740,FLA,0,22.0,349,2172,3761,23711
2022-06-12 01:00:00,2716,FLA,0,21.0,22,2244,3753,23379
2022-06-12 02:00:00,2638,FLA,0,22.0,0,2253,3760,22395
2022-06-12 03:00:00,2616,FLA,0,21.0,0,2126,3758,20825
2022-06-12 04:00:00,2560,FLA,0,21.0,0,1784,3759,18911
2022-06-12 05:00:00,2043,FLA,0,22.0,0,1588,3759,17531
2022-06-12 06:00:00,1631,FLA,0,23.0,0,1527,3763,16264
2022-06-12 07:00:00,1483,FLA,0,22.0,0,1526,3764,15327
2022-06-12 08:00:00,1452,FLA,0,21.0,0,1497,3762,14433
2022-06-12 09:00:00,1418,FLA,0,22.0,0,1458,3764,14032
2022-06-12 10:00:00,1391,FLA,0,23.0,0,1500,3764,14016
2022-06-12 11:00:00,1394,FLA,0,23.0,6,1517,3766,14184
2022-06-12 12:00:00,1393,FLA,0,23.0,599,1650,3768,14766
2022-06-12 13:00:00,1417,FLA,0,24.0,1745,1678,3767,16638
2022-06-12 14:00:00,1660,FLA,0,23.0,2653,1892,3766,18816
2022-06-12 15:00:00,2231,FLA,0,24.0,3176,2077,3767,21063
2022-06-12 16:00:00,2600,FLA,0,23.0,3455,2221,3763,23399
2022-06-12 17:00:00,3116,FLA,0,24.0,3671,2306,3766,24914
2022-06-12 18:00:00,3663,FLA,0,23.0,3508,2336,3759,26228
2022-06-12 19:00:00,3863,FLA,40,23.0,3513,2392,3756,26882
2022-06-12 20:00:00,4302,FLA,51,23.0,3139,2410,3759,27582
2022-06-12 21:00:00,4242,FLA,50,25.0,2477,2408,3759,28801
2022-06-12 22:00:00,3954,FLA,51,37.0,1971,2411,3757,29537
2022-06-12 23:00:00,3895,FLA,51,19.0,1434,2320,3756,29094
2022-06-13 00:00:00,3602,FLA,30,20.0,504,2267,3751,28635
2022-06-13 01:00:00,3240,FLA,0,23.0,9,2279,3754,27943
2022-06-13 02:00:00,2947,FLA,0,23.0,0,2185,3750,26838
2022-06-13 03:00:00,2642,FLA,0,22.0,0,1861,3776,24690
2022-06-13 04:00:00,2151,FLA,0,22.0,0,1910,3782,22336
2022-06-13 05:00:00,1737,FLA,0,24.0,0,1573,3796,20274
2022-06-13 06:00:00,1659,FLA,0,23.0,0,1569,3804,18394
2022-06-13 07:00:00,1638,FLA,0,23.0,0,1551,3816,17124
2022-06-13 08:00:00,1588,FLA,0,23.0,0,1548,3828,16351
2022-06-13 09:00:00,1595,FLA,0,23.0,0,1517,3828,16109
2022-06-13 10:00:00,1707,FLA,0,23.0,0,1549,3830,16561
2022-06-13 11:00:00,2027,FLA,0,23.0,20,1598,3832,17256
2022-06-13 12:00:00,2229,FLA,0,24.0,605,1724,3833,18143
2022-06-13 13:00:00,2369,FLA,0,24.0,1847,1825,3833,19613
2022-06-13 14:00:00,2603,FLA,0,23.0,2829,1974,3832,21612
2022-06-13 15:00:00,2713,FLA,0,24.0,3332,2291,3831,24034
2022-06-13 16:00:00,3086,FLA,0,23.0,3685,2397,3816,26088
2022-06-13 17:00:00,3453,FLA,45,24.0,4022,2472,3813,28007
2022-06-13 18:00:00,3915,FLA,42,23.0,4139,2417,3811,29166
2022-06-13 19:00:00,4020,FLA,7,23.0,3983,2390,3804,30230
2022-06-13 20:00:00,4174,FLA,26,24.0,3923,2424,3804,30932
2022-06-13 21:00:00,4489,FLA,85,24.0,3458,2473,3802,31602
2022-06-13 22:00:00,4695,FLA,98,36.0,2835,2469,3797,31883
2022-06-13 23:00:00,4734,FLA,99,21.0,1805,2384,3799,32339
2022-06-14 00:00:00,4294,FLA,62,21.0,628,2357,3799,32106
2022-06-14 01:00:00,3824,FLA,42,20.0,26,2323,3803,31519
2022-06-14 02:00:00,3309,FLA,0,21.0,0,2152,3811,30140
2022-06-14 03:00:00,3022,FLA,0,22.0,0,1911,3816,27518
2022-06-14 04:00:00,2550,FLA,0,23.0,0,1691,3811,24886
2022-06-14 05:00:00,2157,FLA,0,22.0,0,1623,3817,22675
2022-06-14 06:00:00,1911,FLA,0,22.0,0,1624,3820,20865
2022-06-14 07:00:00,1847,FLA,0,22.0,0,1633,3822,19315
2022-06-14 08:00:00,1782,FLA,0,22.0,0,1602,3821,18467
2022-06-14 09:00:00,1910,FLA,0,22.0,0,1571,3826,18002
2022-06-14 10:00:00,2303,FLA,0,23.0,0,1607,3823,17949
2022-06-14 11:00:00,2644,FLA,0,22.0,6,1622,3828,18567
2022-06-14 12:00:00,2816,FLA,0,23.0,600,1748,3828,19077
2022-06-14 13:00:00,3064,FLA,0,22.0,1946,1796,3834,20292
2022-06-14 14:00:00,3301,FLA,6,23.0,2963,1949,3830,21940
2022-06-14 15:00:00,3531,FLA,0,22.0,3614,2228,3832,23916
2022-06-14 16:00:00,3736,FLA,0,26.0,3978,2359,3832,26432
2022-06-14 17:00:00,3899,FLA,0,25.0,4111,2439,3830,28690
2022-06-14 18:00:00,4243,FLA,17,26.0,4145,2459,3827,30632
2022-06-14 19:00:00,4387,FLA,48,25.0,3898,2507,3823,31953
2022-06-14 20:00:00,4595,FLA,210,26.0,3761,2529,3820,32314
2022-06-14 21:00:00,4618,FLA,377,25.0,3182,2531,3816,32863
2022-06-14 22:00:00,4551,FLA,470,37.0,2072,2527,3818,33120
2022-06-14 23:00:00,4597,FLA,440,37.0,1198,2477,3819,32404
2022-06-15 00:00:00,4455,FLA,167,37.0,327,2406,3812,31194
2022-06-15 01:00:00,4331,FLA,12,37.0,4,2395,3818,30181
2022-06-15 02:00:00,4115,FLA,0,37.0,0,2296,3830,28486
2022-06-15 03:00:00,3903,FLA,0,37.0,-1,2037,3828,25707
2022-06-15 04:00:00,3606,FLA,0,23.0,0,1705,3818,23210
2022-06-15 05:00:00,3059,FLA,0,25.0,0,1621,3825,21041
2022-06-15 06:00:00,2311,FLA,0,25.0,0,1594,3829,19529
2022-06-15 07:00:00,1966,FLA,0,25.0,0,1559,3825,18283
2022-06-15 08:00:00,1906,FLA,0,25.0,0,1459,3827,17406
2022-06-15 09:00:00,1906,FLA,0,25.0,0,1370,3825,17094
2022-06-15 10:00:00,1911,FLA,0,25.0,0,1433,3825,17451
2022-06-15 11:00:00,1940,FLA,0,25.0,8,1563,3832,18302
2022-06-15 12:00:00,1937,FLA,0,26.0,555,1722,3833,19001
2022-06-15 13:00:00,2022,FLA,0,24.0,1845,1811,3831,20223
2022-06-15 14:00:00,2528,FLA,0,25.0,3013,1972,3836,21635
2022-06-15 15:00:00,3012,FLA,1,24.0,3808,2289,3820,23462
2022-06-15 16:00:00,3576,FLA,47,24.0,4285,2394,3815,25594
2022-06-15 17:00:00,3938,FLA,50,24.0,4515,2462,3813,27752
2022-06-15 18:00:00,4230,FLA,49,23.0,4485,2552,3820,29949
2022-06-15 19:00:00,4360,FLA,66,21.0,4410,2631,3815,31333
2022-06-15 20:00:00,4517,FLA,104,22.0,4146,2864,3814,31938
2022-06-15 21:00:00,4689,FLA,110,22.0,3510,2986,3809,32593
2022-06-15 22:00:00,4783,FLA,162,35.0,2498,3014,3808,33000
2022-06-15 23:00:00,4716,FLA,124,26.0,1424,2998,3806,32955
2022-06-16 00:00:00,4471,FLA,105,19.0,451,3025,3811,31560
2022-06-16 01:00:00,4301,FLA,113,19.0,13,2888,3812,30321
2022-06-16 02:00:00,4052,FLA,114,20.0,0,2796,3823,27970
2022-06-16 03:00:00,3770,FLA,305,19.0,0,2714,3822,25211
2022-06-16 04:00:00,3381,FLA,7,20.0,0,2636,3827,22943
2022-06-16 05:00:00,3247,FLA,7,20.0,0,2638,3825,22612
2022-06-16 06:00:00,2116,FLA,0,,0,1959,3824,19943
2022-06-16 07:00:00,1747,FLA,0,,0,1930,3820,18689
2022-06-16 08:00:00,1662,FLA,0,,0,1834,3822,17858
2022-06-16 09:00:00,1650,FLA,0,,0,1748,3819,17570
2022-06-16 10:00:00,1682,FLA,0,,0,1810,3823,17913
2022-06-16 11:00:00,1739,FLA,0,,14,1934,3826,18756
