datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2022-06-01 00:00:00,8003,TEX,22171,124,5077,154,5047,29379
2022-06-01 01:00:00,7977,TEX,23480,124,2433,178,5048,28221
2022-06-01 02:00:00,8115,TEX,23633,37,307,163,5048,27335
2022-06-01 03:00:00,8326,TEX,22910,14,0,158,5048,26133
2022-06-01 04:00:00,8490,TEX,22425,7,0,202,5049,22184
2022-06-01 05:00:00,8252,TEX,21682,4,0,359,5050,19156
2022-06-01 06:00:00,8075,TEX,19897,4,0,258,5050,17334
2022-06-01 07:00:00,8093,TEX,17160,57,0,154,5050,17314
2022-06-01 08:00:00,7916,TEX,16393,54,0,129,5050,16375
2022-06-01 09:00:00,7665,TEX,15300,47,0,126,5051,16373
2022-06-01 10:00:00,7750,TEX,15214,94,0,101,5051,16161
2022-06-01 11:00:00,7967,TEX,14736,85,0,104,5052,17052
2022-06-01 12:00:00,7974,TEX,13528,134,27,110,5052,19728
2022-06-01 13:00:00,8005,TEX,12743,109,1031,115,5052,20323
2022-06-01 14:00:00,7996,TEX,13086,140,3662,99,5052,19824
2022-06-01 15:00:00,7554,TEX,15645,159,5547,220,5051,18979
2022-06-01 16:00:00,7330,TEX,15446,161,7315,125,5051,21405
2022-06-01 17:00:00,7664,TEX,13764,124,7674,162,5050,25910
2022-06-01 18:00:00,7789,TEX,12006,135,7801,241,5049,30635
2022-06-01 19:00:00,7925,TEX,11383,115,7709,175,5047,33917
2022-06-01 20:00:00,8184,TEX,11832,99,7515,156,5046,34812
2022-06-01 21:00:00,8078,TEX,12538,99,6777,174,5045,35049
2022-06-01 22:00:00,8107,TEX,14017,91,4638,203,5045,34644
2022-06-01 23:00:00,8029,TEX,16221,90,2820,126,5049,33519
2022-06-02 00:00:00,7902,TEX,17291,8,2065,186,5050,32089
2022-06-02 01:00:00,7967,TEX,15615,1,610,189,5051,32822
2022-06-02 02:00:00,7955,TEX,16089,0,32,127,5051,30751
2022-06-02 03:00:00,7957,TEX,16447,0,0,184,5052,28389
2022-06-02 04:00:00,7944,TEX,16435,0,0,133,5054,24864
2022-06-02 05:00:00,7949,TEX,17082,1,0,176,5054,20282
2022-06-02 06:00:00,8034,TEX,15004,41,0,131,5054,18740
2022-06-02 07:00:00,8130,TEX,13447,63,0,88,5055,17818
2022-06-02 08:00:00,8140,TEX,13872,43,0,132,5055,15672
2022-06-02 09:00:00,8019,TEX,10843,9,0,111,5055,17661
2022-06-02 10:00:00,8046,TEX,8231,86,0,103,5055,19811
2022-06-02 11:00:00,8084,TEX,5705,113,0,86,5055,22212
2022-06-02 12:00:00,8137,TEX,5532,134,8,89,5055,23566
2022-06-02 13:00:00,8284,TEX,5244,101,519,89,5055,24236
2022-06-02 14:00:00,8681,TEX,4832,155,1593,112,5055,25404
2022-06-02 15:00:00,8675,TEX,4503,155,2269,134,5053,27006
2022-06-02 16:00:00,8548,TEX,3652,155,3574,161,5053,28998
2022-06-02 17:00:00,8276,TEX,3027,120,4625,174,5055,31324
2022-06-02 18:00:00,8216,TEX,2642,103,5197,170,5055,33573
2022-06-02 19:00:00,8399,TEX,2750,84,5582,165,5054,35209
2022-06-02 20:00:00,9239,TEX,3335,83,6181,206,5054,36049
2022-06-02 21:00:00,9895,TEX,3595,22,6456,212,5052,37109
2022-06-02 22:00:00,10200,TEX,3957,41,6610,242,5048,37422
2022-06-02 23:00:00,10411,TEX,4531,18,6410,309,5044,37207
2022-06-03 00:00:00,10493,TEX,5457,0,4721,222,5040,36908
2022-06-03 01:00:00,10212,TEX,6020,0,1932,148,5039,36743
2022-06-03 02:00:00,9659,TEX,6347,0,184,119,5040,36283
2022-06-03 03:00:00,8763,TEX,7351,0,0,157,5039,34185
2022-06-03 04:00:00,8609,TEX,7803,0,0,165,5036,30555
2022-06-03 05:00:00,8466,TEX,8018,0,0,159,5037,26597
2022-06-03 06:00:00,8581,TEX,8956,0,0,133,5039,22310
2022-06-03 07:00:00,8526,TEX,9314,54,0,98,5039,19524
2022-06-03 08:00:00,8521,TEX,8849,43,0,92,5039,18227
2022-06-03 09:00:00,8599,TEX,8637,41,0,81,5040,17351
2022-06-03 10:00:00,8540,TEX,9213,83,0,97,5041,16238
2022-06-03 11:00:00,8597,TEX,10198,80,0,69,5042,16170
2022-06-03 12:00:00,8690,TEX,7476,131,49,127,5043,19952
2022-06-03 13:00:00,8814,TEX,5645,139,1228,62,5044,21892
2022-06-03 14:00:00,8832,TEX,4643,161,4392,100,5044,22232
2022-06-03 15:00:00,8910,TEX,4083,161,6417,106,5044,23519
2022-06-03 16:00:00,8517,TEX,3426,153,7261,137,5044,26621
2022-06-03 17:00:00,8695,TEX,4222,121,7441,138,5045,28279
2022-06-03 18:00:00,8835,TEX,4985,102,7399,131,5043,29648
2022-06-03 19:00:00,9065,TEX,4727,83,7557,186,5043,31989
2022-06-03 20:00:00,9365,TEX,4958,51,7966,144,5043,32990
2022-06-03 21:00:00,9729,TEX,5101,0,8013,177,5043,33482
2022-06-03 22:00:00,9220,TEX,5879,0,8102,164,5043,33493
2022-06-03 23:00:00,9115,TEX,6780,0,7268,254,5040,32740
2022-06-04 00:00:00,9023,TEX,7595,0,5487,259,5039,31764
2022-06-04 01:00:00,9226,TEX,8617,0,1803,232,5038,32027
2022-06-04 02:00:00,8859,TEX,8984,0,68,132,5038,31646
2022-06-04 03:00:00,8800,TEX,9325,0,0,137,5037,29394
2022-06-04 04:00:00,8817,TEX,9301,0,0,239,5038,26128
2022-06-04 05:00:00,8841,TEX,9684,0,0,177,5039,22506
2022-06-04 06:00:00,8664,TEX,10539,35,0,219,5039,18948
2022-06-04 07:00:00,8494,TEX,11211,65,0,90,5040,16274
2022-06-04 08:00:00,8488,TEX,10464,43,0,120,5040,15255
2022-06-04 09:00:00,8564,TEX,9273,86,0,94,5042,15272
2022-06-04 10:00:00,8583,TEX,8662,113,0,110,5042,15309
