datetime,Wind,region,Coal,Natural gas,Nuclear,Petroleum,Other,Solar,Hydro
2022-06-06 14:00:00,116,NE,0,5727,3232,12,567,383,474
2022-06-06 15:00:00,135,NE,0,5631,3227,5,569,439,452
2022-06-06 16:00:00,159,NE,0,5853,3231,0,567,455,449
2022-06-06 17:00:00,165,NE,0,6257,3227,0,593,445,447
2022-06-06 18:00:00,189,NE,0,6896,3235,0,580,415,405
2022-06-06 19:00:00,209,NE,0,7615,3216,0,618,387,437
2022-06-06 20:00:00,175,NE,0,7849,3221,0,615,356,552
2022-06-06 21:00:00,149,NE,0,8410,3240,0,661,299,785
2022-06-06 22:00:00,103,NE,0,8874,3241,0,634,194,1206
2022-06-06 23:00:00,57,NE,0,8660,3224,0,618,89,1231
2022-06-07 00:00:00,33,NE,0,8547,3217,0,608,30,1354
2022-06-07 01:00:00,31,NE,0,8298,3211,0,613,5,1097
2022-06-07 02:00:00,42,NE,0,7927,3205,0,601,1,840
2022-06-07 03:00:00,63,NE,0,6674,3190,0,590,0,734
2022-06-07 04:00:00,88,NE,0,5512,3203,0,608,0,491
2022-06-07 05:00:00,103,NE,0,4937,3219,0,599,0,411
2022-06-07 06:00:00,133,NE,0,4614,3226,0,608,0,416
2022-06-07 07:00:00,177,NE,0,4369,3212,0,601,0,409
2022-06-07 08:00:00,168,NE,0,4088,3220,0,594,0,395
2022-06-07 09:00:00,157,NE,0,4237,3232,0,589,0,392
2022-06-07 10:00:00,146,NE,0,4415,3226,0,601,6,384
2022-06-07 11:00:00,136,NE,0,5291,3250,0,596,41,527
2022-06-07 12:00:00,123,NE,0,5637,3235,0,594,135,558
2022-06-07 13:00:00,116,NE,0,5719,3238,0,597,274,527
2022-06-07 14:00:00,107,NE,0,5800,3212,0,641,386,402
2022-06-07 15:00:00,145,NE,0,5751,3234,0,574,443,440
2022-06-07 16:00:00,203,NE,0,6074,3225,0,614,455,437
2022-06-07 17:00:00,268,NE,0,6382,3243,0,622,442,439
2022-06-07 18:00:00,361,NE,0,6847,3245,0,596,401,390
2022-06-07 19:00:00,455,NE,0,7268,3242,0,606,361,512
2022-06-07 20:00:00,531,NE,0,7537,3231,4,608,326,448
2022-06-07 21:00:00,621,NE,0,7493,3240,0,626,276,480
2022-06-07 22:00:00,665,NE,0,7693,3239,0,619,159,1226
2022-06-07 23:00:00,639,NE,0,7909,3219,0,623,75,1358
2022-06-08 00:00:00,607,NE,0,7840,3218,0,618,22,1186
2022-06-08 01:00:00,591,NE,0,7932,3208,0,609,3,1027
2022-06-08 02:00:00,610,NE,0,7718,3192,0,588,0,598
2022-06-08 03:00:00,657,NE,0,6735,3194,0,597,0,464
2022-06-08 04:00:00,661,NE,0,5623,3166,0,591,0,446
2022-06-08 05:00:00,711,NE,0,5034,3212,0,596,0,379
2022-06-08 06:00:00,746,NE,0,4881,3233,0,600,0,373
2022-06-08 07:00:00,785,NE,0,4870,3263,0,593,0,372
2022-06-08 08:00:00,792,NE,0,4658,3278,0,589,0,374
2022-06-08 09:00:00,772,NE,0,4822,3287,0,587,0,396
2022-06-08 10:00:00,725,NE,0,5103,3296,0,601,0,433
2022-06-08 11:00:00,664,NE,0,5913,3317,0,601,4,601
2022-06-08 12:00:00,666,NE,0,6802,3288,0,605,23,648
2022-06-08 13:00:00,611,NE,0,7078,3280,0,595,61,512
2022-06-08 14:00:00,590,NE,0,7229,3283,0,593,130,405
2022-06-08 15:00:00,583,NE,0,7025,3276,0,592,230,439
2022-06-08 16:00:00,582,NE,0,6881,3302,0,591,304,444
2022-06-08 17:00:00,572,NE,0,7083,3325,0,584,349,433
2022-06-08 18:00:00,592,NE,0,7395,3333,0,579,369,387
2022-06-08 19:00:00,545,NE,0,7745,3333,0,573,412,390
2022-06-08 20:00:00,476,NE,0,8079,3345,0,588,373,634
2022-06-08 21:00:00,336,NE,0,8788,3338,1,594,334,930
2022-06-08 22:00:00,253,NE,0,8991,3334,0,602,217,1453
2022-06-08 23:00:00,239,NE,0,9097,3325,0,599,100,1551
2022-06-09 00:00:00,239,NE,0,9087,3306,0,604,33,1233
2022-06-09 01:00:00,211,NE,0,9161,3324,0,597,3,835
2022-06-09 02:00:00,245,NE,0,9112,3314,0,597,0,599
2022-06-09 03:00:00,170,NE,0,7872,3309,0,602,0,615
2022-06-09 04:00:00,134,NE,0,6613,3304,0,606,0,638
2022-06-09 05:00:00,116,NE,0,5942,3315,0,608,0,436
2022-06-09 06:00:00,121,NE,0,5441,3318,0,573,0,437
2022-06-09 07:00:00,115,NE,0,5461,3328,0,587,0,394
2022-06-09 08:00:00,90,NE,0,5533,3339,0,603,0,378
2022-06-09 09:00:00,73,NE,0,5839,3348,0,608,0,378
2022-06-09 10:00:00,113,NE,0,6080,3334,0,615,2,381
2022-06-09 11:00:00,148,NE,0,6625,3375,0,618,10,422
2022-06-09 12:00:00,211,NE,0,7364,3346,0,610,18,630
2022-06-09 13:00:00,258,NE,0,7827,3343,0,618,29,848
2022-06-09 14:00:00,272,NE,0,7951,3339,23,621,81,1054
2022-06-09 15:00:00,349,NE,0,7755,3329,20,612,131,882
2022-06-09 16:00:00,378,NE,0,8028,3342,10,607,165,762
2022-06-09 17:00:00,480,NE,0,8068,3318,0,602,247,748
2022-06-09 18:00:00,585,NE,0,8146,3325,23,595,259,677
2022-06-09 19:00:00,580,NE,0,8046,3320,25,588,276,692
2022-06-09 20:00:00,662,NE,0,8264,3336,2,610,254,716
2022-06-09 21:00:00,647,NE,0,8159,3320,10,605,246,974
2022-06-09 22:00:00,563,NE,0,8302,3332,0,613,181,1283
2022-06-09 23:00:00,527,NE,0,8344,3315,0,617,83,1399
2022-06-10 00:00:00,589,NE,0,8452,3317,0,610,24,1124
2022-06-10 01:00:00,623,NE,0,8309,3312,0,611,2,733
2022-06-10 02:00:00,629,NE,0,7932,3313,0,611,0,611
2022-06-10 03:00:00,703,NE,0,6483,3291,0,609,0,566
2022-06-10 04:00:00,790,NE,0,5121,3298,0,592,0,561
2022-06-10 05:00:00,812,NE,0,4462,3320,0,595,0,551
2022-06-10 06:00:00,736,NE,0,4552,3351,0,592,0,534
2022-06-10 07:00:00,703,NE,0,4359,3332,0,585,0,514
2022-06-10 08:00:00,700,NE,0,4218,3341,0,587,0,504
2022-06-10 09:00:00,726,NE,0,4327,3351,0,589,0,511
2022-06-10 10:00:00,695,NE,0,4264,3347,0,592,4,533
2022-06-10 11:00:00,604,NE,0,4852,3349,0,596,37,780
2022-06-10 12:00:00,533,NE,0,5059,3336,0,589,132,784
2022-06-10 13:00:00,482,NE,0,4970,3335,18,582,260,757
2022-06-10 14:00:00,570,NE,0,4846,3337,21,583,343,635
2022-06-10 15:00:00,598,NE,0,5088,3343,1,586,366,657
2022-06-10 16:00:00,678,NE,0,5229,3344,0,584,385,615
2022-06-10 17:00:00,679,NE,0,5615,3348,0,577,371,623
2022-06-10 18:00:00,738,NE,0,5665,3348,0,581,405,619
2022-06-10 19:00:00,755,NE,0,5985,3351,0,582,407,665
2022-06-10 20:00:00,769,NE,0,6353,3350,0,582,377,735
2022-06-10 21:00:00,783,NE,0,6422,3342,0,578,319,1013
2022-06-10 22:00:00,706,NE,0,7139,3350,0,588,223,1111
2022-06-10 23:00:00,708,NE,0,7372,3351,0,592,105,1096
2022-06-11 00:00:00,637,NE,0,7623,3341,0,592,33,855
2022-06-11 01:00:00,648,NE,0,7353,3339,0,584,4,772
2022-06-11 02:00:00,771,NE,0,6963,3333,0,589,0,760
2022-06-11 03:00:00,730,NE,0,5878,3324,0,583,0,797
2022-06-11 04:00:00,665,NE,0,5076,3328,0,587,0,790
2022-06-11 05:00:00,539,NE,0,4194,3330,0,585,0,710
2022-06-11 06:00:00,536,NE,0,3681,3334,0,583,0,784
2022-06-11 07:00:00,489,NE,0,3831,3342,0,586,0,597
2022-06-11 08:00:00,474,NE,0,3656,3340,0,587,0,605
2022-06-11 09:00:00,465,NE,0,3647,3341,0,585,0,614
2022-06-11 10:00:00,422,NE,0,3695,3341,0,593,5,615
2022-06-11 11:00:00,346,NE,0,3831,3340,0,587,39,723
2022-06-11 12:00:00,253,NE,0,4187,3355,0,588,117,771
2022-06-11 13:00:00,195,NE,0,4247,3346,0,590,227,820
2022-06-11 14:00:00,151,NE,0,4192,3340,0,591,359,828
2022-06-11 15:00:00,115,NE,0,4158,3352,0,586,426,889
2022-06-11 16:00:00,112,NE,0,4568,3360,0,588,439,790
2022-06-11 17:00:00,107,NE,0,4879,3348,0,583,441,715
2022-06-11 18:00:00,82,NE,0,5347,3356,0,591,368,636
2022-06-11 19:00:00,93,NE,0,5761,3345,0,586,312,649
2022-06-11 20:00:00,112,NE,0,5884,3356,0,582,290,690
2022-06-11 21:00:00,200,NE,0,6020,3353,0,582,262,763
2022-06-11 22:00:00,225,NE,0,6562,3366,0,593,178,1012
2022-06-11 23:00:00,128,NE,0,7070,3347,0,596,95,1179
2022-06-12 00:00:00,99,NE,0,7059,3335,0,602,32,1198
2022-06-12 01:00:00,126,NE,0,6979,3347,0,611,3,1195
2022-06-12 02:00:00,156,NE,0,6852,3314,0,611,0,999
2022-06-12 03:00:00,176,NE,0,5903,3309,0,598,0,824
2022-06-12 04:00:00,167,NE,0,5000,3304,0,595,0,679
2022-06-12 05:00:00,128,NE,0,4252,3316,0,594,0,637
2022-06-12 06:00:00,93,NE,0,3586,3320,0,587,0,683
2022-06-12 07:00:00,83,NE,0,3534,3330,0,593,0,671
2022-06-12 08:00:00,74,NE,0,3416,3303,0,591,0,545
2022-06-12 09:00:00,62,NE,0,3169,3336,0,591,0,671
2022-06-12 10:00:00,49,NE,0,3130,3347,0,609,6,800
2022-06-12 11:00:00,39,NE,0,3398,3348,0,595,36,913
2022-06-12 12:00:00,26,NE,0,3415,3352,0,602,143,995
2022-06-12 13:00:00,17,NE,0,3634,3365,0,596,265,1028
2022-06-12 14:00:00,25,NE,0,4211,3370,0,587,375,820
2022-06-12 15:00:00,56,NE,0,4970,3360,0,572,369,791
2022-06-12 16:00:00,82,NE,0,5192,3322,0,562,346,852
2022-06-12 17:00:00,137,NE,0,5606,3359,0,576,351,730
2022-06-12 18:00:00,191,NE,0,5661,3346,0,571,331,617
2022-06-12 19:00:00,225,NE,0,5886,3335,0,562,376,608
2022-06-12 20:00:00,324,NE,0,6351,3350,0,577,341,613
2022-06-12 21:00:00,364,NE,0,6976,3334,0,573,246,662
2022-06-12 22:00:00,398,NE,0,7109,3353,0,589,169,1029
2022-06-12 23:00:00,417,NE,0,7155,3342,0,600,50,1276
2022-06-13 00:00:00,369,NE,0,7169,3348,0,593,20,1277
2022-06-13 01:00:00,415,NE,0,7259,3349,0,592,2,1220
2022-06-13 02:00:00,421,NE,0,7148,3325,0,597,0,883
2022-06-13 03:00:00,371,NE,0,6084,3306,0,599,0,733
2022-06-13 04:00:00,331,NE,0,4877,3275,0,592,0,646
2022-06-13 05:00:00,285,NE,0,4052,3336,0,595,0,597
2022-06-13 06:00:00,224,NE,0,3764,3342,0,591,0,585
2022-06-13 07:00:00,210,NE,0,3765,3341,0,586,0,575
2022-06-13 08:00:00,189,NE,0,3828,3348,0,584,0,577
2022-06-13 09:00:00,216,NE,0,3865,3342,0,592,0,558
2022-06-13 10:00:00,238,NE,0,4184,3369,0,592,2,558
2022-06-13 11:00:00,235,NE,0,5321,3368,0,585,23,688
2022-06-13 12:00:00,227,NE,0,6162,3367,0,588,77,576
2022-06-13 13:00:00,184,NE,0,6481,3357,42,585,177,492
2022-06-13 14:00:00,159,NE,0,6700,3366,45,593,283,690
2022-06-13 15:00:00,159,NE,0,6881,3368,50,591,407,857
2022-06-13 16:00:00,179,NE,0,7417,3372,47,582,410,921
2022-06-13 17:00:00,224,NE,0,8099,3367,47,584,443,782
2022-06-13 18:00:00,260,NE,0,8513,3351,47,573,381,757
2022-06-13 19:00:00,304,NE,0,8915,3328,47,632,414,649
2022-06-13 20:00:00,313,NE,0,9185,3349,47,599,393,965
2022-06-13 21:00:00,339,NE,0,9774,3371,47,589,328,1474
2022-06-13 22:00:00,368,NE,0,10408,3364,203,584,203,2046
2022-06-13 23:00:00,372,NE,0,10552,3334,191,591,103,1994
2022-06-14 00:00:00,348,NE,0,10538,3334,160,590,35,1778
2022-06-14 01:00:00,310,NE,0,10164,3320,31,581,6,1160
2022-06-14 02:00:00,357,NE,0,9296,3325,45,587,0,801
2022-06-14 03:00:00,362,NE,0,7869,3311,45,584,0,551
2022-06-14 04:00:00,272,NE,0,6443,3317,45,583,0,531
2022-06-14 05:00:00,280,NE,0,5623,3331,30,581,0,456
2022-06-14 06:00:00,307,NE,0,5358,3342,0,576,0,448
2022-06-14 07:00:00,326,NE,0,5407,3347,0,580,0,453
2022-06-14 08:00:00,399,NE,0,5159,3335,0,577,0,441
2022-06-14 09:00:00,409,NE,0,5042,3348,0,569,0,445
2022-06-14 10:00:00,407,NE,0,5501,3356,0,578,6,448
2022-06-14 11:00:00,467,NE,0,5998,3379,0,577,44,494
2022-06-14 12:00:00,392,NE,0,6707,3362,11,577,151,503
2022-06-14 13:00:00,391,NE,1,6473,3339,45,565,288,492
2022-06-14 14:00:00,478,NE,2,6332,3346,47,549,387,488
2022-06-14 15:00:00,508,NE,1,6269,3357,47,547,439,490
2022-06-14 16:00:00,505,NE,1,6215,3346,46,538,470,485
2022-06-14 17:00:00,458,NE,0,6595,3375,45,543,476,479
2022-06-14 18:00:00,449,NE,0,7326,3369,46,567,459,431
2022-06-14 19:00:00,412,NE,0,8020,3371,27,539,442,426
2022-06-14 20:00:00,440,NE,1,8586,3361,0,543,355,724
2022-06-14 21:00:00,410,NE,1,9428,3352,5,554,278,827
2022-06-14 22:00:00,446,NE,0,9971,3357,0,582,219,955
2022-06-14 23:00:00,431,NE,0,10093,3345,42,592,109,1261
2022-06-15 00:00:00,329,NE,0,10152,3340,45,594,27,1132
2022-06-15 01:00:00,300,NE,0,9973,3319,44,581,7,712
2022-06-15 02:00:00,330,NE,0,9305,3321,45,578,0,455
2022-06-15 03:00:00,279,NE,0,7820,3303,31,571,0,409
2022-06-15 04:00:00,261,NE,0,6246,3331,0,564,0,393
2022-06-15 05:00:00,207,NE,0,5279,3319,0,567,0,400
2022-06-15 06:00:00,188,NE,0,5041,3344,0,568,0,370
2022-06-15 07:00:00,175,NE,0,4748,3329,0,565,0,369
2022-06-15 08:00:00,138,NE,0,4428,3317,0,565,0,372
2022-06-15 09:00:00,144,NE,0,4431,3356,0,567,0,373
2022-06-15 10:00:00,170,NE,0,4723,3350,0,571,5,371
2022-06-15 11:00:00,140,NE,0,5365,3370,0,580,42,415
2022-06-15 12:00:00,99,NE,0,6528,3364,0,579,148,442
2022-06-15 13:00:00,66,NE,0,6321,3343,38,568,280,453
2022-06-15 14:00:00,42,NE,0,6567,3346,47,565,381,412
2022-06-15 15:00:00,30,NE,0,6856,3362,47,562,410,421
2022-06-15 16:00:00,33,NE,0,7172,3348,47,561,406,432
2022-06-15 17:00:00,52,NE,0,7394,3348,47,566,408,429
2022-06-15 18:00:00,41,NE,0,7880,3348,47,564,416,382
2022-06-15 19:00:00,22,NE,0,8437,3355,36,568,397,375
2022-06-15 20:00:00,12,NE,0,8780,3352,14,564,391,676
2022-06-15 21:00:00,19,NE,0,9616,3352,46,571,327,781
2022-06-15 22:00:00,27,NE,0,9836,3343,47,585,203,1083
2022-06-15 23:00:00,35,NE,0,9879,3341,47,603,79,1221
2022-06-16 00:00:00,61,NE,0,9684,3342,46,608,27,866
2022-06-16 01:00:00,94,NE,0,9750,3342,46,609,5,546
2022-06-16 02:00:00,168,NE,0,8928,3329,46,605,0,385
2022-06-16 03:00:00,239,NE,0,7622,3330,18,602,0,367
2022-06-16 04:00:00,335,NE,0,6221,3320,0,589,0,358
