datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2019-08-01 00:00:00,13745,TEX,6277,79,1205,18,4992,41792
2019-08-01 01:00:00,13771,TEX,7021,45,605,14,4992,39235
2019-08-01 02:00:00,13535,TEX,8355,45,55,15,4993,36037
2019-08-01 03:00:00,12123,TEX,10701,44,0,13,4994,32602
2019-08-01 04:00:00,9352,TEX,12624,44,0,13,4995,29515
2019-08-01 05:00:00,7447,TEX,13196,7,0,13,4995,26437
2019-08-01 06:00:00,6927,TEX,13009,5,0,13,4996,23464
2019-08-01 07:00:00,6573,TEX,12550,34,0,12,4997,21474
2019-08-01 08:00:00,6376,TEX,11523,5,0,12,4998,20653
2019-08-01 09:00:00,6358,TEX,10665,5,0,12,4998,20187
2019-08-01 10:00:00,6274,TEX,9912,5,0,12,4998,20528
2019-08-01 11:00:00,6447,TEX,9444,5,0,13,4998,21571
2019-08-01 12:00:00,6833,TEX,9124,5,0,12,4999,22670
2019-08-01 13:00:00,7000,TEX,8564,7,87,13,4999,23764
2019-08-01 14:00:00,8132,TEX,6080,73,772,14,4999,26650
2019-08-01 15:00:00,9696,TEX,5397,74,1363,14,4999,28653
2019-08-01 16:00:00,11202,TEX,5282,118,1515,17,4999,31030
2019-08-01 17:00:00,12917,TEX,3738,154,1532,20,4998,34734
2019-08-01 18:00:00,13350,TEX,1972,190,1521,30,4997,39498
2019-08-01 19:00:00,13472,TEX,2194,154,1532,23,4993,42415
2019-08-01 20:00:00,13408,TEX,3218,84,1531,17,4991,43913
2019-08-01 21:00:00,13359,TEX,4497,84,1486,12,4990,43846
2019-08-01 22:00:00,13357,TEX,5462,84,1439,13,4989,43264
2019-08-01 23:00:00,13604,TEX,6470,84,1363,16,4988,41503
2019-08-02 00:00:00,13403,TEX,7747,84,1188,14,4988,39119
2019-08-02 01:00:00,13377,TEX,8775,86,448,13,4986,36705
2019-08-02 02:00:00,13041,TEX,8738,85,44,14,4985,35087
2019-08-02 03:00:00,12101,TEX,10180,48,0,23,4989,32258
2019-08-02 04:00:00,10365,TEX,11514,48,0,21,4991,29022
2019-08-02 05:00:00,8396,TEX,11806,11,0,18,4991,26604
2019-08-02 06:00:00,7283,TEX,11947,9,0,21,4992,24234
2019-08-02 07:00:00,6726,TEX,11893,38,0,19,4993,21930
2019-08-02 08:00:00,6501,TEX,11648,10,0,22,4994,20472
2019-08-02 09:00:00,6564,TEX,11033,9,0,22,4995,19717
2019-08-02 10:00:00,6544,TEX,10907,8,0,22,4996,19513
2019-08-02 11:00:00,6492,TEX,11070,8,0,21,4996,20215
2019-08-02 12:00:00,6764,TEX,10585,8,0,23,4996,21469
2019-08-02 13:00:00,7023,TEX,9406,10,106,25,4997,23544
2019-08-02 14:00:00,8517,TEX,6956,73,839,22,4997,26359
2019-08-02 15:00:00,10077,TEX,6303,78,1383,22,4997,28693
2019-08-02 16:00:00,11263,TEX,5821,78,1503,23,4997,31646
2019-08-02 17:00:00,12706,TEX,4173,115,1537,22,4995,35606
2019-08-02 18:00:00,12845,TEX,3175,136,1559,22,4994,39721
2019-08-02 19:00:00,12917,TEX,2467,122,1559,24,4992,43212
2019-08-02 20:00:00,12948,TEX,2389,94,1557,32,4990,45223
2019-08-02 21:00:00,12919,TEX,2516,88,1545,31,4986,46285
2019-08-02 22:00:00,12900,TEX,2772,88,1455,28,4981,46384
2019-08-02 23:00:00,12926,TEX,3315,88,1410,21,4975,45382
2019-08-03 00:00:00,12845,TEX,4508,88,1206,24,4972,42955
2019-08-03 01:00:00,12919,TEX,5764,88,593,25,4972,39800
2019-08-03 02:00:00,12931,TEX,7488,87,39,22,4975,36433
2019-08-03 03:00:00,12588,TEX,9134,49,0,23,4976,32851
2019-08-03 04:00:00,11335,TEX,10404,49,0,21,4976,29537
2019-08-03 05:00:00,10760,TEX,11221,49,0,21,4978,25927
2019-08-03 06:00:00,9751,TEX,11699,13,0,23,4979,23509
2019-08-03 07:00:00,8038,TEX,11585,39,0,22,4981,22602
2019-08-03 08:00:00,7375,TEX,10806,9,0,24,4982,21981
2019-08-03 09:00:00,7193,TEX,9683,9,0,25,4983,21840
2019-08-03 10:00:00,7347,TEX,8811,9,0,23,4984,21630
2019-08-03 11:00:00,7332,TEX,8364,9,0,23,4986,21922
2019-08-03 12:00:00,7509,TEX,7751,9,0,24,4987,22270
2019-08-03 13:00:00,7505,TEX,7417,10,77,25,4988,22734
2019-08-03 14:00:00,8756,TEX,5940,39,709,23,4989,24242
2019-08-03 15:00:00,9683,TEX,4687,41,1196,24,4988,26467
2019-08-03 16:00:00,10947,TEX,3729,77,1292,27,4988,28742
2019-08-03 17:00:00,11680,TEX,3527,113,1341,25,4988,30943
2019-08-03 18:00:00,11665,TEX,3570,95,1432,24,4987,32895
2019-08-03 19:00:00,11956,TEX,3214,113,1416,25,4985,34706
2019-08-03 20:00:00,12064,TEX,3491,87,1396,25,4984,35924
2019-08-03 21:00:00,12217,TEX,3876,87,1359,29,4980,36907
2019-08-03 22:00:00,12183,TEX,3804,87,1420,28,4976,37704
2019-08-03 23:00:00,12174,TEX,3646,87,1117,27,4974,37957
2019-08-04 00:00:00,12138,TEX,4457,86,565,25,4972,36761
2019-08-04 01:00:00,11905,TEX,4636,47,202,28,4971,35620
2019-08-04 02:00:00,11673,TEX,5048,47,13,23,4971,34124
2019-08-04 03:00:00,11310,TEX,5832,47,0,25,4971,32467
2019-08-04 04:00:00,10862,TEX,6198,9,0,21,4972,30131
2019-08-04 05:00:00,10429,TEX,6275,7,0,22,4973,27534
2019-08-04 06:00:00,9913,TEX,5797,8,0,25,4975,25765
2019-08-04 07:00:00,9743,TEX,4891,33,0,23,4977,24545
2019-08-04 08:00:00,9503,TEX,3782,8,0,25,4977,24173
2019-08-04 09:00:00,8784,TEX,3227,8,0,23,4978,24172
2019-08-04 10:00:00,8489,TEX,2678,8,0,24,4979,24364
2019-08-04 11:00:00,8239,TEX,2512,8,0,23,4980,24466
2019-08-04 12:00:00,8437,TEX,2347,8,0,25,4982,24543
2019-08-04 13:00:00,7947,TEX,1830,8,43,25,4981,25331
2019-08-04 14:00:00,8666,TEX,1176,35,400,25,4983,26834
2019-08-04 15:00:00,9462,TEX,1180,37,773,25,4983,28448
2019-08-04 16:00:00,10171,TEX,1245,73,1029,24,4983,30190
2019-08-04 17:00:00,10450,TEX,1557,109,1164,31,4982,32501
2019-08-04 18:00:00,11139,TEX,1655,118,1429,24,4984,34347
2019-08-04 19:00:00,11385,TEX,1999,110,1453,23,4984,35966
2019-08-04 20:00:00,11510,TEX,2544,75,1478,25,4984,37601
2019-08-04 21:00:00,11610,TEX,3009,75,1421,26,4984,38778
2019-08-04 22:00:00,11970,TEX,3095,75,1218,31,4984,39901
2019-08-04 23:00:00,11854,TEX,3460,75,1240,30,4982,40364
2019-08-05 00:00:00,11557,TEX,3822,75,1159,25,4981,40057
2019-08-05 01:00:00,11595,TEX,4344,74,531,23,4979,38985
2019-08-05 02:00:00,11331,TEX,4709,47,34,26,4981,37602
2019-08-05 03:00:00,10971,TEX,5727,46,0,23,4983,34896
2019-08-05 04:00:00,10471,TEX,6802,9,0,21,4983,30831
2019-08-05 05:00:00,9701,TEX,7607,7,0,22,4985,27066
2019-08-05 06:00:00,7846,TEX,7860,8,0,21,4983,25635
2019-08-05 07:00:00,6680,TEX,7131,34,0,21,4982,24946
2019-08-05 08:00:00,6348,TEX,6339,8,0,22,4983,24410
2019-08-05 09:00:00,6296,TEX,5746,8,0,21,4983,24016
2019-08-05 10:00:00,6363,TEX,5291,8,0,21,4984,24418
2019-08-05 11:00:00,6844,TEX,4997,8,0,43,4984,25382
2019-08-05 12:00:00,8030,TEX,4453,8,0,77,4985,26638
2019-08-05 13:00:00,9060,TEX,3447,8,96,92,4985,27506
2019-08-05 14:00:00,10839,TEX,2015,37,767,94,4985,29346
2019-08-05 15:00:00,11979,TEX,1910,75,1300,94,4985,31877
2019-08-05 16:00:00,12533,TEX,1441,75,1468,95,4984,35823
2019-08-05 17:00:00,12989,TEX,882,108,1523,99,4984,39532
2019-08-05 18:00:00,13006,TEX,623,121,1459,117,4985,42736
2019-08-05 19:00:00,13073,TEX,823,149,1476,137,4984,44994
2019-08-05 20:00:00,13071,TEX,1280,116,1464,135,4981,46420
2019-08-05 21:00:00,13092,TEX,1469,118,1443,130,4980,47350
2019-08-05 22:00:00,13082,TEX,1979,118,1380,126,4978,47273
2019-08-05 23:00:00,12952,TEX,2763,118,1305,128,4978,46469
2019-08-06 00:00:00,12910,TEX,4459,114,1104,127,4978,44407
2019-08-06 01:00:00,12730,TEX,5900,64,624,127,4978,41603
2019-08-06 02:00:00,12668,TEX,6868,48,51,109,4978,39074
2019-08-06 03:00:00,12333,TEX,8504,48,0,94,4978,35389
2019-08-06 04:00:00,11349,TEX,9880,48,0,93,4980,31261
2019-08-06 05:00:00,9924,TEX,9935,11,0,91,4983,28356
2019-08-06 06:00:00,8755,TEX,10130,9,0,92,4984,25910
2019-08-06 07:00:00,7478,TEX,9986,35,0,94,4985,24600
2019-08-06 08:00:00,6935,TEX,9256,9,0,93,4985,23971
2019-08-06 09:00:00,6906,TEX,8447,9,0,93,4985,23556
2019-08-06 10:00:00,6916,TEX,7792,9,0,94,4986,23945
2019-08-06 11:00:00,7349,TEX,6874,9,0,92,4986,25324
2019-08-06 12:00:00,8469,TEX,6321,9,0,93,4987,26038
2019-08-06 13:00:00,9404,TEX,5147,11,76,95,4987,26957
2019-08-06 14:00:00,11091,TEX,3418,74,667,96,4988,28931
2019-08-06 15:00:00,11620,TEX,3087,75,1234,99,4988,31891
2019-08-06 16:00:00,12668,TEX,2739,75,1399,94,4987,35545
2019-08-06 17:00:00,13171,TEX,2301,109,1452,96,4987,39256
2019-08-06 18:00:00,13451,TEX,2147,117,1465,111,4986,42715
2019-08-06 19:00:00,13671,TEX,2218,112,1252,122,4984,45147
