datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2021-07-01 00:00:00,7931,CAR,2941,385,1396,0,11834,12961
2021-07-01 01:00:00,7761,CAR,2520,12,1425,0,11835,12601
2021-07-01 02:00:00,7655,CAR,2134,-7,1418,0,11836,11713
2021-07-01 03:00:00,7693,CAR,873,0,1418,0,11843,9731
2021-07-01 04:00:00,7553,CAR,87,-2,1392,0,11844,7890
2021-07-01 05:00:00,7136,CAR,-387,-4,1158,-3,11850,6812
2021-07-01 06:00:00,6740,CAR,-1615,0,1194,0,11865,6903
2021-07-01 07:00:00,6305,CAR,-1756,-3,1137,0,11857,6614
2021-07-01 08:00:00,6204,CAR,-1769,-1,1030,0,11866,6202
2021-07-01 09:00:00,6222,CAR,-1761,-2,986,0,11869,6068
2021-07-01 10:00:00,6299,CAR,-1746,-2,1020,0,11872,6207
2021-07-01 11:00:00,6462,CAR,-1720,39,1109,0,11880,6629
2021-07-01 12:00:00,6838,CAR,-1469,613,1185,-2,11875,6916
2021-07-01 13:00:00,7105,CAR,-743,1626,1149,0,11878,6679
2021-07-01 14:00:00,7351,CAR,-287,2507,1229,0,11866,6941
2021-07-01 15:00:00,7638,CAR,260,3182,1337,0,11868,7418
2021-07-01 16:00:00,7820,CAR,675,3529,1395,0,11859,8826
2021-07-01 17:00:00,7909,CAR,1001,3566,1399,0,11855,10319
2021-07-01 18:00:00,7970,CAR,1543,3484,1398,0,11854,11328
2021-07-01 19:00:00,7984,CAR,1969,3399,1397,0,11847,11272
2021-07-01 20:00:00,7955,CAR,2375,3011,1393,0,11830,11463
2021-07-01 21:00:00,7930,CAR,2602,2438,1395,0,11813,11796
2021-07-01 22:00:00,7999,CAR,2707,1763,1398,0,11833,11876
2021-07-01 23:00:00,7949,CAR,2666,950,1395,0,11839,11899
2021-07-02 00:00:00,7935,CAR,2394,299,1392,0,11851,11670
2021-07-02 01:00:00,7714,CAR,2229,7,1412,0,11858,10460
2021-07-02 02:00:00,7628,CAR,1879,-8,1414,0,11856,9480
2021-07-02 03:00:00,7590,CAR,1188,-1,1419,0,11872,7887
2021-07-02 04:00:00,7214,CAR,228,1,1362,0,11876,6577
2021-07-02 05:00:00,6488,CAR,-145,-2,1075,-1,11878,5872
2021-07-02 06:00:00,6173,CAR,-678,-2,891,-1,11875,5632
2021-07-02 07:00:00,6142,CAR,-1354,-4,872,-1,11882,5638
2021-07-02 08:00:00,6055,CAR,-1776,-2,889,-1,11883,5708
2021-07-02 09:00:00,6006,CAR,-1765,-2,895,0,11878,5682
2021-07-02 10:00:00,6199,CAR,-1621,-2,1008,0,11883,5831
2021-07-02 11:00:00,6355,CAR,-1262,16,1083,0,11880,6029
2021-07-02 12:00:00,6360,CAR,-641,261,1052,0,11880,6061
2021-07-02 13:00:00,6519,CAR,-136,432,946,0,11884,6023
2021-07-02 14:00:00,6686,CAR,237,579,897,0,11878,6177
2021-07-02 15:00:00,6871,CAR,431,868,897,0,11880,6281
2021-07-02 16:00:00,6975,CAR,526,1132,897,-1,11876,6442
2021-07-02 17:00:00,7113,CAR,701,1410,897,0,11868,6470
2021-07-02 18:00:00,7292,CAR,1093,1521,895,0,11874,6549
2021-07-02 19:00:00,7140,CAR,1296,1606,892,0,11865,6611
2021-07-02 20:00:00,7120,CAR,1489,1563,892,0,11868,6630
2021-07-02 21:00:00,7103,CAR,2022,1425,914,0,11865,6529
2021-07-02 22:00:00,7103,CAR,2301,1057,1042,0,11867,6653
2021-07-02 23:00:00,7132,CAR,2506,675,1051,0,11863,6650
2021-07-03 00:00:00,7295,CAR,2217,291,1050,-1,11864,6633
2021-07-03 01:00:00,7256,CAR,1643,23,1083,0,11855,6564
2021-07-03 02:00:00,7145,CAR,1222,-3,1041,0,11864,6448
2021-07-03 03:00:00,6809,CAR,271,-2,1042,0,11858,6159
2021-07-03 04:00:00,6130,CAR,-828,-2,1037,0,11863,5848
2021-07-03 05:00:00,5563,CAR,-1763,0,1040,-4,11880,5509
2021-07-03 06:00:00,4813,CAR,-1779,-2,983,0,11884,5186
2021-07-03 07:00:00,4074,CAR,-1760,-5,880,0,11876,5016
2021-07-03 08:00:00,3855,CAR,-1780,-5,792,0,11882,4697
2021-07-03 09:00:00,3848,CAR,-1779,0,750,0,11890,4362
2021-07-03 10:00:00,3881,CAR,-1748,1,749,0,11892,4209
2021-07-03 11:00:00,3907,CAR,-1768,31,751,0,11899,4088
2021-07-03 12:00:00,3843,CAR,-1765,536,697,0,11901,4324
2021-07-03 13:00:00,3965,CAR,-1726,1576,730,0,11888,4559
2021-07-03 14:00:00,4125,CAR,-1655,2678,771,0,11896,4698
2021-07-03 15:00:00,4334,CAR,-1578,3390,875,0,11886,5069
2021-07-03 16:00:00,4574,CAR,-1211,3822,903,0,11888,5234
2021-07-03 17:00:00,5047,CAR,-755,3956,897,0,11887,5261
2021-07-03 18:00:00,5298,CAR,76,3888,898,0,11879,5372
2021-07-03 19:00:00,5934,CAR,546,3739,893,0,11881,5407
2021-07-03 20:00:00,6751,CAR,603,3441,874,-1,11872,5538
2021-07-03 21:00:00,7023,CAR,1306,2971,893,0,11867,5660
2021-07-03 22:00:00,7131,CAR,2028,2318,1010,0,11871,5545
2021-07-03 23:00:00,7182,CAR,2422,1406,1045,0,11878,5664
2021-07-04 00:00:00,7097,CAR,2242,467,1054,0,11875,5703
2021-07-04 01:00:00,6842,CAR,1488,25,1079,0,11879,5798
2021-07-04 02:00:00,6624,CAR,754,-1,1077,0,11870,5539
2021-07-04 03:00:00,5742,CAR,350,-3,973,0,11868,5251
2021-07-04 04:00:00,4919,CAR,-67,-5,826,0,11872,4972
2021-07-04 05:00:00,4360,CAR,-784,-1,712,-1,11878,4357
2021-07-04 06:00:00,4047,CAR,-1353,-4,674,-1,11880,3887
2021-07-04 07:00:00,3763,CAR,-1735,-2,638,-1,11878,3735
2021-07-04 08:00:00,3651,CAR,-1745,-2,610,-1,11890,3513
2021-07-04 09:00:00,3632,CAR,-1739,-1,599,0,11890,3263
2021-07-04 10:00:00,3641,CAR,-1729,-1,599,0,11896,3166
2021-07-04 11:00:00,3625,CAR,-1746,43,613,0,11896,3096
2021-07-04 12:00:00,3625,CAR,-1732,704,597,0,11899,3384
2021-07-04 13:00:00,3735,CAR,-1696,1924,619,0,11889,3792
2021-07-04 14:00:00,3979,CAR,-1639,2868,697,0,11884,4156
2021-07-04 15:00:00,4276,CAR,-1581,3494,771,0,11889,4636
2021-07-04 16:00:00,4772,CAR,-1041,3847,803,0,11873,4816
2021-07-04 17:00:00,5172,CAR,-431,3935,836,0,11877,5253
2021-07-04 18:00:00,5710,CAR,294,3853,883,0,11861,5549
2021-07-04 19:00:00,6497,CAR,563,3740,891,0,11860,5737
2021-07-04 20:00:00,7188,CAR,739,3509,986,0,11857,6059
2021-07-04 21:00:00,7534,CAR,1540,3071,1042,0,11852,6224
2021-07-04 22:00:00,7697,CAR,2042,2464,1044,0,11850,6689
2021-07-04 23:00:00,7693,CAR,2493,1520,1039,0,11852,6807
2021-07-05 00:00:00,7498,CAR,2254,502,1040,-1,11847,6799
2021-07-05 01:00:00,7365,CAR,1619,20,1066,0,11855,6234
2021-07-05 02:00:00,6871,CAR,805,-2,1062,0,11859,5906
2021-07-05 03:00:00,5907,CAR,342,-2,1055,0,11854,5843
2021-07-05 04:00:00,4764,CAR,97,-3,988,0,11853,5749
2021-07-05 05:00:00,4179,CAR,-751,-5,868,-2,11860,5326
2021-07-05 06:00:00,3952,CAR,-1325,0,770,0,11861,4598
2021-07-05 07:00:00,3866,CAR,-1305,-1,671,-1,11862,3968
2021-07-05 08:00:00,3900,CAR,-1311,-4,664,0,11873,3680
2021-07-05 09:00:00,3869,CAR,-1305,-1,665,0,11871,3586
2021-07-05 10:00:00,3845,CAR,-1287,-2,672,-1,11879,3834
2021-07-05 11:00:00,3869,CAR,-1288,38,692,0,11876,3946
2021-07-05 12:00:00,3946,CAR,-1239,675,667,0,11883,4015
2021-07-05 13:00:00,4179,CAR,-1254,1765,709,0,11879,4339
2021-07-05 14:00:00,4427,CAR,-868,2679,834,0,11861,4914
2021-07-05 15:00:00,5238,CAR,107,3306,899,0,11861,5334
2021-07-05 16:00:00,6279,CAR,437,3642,965,0,11847,5976
2021-07-05 17:00:00,7702,CAR,500,3664,985,0,11854,6317
2021-07-05 18:00:00,8691,CAR,549,3602,1112,-1,11842,6585
2021-07-05 19:00:00,8986,CAR,1229,3372,1162,0,11836,7175
2021-07-05 20:00:00,9088,CAR,1560,3263,1260,0,11838,7959
2021-07-05 21:00:00,9085,CAR,1809,2856,1331,0,11828,8332
2021-07-05 22:00:00,9024,CAR,2505,2267,1392,0,11822,8474
2021-07-05 23:00:00,9066,CAR,2875,1366,1402,0,11835,8758
2021-07-06 00:00:00,9285,CAR,2799,399,1407,0,11829,8614
2021-07-06 01:00:00,8984,CAR,2511,19,1395,0,11826,7944
2021-07-06 02:00:00,8686,CAR,2044,-2,1348,0,11832,7464
2021-07-06 03:00:00,8200,CAR,595,-2,1241,0,11834,6752
2021-07-06 04:00:00,7456,CAR,-417,-4,1143,-1,11839,6202
2021-07-06 05:00:00,6241,CAR,-1101,-2,1114,0,11844,5890
