"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2021 00:00 - 01.01.2021 01:00 (UTC)","387","n/e","n/e","760","0","n/e","n/e","n/e","n/e","333","11","1216","342","n/e","n/e","34","n/e","0","n/e","0","2837"
"Portugal (PT)","01.01.2021 01:00 - 01.01.2021 02:00 (UTC)","385","n/e","n/e","757","0","n/e","n/e","n/e","n/e","176","19","935","326","n/e","n/e","33","n/e","0","n/e","0","2653"
"Portugal (PT)","01.01.2021 02:00 - 01.01.2021 03:00 (UTC)","381","n/e","n/e","733","0","n/e","n/e","n/e","n/e","0","358","939","132","n/e","n/e","33","n/e","0","n/e","0","2469"
"Portugal (PT)","01.01.2021 03:00 - 01.01.2021 04:00 (UTC)","379","n/e","n/e","505","0","n/e","n/e","n/e","n/e","0","728","586","140","n/e","n/e","33","n/e","0","n/e","0","2382"
"Portugal (PT)","01.01.2021 04:00 - 01.01.2021 05:00 (UTC)","378","n/e","n/e","421","0","n/e","n/e","n/e","n/e","0","785","603","142","n/e","n/e","32","n/e","0","n/e","0","2241"
"Portugal (PT)","01.01.2021 05:00 - 01.01.2021 06:00 (UTC)","378","n/e","n/e","422","0","n/e","n/e","n/e","n/e","0","684","487","242","n/e","n/e","32","n/e","0","n/e","0","2112"
"Portugal (PT)","01.01.2021 06:00 - 01.01.2021 07:00 (UTC)","382","n/e","n/e","422","0","n/e","n/e","n/e","n/e","0","659","413","248","n/e","n/e","33","n/e","0","n/e","0","1966"
"Portugal (PT)","01.01.2021 07:00 - 01.01.2021 08:00 (UTC)","386","n/e","n/e","425","0","n/e","n/e","n/e","n/e","0","657","669","247","n/e","n/e","32","n/e","1","n/e","0","1802"
"Portugal (PT)","01.01.2021 08:00 - 01.01.2021 09:00 (UTC)","376","n/e","n/e","426","0","n/e","n/e","n/e","n/e","0","684","726","296","n/e","n/e","33","n/e","83","n/e","0","1608"
"Portugal (PT)","01.01.2021 09:00 - 01.01.2021 10:00 (UTC)","372","n/e","n/e","424","0","n/e","n/e","n/e","n/e","0","677","891","381","n/e","n/e","33","n/e","277","n/e","0","1422"
"Portugal (PT)","01.01.2021 10:00 - 01.01.2021 11:00 (UTC)","371","n/e","n/e","421","0","n/e","n/e","n/e","n/e","117","651","1034","381","n/e","n/e","32","n/e","431","n/e","0","1348"
"Portugal (PT)","01.01.2021 11:00 - 01.01.2021 12:00 (UTC)","371","n/e","n/e","420","0","n/e","n/e","n/e","n/e","27","347","995","301","n/e","n/e","32","n/e","416","n/e","0","1400"
"Portugal (PT)","01.01.2021 12:00 - 01.01.2021 13:00 (UTC)","373","n/e","n/e","420","0","n/e","n/e","n/e","n/e","127","348","1103","557","n/e","n/e","34","n/e","293","n/e","0","1522"
"Portugal (PT)","01.01.2021 13:00 - 01.01.2021 14:00 (UTC)","369","n/e","n/e","421","0","n/e","n/e","n/e","n/e","168","709","1109","832","n/e","n/e","33","n/e","280","n/e","0","1762"
"Portugal (PT)","01.01.2021 14:00 - 01.01.2021 15:00 (UTC)","370","n/e","n/e","570","0","n/e","n/e","n/e","n/e","58","739","1199","339","n/e","n/e","33","n/e","259","n/e","0","1877"
"Portugal (PT)","01.01.2021 15:00 - 01.01.2021 16:00 (UTC)","375","n/e","n/e","843","0","n/e","n/e","n/e","n/e","233","713","1151","232","n/e","n/e","34","n/e","250","n/e","0","2148"
"Portugal (PT)","01.01.2021 16:00 - 01.01.2021 17:00 (UTC)","375","n/e","n/e","1090","0","n/e","n/e","n/e","n/e","283","22","1250","238","n/e","n/e","33","n/e","118","n/e","0","2170"
"Portugal (PT)","01.01.2021 17:00 - 01.01.2021 18:00 (UTC)","373","n/e","n/e","1092","0","n/e","n/e","n/e","n/e","877","2","1472","463","n/e","n/e","32","n/e","3","n/e","0","2155"
