date,Brazil,China,EU27&UK,France,Germany,India,Italy,Japan,Russia,Spain,United Kingdom,United States
2019-01-16,169.6166500030805,14299.932986141563,3471.6612147299556,156.0413611528541,747.8634673526544,3402.3234076364456,390.58373841789194,1853.7497894829291,27991.34119627677,272.5739031776434,289.1179887675661,5280.856641588496
2019-01-17,174.57713102661077,14212.146644708126,3575.232060054601,155.10777476337427,796.4013052034821,3420.6205682639547,391.9198476972872,1843.8890230474851,28481.59524041807,265.5496572834494,332.5768075893192,5196.910355993865
2019-01-18,174.06121835636287,14194.589376421342,4012.6719414520394,180.25363255496922,1123.185798661219,3481.147203187592,383.33331920253755,1836.2711312017886,28181.76797510057,279.48141402937915,356.1087702345805,4679.959895632603
2019-01-19,82.76715098634944,13684.504529355143,3737.034410130274,160.87274374414662,1085.900866305974,3474.636021029331,334.6902143481187,1650.793704957317,27832.22344568527,224.1021124494912,336.6111577106698,4212.524650962807
2019-01-20,79.69478007823858,13058.911338297425,3528.6390138888164,157.1335298039306,1073.807612928859,3348.9955180537704,298.5085780227857,1566.8564716084252,27974.355677877455,184.52313919972016,338.50641511527357,4856.229642409291
2019-01-21,131.12249842534104,13013.632067452749,4162.472554207234,170.40032312266538,1220.921042103204,3302.3507014250317,400.55237272189515,1777.386911383593,28440.010452482515,245.23349383104295,388.8569907373564,5458.386760365343
2019-01-22,142.8402578453588,13074.620473080266,4188.305114366508,176.18674120804945,1202.5717049528716,3293.3481259641358,408.4378703333867,1840.3272777617594,29173.575962788942,237.66484872494996,405.7000584372811,5426.044354184042
2019-01-23,179.47704977892596,12947.099261313693,4127.531078485588,178.22770817937652,1223.3076232687076,3433.9183671474198,401.27908819551055,1826.3237588720535,30012.364781588112,165.7499866603866,467.86509040356935,5108.7312968552915
2019-01-24,174.9749897260301,12715.15850657887,4265.518911382998,184.05183153286757,1216.6412478053765,3373.907404610808,416.78163718997945,1847.790493972508,30219.391286308473,197.388062466416,475.89697845794103,4904.229034736437
2019-01-25,146.01010569486039,12474.901151076687,3945.4397328513546,175.6571317704285,1168.8732968403488,3316.23251971993,363.43723827270003,1877.7777848708492,30320.36893566977,211.75213727052238,287.07441722455434,5248.238545075593
2019-01-26,162.7024811725667,12266.062065140091,3069.5208368803774,132.52436529897972,838.7741781774747,3089.9835192358887,272.1560685873239,1787.5246297615727,30042.94551397459,171.4551841607996,157.29190041277877,5199.770484889053
2019-01-27,153.84065571785166,11473.212791982758,2479.6288507486547,66.90479500140754,640.4570035875515,3083.3004462819526,255.226536090824,1650.7784398896183,29554.162470892577,86.50949239700414,149.09975964002496,4764.954340694468
2019-01-28,168.77825104639672,11734.723682779417,3425.1702785826437,134.6910353123341,977.9521208935372,3251.7544429650748,321.5042909990952,1911.9726268781742,30085.054839527853,133.54251461886935,314.09774707981893,4613.740093352525
2019-01-29,196.29449513201996,11049.06615284615,3838.597847910278,160.02843925261323,1111.8174017081674,3329.2383088976785,377.17591044532963,1871.1405178588047,29713.940060622048,166.6883446051241,386.4032898036645,5299.363180799305
2019-01-30,199.20952752043817,10957.583544404926,3915.3393695746613,163.0685310581239,1085.158960844405,3405.450592236148,385.782853060826,1857.8764980395079,28908.894598400766,172.61886788516574,429.16727700395325,5979.281868496716
2019-01-31,213.53847715480936,10721.946522662407,3847.1979762912183,170.15922657896488,1171.720035485738,3387.033312698598,343.57617855056003,1952.5204629531524,28642.453911275046,126.25559431271684,402.73420809012777,6162.034279759002
2019-02-01,218.50638681543649,10842.739297685144,3581.5419605505626,152.71831628711834,1066.9863992118937,3317.010740543499,327.73576997017017,1875.7483509303688,28697.681659492406,108.39981020983218,370.9495719981126,5708.086082200861
2019-02-02,207.2458395785855,10638.841560081602,3108.5117031257573,127.87633021835863,1008.0431039207599,3307.839829488531,223.73023092493364,1635.3144910934634,28642.61652953728,93.29740065867674,282.7904724446058,4407.031201940575
2019-02-03,216.70700008486367,10284.280469569107,2827.8904814349316,102.66125172113686,884.1449114308462,3205.0819426679636,190.1515260381287,1513.1986812265536,27874.500274032172,107.7447636180133,252.32322261764975,3680.0159350217937
2019-02-04,234.98974559106352,9913.648621412924,3462.6318924416323,159.76007645190646,936.030155973314,3285.295662122484,318.1967801944899,1572.2117495374123,28507.878537640092,201.47746740491445,304.8500164933649,3916.1578867494213
2019-02-05,256.3433402512882,9523.932748554942,3643.233111629031,172.55779259904153,1066.1389394013631,3449.213308762554,309.04921818493193,1710.5058152994256,28838.296426520206,224.33432504426943,331.1702924610623,4387.378308903579
2019-02-06,245.4750127069868,9531.96812737676,3565.5020568886625,163.76459105092084,1067.1672107004415,3436.258402670039,284.0645893873212,1852.9653019980215,29170.677579535943,225.02838908710623,269.09904571751036,4532.292852481956
2019-02-07,224.1810517954841,9830.281566136598,3199.3327080110053,128.6822097678803,810.4450374354282,3297.662993601963,327.98944580197184,1726.8593596214623,29242.216841873545,200.95034399211073,248.55227329226335,4446.052330474164
2019-02-08,204.70561062107362,10411.842108365427,2823.6455626908214,100.37164948084468,610.5438462142226,3353.017487185481,334.890872782167,1821.6871221728745,29026.213997131777,179.41984464248048,162.20304366191823,4773.959414845122
2019-02-09,195.82257799788067,11255.556884655867,2098.27981978478,61.32888858878543,314.7106754348004,3356.089344697946,244.6596635597307,1846.3153411818753,28728.12774977036,125.21975150165589,125.59292128196368,4925.231469880434
2019-02-10,197.82198207831442,11847.16165041192,1976.1388247013633,61.1985006107508,319.6969722859308,3284.8773119039215,188.0933699567543,1594.2695396779511,28139.5707768271,87.92789426394953,208.6746085756784,4836.436251692439
2019-02-11,216.96747602374705,12147.483933877147,2862.9558557010128,130.4988924834841,583.2152774731325,3311.4193601844163,259.1535551175866,1804.7845436057323,28733.352488801946,174.63835003818468,330.7374641010036,4885.509073674468
2019-02-12,221.46189844465013,12725.026786695063,3301.2293198228417,167.3694658622527,977.7194452219449,3353.017487185481,265.38664866248746,1824.1289125829417,28494.26078154041,206.23686778995912,247.78011978118195,4631.682474198022
2019-02-13,262.0822964347417,12779.265593742335,3221.241056945075,150.81740350215426,972.5015855299854,3426.6244799140786,271.48423065070216,1836.370082755363,28308.838290633954,215.14181358443986,210.94404175767542,4545.996356149023
2019-02-14,284.2935994885673,12963.074884291309,3370.09576976221,153.159942062072,1054.1539244896642,3425.2354448111046,278.4508789038161,1899.6122281471637,28130.084552782275,176.25297912791524,246.18780149330703,4339.851611693723
2019-02-15,296.97810142512475,13166.972621894853,3259.967918361136,143.80300301086746,986.9161255112432,3373.5403833530895,281.93078614157884,1958.5834050983144,28425.789700979232,188.06767483654835,222.12149182289477,4192.032205854123
2019-02-16,286.5351859095926,12961.06603958583,2511.5693694323627,89.21180735262412,733.4004447832423,3342.6267654220114,220.96368996452279,1657.5385985131393,27250.003749283413,134.402966936258,153.61580796218925,4428.891865136926
2019-02-17,277.85719280722867,13246.321987760235,2322.0756720010136,55.63585877598071,768.5904066132284,3296.7369701999805,198.52219016769894,1491.0549240871364,26307.093804294727,115.16500138330667,103.6063310439546,4341.154287014783
2019-02-18,265.079145242894,14249.739918134224,3108.0344092331557,115.63107872926489,919.9860242389095,3338.7534474196077,308.80196310020517,1665.9408195187664,27471.030175841628,188.24277152411352,178.9263746117194,4759.4818334209995
2019-02-19,276.49268506372255,14069.948316996202,3158.1078113678723,136.96339861091346,841.8959427581575,3481.471300314176,339.8145344382238,1811.6953697977856,27492.2816363891,231.97364814747746,216.33638811691046,5387.9402311324975
2019-02-20,280.6059299608281,14126.19596874885,3209.9597570101005,141.23342144525836,931.5276152755648,3455.5614881291463,342.14294389428636,1579.5755016781843,27497.892265614068,225.6431724900132,176.85490878027474,5223.269466260002
2019-02-21,259.07206802173977,14571.155071006804,3256.5674337403,132.67105177426868,957.7742303884958,3451.7774930916,336.87239292915615,1593.2907484484342,27517.53818068435,201.1516246799374,207.0451208821203,4714.525097181896
2019-02-22,245.9494939029686,14416.474028686891,3246.187137328266,136.08093729117599,1004.6839850771764,3442.1435703356397,286.6601231990294,1606.5618843977988,27245.773122297418,185.4756233420852,198.305741924632,4800.264425233237
2019-02-23,183.17443123776224,13827.882529989005,2591.75761382749,70.68175654348964,795.7004804381236,3436.507528494128,178.11878318214997,1405.0919037177125,26934.621022041276,152.27023298180669,148.2674306722972,4247.617172305893
2019-02-24,197.7729787410654,13370.87035949839,2590.6475136983695,71.63329244682878,798.1645071797669,3348.218145781095,170.57045028906253,1334.2660180391892,26098.07927086445,140.13405463082537,205.81076571736415,3960.692867549722
2019-02-25,243.53736118579675,13911.249585265341,3214.355460011155,125.32113507521775,940.9335743614964,3429.0641013310797,265.212700235885,1508.7131853386122,26319.141403347327,185.09106640467272,273.85609668087375,4489.043228652898
2019-02-26,256.17061013753084,14380.314823988712,3234.930940933151,146.46848465209598,954.313636269277,3434.2371314716,273.30891184721236,1524.018821588113,26485.94509845015,171.09215733491268,284.55372236964286,4773.080251896906
2019-02-27,236.62067560872677,14275.85489930512,3111.7077487629226,135.2778941035142,895.2027580693748,3404.667887161068,255.03840694992155,1663.2490071201278,26439.173646405397,166.94469630965858,293.52131934725566,4787.680601939211
2019-02-28,218.24446814890018,13883.125759388964,2937.553559814632,74.41262367753602,795.3080939598885,3390.4931703600528,285.8903970306867,1737.5699739699312,26401.841062873384,172.65572292323571,317.3471653359847,4991.82455219195
2019-03-01,234.22303671425308,13265.421806250071,3155.8509151874346,101.82213106896182,912.4262082869017,3490.043305146342,258.86074151560325,1559.6689527325473,26333.406677354473,165.96706236452897,302.50848180868957,5040.564115730921
2019-03-02,211.38439452712504,13096.477622449369,2445.1061443059943,59.26075313732444,735.6992475038624,3404.5381696629747,199.70156750906654,1391.8563600476286,26395.439615800464,106.06473328885056,147.15403431703197,4643.43720716396
2019-03-03,196.0794289915342,12785.960100268256,1803.4270066124336,47.85320207334412,307.32919061263163,3304.5136915659273,211.70109269889167,1460.6837620188364,26314.548661624645,80.6905214196921,155.76693326347697,4436.184841291981
2019-03-04,201.21055555902407,12424.476176270085,2115.0051481610953,49.45230222129313,384.32198569488196,3419.3488287736864,248.74163160947072,1675.097910855496,26900.848443754174,95.72777652854529,178.57429617447775,5331.341479513892
2019-03-05,199.3465494200095,12556.61129209189,2456.424597732405,64.9598833294833,539.0345364740087,3509.441890594025,271.98310893073875,1510.729238326931,26401.015992248856,113.83376591220468,235.79092148137656,5753.413725469584
2019-03-06,198.34065517265262,12246.093769910678,2472.089122846925,55.216652254284874,606.5365269614526,3520.5931175792352,301.1966695444707,1626.742104420087,26357.085188295732,81.32872704545413,187.67574938813618,5633.267947408956
2019-03-07,176.6284760759408,12253.644347957623,2326.9111100076816,49.4423345683775,478.8029632453911,3613.5900479223096,280.9877874147468,1633.8380547124407,26610.558641216085,122.20342048410538,163.08710020922936,5211.454997536719
2019-03-08,158.56734007145943,12606.633871652919,2414.6261758706155,58.80373630335405,483.9232778351507,3584.778838024031,289.49640373585623,1543.9650968290941,25755.847776409322,147.13995527169436,214.53546116152995,4905.101204174483
2019-03-09,163.96819103246176,12649.105873167102,1829.2418445664587,47.20060327232177,309.76818258051617,3562.4125428856637,201.41779690556876,1343.2423898666032,25437.334137796013,115.43350490842931,128.47331521099272,4051.6244148519013
2019-03-10,157.07353263359187,11978.04824924365,1778.3854386566725,46.91815243159219,353.07483028073233,3506.365091462584,176.17956737261346,1300.9636948436766,25255.722472822807,94.08118133436628,149.79764327642224,3908.506507458951
2019-03-11,162.90120577127973,11771.351175208218,2281.8613600743106,63.02863135049605,508.89021202008706,3610.631634679195,228.6869725703063,1446.6484176138104,25933.67940020851,130.84442262424508,176.82092926288908,4399.204676861949
2019-03-12,175.15500122805608,11677.912771877074,2400.823529864622,62.22306224854114,526.2774325254923,3649.201330245479,238.63536319748798,1434.1229758494303,25568.56004170148,120.24745921143342,192.69132544393636,4226.909970532524
2019-03-13,171.83239723386276,12180.970034255657,2213.522427270539,49.303941982059285,419.62867328406446,3650.421140953979,292.08933420372114,1452.6656066156131,25872.71779824982,92.06828043814554,163.38070153899687,3971.139551714516
2019-03-14,184.3399739203273,12199.84647937307,2325.8214916635357,56.367245020735595,460.4543980234403,3605.2881447394575,275.4012368165293,1554.446387002802,26312.121733344142,124.49430896658475,167.7977129166305,3779.976651570028
2019-03-15,175.33722012152475,12067.711363551269,2264.297044484893,50.03213908362849,433.0088253154632,3543.3691151029584,269.5600716807974,1527.022765489102,26077.060997846882,135.72595233187366,147.13014462314152,3772.7091281412227
2019-03-16,142.7740691389684,11808.160243187116,1823.332570142266,46.82105289946489,304.65723301020927,3541.3937407916924,196.77510864343907,1400.5901106160711,25612.525428137043,102.97727768890226,142.92107761407527,3986.86392883031
2019-03-17,157.36040858219724,11468.384231073955,1640.4735065240775,46.97625619330004,281.98624501903896,3468.0867123933317,213.8563610152646,1346.0397164215506,24916.87020710482,78.04332839505543,112.28952660539679,4004.3828543462764
2019-03-18,194.22937961243164,11878.946912377321,2493.9413154158856,94.48040527495701,536.9204166390992,3612.552464270083,258.5164242601827,1472.7128504288773,25148.361876551357,106.78190224394679,290.6283350732566,4395.67161941227
2019-03-19,188.9143460243449,11506.13712130878,3076.143502272272,133.56567699412147,895.1166312377547,3674.6444245152866,319.81001480019404,1512.3032476836138,25088.295914484854,97.61274249350654,272.56357775719914,4289.736619792325
2019-03-20,196.52734455143425,11640.159881642247,2943.583343606765,136.75891216097196,856.0978928794191,3676.0371658324916,292.20025167073453,1376.037396272277,25177.166910808686,114.84029862602502,233.32783262495434,4269.628966055637
2019-03-21,195.8998163398476,11635.440770362895,2908.1044067501643,122.0707930784638,864.9535571528365,3239.9182687357743,258.6387063243579,1345.1262746671835,25275.39309141074,134.27060140890404,257.6004697853864,4305.36049799932
2019-03-22,202.1339900663756,12140.385677253236,2891.9104305610795,127.2313245979264,884.0425192453565,3404.5381696629747,256.03965549524605,1327.1286299364713,25197.85763936067,140.09839832167222,202.98381651800398,3991.8961644055826
2019-03-23,203.22324857572335,11774.182641975809,2336.5818221893546,63.956650850653936,691.5407866305162,3556.668647008139,189.1921437675909,1391.5847749452064,24698.044420697825,118.62908115577675,206.02295282537645,3607.0877478666794
2019-03-24,186.8712387416037,11354.181738113733,1993.163356798457,50.244005436681746,590.8300492401298,3547.838655551604,195.8407835573924,1275.606172786484,24421.48769804619,93.05922967604727,123.26788753223421,3536.771357248053
2019-03-25,190.2964803044172,11827.980510560363,2298.935739889498,60.81941590924403,602.6642324807844,3674.116336241604,233.63642985934828,1471.3195556941257,24504.50835676571,91.03134466836632,201.25813708480152,3973.43050243285
2019-03-26,196.3012168284525,11777.014108743402,2613.314189937984,79.79092315829578,760.903896446172,3672.7235949243986,253.66919828129247,1416.2553603814183,24680.82190483409,75.59742781048968,258.19158930186825,4173.097385449506
2019-03-27,158.91231073433536,11810.991709954711,2877.142729591515,112.04289753027231,833.262256874698,3731.1015783237226,269.53739255077846,1347.073397743066,24990.64880729379,97.1656518642668,269.3976982259966,3819.8278401680263
2019-03-28,160.94374767504024,12049.778740689784,2924.8515549366653,127.71120033535415,848.9669752262575,3769.84420449871,232.81197088991672,1393.917012012256,24885.2090652139,125.53753218705512,255.01068784090296,3669.200614151236
2019-03-29,164.0391307269426,11836.474910863239,2697.0002389309757,113.37447064469802,748.0725267178696,3814.9772007132315,227.02875518684925,1420.3529795633692,24762.289514577842,136.22733832969863,222.45064567979776,3745.507339829845
2019-03-30,170.91525512624625,11314.541203367145,2183.978826352011,60.355847135822415,571.9541628914606,3862.7227489534594,182.11516630304354,1388.8128700190325,24009.237727899203,129.88028025555175,196.10919361670264,3292.891799558063
2019-03-31,160.52376300676028,11192.78813235998,1930.937570945366,48.847421779528176,484.80574871212946,3503.3973817719007,191.92708163567397,1206.4433158442903,23165.91393917269,140.7998897828956,150.69537435470636,3517.7549306798956
2019-04-01,146.81396462968146,11821.669304570625,2579.755949584444,50.79890223973975,663.2441844330453,3580.015045843782,283.0148785950687,1422.2073172411408,23633.012056177857,183.9265247664739,220.88122690437712,4193.321247823383
2019-04-02,178.74897097618674,12169.449303402913,2645.5041435131634,44.37490951977115,703.2410657666688,3733.5593054222286,309.20922370268164,1545.0740014011217,23690.654631249137,172.7824238688455,283.66724677148136,4203.458723005871
2019-04-03,167.2480129866851,12222.661543661416,2824.2284735475682,86.06173822657973,887.9340845066392,3788.9177094262322,301.9951075915461,1530.8517989932893,23720.894630935214,122.65554107389805,261.347021792222,3915.460988594819
2019-04-04,185.5733090003396,11391.220289622397,2879.635987199451,94.37580628918224,912.928855134334,3844.2761134302355,288.854454189127,1423.6960937238894,23912.00992109641,147.3898432418735,230.34451622930337,3881.6335510295435
2019-04-05,201.1970665880522,10274.713462770014,2813.2404737535057,96.54661089967556,895.3127402308812,3755.6968538311694,273.28496859350025,1334.4568554473444,24112.5387412636,137.58657939892583,194.60359767511733,4047.512196645598
2019-04-06,167.40631224288538,10943.667340305441,2292.1176688154287,46.978520372071856,701.9681911310547,3679.3916461634226,224.84752852850096,1125.432419281993,23727.704986555815,91.92710072757967,220.22897935163937,3604.263396537389
2019-04-07,146.2577195712675,11444.432529880898,2114.4253243903345,18.67549549415644,647.6242371404154,3393.2030517872627,204.03520881842113,1069.6014716413322,23011.090790717433,94.62454634876839,201.1410136616329,3326.116083949278
2019-04-08,139.17126683833732,11666.783676675333,2799.0332858791176,72.7932797799869,869.3112378488494,3699.8715277056895,268.33672536384665,1291.9001761846077,23364.412821350405,136.8324848922939,248.36454617251297,3885.720373552911
2019-04-09,150.3345704796846,12254.018756670883,2722.9431779528904,66.63065568871501,845.7646597230264,3657.7500858392627,278.61080932510885,1363.5268064136599,22754.406222420046,116.46957101213161,236.0312974254642,3918.144420123739
2019-04-10,186.98408481563175,12608.450285535508,2801.5087625971146,66.9414137030309,835.0763160005553,3696.889039320898,262.40763479302467,1603.4926158688284,22768.084888626516,138.78442689742124,260.5520251714264,3520.5724710376167
2019-04-11,188.47624258813687,12370.89564152437,2952.4720955156836,62.718861123892545,874.8380138749504,3642.178513094302,300.56907593710787,1483.77164642735,22819.039123672017,151.01176740730202,290.9626153125317,3592.978768922332
2019-04-12,184.3561074729397,11834.9723646353,2980.579369655292,95.51418929394525,871.355895884663,3763.1497948550937,287.83597100691725,1483.8707528678951,22261.66860164511,152.79759143949602,267.77882678150735,3741.8921742354714
2019-04-13,144.7900006393915,11700.04132683692,2444.9319786549686,47.87959443456123,737.7638659618904,3728.6041177419133,226.59160619448022,1199.2926424248167,22125.26703603749,139.70899945961534,164.5926146801902,3474.0718118982227
2019-04-14,131.89094507604378,11100.45340535276,2157.5472559266227,41.173842325261724,669.3977427945553,3612.5120788151244,208.7544203702506,1174.818723444019,21744.027136377335,120.62905458328672,144.69343971511356,3440.655713662802
2019-04-15,138.41967162209497,11447.283185609083,2479.1932365505627,83.14272675771493,706.821465521774,3670.9870479768388,241.48056769662367,1221.2301216311048,22197.468152382262,125.97067290233149,149.34432818778856,3514.681425568197
2019-04-16,144.33081422780808,11312.352147810707,2680.8009552185645,96.95246464818794,679.9685496452668,3445.141111248301,271.7553163444554,1239.497548430697,21926.441525243827,161.11539510962223,227.500063379619,3598.6569401563956
2019-04-17,153.17407676044047,10767.876903737171,2633.4382588861167,91.93815788381501,709.6807156764155,3253.210786775242,270.1940109387782,1310.8778528326604,22328.932824394797,103.91886750081743,232.0052573078121,3519.4625907057457
2019-04-18,167.4743100846772,11337.05783078793,2354.2794862431674,58.583374975974294,549.8548446839823,3340.7511913217377,243.0607473451644,1211.8933295587549,22282.2205606595,125.02913009939348,189.8553267382861,3472.3106224274775
2019-04-19,153.41549131336666,11425.428158360048,1986.6164692190985,23.066268320713718,411.5845369264573,3418.171198888368,211.56832216288655,1240.9409368106665,21995.136842431093,91.44395421288117,184.2511003526234,3497.885626722139
2019-04-20,154.1361959563515,11516.64914166035,1757.52412936848,16.895459702682075,416.66452707471547,3487.414442807354,166.15143682415638,1051.0742505038784,21607.46165810663,76.73254182900503,196.60038627875554,3139.0657784969585
2019-04-21,129.48135606218867,11249.637721791778,1551.381026542998,16.451223345917096,362.7327671662163,3384.588431981445,149.69796580083627,1015.3619881464828,20814.180846244235,87.48951204772314,147.60951151070037,2755.077907197861
2019-04-22,134.0189680135839,11343.709360820169,1476.988276210571,16.156354602517556,258.35174934448713,3571.505436847581,151.99124888912934,1160.3740959767704,21582.91775473401,125.81524947169524,131.68871008097503,3199.2918573442635
2019-04-23,135.77754966028004,11780.809905800734,1795.3954944829668,18.165331363216374,314.13091803598263,3594.2149181876157,240.7230447025461,1244.9191300592136,20893.7851782105,107.1969562552724,176.59431558737003,3688.7428887957126
2019-04-24,138.74774074659373,11811.216900234138,1923.3139723124957,16.859984012554467,407.7703839347599,3679.601667782657,240.15277472403912,1333.8593362555284,20385.378322562872,81.49767730925957,195.01113880672696,3941.070036338663
2019-04-25,138.03274595388157,11699.09110826086,2014.7831821255857,16.889236640094055,501.1557600065851,3817.4402778432222,181.50026399691646,1267.734086635007,20274.03093511382,80.27824093801718,192.32695120936697,3883.670613370493
2019-04-26,138.57910321462222,11514.748704508225,2131.2894643187747,35.93439051873051,582.0638424537864,3817.0783665313625,191.01368342898257,1251.128658494293,19856.998019590712,111.17855785696734,148.04252787989253,3671.892248508562
2019-04-27,142.77709007904411,11382.66832243803,1683.153296868233,16.01172837017156,471.7038161268417,3808.1487142966944,136.52099074537364,1066.4928147906212,19402.14763310169,106.78808392443939,106.26980630177951,3193.343939691809
2019-04-28,148.12683301828872,11591.71640916789,1784.3587517565043,19.250289163992463,547.139200637259,3649.363300572385,140.96617532555,943.3418905564614,18666.38106745887,96.0676044242185,179.8533536441973,3223.3577351595495
2019-04-29,179.72342579296497,11376.967010981758,2438.418660860085,60.75753806468971,711.3645657661156,3756.268786762263,219.39138292789258,1011.3999103992655,20164.590615266396,153.37980937349613,255.31399670892762,3682.4524945008247
2019-04-30,186.42312601181965,10944.617558881502,2464.382021268862,70.5639275806553,696.8459839453137,3626.3969187301077,233.11096743352786,1055.1354346916405,19892.772413177638,149.13862420008897,245.80130485070165,4088.2590223006
2019-05-01,146.43698576229394,9046.767771132116,1830.2914496899505,16.852674383482828,418.70295874403934,3375.9987019710984,169.18901341401588,970.5104123280192,24502.077454918897,97.88740419463322,269.1375249201566,4197.247037074224
2019-05-02,145.0926199304526,9384.594772760676,2059.7639056986914,44.40965142474098,530.2901043374976,3380.379657976824,234.76877178647126,835.7495986348167,24703.146430992983,106.92180095988584,231.70810260542234,4143.482482460729
2019-05-03,140.52031223580633,10149.538201516394,2201.377904130798,63.104197110493395,603.1664639758894,3285.8995663969295,247.48457949939575,809.4337565290739,24953.698963432373,120.1647351639288,217.85688064883612,4182.077828297618
2019-05-04,113.39970801410826,10307.865842606607,1818.7781415035258,21.48380418296911,526.7208799110449,3327.760940656425,208.64407864274105,811.0635695942614,24592.5362219101,97.87222029502021,100.29315262366467,3968.915124907772
2019-05-05,114.07336497262978,10156.90227784609,1695.1630712783274,18.237637423762852,475.8629701657103,3382.4855656840778,151.06751240352196,821.6758644708475,24106.473381701737,83.3492786527028,152.84955167092713,3561.0704395354387
2019-05-06,132.19022430409,10579.416157267107,2446.337325029262,68.49142195879719,722.2620041195652,3595.3707244159655,189.96083110161155,965.1175336548741,24401.675838347768,148.1848825675857,220.14463845437348,3833.272857766683
2019-05-07,147.3106069800299,10945.778954673617,2695.013366230264,73.56149639516067,847.7450517822522,3590.8522435220752,217.20736518455857,1080.8055200905426,24198.61204406512,140.4956711873984,273.43066334673074,3976.1975366412653
2019-05-08,159.231467274165,10762.59755597041,2343.526998190827,32.77170593247371,757.2528711217711,3613.086169787761,254.92473594615095,1131.4917067242143,23566.068477272012,84.33694901444967,191.96314726916904,3922.1710961779063
2019-05-09,139.07782432893129,11096.742519434036,2509.303347939689,63.063359144212846,743.6135118092758,3665.7319353385237,232.05355925443115,1213.2018239817253,21925.907213678773,112.7660980236267,255.26871157565049,3907.191351061012
2019-05-10,130.53104770051146,10826.112714314711,2639.3951868492504,76.75068191461544,793.3088072881937,3737.700767140058,234.04873444052112,1148.1464468477986,21692.549566530022,119.86942476959774,270.555458469785,4061.930464432891
2019-05-11,101.81882472296007,10524.185584793771,2063.080123473868,19.94316060627631,590.2017034558668,3689.740339338059,175.68112715524273,1051.9595939208382,21265.856681737278,118.43786038905591,191.82281098499044,3739.1033837074883
2019-05-12,100.63972638610818,10102.592214914026,1606.4170184738662,15.679116625174421,367.7039898626042,3584.5592848943343,155.7630185070866,980.6790150432422,20652.532043815983,81.43734128711313,179.53187055993916,3486.5596084791882
