date,Brazil,China,Russia,EU27&UK,France,Germany,India,Italy,Japan,Spain,United Kingdom,United States
2019-10-14,1636.8222830000002,18428.0235971842,2799.028448232421,7481.932702,1307.2226,1423.390425,3495.0,622.989,2020.8355,710.082625,716.7195,9497.278
2019-10-15,1637.287896,19285.318034898133,2797.140196967999,7608.3802940000005,1319.6825000000001,1396.389513,3536.0,671.0535,2198.5868,712.245,719.8004999999999,9847.498
2019-10-16,1647.974566,20131.95339434576,2793.3440400873023,7756.889028,1367.432038,1530.029623,3530.0,642.466,2220.6354,659.091,677.1445,9821.583
2019-10-17,1674.314466,19799.99924261992,2769.0636772253883,7719.7902429999995,1281.958162,1498.666125,3519.0,643.433,2250.5472999999997,671.48,731.6610000000001,9574.212
2019-10-18,1675.248169,19413.226974095276,2789.4568807920714,7757.2886450000005,1358.510628,1566.577001,3463.0,650.4884999999999,2268.8728,642.248,703.501,9471.336
2019-10-19,1517.4093329999998,18706.68235757788,2790.6766854434445,6990.122111,1270.324572,1390.97275,3369.0,529.6295,2096.1854,593.8827,608.071,9037.504
2019-10-20,1316.6365230000001,17869.183350930114,2771.959808346113,6549.330394,1281.4025,1145.8485,3194.0,478.694444,1884.854,576.6998,594.7185,8985.685
2019-10-21,1536.4763820000003,19181.772703167135,2825.016679281154,7633.269487,1357.628,1421.6878709999999,3202.0,632.6295560000001,2082.6533,609.492,789.1075,9631.508
2019-10-22,1574.3988650000001,19457.386012627587,2819.0113507328133,7897.567716,1339.6417000000001,1466.456751,3239.0,687.136,2063.122,690.7195,781.3955000000001,9734.06
2019-10-23,1582.9499720000001,19483.272345560395,2822.248434892897,7864.635783000001,1376.548618,1441.834751,3220.0,674.106,2215.9128,662.128,753.4554999999999,9538.433
2019-10-24,1606.165911,19128.47731183507,2846.551126273699,7800.790152,1379.719546,1448.377124,3158.0,697.5635,2266.3161,683.344,679.473,9724.155
2019-10-25,1644.6974269999998,19364.499759162994,2863.1121291708123,7780.741521,1353.211908,1519.5495,3135.0,671.3935,2295.5511,634.837,711.069,9706.119
2019-10-26,1508.365943,18612.273378646725,2809.6949203740205,6920.122662,1227.394338,1439.314204,3005.0,523.867,2042.3104,578.279,633.8715,9141.51
2019-10-27,1383.1443889999998,17727.56988253334,2774.3859702157874,6628.262517,1166.56959,1366.207045,2765.0,455.95,1886.7766,549.308,624.6035,8930.733
2019-10-28,1629.402161,17829.59248879768,2846.5556310919833,7786.180443,1321.419856,1526.1955,2698.0,659.8085,2160.1281999999997,603.707,764.1782499999999,9535.896
2019-10-29,1706.5013050000002,18555.932536381246,2906.3137683172235,8057.362488,1398.604444,1495.23175,2820.0,699.9555,2276.0858999999996,629.7585,781.0805,9883.618
2019-10-30,1725.2301539999999,18132.6148566575,2969.8977093561452,8114.547326,1379.3942889999998,1454.68875,2922.0,706.9185,2231.1258,638.128,826.832,10058.936
2019-10-31,1701.627248,18960.977510505512,3033.2396849473257,8039.741836,1364.4347109999999,1425.98,3014.0,676.5609999999999,2227.3238,643.004,815.664,10329.356
2019-11-01,1654.2719060000002,18225.898445636263,3067.244226017857,7354.04012,1329.444528,1326.10125,3047.0,514.60525,2220.439,620.674,716.8355,10194.956
2019-11-02,1423.103,18726.93901362962,2974.419812872627,7126.164774,1315.245772,1363.1019999999999,3067.0,492.730375,2017.3647,653.371848,630.3485000000001,9533.449
2019-11-03,1373.83295,17644.516095603154,2952.2977119239545,6933.168253,1323.760927,1153.561375,2976.0,506.52637500000003,1892.9177,662.054437,634.594,9181.42
2019-11-04,1682.2362380000002,18052.06804449574,2964.3037714367406,7983.561057000001,1511.469073,1360.6984989999999,3163.0,636.2900000000001,2032.7897,708.914401,727.3985,9682.256
2019-11-05,1721.50423,18462.541512735148,3001.7584380388053,8256.694247,1463.0267000000001,1465.419376,3245.0,712.614,2239.9937,741.83121,771.5165000000001,9891.339
2019-11-06,1669.616524,19058.53145950282,2962.834834567763,8263.477491,1476.1675,1429.261,3270.0,753.6955,2282.4691000000003,748.955018,790.0945,9955.247
2019-11-07,1647.360952,19133.03020284875,2936.330813626769,8395.291256,1561.8739209999999,1537.15475,3179.0,693.976,2297.9273000000003,717.457327,765.662,10138.512
2019-11-08,1649.8048860000001,19388.66314570247,2997.269583648089,8348.193985,1532.965879,1471.812,3156.0,694.0085,2280.8342000000002,747.573221,792.8744999999999,10451.542
2019-11-09,1520.120226,18856.946624566714,3014.04566482913,7583.273227,1464.3638,1350.1427489999999,3132.0,530.4495000000001,2097.5224,679.371712,705.7095,10136.237
2019-11-10,1384.821032,18246.349081064574,3021.2769585833466,7260.151852,1445.1539,1300.3055,3024.0,489.7765,1943.6615000000002,667.938986,671.7475000000001,9441.933
2019-11-11,1630.45373,19102.354249706248,3083.097921157196,8234.242294,1526.764,1604.300066,3202.0,671.723,2263.8107,707.01276,745.903,9887.001
2019-11-12,1644.2894520000002,19260.11629443894,3055.7310471243964,8667.052592,1565.222722,1694.246685,3257.0,715.871,2289.3426,756.114533,775.1855,11094.507
2019-11-13,1651.059013,19011.7871499524,3049.0394910049836,8760.621895,1562.995889,1648.5255,3276.0,744.048,2310.548,780.614605,811.9404999999999,11891.711
2019-11-14,1628.483343,19558.111267822725,3061.0035094594045,8791.715868,1597.405556,1651.49575,3270.0,734.617,2321.1146,807.560281,831.448,11313.384000000002
2019-11-15,1424.0757290000001,20474.007583075865,3090.3847859970774,8809.914897,1569.659333,1676.184748,3262.0,763.2185,2365.0816999999997,768.160853,826.4465,10818.243
2019-11-16,1388.468599,19802.05813328889,3061.8604117723,7969.306014,1520.759,1460.0376250000002,3274.0,646.4254999999999,2157.9944,671.334128,722.9635,10148.161
2019-11-17,1301.5902019999999,19489.45556317053,3027.7763758063475,7584.996547,1449.0810000000001,1424.958249,3312.0,582.264733,1999.4906,647.727175,709.1505,9808.817
2019-11-18,1556.89633,20227.13919826277,3063.523712229372,8660.896391,1550.879,1644.306563,3156.0,741.779767,2301.8429,726.253923,847.4695,10127.603000000001
2019-11-19,1615.414593,20824.589904703913,3123.4165067069603,8821.021719,1546.32455,1677.624436,3302.0,812.7903329999999,2342.2317000000003,682.257333,904.2175000000001,10139.296
2019-11-20,1586.1099609999999,21981.511566076297,3183.806637199532,8751.283867,1585.262016,1465.412377,3348.0,791.149667,2442.8105,710.097749,878.3204999999999,10075.402
2019-11-21,1652.8984639999999,21516.989989919173,3235.715038676952,8794.013235,1603.951984,1519.594372,3349.0,784.223833,2477.3595,711.175,850.9425,10157.559
2019-11-22,1669.173867,20824.589904703913,3263.6100183872027,8774.855416,1622.602348,1556.018625,3354.0,731.689389,2572.0839,764.5181,789.9514999999999,10099.167
2019-11-23,1531.6181050000002,20945.83295760026,3211.459263967454,7926.93101,1426.311727,1516.3442499999999,3335.0,601.2807779999999,2184.4325000000003,755.2154,709.5980000000001,9837.658
2019-11-24,1331.918713,19683.73659973935,3181.4118837565916,7460.602951,1368.8885750000002,1315.320748,3210.0,582.951,2012.6613,684.872,686.394,9575.651
2019-11-25,1560.4983789999999,21576.88113653061,3268.8853163933118,8486.404545,1565.850189,1433.358874,3342.0,751.3065,2305.3638,767.086,788.5775,10090.028
2019-11-26,1619.402752,22386.141995621954,3272.3017040535315,8696.676341999999,1614.878611,1599.475876,3365.0,725.957,2491.1468,750.9290000000001,766.7669999999999,10196.622
2019-11-27,1635.4271979999999,22685.5977286792,3272.359857138056,8696.813987,1598.1636070000002,1689.8264550000001,3341.0,739.919834,2514.5395000000003,748.197318,781.172,10068.283
2019-11-28,1615.5317400000001,22770.321789739337,3281.5937976059463,8697.475965,1611.809993,1748.189795,3292.0,728.705666,2609.1561,719.701182,787.4415,9710.617
2019-11-29,1598.360236,23540.14213764753,3265.2816677772093,8755.702762,1564.7330319999999,1708.583875,3309.0,733.876667,2639.7538000000004,703.062,796.1965,9411.572
2019-11-30,1508.833562,22798.07622353492,3227.4029794378457,7915.136269,1536.6374389999999,1373.858373,3272.0,583.201933,2409.0738,655.8185,723.6595,9508.128999999999
2019-12-01,1380.2061860000001,20561.0997337482,3203.7789336492565,7690.159547,1529.088929,1312.0225010000001,3068.0,529.9152,2242.0948,580.3305,738.0949999999999,9547.626
2019-12-02,1596.791356,21086.976994705474,3248.6440789302837,8950.604675,1608.3518000000001,1648.134125,3191.0,740.7390330000001,2535.9858,727.996944,869.7735,10537.175
2019-12-03,1605.2527710000002,21445.975871518986,3262.5777271077905,9140.891841,1664.5952,1643.768313,3222.0,808.899667,2594.9718,743.356056,866.818,11007.33
2019-12-04,1636.8265059999999,21814.79112387038,3250.1045361438537,9201.583075,1692.19445,1631.536564,3268.0,818.686,2648.9351,743.944,901.086,10770.347
2019-12-05,1662.737482,22287.379489050578,3235.912141268017,9201.246353999999,1651.0985260000002,1683.630001,3329.0,806.433,2714.28,738.2040000000001,874.9425,10526.042
2019-12-06,1633.900176,22465.47658809486,3222.009076403356,8926.683879,1708.348855,1707.459879,3322.0,756.853806,2772.6582,629.122,790.8795,10419.273
2019-12-07,1501.451542,22025.142028253245,3129.262929243149,8014.036171,1563.1886690000001,1562.8041230000001,3306.0,603.643705,2583.3259000000003,598.9920000000001,685.7485,9965.682
2019-12-08,1364.100554,20934.122004187255,3107.6206654481953,7499.051587,1511.02775,1452.440577,3187.0,486.313438,2347.0598,606.598,651.114,9786.366
2019-12-09,1622.5406220000002,21900.333824986057,3127.302839125873,8716.653204,1628.3707500000003,1647.855848,3323.0,709.8351720000001,2727.445,725.527,786.708,10141.381000000001
2019-12-10,1660.656444,21959.232078213237,3142.617487372495,9039.476519,1666.1755,1684.699297,3407.0,763.5587390000001,2662.253,754.2375,804.989,10528.228
2019-12-11,1674.714388,22054.591154866885,3180.558845793345,9194.512547,1744.4406999999999,1687.806527,3439.0,770.401306,2615.5233,774.984,850.8315,11247.287
2019-12-12,1683.34594,22391.152601879483,3219.0120943947077,9259.38155,1773.634821,1634.999554,3377.0,795.965372,2618.9848,807.403189,841.7724999999999,11408.922
2019-12-13,1677.663113,21974.657811201323,3230.30711112107,9023.212852999999,1667.902202,1665.501696,3179.0,794.91344,2730.1599,806.706561,766.86,10975.805999999999
2019-12-14,1536.250393,21650.71741845166,3204.3391114255564,7979.339465999999,1575.2566339999998,1473.827932,3240.0,614.931022,2445.0350000000003,714.2547500000001,674.229,10120.613
2019-12-15,1421.639247,21747.478834467838,3207.252474765946,7701.412826,1529.562643,1488.571446,3130.0,514.1685,2296.383,629.417,685.1335,9941.849
2019-12-16,1676.1661069999998,21553.956002435578,3263.2746031955357,8646.342628,1588.038333,1601.664251,3250.0,702.5935,2663.6808,752.7545,812.017,10653.163
2019-12-17,1697.3449229999999,22423.40640721829,3222.8974347762837,8754.16239,1615.924945,1667.988889,3331.0,738.7365,2676.2608000000005,690.1619999999999,844.4045,11067.283
2019-12-18,1661.5761595,23320.903599252,3233.9725897568555,8781.598254,1642.475296,1578.003611,3377.0,734.2180000000001,2568.7802,739.211,795.2545,11588.939
2019-12-19,1640.3458790000002,23355.962083315855,3220.5139237794124,8594.346821,1647.7000849999997,1525.378501,3413.0,710.18065,2686.6862,765.791125,773.8315,11884.769
2019-12-20,1634.6641065000001,22989.951509689523,3242.4603307791003,8340.983351,1639.2669200000003,1492.977999,3466.0,621.32385,2617.3935,758.36975,771.868,11500.95
2019-12-21,1530.988059,23016.595957578003,3242.1898232167023,7607.125051999999,1610.255948,1271.8155000000002,3448.0,545.246,2480.3612,677.104469,697.5935,10587.796
2019-12-22,1416.201051,22946.47898945041,3231.9628999728934,7312.923094,1555.01784,1215.0586250000001,3353.0,539.409,2401.4487999999997,661.60831,642.0685,10166.903
2019-12-23,1516.2727390000002,23358.76676204091,3280.672994570837,7737.686076,1607.031577,1374.890625,3483.0,548.3205,2670.9775999999997,696.682935,685.9765,10174.880000000001
2019-12-24,1430.880873,23208.71645024773,3278.869945233521,7085.960965,1596.727437,1229.386,3534.0,471.5045,2709.2035000000005,476.913244,651.9715,9728.137
2019-12-25,1299.3890940000001,22901.604129848685,3303.8732235504863,6686.8594809999995,1488.325286,1071.125875,3497.0,463.27135699999997,2725.9718,574.400605,596.352,9166.185
2019-12-26,1556.993475,22542.605253035174,3329.1914332684637,6965.315708,1640.424958,960.535251,3545.0,486.40121400000004,2649.4435,632.308985,610.4435,9433.436
2019-12-27,1613.3526189999998,22688.448546740663,3335.9842300303053,7448.361011,1689.0913750000002,1073.388626,3555.0,544.281429,2484.5123,629.3332280000001,657.1525,9747.149
2019-12-28,1555.7349885,22384.140905066764,3299.8558845877983,7340.704341,1629.514177,1067.049375,3517.0,526.947222,2341.4420999999998,604.376746,628.29,9331.121000000001
2019-12-29,1463.413164,21887.712770723123,3295.593657232377,7325.723072,1597.237823,1162.060499,3433.0,552.049278,2192.1806,593.960673,614.9060000000001,9176.672
2019-12-30,1569.1573405000001,21632.48700673853,3346.9570907450766,7966.1213179999995,1651.6610790000002,1461.630249,3553.0,590.452778,2166.0735,616.34293,694.5195,9749.312
2019-12-31,1485.642381,22521.57016259689,3257.684641742284,7674.901684,1674.3602210000001,1287.6705,3568.0,506.843722,2053.0876,608.653636,686.1229999999999,9936.773000000001
2020-01-01,1370.1651115,20388.586393046997,3080.3723605428413,7032.566715999999,1597.3967,1071.805628,3464.0,484.445,2052.8487999999998,577.573682,631.0815,9640.578
2020-01-02,1561.914982,21863.560952851298,3143.2889195204334,7994.224726,1715.5441429999998,1275.3255,3480.0,568.1365,2049.6546999999996,670.852727,741.933,9656.716
2020-01-03,1562.712231,21846.592218977446,3144.9218493608073,8295.182409000001,1729.852857,1563.4381239999998,3481.0,585.1215,2061.0941,646.035273,733.1385,9572.473
2020-01-04,1471.532691,21582.92420032216,3136.321508981222,7903.371242,1601.527546,1533.341375,3479.0,537.081666,2175.4258,625.080818,681.9955,9211.752
2020-01-05,1379.898142,20821.941750440776,3134.4053103584247,7512.032389,1638.1895719999998,1196.90025,3364.0,514.170334,2278.5236999999997,570.038364,667.822,9280.928
2020-01-06,1626.088524,21143.042406823006,3131.124402963254,8126.568168,1741.922206,1402.863374,3487.0,570.111,2670.283,577.802909,779.9965,9859.538
2020-01-07,1713.8814540000003,20815.415314335503,3153.48568245868,8810.416022,1810.469676,1607.31325,3531.0,693.255324,2814.7164000000002,688.959954,771.5455000000001,9998.73
2020-01-08,1725.827462,21135.210683496563,3171.6932034110037,8985.988036,1782.3980000000001,1689.893375,3484.0,734.098676,2734.6777999999995,681.6845,827.2669999999999,10252.51
2020-01-09,1754.4676279999999,21879.22439950409,3253.355066837113,8820.874,1698.2578800000001,1576.424749,3487.0,742.3824999999999,2654.6679999999997,712.301546,804.601,10203.443
2020-01-10,1772.254355,21242.24423562392,3285.3554772765247,8866.973025,1715.883914,1643.5165000000002,3539.0,753.8820000000001,2683.0137999999997,739.493591,770.8805,9713.125
2020-01-11,1624.2315079999998,20921.14357924177,3236.116700862707,8054.68982,1668.145906,1461.59625,3528.0,593.3009999999999,2490.5494,624.3671360000001,664.044,9204.007
2020-01-12,1488.547037,20098.812629970336,3190.787308954457,7823.615866,1655.219633,1539.354751,3433.0,542.664,2385.4053,609.093364,656.7475,9206.780999999999
2020-01-13,1717.124706,20735.79279385042,3260.0838763368683,8823.318,1812.759642,1527.891249,3508.0,742.5655,2487.0316999999995,731.263,773.25,9788.161
2020-01-14,1745.42203,20387.281105825932,3244.0572769465475,8943.415164999999,1717.7569,1658.394489,3460.0,784.4114999999999,2773.3433999999997,714.406778,772.7675,9784.571
2020-01-15,1783.931641,20895.037834820494,3246.657337977571,8899.702976,1713.125847,1635.983756,3386.0,776.8845,2826.7065999999995,726.8252219999999,739.7445,9706.113000000001
2020-01-16,1816.763026,20781.47784658779,3247.064938202107,8831.762356,1725.959378,1519.712,3331.0,758.5935000000001,2879.1508,732.219833,764.4305,9875.386
2020-01-17,1722.1227909999998,19923.90414234756,3256.196874918266,8928.987039,1808.839663,1605.598997,3412.0,751.475,2845.1881999999996,738.085667,771.2835,10490.072
2020-01-18,1539.638182,18546.82612412319,3171.633410292329,8159.115964,1650.808237,1476.993124,3453.0,623.7375,2656.5008999999995,653.177563,726.106,9985.133
2020-01-19,1423.492757,17693.168281546168,3140.768561668556,7932.912331,1682.2667780000002,1279.72075,3317.0,533.5125,2409.2335,760.572937,706.314,9730.111
2020-01-20,1686.9163600000002,17250.67591360488,3233.0438186020474,9140.666983,1817.617117,1526.56475,3505.0,766.755,2719.0768,844.448,869.109,10937.315
2020-01-21,1733.686907,16535.37851646088,3231.9802424866607,9386.64268,1806.013579,1675.351749,3578.0,812.466056,2798.2565999999997,821.3330000000001,877.9565,11468.253
2020-01-22,1693.9327560000002,16301.73210389008,3240.2242861836767,9380.462606000001,1861.000526,1651.510748,3581.0,810.404444,2890.7697,773.469,886.9185,11440.525
2020-01-23,1658.3357600000002,15681.720673883865,3261.6008314266305,9275.224462,1853.237132,1552.922246,3588.0,840.016,2811.3137,728.1,920.667,10714.324
2020-01-24,1641.6101959999999,15489.843452387226,3268.5419239171642,9190.954299,1771.770701,1625.4125000000001,3623.0,824.137833,2666.7232,721.4150000000001,882.1595000000001,10158.199
2020-01-25,1522.8805439999999,14765.409044695718,3191.4861021241154,8236.577027,1683.479167,1430.1541240000001,3581.0,636.2346670000001,2491.3853,622.966,724.021,9582.48
2020-01-26,1423.3473510000001,14462.582409408475,3182.611009233762,7745.710653,1667.921182,1266.25025,3389.0,545.8465,2391.8251999999998,621.7632219999999,692.538,9349.41
2020-01-27,1715.1519279999998,14782.377778569586,3278.2812557021334,8980.258788,1794.754307,1619.652251,3565.0,735.669,2830.9287,768.310222,793.0095,9847.940999999999
2020-01-28,1763.853121,14845.031565180732,3313.5695297421958,8991.170479,1822.7430020000002,1607.150974,3599.0,788.3164999999999,2833.2572,744.2255269999999,759.0105000000001,10154.984
2020-01-29,1778.916323,14211.967262963848,3311.5574163654583,8945.964589,1740.253492,1674.0539,3597.0,763.6215,2619.8017,744.781211,772.265,10378.648
2020-01-30,1782.005884,14137.565891363103,3309.9742477093237,8878.571221,1816.4443500000002,1631.4651170000002,3623.0,742.767722,2620.0035,731.009218,744.8735,10441.779999999999
2020-01-31,1781.449417,13629.809162368521,3302.1781032384206,8600.805604000001,1728.633721,1564.7925679999998,3638.0,727.113778,2726.6499,699.330754,700.846,10319.324
2020-02-01,1635.157981,16009.05576099542,3202.9306092124675,7766.497267,1589.3722979999998,1473.832885,3571.0,599.442,2496.2519999999995,675.898106,636.1255,9852.631
2020-02-02,1478.652528,16049.279519188955,3167.6962791365822,7289.7508720000005,1583.3621020000003,1265.190006,3464.0,500.663143,2335.8716999999997,604.79749,623.279,9450.735
2020-02-03,1721.937646,15721.301183149935,3233.0314746747213,8404.803135,1725.556566,1496.648309,3577.0,686.9978570000001,2684.9202999999998,656.39693,724.9575,9581.963
2020-02-04,1742.702976,15913.137568380258,3256.9449369930526,8682.522489,1800.0329129999998,1576.793252,3642.0,704.1105,2752.7992999999997,688.09832,762.9615,9800.374
2020-02-05,1745.8822839999998,16168.403726146455,3272.2354074068376,8832.536780999999,1804.825067,1528.921501,3660.0,718.640714,2833.1905999999994,689.433,806.943,10258.371
2020-02-06,1740.2797779999999,16669.653635941795,3303.6194892600547,8937.949903,1801.0974540000002,1572.93025,3698.0,721.6592860000001,3039.3910999999994,703.5989999999999,786.1025,10688.103
2020-02-07,1734.478809,16528.87048226476,3321.7940758215927,8725.420078,1854.7528920000002,1447.756502,3702.0,703.2764999999999,3034.1211,680.9639999999999,738.082,10726.598
2020-02-08,1602.130854,15583.612164718534,3277.106276978829,7799.68218,1701.548893,1311.5439999999999,3650.0,545.4404999999999,2625.5424,602.77,614.0595000000001,10377.242
2020-02-09,1464.7241170000002,14791.513541832006,3240.8203877910887,7427.144305,1576.1593,1347.303012,3499.0,488.032,2551.5526,633.044,629.8245,9827.154
2020-02-10,1688.384209,15309.781195478465,3300.8754394135494,8415.537984999999,1638.630761,1513.70284,3611.0,712.7305,2901.5168,698.2135,734.884,10163.083
2020-02-11,1673.583456,15127.227215985078,3308.377929262032,8534.587219000001,1693.3356430000001,1527.902596,3710.0,709.1005,2699.2990999999997,669.3380000000001,723.021,10306.46
2020-02-12,1668.2873869999999,14966.332183211263,3294.3450244111104,8730.401235000001,1784.08089,1568.908925,3730.0,697.557222,2767.2632999999996,659.439,768.4545,10465.974
2020-02-13,1686.719194,14638.353847172308,3284.189048953296,8783.863924000001,1838.512914,1545.7669999999998,3743.0,706.371278,2549.4981999999995,688.534,767.182,10616.493
2020-02-14,1714.4715280000003,14972.520453702551,3285.437281796624,8486.519571,1789.678253,1334.622249,3738.0,695.297,2541.3519,645.8895,765.7289999999999,11194.032000000001
2020-02-15,1622.3559510000002,14810.07835330592,3230.7229579322884,7598.704261,1633.517934,1341.549206,3735.0,528.8050000000001,2326.0053999999996,593.025,645.724,10695.389000000001
2020-02-16,1507.055224,15069.985713940547,3195.2854918851513,7169.179397,1428.663014,1359.630626,3641.0,439.384,2260.9772,601.1750000000001,627.6265,9697.561
2020-02-17,1794.1214730000002,15531.011865542421,3265.954964157515,8273.95061,1695.441075,1538.647665,3766.0,650.295,2630.6069,664.75,702.105,9875.351
2020-02-18,1844.147408,15801.748699536916,3228.0588809703477,8516.680909,1759.7041590000001,1554.6473190000002,3827.0,686.787834,2832.2111,665.43,726.307,10053.071
2020-02-19,1828.5885660000001,16466.98777735171,3214.3092616405556,8591.561593,1776.473218,1580.48456,3829.0,701.243555,2757.421799999999,645.4145,757.2049999999999,10316.737
2020-02-20,1814.6868559999998,15775.448549948855,3213.626981452635,8462.274632999999,1693.2550999999999,1513.8012840000001,3789.0,683.976557,2712.9193999999998,656.424,727.3185,10898.805
2020-02-21,1751.6495599999998,15684.171560202123,3181.3782702632425,8449.768689,1730.8359500000001,1553.9296550000001,3663.0,663.852554,2623.1506,648.413,712.919,11311.033
2020-02-22,1528.8975240000002,15664.059681105406,3101.596300090661,7501.748651,1557.7525500000002,1396.6614909999998,3670.0,535.960046,2354.9446,570.462,620.314,10472.617
2020-02-23,1355.19669,15031.30902336992,3063.890294560892,7226.505990000001,1490.890667,1405.643756,3566.0,458.284272,2231.5721,535.411,627.1305,9544.132
2020-02-24,1489.4258109999998,16091.050345005206,3084.26867999385,8134.552554,1653.000678,1406.99152,3696.0,627.5285,2399.3404,612.703,721.77,9814.706
2020-02-25,1522.8478109999999,16666.55950069617,3184.262535803865,8340.067637,1658.901775,1558.1280379999998,3693.0,680.504103,2611.2828,644.813,732.9960000000001,9940.215
2020-02-26,1652.979057,17031.667459682903,3213.2064145130335,8540.878112,1780.5077549999999,1425.455125,3719.0,690.551228,2624.1474999999996,697.3095,757.8720000000001,10166.94
2020-02-27,1679.1446389999999,16932.65513182213,3203.22625506939,8567.230914,1760.129516,1413.089,3685.0,662.388009,2705.1222,723.256,791.142,10690.345000000001
2020-02-28,1659.061034,17597.894209636925,3208.699028204136,8608.086393,1753.1219239999998,1579.875749,3731.0,649.13729,2730.2834,658.226715,758.3245,10700.553
2020-02-29,1523.321815,17661.323982172802,3118.0913864076597,7658.002664,1554.895795,1473.057667,3666.0,514.395236,2430.8345999999997,660.6373719999999,623.2515,10001.495
2020-03-01,1374.560301,16817.963506562086,3054.1100674592835,7412.662639,1508.716676,1382.0060819999999,3426.0,476.87618499999996,2162.3348,673.618913,620.3554999999999,9487.411
2020-03-02,1609.758059,17741.363437461277,3118.503065717355,8360.870504,1757.149688,1356.286875,3638.0,686.131131,2535.0433000000003,729.894889,736.609,9656.248
2020-03-03,1651.5352030000001,17795.589943470546,3115.4472947818836,8608.600459000001,1715.011098,1484.177,3727.0,682.3489999999999,2534.5821,769.646111,782.192,9657.671
2020-03-04,1676.792882,17873.05638062646,3130.719102947326,8588.852182999999,1719.197178,1460.0017500000001,3667.0,637.821,2635.8792,752.384,809.676,9695.519
2020-03-05,1693.875403,17194.450391140184,3121.006268729247,8589.513441,1735.6530449999998,1460.932249,3611.0,654.9325,2669.263,776.8805,828.6685,9857.492
2020-03-06,1677.6453720000002,18268.135210121927,3107.53016265002,8637.358165,1737.864205,1539.1031249999999,3454.0,654.815,2638.1684,790.736,742.37,9946.738
2020-03-07,1532.748009,17355.580580424565,3083.4243520746963,7541.307558,1598.7977139999998,1294.725999,3488.0,504.8855,2383.9443,668.7070000000001,624.011,9583.445
2020-03-08,1402.887536,16937.261819782343,3023.054128614797,7285.8404040000005,1576.47562,1324.589375,3428.0,449.93149999999997,2257.9656,611.614,595.917,9202.047
2020-03-09,1687.7389360000002,18241.796621488953,3028.140775021149,8127.465781,1700.3426960000002,1337.054875,3450.0,602.302,2414.7795,717.835,716.5355,9477.178
2020-03-10,1751.025846,17874.60570936957,3077.500098916365,8262.832659,1658.103964,1600.926987,3140.0,608.922204,2452.0556,644.1614999999999,686.1365,9504.453000000001
2020-03-11,1763.02514,17727.419478773285,3048.0710814377326,8069.7443140000005,1650.552196,1503.614707,3279.0,587.36898,2382.6965,608.604,654.185,9564.911
2020-03-12,1769.81774,17612.769151782402,3027.3616048043327,7898.457661,1591.35081,1511.611437,3463.0,558.9507719999999,2458.6105000000002,608.635,656.2945,9646.491
2020-03-13,1783.5704409999998,18031.08791242463,3039.278277529338,7993.8697090000005,1568.137263,1481.767491,3500.0,528.107544,2426.3734,635.8795,719.715,9588.74
2020-03-14,1626.339427,17826.57651833285,2988.0157111870417,7051.992525,1522.939919,1022.313654,3496.0,463.10155599999996,2393.208,556.767,618.9834999999999,9314.383
2020-03-15,1492.330609,17609.670494296184,2996.666164026192,6936.975623,1334.442485,1298.4387199999999,3391.0,429.89394400000003,2229.2159,596.921136,621.81,9117.017
2020-03-16,1741.1081960000001,18392.08150957148,3064.420128260264,7610.428076,1532.041742,1211.058376,3563.0,505.37024999999994,2624.8317,707.726364,682.694,9770.083
2020-03-17,1758.786835,18193.767430452233,3046.2944604996933,7678.026371,1508.467702,1316.44,3649.0,506.06325,2645.6559,666.3905,676.733,9754.055
2020-03-18,1754.8659450000002,17350.932594195237,3048.6865660938724,7485.632775,1434.511477,1324.2445,3674.0,495.338375,2438.0023,593.3199999999999,711.8935,9653.603
2020-03-19,1718.2513579999998,17984.608050131123,3057.3101147934194,7218.737526999999,1432.906556,1113.681875,3672.0,486.37062499999996,2347.4768,578.1075000000001,726.98,9680.612
2020-03-20,1672.39646,18337.8550035623,3065.7635028170043,7177.16624,1447.4708560000001,1160.379626,3599.0,475.207,2202.7742000000003,601.6270000000001,671.2845,9552.048999999999
2020-03-21,1492.0984669999998,18494.33720661736,3033.781275365932,6763.68337,1323.942,1307.485505,3541.0,393.062,2081.4572000000003,542.547,581.8065,9109.628
2020-03-22,1359.606355,17908.690941718207,3008.314790892584,6487.957032,1253.36905,1185.1981230000001,3086.0,405.977278,1947.6552000000001,507.219,568.513,8962.137
2020-03-23,1508.629788,19128.012662553243,3095.0624768622647,7171.193746,1405.18695,1207.887752,3187.0,528.792,2306.3693000000003,584.679,619.8575,9537.749
2020-03-24,1490.1437640000001,18635.32612224131,2682.2973326212455,7195.503155,1448.4089999999999,1221.817499,3038.0,484.408793,2464.8998,598.0120000000001,580.259,9576.297
2020-03-25,1479.6633940000002,18062.07448728705,2956.3575728644732,7140.062241,1427.1005,1253.137375,2827.0,518.6941790000001,2429.4173,537.9065,597.3924999999999,9549.230000000001
2020-03-26,1477.4661039999999,19233.36701708536,2920.1506798744394,7149.297991,1416.0506369999998,1251.91725,2702.0,546.7345,2343.7303,616.7825,602.73,9429.837
2020-03-27,1472.5709789999999,18853.781475021085,2873.414657322761,6838.353548,1352.245263,1183.4795,2642.0,506.58075,2298.1231000000002,568.688,556.7520000000001,9329.622000000001
