date,country,data,fossil,nuclear,renewables,year,month_date
2019-01-01,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-01
2019-01-01,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-01
2019-01-01,United Kingdom,pm,293.908,157.8045,196.3115,2019,01-01
2019-01-01,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-01
2019-01-01,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-01
2019-01-01,United States,pm,5036.184,2472.776,1987.407,2019,01-01
2019-01-02,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-02
2019-01-02,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-02
2019-01-02,Brazil,pm,96.09053499999999,47.683405,1452.728157,2019,01-02
2019-01-02,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-02
2019-01-02,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-02
2019-01-02,China,pm,15857.63057421828,981.562281549779,5347.845263001618,2019,01-02
2019-01-02,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-02
2019-01-02,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-02
2019-01-02,EU27&UK,pm,3078.3842080000004,2428.4537499999997,2996.482239,2019,01-02
2019-01-02,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-02
2019-01-02,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-02
2019-01-02,France,pm,146.3905,1324.117,257.44658899999996,2019,01-02
2019-01-02,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-02
2019-01-02,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-02
2019-01-02,Germany,pm,478.926,196.147,890.254161,2019,01-02
2019-01-02,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-02
2019-01-02,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-02
2019-01-02,India,pm,2829.0,76.0,508.0,2019,01-02
2019-01-02,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-02
2019-01-02,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-02
2019-01-02,Italy,pm,339.047708,0.0,263.5275,2019,01-02
2019-01-02,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-02
2019-01-02,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-02
2019-01-02,Japan,pm,1625.1203,219.471,285.6648,2019,01-02
2019-01-02,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-02
2019-01-02,Russia,pm,2017.75049296875,585.64330078125,576.4334963949327,2019,01-02
2019-01-02,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-02
2019-01-02,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-02
2019-01-02,Spain,pm,224.91199999999998,145.7,304.109,2019,01-02
2019-01-02,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-02
2019-01-02,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-02
2019-01-02,United Kingdom,pm,551.3534999999999,143.334,125.0675,2019,01-02
2019-01-02,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-02
2019-01-02,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-02
2019-01-02,United States,pm,6270.996999999999,2483.62,1590.68,2019,01-02
2019-01-03,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-03
2019-01-03,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-03
2019-01-03,Brazil,pm,93.421585,47.702252,1557.238297,2019,01-03
2019-01-03,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-03
2019-01-03,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-03
2019-01-03,China,pm,15748.300674885983,974.794933494341,5310.974724145719,2019,01-03
2019-01-03,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-03
2019-01-03,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-03
2019-01-03,EU27&UK,pm,3865.6399309999997,2486.53775,2599.949635,2019,01-03
2019-01-03,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-03
2019-01-03,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-03
2019-01-03,France,pm,172.286,1341.733,266.103441,2019,01-03
2019-01-03,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-03
2019-01-03,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-03
2019-01-03,Germany,pm,844.441,227.536,529.60425,2019,01-03
2019-01-03,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-03
2019-01-03,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-03
2019-01-03,India,pm,2857.0,85.0,519.0,2019,01-03
2019-01-03,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-03
2019-01-03,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-03
2019-01-03,Italy,pm,370.544181,0.0,313.529545,2019,01-03
2019-01-03,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-03
2019-01-03,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-03
2019-01-03,Japan,pm,1695.9168,219.465,306.23929999999996,2019,01-03
2019-01-03,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-03
2019-01-03,Russia,pm,2066.1837205078123,575.815515625,573.8832020569446,2019,01-03
2019-01-03,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-03
2019-01-03,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-03
2019-01-03,Spain,pm,281.234,147.768,247.14500000000004,2019,01-03
2019-01-03,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-03
2019-01-03,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-03
2019-01-03,United Kingdom,pm,634.097,140.3595,108.477,2019,01-03
2019-01-03,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-03
2019-01-03,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-03
2019-01-03,United States,pm,6399.927000000001,2491.132,1798.107,2019,01-03
2019-01-04,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-04
2019-01-04,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-04
2019-01-04,Brazil,pm,84.383283,47.726403,1552.295137,2019,01-04
2019-01-04,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-04
2019-01-04,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-04
2019-01-04,China,pm,15460.590413484964,956.986122822134,5213.94699031442,2019,01-04
2019-01-04,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-04
2019-01-04,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-04
2019-01-04,EU27&UK,pm,3873.4124090000005,2492.843,2785.664328,2019,01-04
2019-01-04,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-04
2019-01-04,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-04
2019-01-04,France,pm,191.63100000000003,1343.366,266.659088,2019,01-04
2019-01-04,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-04
2019-01-04,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-04
2019-01-04,Germany,pm,750.76075,222.038,748.509125,2019,01-04
2019-01-04,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-04
2019-01-04,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-04
2019-01-04,India,pm,2888.0,87.0,509.0,2019,01-04
2019-01-04,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-04
2019-01-04,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-04
2019-01-04,Italy,pm,425.653659,0.0,286.527727,2019,01-04
2019-01-04,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-04
2019-01-04,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-04
2019-01-04,Japan,pm,1877.65,219.511,287.7478,2019,01-04
2019-01-04,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-04
2019-01-04,Russia,pm,2052.5473617187504,598.2105390625,579.8560351310529,2019,01-04
2019-01-04,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-04
2019-01-04,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-04
2019-01-04,Spain,pm,321.31350000000003,150.133,229.12800000000001,2019,01-04
2019-01-04,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-04
2019-01-04,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-04
2019-01-04,United Kingdom,pm,602.2845000000001,146.3715,127.29849999999999,2019,01-04
2019-01-04,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-04
2019-01-04,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-04
2019-01-04,United States,pm,6287.984,2474.477,1834.389,2019,01-04
2019-01-05,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-05
2019-01-05,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-05
2019-01-05,Brazil,pm,89.612442,47.79132,1397.5099149999999,2019,01-05
2019-01-05,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-05
2019-01-05,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-05
2019-01-05,China,pm,15590.060031115403,965.000087624628,5257.6094705385085,2019,01-05
2019-01-05,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-05
2019-01-05,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-05
2019-01-05,EU27&UK,pm,3343.946637,2451.54875,2694.796935,2019,01-05
2019-01-05,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-05
2019-01-05,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-05
2019-01-05,France,pm,201.338,1295.85,226.831596,2019,01-05
2019-01-05,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-05
2019-01-05,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-05
2019-01-05,Germany,pm,597.92275,219.0145,841.1577500000001,2019,01-05
2019-01-05,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-05
2019-01-05,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-05
2019-01-05,India,pm,2867.0,87.0,500.00000000000006,2019,01-05
2019-01-05,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-05
2019-01-05,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-05
2019-01-05,Italy,pm,373.09913300000005,0.0,263.654576,2019,01-05
2019-01-05,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-05
2019-01-05,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-05
2019-01-05,Japan,pm,1894.9477000000002,219.499,256.1998,2019,01-05
2019-01-05,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-05
2019-01-05,Russia,pm,2045.694268652344,600.384982421875,585.2594593989256,2019,01-05
2019-01-05,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-05
2019-01-05,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-05
2019-01-05,Spain,pm,258.406,151.213,221.611,2019,01-05
2019-01-05,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-05
2019-01-05,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-05
2019-01-05,United Kingdom,pm,519.7215,147.2445,122.55149999999999,2019,01-05
2019-01-05,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-05
2019-01-05,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-05
2019-01-05,United States,pm,5849.005,2452.693,1630.376,2019,01-05
2019-01-06,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-06
2019-01-06,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-06
2019-01-06,Brazil,pm,93.163511,47.906987,1288.9576660000002,2019,01-06
2019-01-06,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-06
2019-01-06,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-06
2019-01-06,China,pm,15064.509286956261,932.46932679673,5080.372143406668,2019,01-06
2019-01-06,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-06
2019-01-06,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-06
2019-01-06,EU27&UK,pm,3347.7455059999998,2500.874,2188.313024,2019,01-06
2019-01-06,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-06
2019-01-06,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-06
2019-01-06,France,pm,191.476,1315.272,195.38375,2019,01-06
2019-01-06,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-06
2019-01-06,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-06
2019-01-06,Germany,pm,749.6205,225.55725,474.598501,2019,01-06
2019-01-06,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-06
2019-01-06,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-06
2019-01-06,India,pm,2725.0,87.0,524.0,2019,01-06
2019-01-06,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-06
2019-01-06,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-06
2019-01-06,Italy,pm,324.211611,0.0,231.957924,2019,01-06
2019-01-06,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-06
2019-01-06,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-06
2019-01-06,Japan,pm,1969.1629000000003,219.504,246.7382,2019,01-06
2019-01-06,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-06
2019-01-06,Russia,pm,2067.338956640625,604.257837890625,589.089832224444,2019,01-06
2019-01-06,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-06
2019-01-06,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-06
2019-01-06,Spain,pm,195.953,169.793,257.559,2019,01-06
2019-01-06,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-06
2019-01-06,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-06
2019-01-06,United Kingdom,pm,516.072,146.451,94.05199999999999,2019,01-06
2019-01-06,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-06
2019-01-06,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-06
2019-01-06,United States,pm,4839.433,2437.436,2276.317,2019,01-06
2019-01-07,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-07
2019-01-07,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-07
2019-01-07,Brazil,pm,83.751699,47.847308,1562.3471869999998,2019,01-07
2019-01-07,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-07
2019-01-07,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-07
2019-01-07,China,pm,15503.746952695077,959.657444422965,5228.501150389116,2019,01-07
2019-01-07,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-07
2019-01-07,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-07
2019-01-07,EU27&UK,pm,3725.855331,2534.7125,2841.7102959999997,2019,01-07
2019-01-07,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-07
2019-01-07,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-07
2019-01-07,France,pm,195.94799999999998,1340.993,251.74424999999997,2019,01-07
2019-01-07,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-07
2019-01-07,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-07
2019-01-07,Germany,pm,834.1524999999999,223.392,649.369713,2019,01-07
2019-01-07,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-07
2019-01-07,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-07
2019-01-07,India,pm,2802.0,87.0,551.0,2019,01-07
2019-01-07,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-07
2019-01-07,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-07
2019-01-07,Italy,pm,512.037084,0.0,256.758273,2019,01-07
2019-01-07,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-07
2019-01-07,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-07
2019-01-07,Japan,pm,2253.7414,219.545,335.978,2019,01-07
2019-01-07,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-07
2019-01-07,Russia,pm,2088.8864472656246,605.74273828125,579.4674621791844,2019,01-07
2019-01-07,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-07
2019-01-07,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-07
2019-01-07,Spain,pm,277.587,170.712,277.431,2019,01-07
2019-01-07,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-07
2019-01-07,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-07
2019-01-07,United Kingdom,pm,341.6365,152.28,304.267,2019,01-07
2019-01-07,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-07
2019-01-07,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-07
2019-01-07,United States,pm,5200.101000000001,2458.337,2403.015,2019,01-07
2019-01-08,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-08
2019-01-08,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-08
2019-01-08,Brazil,pm,86.520341,47.718014,1617.4070279999999,2019,01-08
2019-01-08,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-08
2019-01-08,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-08
2019-01-08,China,pm,15166.166912651272,938.761773234243,5114.655276027062,2019,01-08
2019-01-08,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-08
2019-01-08,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-08
2019-01-08,EU27&UK,pm,3452.645165,2516.7715,3377.1464969999997,2019,01-08
2019-01-08,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-08
2019-01-08,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-08
2019-01-08,France,pm,178.804,1319.002,335.0375,2019,01-08
2019-01-08,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-08
2019-01-08,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-08
2019-01-08,Germany,pm,467.91900000000004,216.219,988.7957839999999,2019,01-08
2019-01-08,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-08
2019-01-08,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-08
2019-01-08,India,pm,2903.0,87.0,503.0,2019,01-08
2019-01-08,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-08
2019-01-08,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-08
2019-01-08,Italy,pm,570.615561,0.0,286.268455,2019,01-08
2019-01-08,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-08
2019-01-08,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-08
2019-01-08,Japan,pm,2356.3544,219.536,325.32169999999996,2019,01-08
2019-01-08,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-08
2019-01-08,Russia,pm,2103.014308007813,613.21704296875,587.7472126705654,2019,01-08
2019-01-08,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-08
2019-01-08,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-08
2019-01-08,Spain,pm,313.03499999999997,170.785,287.45,2019,01-08
2019-01-08,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-08
2019-01-08,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-08
2019-01-08,United Kingdom,pm,372.0915,161.442,272.7215,2019,01-08
2019-01-08,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-08
2019-01-08,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-08
2019-01-08,United States,pm,5333.882,2471.452,2247.623,2019,01-08
2019-01-09,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-09
2019-01-09,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-09
2019-01-09,Brazil,pm,89.031527,47.735213,1632.53942,2019,01-09
2019-01-09,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-09
2019-01-09,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-09
2019-01-09,China,pm,15537.313149858577,961.73513900139,5239.821052669436,2019,01-09
2019-01-09,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-09
2019-01-09,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-09
2019-01-09,EU27&UK,pm,3799.784201,2528.22125,3305.257898,2019,01-09
2019-01-09,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-09
2019-01-09,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-09
2019-01-09,France,pm,181.73900000000003,1328.278,345.8437,2019,01-09
2019-01-09,Germany,bp,729.3779586644134,205.6746191780822,734.5524829623806,2019,01-09
2019-01-09,Germany,iea,941.9307516129032,219.8541064516129,674.5210387096774,2019,01-09
2019-01-09,Germany,pm,625.98,221.8745,976.4053780000002,2019,01-09
2019-01-09,India,bp,3443.9905515275386,123.7339452054794,825.9064904422194,2019,01-09
2019-01-09,India,iea,3267.873812903226,94.89605161290322,555.6437548387096,2019,01-09
2019-01-09,India,pm,2896.0,86.0,505.0,2019,01-09
2019-01-09,Italy,bp,478.90602739726023,0.0,326.17123287671217,2019,01-09
2019-01-09,Italy,iea,559.5022709677419,0.0,189.3412548387097,2019,01-09
2019-01-09,Italy,pm,539.7300349999999,0.0,291.27374999999995,2019,01-09
2019-01-09,Japan,bp,1984.5230356703196,179.825046849315,658.3527520201746,2019,01-09
2019-01-09,Japan,iea,2424.478541935484,212.9890483870968,373.0219290322581,2019,01-09
2019-01-09,Japan,pm,2407.276,219.557,343.51429999999993,2019,01-09
2019-01-09,Russia,bp,1939.8011820021002,572.5634794520549,551.0414481348857,2019,01-09
2019-01-09,Russia,pm,2106.074163867188,631.46530859375,638.48693312645,2019,01-09
2019-01-09,Spain,bp,300.23444863013685,159.6635325753424,272.9809380821915,2019,01-09
2019-01-09,Spain,iea,333.5409419354839,162.62361290322582,303.5231677419355,2019,01-09
2019-01-09,Spain,pm,275.867,170.776,349.5885,2019,01-09
2019-01-09,United Kingdom,bp,383.4024657534246,153.92858373516611,352.42493516894314,2019,01-09
2019-01-09,United Kingdom,iea,536.1951677419354,142.63421612903227,316.51531612903227,2019,01-09
2019-01-09,United Kingdom,pm,551.8645,157.6965,164.149,2019,01-09
2019-01-09,United States,bp,7605.546687288261,2334.273286229272,2145.548114152194,2019,01-09
2019-01-09,United States,iea,7276.428270967743,2377.950135483871,2052.5607387096775,2019,01-09
2019-01-09,United States,pm,5800.908,2478.34,2030.565,2019,01-09
2019-01-10,Brazil,bp,259.6203521801658,44.188559732102,1412.159271239606,2019,01-10
2019-01-10,Brazil,iea,145.09276451612905,42.75187419354839,1521.7087451612904,2019,01-10
2019-01-10,Brazil,pm,89.440524,47.706309,1637.612216,2019,01-10
2019-01-10,China,bp,13953.282232876714,955.3424657534247,5648.712287671229,2019,01-10
2019-01-10,China,iea,13937.634745161291,833.835064516129,4390.594358064516,2019,01-10
2019-01-10,China,pm,15507.583089513826,959.894895231928,5229.794853506871,2019,01-10
2019-01-10,EU27&UK,bp,2513.314606689449,2251.2359016025052,3128.5867139176908,2019,01-10
2019-01-10,EU27&UK,iea,4239.532887096774,2455.561641935484,2961.8939225806453,2019,01-10
2019-01-10,EU27&UK,pm,4349.798558,2521.85525,2684.37871,2019,01-10
2019-01-10,France,bp,0.0,1093.1824301369863,309.95717858898024,2019,01-10
2019-01-10,France,iea,219.09699999999998,1295.4191516129033,300.88159354838706,2019,01-10
2019-01-10,France,pm,215.091,1315.217,339.4552,2019,01-10
