unit,date,year,month,month_date,weekday,country,coal,gas,hydro,nuclear,oil,other,solar,wind
Gwh,2021-12-05,2021,12,12-05,Sunday,Japan,774.2327714992757,906.8139956404306,116.5466,176.094,85.0067328602937,41.03739999999999,169.0484,27.7373
Gwh,2021-12-05,2021,12,12-05,Sunday,United Kingdom,16.4535,289.3625,18.678,121.6935,0.0,58.3565,0.0,205.8605
Gwh,2021-12-05,2021,12,12-05,Sunday,United States,1755.203,3169.885,638.913,2236.496,55.126,195.218,180.092,1470.629
Gwh,2021-12-06,2021,12,12-06,Monday,Brazil,282.837329,44.346075,1063.782261,48.165453,0.773013,32.899066,27.641631,244.116152
Gwh,2021-12-06,2021,12,12-06,Monday,China,14411.904791421308,590.0900960763653,2279.226430298146,1123.1049401847142,133.4668583020954,1704.183701420215,812.4601747969998,1998.164011653133
Gwh,2021-12-06,2021,12,12-06,Monday,EU27&UK,1845.2872909999999,2166.114733,1754.8066639999997,2437.8441770000004,65.45524999999999,571.3071339999999,25.805874999999997,1484.81694
Gwh,2021-12-06,2021,12,12-06,Monday,India,2707.0,55.49115854338618,299.0,125.0,5.50884145661382,69.72590807434156,133.780318668351,121.49377325730742
Gwh,2021-12-06,2021,12,12-06,Monday,Japan,930.5927603433108,1089.9493929801506,197.3856,176.789,102.1742466765386,41.1124,111.2524,14.2381
Gwh,2021-12-06,2021,12,12-06,Monday,United Kingdom,25.1875,404.5515,23.3605,122.9675,0.0,64.2765,0.0,228.5065
Gwh,2021-12-06,2021,12,12-06,Monday,United States,1851.371,3432.771,685.869,2223.876,59.833,204.815,180.142,1620.721
Gwh,2021-12-07,2021,12,12-07,Tuesday,Brazil,307.162119,15.308751,1085.017629,48.158995,0.815144,32.410381,26.42933,200.039594
Gwh,2021-12-07,2021,12,12-07,Tuesday,China,14864.13019897105,608.606297650778,2350.7453666398064,1158.3464017851609,137.65486157186282,1757.6586015162193,837.9540383065765,2060.863602553772
Gwh,2021-12-07,2021,12,12-07,Tuesday,EU27&UK,1859.3797820000002,2040.2745220000002,1677.1145439999996,2452.003153,60.371750000000006,586.26386,30.683125,1891.8842970000003
Gwh,2021-12-07,2021,12,12-07,Tuesday,India,2762.0,55.49115854338618,284.0,125.0,5.50884145661382,77.44939327642247,148.5990616593068,134.9515450642707
Gwh,2021-12-07,2021,12,12-07,Tuesday,Japan,944.7387833135264,1106.5178102368914,145.44259999999997,185.709,103.72740644958216,41.0578,88.9828,18.3841
Gwh,2021-12-07,2021,12,12-07,Tuesday,United Kingdom,22.53,366.489,15.9055,121.123,0.0,69.8505,0.0,251.158
Gwh,2021-12-07,2021,12,12-07,Tuesday,United States,2164.066,4334.213,742.772,2223.393,113.953,204.678,144.158,1029.505
Gwh,2021-12-08,2021,12,12-08,Wednesday,Brazil,314.495048,6.439804,1048.412336,48.15319,0.787964,32.833314,23.294231,204.013312
Gwh,2021-12-08,2021,12,12-08,Wednesday,China,14930.851980412815,611.338196243724,2361.2973408541493,1163.5459616934231,138.27276369363176,1765.5483408746463,841.7154280047107,2070.1143618669803
Gwh,2021-12-08,2021,12,12-08,Wednesday,EU27&UK,1787.6565360000002,1686.6010579999995,1614.9259089999996,2449.5681619999996,61.26625,584.884086,26.795464,2176.3299009999996
Gwh,2021-12-08,2021,12,12-08,Wednesday,India,2789.0,54.58146741972411,296.0,124.0,5.418532580275889,77.66393453203584,149.0106934090556,135.32537205890858
Gwh,2021-12-08,2021,12,12-08,Wednesday,Japan,932.7583106062984,1092.485776557582,165.05059999999995,191.638,102.4120128361198,42.9788,88.8934,29.4509
Gwh,2021-12-08,2021,12,12-08,Wednesday,United Kingdom,30.4755,320.4795,18.4665,117.631,0.0,75.9695,0.0,253.529
Gwh,2021-12-08,2021,12,12-08,Wednesday,United States,2235.888,4527.662,732.313,2250.541,119.418,212.019,167.459,764.504
Gwh,2021-12-09,2021,12,12-09,Thursday,Brazil,295.397007,6.479853,1123.373512,48.179584,0.869165,32.632619,26.887683,171.625431
Gwh,2021-12-09,2021,12,12-09,Thursday,China,15205.152637451183,622.5693349036137,2404.677679290894,1184.9219302051697,140.81302797201528,1797.983936014846,857.1789189859294,2108.1452612657285
Gwh,2021-12-09,2021,12,12-09,Thursday,EU27&UK,1962.032946,2097.873847,1752.4589170000004,2480.541719,67.14475,616.904784,30.168786,1612.9601659999996
Gwh,2021-12-09,2021,12,12-09,Thursday,India,2815.0,55.49115854338618,303.0,125.0,5.50884145661382,75.08943946467554,144.0711124120703,130.83944812325416
Gwh,2021-12-09,2021,12,12-09,Thursday,Japan,877.0243584241991,1027.2078269130425,136.43159999999995,195.966,96.2927146627584,44.5258,204.6782,13.7427
Gwh,2021-12-09,2021,12,12-09,Thursday,United Kingdom,35.304,395.3815,23.211,121.5875,0.0,77.8375,0.0,189.3615
Gwh,2021-12-09,2021,12,12-09,Thursday,United States,2063.046,4081.28,777.794,2255.169,81.885,202.992,123.279,1596.111
Gwh,2021-12-10,2021,12,12-10,Friday,Brazil,294.003167,6.608775,1135.88123,48.168175,0.87086,31.857448,25.382149,185.920634
Gwh,2021-12-10,2021,12,12-10,Friday,China,15168.08498109465,621.051613463088,2398.8154713940366,1182.03328581169,140.46974901547694,1793.6007474823864,855.0892580425214,2103.005950536168
Gwh,2021-12-10,2021,12,12-10,Friday,EU27&UK,1883.3327199999999,2000.620133,1710.1355440000002,2478.051252,69.1145,597.5860510000001,30.4645,1667.5412300000003
Gwh,2021-12-10,2021,12,12-10,Friday,India,2764.0,57.31054079071031,298.0,125.0,5.689459209289683,86.03104350095683,165.0643316492577,149.90462484978548
Gwh,2021-12-10,2021,12,12-10,Friday,Japan,889.22139930964,1041.4935143541695,172.3806,196.829,97.6318863361906,44.90239999999999,159.4974,8.216899999999999
Gwh,2021-12-10,2021,12,12-10,Friday,United Kingdom,31.2845,333.273,19.824,123.786,0.0,65.873,0.0,240.399
Gwh,2021-12-10,2021,12,12-10,Friday,United States,1928.784,3855.309,751.825,2228.54,74.024,204.952,150.286,1640.823
Gwh,2021-12-11,2021,12,12-11,Saturday,Brazil,268.231221,6.349582,1039.219881,48.142968,0.7759240000000001,31.804079,24.965718,212.227042
Gwh,2021-12-11,2021,12,12-11,Saturday,China,15323.769137792102,627.4260435132958,2423.4367445608377,1194.1655922643029,141.91152063293788,1812.010139318716,863.8658340048348,2124.5910556003223
Gwh,2021-12-11,2021,12,12-11,Saturday,EU27&UK,1770.3434480000003,1830.41367,1655.1231160000002,2468.3025620000003,72.81275000000001,571.829676,25.56925,1215.9803169999998
Gwh,2021-12-11,2021,12,12-11,Saturday,India,2768.0,57.31054079071031,296.0,129.0,5.689459209289683,80.23842959939614,153.95027440604085,139.811295994563
Gwh,2021-12-11,2021,12,12-11,Saturday,Japan,761.1986551493031,891.5478901976542,137.67359999999996,196.798,83.57565465304276,44.357800000000005,190.1204,14.0588
Gwh,2021-12-11,2021,12,12-11,Saturday,United Kingdom,37.291,279.1235,15.952,123.2395,0.0,60.826,0.0,181.2375
Gwh,2021-12-11,2021,12,12-11,Saturday,United States,1723.255,3299.599,676.649,2214.068,59.968,194.173,194.726,1682.946
Gwh,2021-12-12,2021,12,12-12,Sunday,Brazil,270.40727400000003,6.365593,903.665647,48.046383,0.742587,31.459053,25.298906,245.661684
Gwh,2021-12-12,2021,12,12-12,Sunday,China,15219.9796999938,623.176423479824,2407.022562449637,1186.0773879625613,140.9503395546306,1799.7372114278298,858.0147833632927,2110.200985557553
Gwh,2021-12-12,2021,12,12-12,Sunday,EU27&UK,1555.1436729999998,1443.3711929999997,1525.164277,2451.7683690000003,59.74849999999999,554.041054,29.241999000000003,1474.078791
Gwh,2021-12-12,2021,12,12-12,Sunday,India,2682.0,57.31054079071031,264.0,130.0,5.689459209289683,76.8057695095824,147.36416641006048,133.8300640803571
Gwh,2021-12-12,2021,12,12-12,Sunday,Japan,711.2515888158307,833.047784725929,125.0136,196.775,78.09172645824039,44.4204,138.3485,33.6584
Gwh,2021-12-12,2021,12,12-12,Sunday,United Kingdom,20.6195,190.1515,16.37,122.6475,0.0,64.0545,0.0,218.2135
Gwh,2021-12-12,2021,12,12-12,Sunday,United States,1690.806,3198.406,670.8,2243.114,52.29,193.265,230.188,1785.909
Gwh,2021-12-13,2021,12,12-13,Monday,Brazil,285.601099,6.398851,1160.307842,48.040973,0.862358,30.877779,27.528527,225.714515
Gwh,2021-12-13,2021,12,12-13,Monday,China,15286.701481435568,625.9083220727701,2417.5745366639817,1191.2769478708242,141.5682416763996,1807.6269507862569,861.7761730614274,2119.451744870763
Gwh,2021-12-13,2021,12,12-13,Monday,EU27&UK,1820.2357440000003,2204.4086829999997,1760.17197,2486.7779390000005,78.30616699999999,585.062759,25.721375,1131.931975
Gwh,2021-12-13,2021,12,12-13,Monday,India,2797.0,58.220231914372384,288.0,129.0,5.779768085627614,72.30040314170186,138.71989966533627,125.97969719296184
Gwh,2021-12-13,2021,12,12-13,Monday,Japan,855.3580273854136,1001.8313084506387,178.3056,196.825,93.91386416394757,46.2434,175.4964,55.7104
Gwh,2021-12-13,2021,12,12-13,Monday,United Kingdom,33.4095,349.701,27.3265,122.6015,0.0,78.171,0.0,178.7235
Gwh,2021-12-13,2021,12,12-13,Monday,United States,1998.344,3866.899,774.037,2295.0,76.488,205.231,182.116,1444.955
Gwh,2021-12-14,2021,12,12-14,Tuesday,Brazil,254.979085,6.645288,1206.029483,48.100485,0.748697,28.214451,27.842544,229.915859
Gwh,2021-12-14,2021,12,12-14,Tuesday,China,15101.363199652884,618.3197148701419,2388.263497179694,1176.833725903428,139.851846893708,1785.7110081239591,851.3278683443874,2093.755191222959
Gwh,2021-12-14,2021,12,12-14,Tuesday,EU27&UK,1866.734333,2275.4034000000006,1760.282763,2497.084347,76.648833,573.984099,23.686124,1127.336981
Gwh,2021-12-14,2021,12,12-14,Tuesday,India,2846.0,59.129923038034455,289.0,130.0,5.8700769619655455,73.58765067538202,141.1896901638289,128.22265916078908
Gwh,2021-12-14,2021,12,12-14,Tuesday,Japan,947.809009877241,1110.1137887594382,194.7946,196.651,104.0645013633209,46.363800000000005,167.75780000000003,29.5654
Gwh,2021-12-14,2021,12,12-14,Tuesday,United Kingdom,29.9545,342.3355,16.428,122.5435,0.0,73.666,0.0,190.451
Gwh,2021-12-14,2021,12,12-14,Tuesday,United States,2011.652,3754.427,743.36,2324.697,67.415,202.286,155.403,1563.623
Gwh,2021-12-15,2021,12,12-15,Wednesday,Brazil,217.968478,12.019613,1221.190689,48.054855,0.864886,27.798751,26.113984,245.744084
Gwh,2021-12-15,2021,12,12-15,Wednesday,China,15249.633825079029,624.3906006322444,2411.712328767123,1188.3883034773444,141.22496271986122,1803.243762253797,859.6865121180189,2114.312434141201
Gwh,2021-12-15,2021,12,12-15,Wednesday,EU27&UK,1780.9259999999995,2213.687088,1527.9091600000002,2502.393042,75.64545,561.5486400000001,22.668249999999997,1498.5460269999999
Gwh,2021-12-15,2021,12,12-15,Wednesday,India,2847.0,57.31054079071031,286.0,130.0,5.689459209289683,78.73664081010263,151.06885215779943,137.19450703209793
Gwh,2021-12-15,2021,12,12-15,Wednesday,Japan,934.3687185938396,1094.371954145965,133.0776,196.64,102.5888272601953,45.6368,181.0882,30.1833
Gwh,2021-12-15,2021,12,12-15,Wednesday,United Kingdom,22.9515,333.35,19.677,122.461,0.0,74.9335,0.0,194.9375
Gwh,2021-12-15,2021,12,12-15,Wednesday,United States,1754.357,3479.403,724.2,2330.204,60.417,195.808,174.953,1927.293
Gwh,2021-12-16,2021,12,12-16,Thursday,Brazil,220.115942,12.26354,1206.789201,48.029222,0.878513,28.281874,29.187949,256.738202
Gwh,2021-12-16,2021,12,12-16,Thursday,China,15612.896857373082,639.2642707493956,2469.161966156325,1216.6970185334403,144.5890964939367,1846.199009871899,880.1651893634163,2164.6776792908936
Gwh,2021-12-16,2021,12,12-16,Thursday,EU27&UK,1822.6032499999994,2378.905694,1502.0074500000003,2524.5302670000005,75.81646699999999,554.2007239999999,22.561873,1175.4907030000002
Gwh,2021-12-16,2021,12,12-16,Thursday,India,2863.0,59.129923038034455,271.0,130.0,5.8700769619655455,83.67108968920988,160.5363824020212,145.7925279087689
Gwh,2021-12-16,2021,12,12-16,Thursday,Japan,946.3901375922522,1108.4519458442094,156.05759999999998,193.745,103.9087165635386,45.6858,127.6503,20.538
Gwh,2021-12-16,2021,12,12-16,Thursday,United Kingdom,30.868,465.4455,22.786,125.442,0.0,69.913,0.0,60.0315
Gwh,2021-12-16,2021,12,12-16,Thursday,United States,1802.012,3621.459,743.297,2325.556,61.858,202.733,183.001,1528.999
Gwh,2021-12-17,2021,12,12-17,Friday,Brazil,228.28836,36.810548,1182.861081,48.002107,0.864157,30.037302,29.676152,238.231587
Gwh,2021-12-17,2021,12,12-17,Friday,China,15442.385638133015,632.2827521229777,2442.195809830782,1203.4092543234365,143.01001329386045,1826.0363426225856,870.5527490237401,2141.036849934916
Gwh,2021-12-17,2021,12,12-17,Friday,EU27&UK,1834.9678749999998,2377.331949,1524.4396340000003,2502.389241,76.34533300000001,564.9103719999999,30.13025,1161.4831629999999
Gwh,2021-12-17,2021,12,12-17,Friday,India,2845.0,58.220231914372384,268.0,130.0,5.779768085627614,92.25273991374422,177.0016523919721,160.74560769428368
Gwh,2021-12-17,2021,12,12-17,Friday,Japan,942.2844170266396,1103.643153181149,208.1636,194.394,103.45792979221116,46.01539999999999,89.59909999999999,45.0376
Gwh,2021-12-17,2021,12,12-17,Friday,United Kingdom,29.065,477.398,25.336,128.5845,0.0,62.01,0.0,29.9395
Gwh,2021-12-17,2021,12,12-17,Friday,United States,1958.129,3795.036,768.844,2334.97,79.164,191.957,176.078,1136.169
Gwh,2021-12-18,2021,12,12-18,Saturday,Brazil,188.705907,8.149246999999999,1058.607146,47.88295,0.8272970000000001,30.459653,23.836405,265.977936
Gwh,2021-12-18,2021,12,12-18,Saturday,China,15338.596200334718,628.033132089506,2425.781627719581,1195.3210500216949,142.0488322155532,1813.7634147317,864.7016983821981,2126.6467798921467
Gwh,2021-12-18,2021,12,12-18,Saturday,EU27&UK,1616.0368369999999,1966.9207950000002,1317.578242,2491.392837,65.150125,529.09408,29.991999,1320.5525270000003
Gwh,2021-12-18,2021,12,12-18,Saturday,India,2830.0,54.58146741972411,242.0,130.0,5.418532580275889,96.32902377039804,184.8226556371988,167.84832059240318
Gwh,2021-12-18,2021,12,12-18,Saturday,Japan,918.0991876446252,1075.3163950036117,169.47359999999998,194.508,100.80251735176304,46.3688,152.3775,59.8605
Gwh,2021-12-18,2021,12,12-18,Saturday,United Kingdom,14.474,427.0365,19.4175,129.6935,0.0,47.6635,0.0,31.6535
Gwh,2021-12-18,2021,12,12-18,Saturday,United States,1921.794,3481.866,754.208,2336.33,79.349,199.796,164.859,1230.615
Gwh,2021-12-19,2021,12,12-19,Sunday,Brazil,177.828788,6.185363,990.569915,47.93627,0.832369,30.750924,22.214795,195.288049
Gwh,2021-12-19,2021,12,12-19,Sunday,China,14871.54373024236,608.909841938883,2351.917808219177,1158.9241306638564,137.72351736317046,1758.5352392227112,838.371970495258,2061.891464699684
Gwh,2021-12-19,2021,12,12-19,Sunday,EU27&UK,1394.648545,1811.6313750000002,1212.9156089999997,2460.759125,56.805875,530.753254,28.483375,1643.649865
Gwh,2021-12-19,2021,12,12-19,Sunday,India,2702.0,56.40084966704825,241.0,135.0,5.599150332951751,90.96549238006406,174.53186189347946,158.50264572645645
Gwh,2021-12-19,2021,12,12-19,Sunday,Japan,888.8809839444942,1041.0948055564943,112.6586,194.542,97.59451049901124,44.6794,143.5517,35.921800000000005
Gwh,2021-12-19,2021,12,12-19,Sunday,United Kingdom,3.225,446.262,16.1005,134.2625,0.0,70.2845,0.0,43.818
Gwh,2021-12-19,2021,12,12-19,Sunday,United States,2034.187,3684.145,744.213,2311.921,83.267,192.936,163.159,1036.003
Gwh,2021-12-20,2021,12,12-20,Monday,Brazil,215.169399,59.519028,1174.236827,47.977475,0.84367,29.721746,24.260074,164.354047
Gwh,2021-12-20,2021,12,12-20,Monday,China,14938.265511684123,611.6417405318291,2362.4697824335217,1164.1236905721194,138.34141948493945,1766.4249785811382,842.1333601933925,2071.142224012893
Gwh,2021-12-20,2021,12,12-20,Monday,EU27&UK,1828.323251,2458.717551,1728.1935979999998,2493.6243759999993,84.01247599999999,589.0959740000002,30.15875,976.0858810000001
Gwh,2021-12-20,2021,12,12-20,Monday,India,2905.0,55.49115854338618,263.0,136.0,5.50884145661382,75.51852197590225,144.89437591156786,131.5871021125299
Gwh,2021-12-20,2021,12,12-20,Monday,Japan,970.0798905471094,1136.1983811844868,173.2646,195.323,106.50972826840383,46.7334,172.7473,28.58
Gwh,2021-12-20,2021,12,12-20,Monday,United Kingdom,31.4845,496.4305,25.696,141.556,0.0,73.857,0.0,35.6715
Gwh,2021-12-20,2021,12,12-20,Monday,United States,2090.251,4361.113,837.094,2327.633,90.679,210.037,190.839,1205.217
Gwh,2021-12-21,2021,12,12-21,Tuesday,Brazil,221.965064,17.438169,1265.100125,47.927219,0.830865,29.656686,21.546211,149.849762
Gwh,2021-12-21,2021,12,12-21,Tuesday,China,14878.957261513668,609.2133862269882,2353.09024979855,1159.501859542553,137.79217315447812,1759.4118769292031,838.7899026839398,2062.9193268455965
Gwh,2021-12-21,2021,12,12-21,Tuesday,EU27&UK,2032.1703300000004,2610.2133129999997,1876.129956,2532.11725,87.11333099999999,604.5377040000003,29.686502,619.6415719999999
Gwh,2021-12-21,2021,12,12-21,Tuesday,India,3018.0,57.31054079071031,283.0,135.0,5.689459209289683,63.2896704059408,121.43136617588785,110.27896341817136
Gwh,2021-12-21,2021,12,12-21,Tuesday,Japan,945.7247822803636,1107.6726537099769,172.5356,201.731,103.83566400965952,46.5298,164.6704,30.4016
Gwh,2021-12-21,2021,12,12-21,Tuesday,United Kingdom,43.5675,503.6675,20.4305,148.848,0.0,79.576,0.0,25.0465
Gwh,2021-12-21,2021,12,12-21,Tuesday,United States,2226.917,4707.323,864.947,2349.351,109.01,213.713,114.357,934.77
Gwh,2021-12-22,2021,12,12-22,Wednesday,Brazil,217.613466,23.949957,1250.767337,47.827665,0.738368,30.739809,25.829616,169.228772
Gwh,2021-12-22,2021,12,12-22,Wednesday,China,15657.378045000927,641.0855364780264,2476.1966156325548,1220.163391805616,145.0010312417827,1851.4588361108504,882.6727824955061,2170.844852166367
Gwh,2021-12-22,2021,12,12-22,Wednesday,EU27&UK,2035.4850380000003,2531.4909720000005,1838.4622080000001,2589.2353749999997,79.773104,604.107238,30.920624999999998,822.640756
Gwh,2021-12-22,2021,12,12-22,Wednesday,India,3077.0,56.40084966704825,270.0,135.0,5.599150332951751,60.28609282735378,115.66852167940502,105.04538549324118
Gwh,2021-12-22,2021,12,12-22,Wednesday,Japan,924.314387481336,1082.5958985393731,181.8656,207.055,101.48491397929084,47.107800000000005,171.30380000000002,47.6292
Gwh,2021-12-22,2021,12,12-22,Wednesday,United Kingdom,33.5505,443.4865,19.81,156.321,0.0,79.7455,0.0,109.313
Gwh,2021-12-22,2021,12,12-22,Wednesday,United States,2252.464,4287.107,754.666,2348.11,88.58,212.036,206.194,993.029
Gwh,2021-12-23,2021,12,12-23,Thursday,Brazil,217.589378,33.697394,1212.159236,47.895648,0.807837,30.033248,21.368953,141.499338
Gwh,2021-12-23,2021,12,12-23,Thursday,China,15894.61104568276,650.7989536973904,2513.7147461724417,1238.650715923883,147.19801656362785,1879.511242718591,896.0466125333169,2203.7364408355547
Gwh,2021-12-23,2021,12,12-23,Thursday,EU27&UK,1937.0985,2022.9295190000003,1556.1922260000001,2568.5105000000003,81.400086,606.724035,21.689501,1391.5512279999998
Gwh,2021-12-23,2021,12,12-23,Thursday,India,3108.0,55.49115854338618,277.0,135.0,5.50884145661382,57.49705650438012,110.31730893267098,100.18563456294888
Gwh,2021-12-23,2021,12,12-23,Thursday,Japan,931.6144009961572,1091.145981495414,161.76359999999997,211.024,102.2864175084288,47.0048,198.21,34.3438
Gwh,2021-12-23,2021,12,12-23,Thursday,United Kingdom,2.77,370.437,11.2445,159.144,0.0,76.424,0.0,153.912
Gwh,2021-12-23,2021,12,12-23,Thursday,United States,2154.401,3786.914,742.356,2352.286,75.854,212.234,178.706,1468.049
Gwh,2021-12-24,2021,12,12-24,Friday,Brazil,130.717137,7.046598,1149.90032,47.944715,0.641227,28.086817,19.927807,127.21494
Gwh,2021-12-24,2021,12,12-24,Friday,China,15924.26517076799,652.013130849811,2518.404512489927,1240.961631438666,147.47263972885852,1883.0177935445583,897.718341288043,2207.8478894192026
Gwh,2021-12-24,2021,12,12-24,Friday,EU27&UK,1627.6425000000002,1431.6626449999997,1297.2144019999998,2514.3842499999996,71.95912400000002,580.42763,25.922501,1734.7589280000002
Gwh,2021-12-24,2021,12,12-24,Friday,India,3133.0,56.40084966704825,269.0,136.0,5.599150332951751,60.929716594193856,116.90341692865134,106.1668664771548
Gwh,2021-12-24,2021,12,12-24,Friday,Japan,931.6563117610098,1091.1950691464865,164.56759999999997,215.11,102.29101909250394,47.1184,158.5687,16.369600000000002
Gwh,2021-12-24,2021,12,12-24,Friday,United Kingdom,0.0,277.686,9.8975,159.8395,0.0,69.2445,0.0,174.4515
Gwh,2021-12-24,2021,12,12-24,Friday,United States,1788.223,3045.661,734.041,2340.405,51.378,196.988,164.088,1853.661
Gwh,2021-12-25,2021,12,12-25,Saturday,Brazil,110.306336,6.4040490000000005,998.051401,47.991722,0.640852,28.151085,18.914259,126.477841
Gwh,2021-12-25,2021,12,12-25,Saturday,China,15968.746358395834,653.8343965784417,2525.439161966157,1244.4280047108414,147.88457447670447,1888.2776197835096,900.225934420133,2214.015062294676
Gwh,2021-12-25,2021,12,12-25,Saturday,EU27&UK,1531.0483120000001,992.2784999999999,1265.3528069999998,2529.93625,66.2315,538.9435520000001,21.402749,1456.3030480000002
Gwh,2021-12-25,2021,12,12-25,Saturday,India,3081.0,52.76208517239997,266.0,136.0,5.237914827600025,60.7151753385805,116.49178517890256,105.79303948251692
Gwh,2021-12-25,2021,12,12-25,Saturday,Japan,822.7163367207512,963.5999870371028,134.03859999999997,216.152,90.32997624214588,48.3282,149.72420000000002,52.6259
Gwh,2021-12-25,2021,12,12-25,Saturday,United Kingdom,0.0,108.256,15.353,161.7965,0.0,54.1235,0.0,289.775
Gwh,2021-12-25,2021,12,12-25,Saturday,United States,1783.629,2694.371,647.059,2334.314,61.008,174.089,187.152,1358.129
Gwh,2021-12-26,2021,12,12-26,Sunday,Brazil,114.49009,7.423538000000001,1096.457725,47.94682,0.719454,28.436476,20.60112,110.835122
