unit,date,year,month,month_date,weekday,country,coal,gas,hydro,nuclear,oil,other,solar,wind
Gwh,2021-12-26,2021,12,12-26,Sunday,China,16487.693547387342,675.0824967458007,2607.51007252216,1284.8690262195505,152.69047986824086,1949.642259237941,929.4811876278436,2285.9654125085235
Gwh,2021-12-26,2021,12,12-26,Sunday,EU27&UK,1589.3541879999993,1087.6881249999997,1343.1891080000003,2542.5135,75.5415,537.2611790000001,20.491128,1383.317375
Gwh,2021-12-26,2021,12,12-26,Sunday,India,2978.0,51.85239404873791,250.0,136.0,5.1476059512620935,56.42435022631333,108.25915018392712,98.31649958975954
Gwh,2021-12-26,2021,12,12-26,Sunday,Japan,894.5436718884902,1047.7271839181285,145.4696,217.487,98.21624419338112,48.521800000000006,138.049,55.1493
Gwh,2021-12-26,2021,12,12-26,Sunday,United Kingdom,0.0,181.99,10.998,162.625,0.0,55.7915,0.0,226.586
Gwh,2021-12-26,2021,12,12-26,Sunday,United States,1746.143,2700.976,655.298,2326.262,71.729,173.475,203.309,1257.988
Gwh,2021-12-27,2021,12,12-27,Monday,Brazil,158.623837,23.643396,1221.706259,47.95647,0.829528,28.91098,21.012107,135.045239
Gwh,2021-12-27,2021,12,12-27,Monday,China,16576.655922643025,678.7250282030619,2621.5793714746173,1291.8017727639,153.51434936393278,1960.161911715844,934.4963738920226,2298.299758259468
Gwh,2021-12-27,2021,12,12-27,Monday,EU27&UK,1624.268211,1238.656875,1555.3808800000002,2564.6940000000004,79.3975,539.9791549999999,32.64725,1662.0166159999999
Gwh,2021-12-27,2021,12,12-27,Monday,India,2989.0,50.94270292507584,262.0,135.0,5.057297074924162,68.43866054066142,131.31052816985837,119.2508112894802
Gwh,2021-12-27,2021,12,12-27,Monday,Japan,1043.7285465577295,1222.4587856636335,189.3156,217.435,114.59596777863663,48.2958,143.9477,49.4559
Gwh,2021-12-27,2021,12,12-27,Monday,United Kingdom,0.0,268.489,12.5205,162.6995,0.0,65.228,0.0,127.4195
Gwh,2021-12-27,2021,12,12-27,Monday,United States,1801.751,3242.8,759.797,2335.309,65.121,183.02,149.238,1512.781
Gwh,2021-12-28,2021,12,12-28,Tuesday,Brazil,171.121102,24.493148,1173.669291,47.957143,0.821832,28.094368,22.020556,190.47569
Gwh,2021-12-28,2021,12,12-28,Tuesday,China,16991.813673836237,695.7235083369491,2687.23609991942,1324.1545899708672,157.3590736771619,2009.2536232793889,957.9005764581914,2355.8600384305464
Gwh,2021-12-28,2021,12,12-28,Tuesday,EU27&UK,1540.2735000000002,1113.7085,1527.1798710000007,2520.10975,73.350955,550.791676,29.678749,1874.3033050000001
Gwh,2021-12-28,2021,12,12-28,Tuesday,India,2924.0,53.67177629606204,253.0,130.0,5.328223703937957,74.01673318660873,142.01295366332644,128.9703131500648
Gwh,2021-12-28,2021,12,12-28,Tuesday,Japan,962.1418777008054,1126.9010465693907,188.8926,218.061,105.63817572980406,48.8352,156.756,48.5313
Gwh,2021-12-28,2021,12,12-28,Tuesday,United Kingdom,0.0,233.714,13.007,163.09,0.0,68.282,0.0,129.4565
Gwh,2021-12-28,2021,12,12-28,Tuesday,United States,1931.967,3460.313,794.313,2338.348,81.267,185.272,162.411,1429.908
Gwh,2021-12-29,2021,12,12-29,Wednesday,Brazil,170.342404,19.759962,1142.786796,47.976066,0.821042,26.530636,23.683373,236.503169
Gwh,2021-12-29,2021,12,12-29,Wednesday,China,17510.76086282774,716.9716085043079,2769.307010475423,1364.595611479576,162.16497906869824,2070.6182627338208,987.1558296659024,2427.8103886443937
Gwh,2021-12-29,2021,12,12-29,Wednesday,EU27&UK,1706.0391639999998,1017.5230000000001,1759.863388,2533.4745390000003,67.173045,542.466824,30.526249999999997,1382.3981290000002
Gwh,2021-12-29,2021,12,12-29,Wednesday,India,2843.0,50.03301180141377,257.0,131.0,4.966988198586231,78.52209955448927,150.65722040805068,136.82068003746005
Gwh,2021-12-29,2021,12,12-29,Wednesday,Japan,871.3874482309702,1020.6056405376328,154.4406,219.199,95.67381123139708,49.4132,119.4897,23.2129
Gwh,2021-12-29,2021,12,12-29,Wednesday,United Kingdom,1.575,137.2435,18.6205,163.15,0.0,63.8265,0.0,238.4055
Gwh,2021-12-29,2021,12,12-29,Wednesday,United States,2134.567,3824.737,809.887,2335.087,93.215,179.673,158.296,888.115
Gwh,2021-12-30,2021,12,12-30,Thursday,Brazil,169.336388,14.77249,1122.631642,47.983902,0.775889,29.948286,26.134924,213.8769885
Gwh,2021-12-30,2021,12,12-30,Thursday,China,17147.497830533688,702.0979383871568,2711.8573730862213,1336.28689642348,158.8008452946228,2027.6630151157187,966.6771524205049,2377.4451434947005
Gwh,2021-12-30,2021,12,12-30,Thursday,EU27&UK,1285.7789650000002,880.0155000000001,1575.9380820000008,2430.976836,60.062749999999994,545.418074,28.599375,1997.298022
Gwh,2021-12-30,2021,12,12-30,Thursday,India,2816.0,52.76208517239997,246.0,131.0,5.237914827600025,99.76168386021178,191.40876363317912,173.82955250660908
Gwh,2021-12-30,2021,12,12-30,Thursday,Japan,769.1933965831794,900.9116677212104,109.5036,219.229,84.45343569561035,47.7112,151.0612,43.3206
Gwh,2021-12-30,2021,12,12-30,Thursday,United Kingdom,0.0,102.0845,22.7795,163.1445,0.0,63.6115,0.0,287.1735
Gwh,2021-12-30,2021,12,12-30,Thursday,United States,2187.55,3853.243,836.56,2314.904,89.661,185.944,142.786,776.108
Gwh,2021-12-31,2021,12,12-31,Friday,Brazil,140.967815,6.747394,1046.084576,47.982904,0.764119,27.763262,19.334811,185.631713
Gwh,2021-12-31,2021,12,12-31,Friday,China,17199.39254943284,704.2227484038926,2720.064464141821,1340.3309985743504,159.2814358337764,2033.7994790611615,969.6026777412754,2384.6401785160847
Gwh,2021-12-31,2021,12,12-31,Friday,EU27&UK,1056.761066,742.88975,1486.3796349999998,2444.8811249999994,50.68150000000001,536.958275,27.908129000000002,2002.927044
Gwh,2021-12-31,2021,12,12-31,Friday,India,2888.0,57.31054079071031,258.0,130.0,5.689459209289683,91.82365740251753,176.17838889247454,159.99795370500794
Gwh,2021-12-31,2021,12,12-31,Friday,Japan,802.9896499080446,940.4952614973436,115.7056,219.256,88.1640885946117,47.424800000000005,145.49710000000002,63.6151
Gwh,2021-12-31,2021,12,12-31,Friday,United Kingdom,0.0,105.3675,23.167,163.078,0.0,48.4025,0.0,253.785
Gwh,2021-12-31,2021,12,12-31,Friday,United States,1992.944,3290.33,810.048,2314.649,62.949,183.871,137.216,1204.166
