country/region,year,energy_source,pm,iea,region
Italy,2020,nuclear,0.0,0.0,Europe
Italy,2020,oil,911.119,9635.4934,Europe
Italy,2020,other,29840.465,24483.4832,Europe
Italy,2020,solar,20403.792,24551.025,Europe
Italy,2020,wind,18566.388,18608.1979,Europe
Italy,2021,coal,16988.417,14918.878,Europe
Italy,2021,gas,116653.31999999999,132580.0202,Europe
Italy,2021,hydro,45502.676,47236.4578,Europe
Italy,2021,nuclear,0.0,0.0,Europe
Italy,2021,oil,1628.579,9960.4121,Europe
Italy,2021,other,29466.1435,24301.6005,Europe
Italy,2021,solar,20143.917,24088.8136,Europe
Italy,2021,wind,20713.6925,20687.0347,Europe
Japan,2018,coal,318257.7035184532,323301.9465,Asian
Japan,2018,gas,381294.5797586333,392594.7196,Asian
Japan,2018,hydro,87478.4285,91249.1784,Asian
Japan,2018,nuclear,48313.9533,47823.2617,Asian
Japan,2018,oil,58756.82392291346,56208.4525,Asian
Japan,2018,other,19851.6421,22994.3461,Asian
Japan,2018,solar,60940.0985,61493.2189,Asian
Japan,2018,wind,7211.4973,7180.9111,Asian
Japan,2019,coal,281485.10594265244,317861.1932,Asian
Japan,2019,gas,340865.96550490713,372292.40280000004,Asian
Japan,2019,hydro,65973.7158,79912.7726,Asian
Japan,2019,nuclear,65897.444,63878.7884,Asian
Japan,2019,oil,47540.40115244043,34899.5068,Asian
Japan,2019,other,12574.0477,25586.4001,Asian
Japan,2019,solar,63875.902200000004,67068.7929,Asian
Japan,2019,wind,7677.527,7577.034,Asian
Japan,2020,coal,287957.4717191147,310610.50789999997,Asian
Japan,2020,gas,337267.9060629307,363800.0949,Asian
Japan,2020,hydro,68460.1449,83432.0039,Asian
Japan,2020,nuclear,43214.826,41863.1392,Asian
Japan,2020,oil,31616.233617954575,34103.4191,Asian
Japan,2020,other,15853.9895,32333.075100000002,Asian
Japan,2020,solar,70654.978,74383.7402,Asian
Japan,2020,wind,8583.8696,8477.0669,Asian
Japan,2021,coal,280070.5223777732,284078.7073,Asian
Japan,2021,gas,328030.37897009746,360679.1354,Asian
Japan,2021,hydro,70483.0688,89201.96370000001,Asian
Japan,2021,nuclear,61506.812000000005,57280.3489,Asian
Japan,2021,oil,30750.2874521294,29128.5064,Asian
Japan,2021,other,16156.2193,29872.9613,Asian
Japan,2021,solar,79628.2117,85403.607,Asian
Japan,2021,wind,8959.6113,8959.889,Asian
Latvia,2018,coal,0.0,6.3853,Europe
Latvia,2018,gas,2621.2455,2828.1758,Europe
Latvia,2018,hydro,8059.1975,2417.0639,Europe
Latvia,2018,nuclear,0.0,0.0,Europe
Latvia,2018,oil,0.0,0.0,Europe
Latvia,2018,other,1365.3285,829.2149999999999,Europe
Latvia,2018,solar,0.0,1.2730000000000001,Europe
Latvia,2018,wind,99.915778,120.84,Europe
Latvia,2019,coal,0.0,0.0,Europe
Latvia,2019,gas,2749.0045,2874.2200000000003,Europe
Latvia,2019,hydro,7744.5365,2095.8919,Europe
Latvia,2019,nuclear,0.0,0.0,Europe
Latvia,2019,oil,0.0,0.0,Europe
Latvia,2019,other,1214.6425,821.2259,Europe
Latvia,2019,solar,0.0,3.137,Europe
Latvia,2019,wind,123.57472200000001,152.49009999999998,Europe
Latvia,2020,coal,0.0,0.0,Europe
Latvia,2020,gas,1692.714,1890.0693,Europe
Latvia,2020,hydro,8238.2725,2584.0101,Europe
Latvia,2020,nuclear,0.0,0.0,Europe
Latvia,2020,oil,0.0,0.0,Europe
Latvia,2020,other,1093.998,787.6623,Europe
Latvia,2020,solar,0.0,4.8469,Europe
Latvia,2020,wind,138.6995,175.0838,Europe
Latvia,2021,coal,0.0,0.0,Europe
Latvia,2021,gas,1810.6385,1957.5373,Europe
Latvia,2021,hydro,8316.5975,2688.9293,Europe
Latvia,2021,nuclear,0.0,0.0,Europe
Latvia,2021,oil,0.0,0.0,Europe
Latvia,2021,other,988.3805,747.6795999999999,Europe
Latvia,2021,solar,0.0,4.8469,Europe
Latvia,2021,wind,116.688,137.2819,Europe
Lithuania,2018,coal,0.0,0.0,Europe
Lithuania,2018,gas,217.35999999999999,281.7802,Europe
Lithuania,2018,hydro,323.719,940.7,Europe
Lithuania,2018,nuclear,0.0,0.0,Europe
Lithuania,2018,oil,8.76,112.098,Europe
Lithuania,2018,other,719.5485,463.2351,Europe
Lithuania,2018,solar,76.2465,83.8001,Europe
Lithuania,2018,wind,1130.5365,1137.5,Europe
Lithuania,2019,coal,0.0,0.0,Europe
Lithuania,2019,gas,384.293,454.5601,Europe
Lithuania,2019,hydro,278.6085,926.5998999999999,Europe
Lithuania,2019,nuclear,0.0,0.0,Europe
Lithuania,2019,oil,8.76,58.7508,Europe
Lithuania,2019,other,730.923,462.71770000000004,Europe
Lithuania,2019,solar,80.1285,84.0999,Europe
Lithuania,2019,wind,1414.5935,1490.1,Europe
Lithuania,2020,coal,0.0,0.0,Europe
Lithuania,2020,gas,478.6945,1568.1680000000001,Europe
Lithuania,2020,hydro,229.491,928.1337,Europe
Lithuania,2020,nuclear,0.0,0.0,Europe
Lithuania,2020,oil,8.784,113.8722,Europe
Lithuania,2020,other,706.705,548.6741,Europe
Lithuania,2020,solar,74.11200000000001,108.1998,Europe
Lithuania,2020,wind,1496.7505,1491.4764,Europe
Lithuania,2021,coal,0.0,0.0,Europe
Lithuania,2021,gas,377.817,1118.5692999999999,Europe
Lithuania,2021,hydro,262.7435,1070.4149,Europe
Lithuania,2021,nuclear,0.0,0.0,Europe
Lithuania,2021,oil,8.76,98.2233,Europe
Lithuania,2021,other,694.1445,511.33820000000003,Europe
Lithuania,2021,solar,126.441,103.9085,Europe
Lithuania,2021,wind,1247.6879999999999,1354.2321,Europe
Luxembourg,2018,coal,0.0,0.0,Europe
Luxembourg,2018,gas,0.0,187.5623,Europe
Luxembourg,2018,hydro,0.0,1326.585,Europe
Luxembourg,2018,nuclear,0.0,0.0,Europe
Luxembourg,2018,oil,0.0,0.0,Europe
Luxembourg,2018,other,0.0,208.8197,Europe
Luxembourg,2018,solar,0.0,119.7249,Europe
Luxembourg,2018,wind,0.0,254.575,Europe
Luxembourg,2019,coal,0.0,0.0,Europe
Luxembourg,2019,gas,0.0,184.58429999999998,Europe
Luxembourg,2019,hydro,0.0,937.629,Europe
Luxembourg,2019,nuclear,0.0,0.0,Europe
Luxembourg,2019,oil,0.0,0.0,Europe
Luxembourg,2019,other,0.0,268.2822,Europe
Luxembourg,2019,solar,0.0,130.385,Europe
Luxembourg,2019,wind,0.0,281.283,Europe
Luxembourg,2020,coal,0.0,0.0,Europe
Luxembourg,2020,gas,0.0,178.4287,Europe
Luxembourg,2020,hydro,0.0,1088.999,Europe
Luxembourg,2020,nuclear,0.0,0.0,Europe
Luxembourg,2020,oil,0.0,0.0,Europe
Luxembourg,2020,other,0.0,360.5777,Europe
Luxembourg,2020,solar,0.0,161.261,Europe
Luxembourg,2020,wind,0.0,351.135,Europe
Luxembourg,2021,coal,0.0,0.0,Europe
Luxembourg,2021,gas,63.169,191.7669,Europe
Luxembourg,2021,hydro,15.05,1076.4951,Europe
Luxembourg,2021,nuclear,0.0,0.0,Europe
Luxembourg,2021,oil,0.0,0.0,Europe
Luxembourg,2021,other,227.21750000000003,379.31989999999996,Europe
Luxembourg,2021,solar,32.403874,223.1335,Europe
Luxembourg,2021,wind,137.460941,334.8787,Europe
Netherlands,2018,coal,27199.439,29260.4476,Europe
Netherlands,2018,gas,36994.759,55524.9614,Europe
Netherlands,2018,hydro,0.0,72.3481,Europe
Netherlands,2018,nuclear,4146.096878,3395.4959000000003,Europe
Netherlands,2018,oil,0.0,1246.7988,Europe
Netherlands,2018,other,19917.301375,4414.77,Europe
Netherlands,2018,solar,0.23950000000000002,3709.364,Europe
Netherlands,2018,wind,6532.361253,10548.510900000001,Europe
Netherlands,2019,coal,18894.287,19408.8911,Europe
Netherlands,2019,gas,50261.53575,68175.2117,Europe
Netherlands,2019,hydro,0.0,74.182,Europe
Netherlands,2019,nuclear,4167.4617499999995,3700.299,Europe
Netherlands,2019,oil,0.0,1364.3197,Europe
Netherlands,2019,other,23004.456249,5623.7901999999995,Europe
Netherlands,2019,solar,8.31925,5335.4549,Europe
Netherlands,2019,wind,7110.188878,11507.9272,Europe
Netherlands,2020,coal,12132.1315,9644.6745,Europe
Netherlands,2020,gas,50116.5435,69465.7617,Europe
Netherlands,2020,hydro,0.0,46.2851,Europe
Netherlands,2020,nuclear,4162.21275,3864.924,Europe
Netherlands,2020,oil,0.0,1161.3388,Europe
Netherlands,2020,other,26258.522875,8989.648,Europe
Netherlands,2020,solar,161.09725,8391.6329,Europe
Netherlands,2020,wind,9566.327255,15339.4673,Europe
Netherlands,2021,coal,20532.45275,16868.1015,Europe
Netherlands,2021,gas,41698.04625,54786.395,Europe
Netherlands,2021,hydro,0.0,83.8927,Europe
Netherlands,2021,nuclear,4118.699498,3618.2079,Europe
Netherlands,2021,oil,0.0,1485.9874,Europe
Netherlands,2021,other,19260.86725,10715.5282,Europe
Netherlands,2021,solar,315.81275,12655.3757,Europe
Netherlands,2021,wind,11026.295548,18004.3792,Europe
Poland,2018,coal,124913.45449999999,120586.4651,Europe
Poland,2018,gas,8682.759,11454.4549,Europe
Poland,2018,hydro,1480.248,2359.1329,Europe
Poland,2018,nuclear,0.0,0.0,Europe
Poland,2018,oil,1573.4,0.0,Europe
Poland,2018,other,1800.423,5936.4219,Europe
Poland,2018,solar,0.0,300.4878,Europe
Poland,2018,wind,12292.4065,12471.6799,Europe
Poland,2019,coal,114546.19,110299.9707,Europe
Poland,2019,gas,10579.135,13550.284599999999,Europe
Poland,2019,hydro,1415.0415,2637.286,Europe
Poland,2019,nuclear,0.0,0.0,Europe
Poland,2019,oil,1621.62,0.0,Europe
Poland,2019,other,2065.942,8655.3936,Europe
Poland,2019,solar,0.0,710.673,Europe
Poland,2019,wind,14525.682,14760.746,Europe
Poland,2020,coal,105380.888,100219.2516,Europe
Poland,2020,gas,12465.599,15841.123,Europe
Poland,2020,hydro,1495.9945,2909.885,Europe
Poland,2020,nuclear,0.0,0.0,Europe
Poland,2020,oil,1598.972,0.0,Europe
Poland,2020,other,2083.589,9255.1744,Europe
Poland,2020,solar,1764.742,1957.9159,Europe
Poland,2020,wind,15073.044,15429.1691,Europe
Poland,2021,coal,122422.8125,120280.5951,Europe
Poland,2021,gas,12282.033,15240.7277,Europe
Poland,2021,hydro,1708.909833,3193.5947,Europe
Poland,2021,nuclear,0.0,0.0,Europe
Poland,2021,oil,2100.695,0.0,Europe
Poland,2021,other,1923.548,8463.7735,Europe
Poland,2021,solar,4614.602,3831.005,Europe
Poland,2021,wind,14953.204,16180.9579,Europe
Portugal,2018,coal,11164.713,11553.2209,Europe
Portugal,2018,gas,14530.630000000001,15022.4059,Europe
Portugal,2018,hydro,11855.836474,13525.8518,Europe
Portugal,2018,nuclear,0.0,0.0,Europe
Portugal,2018,oil,0.0,1079.5248,Europe
Portugal,2018,other,2741.3919960000003,3240.9084000000003,Europe
Portugal,2018,solar,827.256,1004.0162,Europe
Portugal,2018,wind,12351.996500000001,12521.8121,Europe
Portugal,2019,coal,5175.565,5375.8417,Europe
Portugal,2019,gas,16127.932999999999,16774.0335,Europe
Portugal,2019,hydro,8681.388500000001,10174.7792,Europe
Portugal,2019,nuclear,0.0,0.0,Europe
Portugal,2019,oil,0.0,1217.8176,Europe
Portugal,2019,other,3017.9500040000003,3459.4012000000002,Europe
Portugal,2019,solar,1061.96,1340.5798,Europe
Portugal,2019,wind,13413.591,13576.1592,Europe
Portugal,2020,coal,2220.7,2310.5718,Europe
Portugal,2020,gas,16608.982,17208.0245,Europe
Portugal,2020,hydro,11862.768,13500.9369,Europe
Portugal,2020,nuclear,0.0,0.0,Europe
Portugal,2020,oil,0.0,1177.3108,Europe
Portugal,2020,other,3498.881,3894.7993,Europe
Portugal,2020,solar,1266.513,1714.4731,Europe
Portugal,2020,wind,12050.878999999999,12215.630000000001,Europe
Portugal,2021,coal,731.294,771.8171,Europe
Portugal,2021,gas,14667.919,14439.562699999999,Europe
Portugal,2021,hydro,11196.836,12917.7348,Europe
Portugal,2021,nuclear,0.0,0.0,Europe
Portugal,2021,oil,0.0,1256.8943,Europe
Portugal,2021,other,3554.664,4036.7026,Europe
Portugal,2021,solar,1720.852,2192.4941,Europe
Portugal,2021,wind,12894.896763,13055.1807,Europe
Romania,2018,coal,15791.8045,13713.3392,Europe
Romania,2018,gas,10711.639,9159.5512,Europe
Romania,2018,hydro,17696.3245,17930.571,Europe
Romania,2018,nuclear,12034.927,10441.6592,Europe
Romania,2018,oil,0.0,521.299,Europe
Romania,2018,other,351.601,380.5654,Europe
Romania,2018,solar,1347.6045000000001,1771.0271,Europe
Romania,2018,wind,6226.209,6257.5049,Europe
Romania,2019,coal,13863.4875,11838.2053,Europe
Romania,2019,gas,9322.6495,7720.4097,Europe
Romania,2019,hydro,15694.378499999999,15841.5881,Europe
Romania,2019,nuclear,11977.699499999999,10345.4399,Europe
Romania,2019,oil,0.0,515.9182,Europe
Romania,2019,other,432.0785,434.6834,Europe
Romania,2019,solar,1371.8509999999999,1777.615,Europe
Romania,2019,wind,6658.1825,6703.3489,Europe
Romania,2020,coal,9619.581,8129.747,Europe
Romania,2020,gas,10175.127,8110.7699,Europe
Romania,2020,hydro,15408.363,15535.178899999999,Europe
Romania,2020,nuclear,12277.8765,10556.7029,Europe
Romania,2020,oil,0.0,514.7864,Europe
Romania,2020,other,479.76099999999997,468.60699999999997,Europe
Romania,2020,solar,1341.867,1733.3751,Europe
Romania,2020,wind,6880.026,6874.5498,Europe
Romania,2021,coal,10987.361002,9357.1676,Europe
Romania,2021,gas,10732.924626,8771.4759,Europe
Romania,2021,hydro,17517.837253,17224.787099999998,Europe
Romania,2021,nuclear,12084.641999,10376.708,Europe
Romania,2021,oil,0.0,418.26370000000003,Europe
Romania,2021,other,589.946746,607.6273,Europe
Romania,2021,solar,1327.846877,1700.0602000000001,Europe
Romania,2021,wind,6449.610873,6507.7873,Europe
Russia,2018,coal,148160.17456312117,176607.8615994114,Europe
Russia,2018,gas,439362.16059582186,523722.463741208,Europe
Russia,2018,hydro,167269.56570190442,190637.56,Europe
Russia,2018,nuclear,203916.086875,204581.05,Europe
Russia,2018,oil,6667.848164133405,7948.117024089138,Europe
Russia,2018,other,26419.509577744753,504.3070000000001,Europe
Russia,2018,solar,32714.055031793112,624.46,Europe
Russia,2018,wind,12424.279043237442,237.16,Europe
Russia,2019,coal,151055.403395703,176807.22108255967,Europe
Russia,2019,gas,443586.3719416352,519208.6609946869,Europe
Russia,2019,hydro,170255.0680404054,194376.14,Europe
Russia,2019,nuclear,204992.0418417969,208985.67000000004,Europe
Russia,2019,oil,10262.07765663668,12011.549353519988,Europe
Russia,2019,other,22052.980030243587,521.1519999999999,Europe
Russia,2019,solar,41683.20946440088,985.05,Europe
Russia,2019,wind,13321.446801165468,314.81000000000006,Europe
Russia,2020,coal,124028.47859833889,152323.31389552663,Europe
Russia,2020,gas,395347.8490099299,485539.25020464906,Europe
Russia,2020,hydro,187203.81026037608,212438.27,Europe
Russia,2020,nuclear,214343.443796875,215914.28,Europe
Russia,2020,oil,8748.342537434528,10744.11733059084,Europe
Russia,2020,other,11416.392867738969,513.3820000000001,Europe
Russia,2020,solar,41409.558213438424,1862.14,Europe
Russia,2020,wind,25306.85417748246,1138.02,Europe
Slovenia,2018,coal,4150.3215,4163.465,Europe
Slovenia,2018,gas,278.215,430.5664,Europe
Slovenia,2018,hydro,4567.535,4830.7751,Europe
Slovenia,2018,nuclear,6035.7175,5489.9082,Europe
Slovenia,2018,oil,0.0,16.6393,Europe
Slovenia,2018,other,168.32150000000001,240.91570000000002,Europe
Slovenia,2018,solar,245.483,254.40200000000002,Europe
Slovenia,2018,wind,0.0,6.0211,Europe
Slovenia,2019,coal,4019.091,4037.0043,Europe
Slovenia,2019,gas,353.9215,479.538,Europe
Slovenia,2019,hydro,4340.945,4622.091,Europe
Slovenia,2019,nuclear,6023.6265,5532.9814,Europe
Slovenia,2019,oil,0.0,9.4637,Europe
Slovenia,2019,other,161.59799999999998,226.0626,Europe
Slovenia,2019,solar,245.075,302.47,Europe
Slovenia,2019,wind,0.0,6.1498,Europe
Slovenia,2020,coal,3905.906,3927.0759,Europe
Slovenia,2020,gas,412.623,522.2703,Europe
Slovenia,2020,hydro,4787.465,5159.1679,Europe
Slovenia,2020,nuclear,6070.709,6040.8459,Europe
Slovenia,2020,oil,0.0,9.4661,Europe
Slovenia,2020,other,178.7135,246.6619,Europe
Slovenia,2020,solar,262.31600000000003,368.1169,Europe
Slovenia,2020,wind,0.0,6.2513,Europe
Slovenia,2021,coal,3453.556,3455.8711,Europe
Slovenia,2021,gas,477.2235,436.0817,Europe
Slovenia,2021,hydro,4563.224,4940.8965,Europe
Slovenia,2021,nuclear,5998.282,5418.643599999999,Europe
Slovenia,2021,oil,0.0,212.9579,Europe
Slovenia,2021,other,164.477,248.1117,Europe
Slovenia,2021,solar,264.419,386.4421,Europe
Slovenia,2021,wind,0.0,5.5754,Europe
Spain,2018,coal,32342.306,36853.7495,Europe
Spain,2018,gas,50945.2995,55213.9913,Europe
Spain,2018,hydro,36892.18087,36170.0001,Europe
Spain,2018,nuclear,53500.153,53234.000100000005,Europe
Spain,2018,oil,2471.872,13800.642100000001,Europe
Spain,2018,other,6915.283,5626.6792,Europe
Spain,2018,solar,12023.75,12224.0,Europe
Spain,2018,wind,48914.8555,49653.9999,Europe
Spain,2019,coal,10568.672,13445.9985,Europe
Spain,2019,gas,75081.6795,80494.2362,Europe
Spain,2019,hydro,27601.963,26411.0001,Europe
Spain,2019,nuclear,56156.837,55823.9999,Europe
Spain,2019,oil,2171.246,12389.1288,Europe
Spain,2019,other,6750.731636,5377.3964,Europe
Spain,2019,solar,14421.365,14493.0,Europe
Spain,2019,wind,52330.3225,54289.0,Europe
Spain,2020,coal,5137.389999999999,5909.5393,Europe
Spain,2020,gas,61322.8325,67023.1516,Europe
Spain,2020,hydro,34779.760500000004,33413.0,Europe
Spain,2020,nuclear,56602.087,55757.000100000005,Europe
Spain,2020,oil,1843.454,10287.153699999999,Europe
Spain,2020,other,7474.546864,5924.9681,Europe
Spain,2020,solar,20030.948,20057.9999,Europe
Spain,2020,wind,53094.593,55066.9999,Europe
Spain,2021,coal,5138.043,5868.33,Europe
Spain,2021,gas,60095.3105,66479.7691,Europe
Spain,2021,hydro,33443.03037,32367.2916,Europe
Spain,2021,nuclear,54722.758,54040.2014,Europe
Spain,2021,oil,1317.1865,9900.3573,Europe
Spain,2021,other,8004.0225,6384.4142,Europe
Spain,2021,solar,25354.383,25937.9666,Europe
Spain,2021,wind,58749.393,60832.9851,Europe
Sweden,2018,coal,0.0,1355.8856,Europe
Sweden,2018,gas,0.0,362.5982,Europe
Sweden,2018,hydro,62115.49,61830.0,Europe
Sweden,2018,nuclear,65787.94,65801.0,Europe
Sweden,2018,oil,0.0,296.0575,Europe
Sweden,2018,other,8333.541,11488.3828,Europe
Sweden,2018,solar,0.0,407.0,Europe
Sweden,2018,wind,16299.182,16623.0,Europe
Sweden,2019,coal,0.0,1141.5697,Europe
Sweden,2019,gas,0.0,274.05379999999997,Europe
Sweden,2019,hydro,65524.497,64968.9999,Europe
Sweden,2019,nuclear,64415.664,64333.9999,Europe
Sweden,2019,oil,0.0,209.4004,Europe
Sweden,2019,other,8995.135,12579.461599999999,Europe
Sweden,2019,solar,0.0,679.0,Europe
Sweden,2019,wind,19486.918,19847.0002,Europe
Sweden,2020,coal,0.0,549.2539,Europe
Sweden,2020,gas,0.0,54.7268,Europe
Sweden,2020,hydro,73101.983,71596.6391,Europe
Sweden,2020,nuclear,47465.96,47262.6974,Europe
Sweden,2020,oil,0.0,100.7508,Europe
Sweden,2020,other,6810.441,10606.4106,Europe
Sweden,2020,solar,0.0,679.0,Europe
Sweden,2020,wind,26557.4125,27512.3997,Europe
Sweden,2021,coal,0.0,997.9604999999999,Europe
Sweden,2021,gas,0.0,322.5525,Europe
Sweden,2021,hydro,74205.459,70833.2917,Europe
Sweden,2021,nuclear,51710.147,50991.8095,Europe
Sweden,2021,oil,0.0,213.5242,Europe
Sweden,2021,other,8949.447,12863.4864,Europe
Sweden,2021,solar,0.0,1051.0,Europe
Sweden,2021,wind,26074.4585,27305.774699999998,Europe
United Kingdom,2018,coal,15379.088,16783.2516,Europe
United Kingdom,2018,gas,115286.4625,125348.1251,Europe
United Kingdom,2018,hydro,5578.0615,7869.7238,Europe
United Kingdom,2018,nuclear,60604.0305,59097.7499,Europe
United Kingdom,2018,oil,0.039,1498.4424,Europe
United Kingdom,2018,other,16811.63575,33320.2882,Europe
United Kingdom,2018,solar,0.0,12735.5098,Europe
United Kingdom,2018,wind,39398.80275,56906.349,Europe
United Kingdom,2019,coal,5933.82225,7516.5794,Europe
United Kingdom,2019,gas,114385.29175,125161.509,Europe
United Kingdom,2019,hydro,5258.55825,7533.394,Europe
United Kingdom,2019,nuclear,52701.992,51032.0901,Europe
United Kingdom,2019,oil,0.10250000000000001,1423.1513,Europe
United Kingdom,2019,other,17967.821,35538.1289,Europe
United Kingdom,2019,solar,0.0,12580.1009,Europe
United Kingdom,2019,wind,46407.0525,63795.1661,Europe
United Kingdom,2020,coal,4380.205,6108.8554,Europe
United Kingdom,2020,gas,95094.29775,105433.391,Europe
United Kingdom,2020,hydro,5800.1175,8033.2491,Europe
United Kingdom,2020,nuclear,47372.9755,45668.0299,Europe
United Kingdom,2020,oil,0.088,1155.0214,Europe
United Kingdom,2020,other,19453.22975,37430.2017,Europe
United Kingdom,2020,solar,0.0,13157.9941,Europe
United Kingdom,2020,wind,54653.04125,75369.1231,Europe
United Kingdom,2021,coal,4971.3335,7072.4951,Europe
United Kingdom,2021,gas,107442.5225,111289.1245,Europe
United Kingdom,2021,hydro,5041.53825,6709.6917,Europe
United Kingdom,2021,nuclear,43392.78925,41661.5449,Europe
United Kingdom,2021,oil,0.031,1940.7767000000001,Europe
United Kingdom,2021,other,20839.30425,38545.9034,Europe
United Kingdom,2021,solar,0.0,12550.63,Europe
United Kingdom,2021,wind,48961.657,64008.3152,Europe
United States,2018,coal,1082330.0520000004,1196223.082,n_america
United States,2018,gas,1276325.0310000002,1428544.4915,n_america
United States,2018,hydro,298992.1010000001,314026.9439,n_america
United States,2018,nuclear,758478.8809999999,807084.4770000001,n_america
United States,2018,oil,36922.00900000002,40365.6415,n_america
United States,2018,other,73124.87400000004,79800.7629,n_america
United States,2018,solar,69609.17300000001,84223.712,n_america
United States,2018,wind,260432.66999999998,272756.65619999997,n_america
United States,2019,coal,939655.691,1011530.6696,n_america
United States,2019,gas,1424427.081,1550903.6391,n_america
United States,2019,hydro,291266.402,308646.127,n_america
United States,2019,nuclear,840984.525,809409.2622,n_america
United States,2019,oil,33001.646,33849.4185,n_america
United States,2019,other,71794.97,75239.0234,n_america
United States,2019,solar,64312.043,96356.9849,n_america
United States,2019,wind,293959.19,295062.4301,n_america
United States,2020,coal,766712.627,811761.1042,n_america
United States,2020,gas,1467919.435,1593739.5331,n_america
United States,2020,hydro,279917.335,306347.3391,n_america
United States,2020,nuclear,785518.027,789878.863,n_america
United States,2020,oil,29757.11,35487.0172,n_america
United States,2020,other,73818.58,73059.5211,n_america
United States,2020,solar,78011.86200000001,89459.1739,n_america
United States,2020,wind,333575.689,338080.283,n_america
United States,2021,coal,903148.79,940634.1387,n_america
United States,2021,gas,1424964.408,1552509.4446999999,n_america
United States,2021,hydro,257790.344,285825.934,n_america
United States,2021,nuclear,781946.05,778495.9717999999,n_america
United States,2021,oil,28499.232,34219.0114,n_america
United States,2021,other,74344.207,72421.5848,n_america
United States,2021,solar,100586.384,152294.0073,n_america
United States,2021,wind,381303.47,376541.8962,n_america
