country,date,PM,CM,sector
France,2019-08-14,24.851022313401,32.24922112,Power
France,2019-08-15,15.13825097469047,23.20760193,Power
France,2019-08-16,28.329089312817764,35.84248818,Power
France,2019-08-17,19.00772578180102,25.66791102,Power
France,2019-08-18,18.367273640931995,26.05536127,Power
France,2019-08-19,46.121813555546524,53.05195944,Power
France,2019-08-20,59.95196072287955,66.44237367,Power
France,2019-08-21,66.45590790140011,72.71038348,Power
France,2019-08-22,53.50709876192141,60.13628685,Power
France,2019-08-23,51.29006218224367,58.04071541,Power
France,2019-08-24,37.404852560607964,44.70641467,Power
France,2019-08-25,32.869532801736185,40.03897519,Power
France,2019-08-26,70.80160024619104,74.35036687,Power
France,2019-08-27,82.06218973766342,81.78206347,Power
France,2019-08-28,86.54190361631846,83.1895767,Power
France,2019-08-29,75.88327477305084,79.27632918,Power
France,2019-08-30,78.18435181746024,81.60303473,Power
France,2019-08-31,61.27638142261687,63.44431036,Power
France,2019-09-01,46.05449931700013,48.74057339,Power
France,2019-09-02,71.47858895792972,73.21340079,Power
France,2019-09-03,71.34928182030684,73.78321986,Power
France,2019-09-04,80.0833360303596,81.67518064,Power
France,2019-09-05,79.79790333338218,81.38526097,Power
France,2019-09-06,81.10716456736172,82.61040538,Power
France,2019-09-07,85.59639898573153,88.73946752,Power
France,2019-09-08,66.10389494373422,69.81653093,Power
France,2019-09-09,85.21777933071608,88.70072249,Power
France,2019-09-10,86.64690479487724,91.73151867,Power
France,2019-09-11,71.40864933704538,77.35110225,Power
France,2019-09-12,78.08685979698635,83.17755238,Power
France,2019-09-13,78.00432963284693,81.31912722,Power
France,2019-09-14,67.06309108436311,69.06167096,Power
France,2019-09-15,28.536268678174036,31.80832946,Power
France,2019-09-16,79.29577778881315,80.84617071,Power
France,2019-09-17,82.47898329877,83.95111685,Power
France,2019-09-18,73.21115780650489,74.31095383,Power
France,2019-09-19,87.77552278605602,85.08140275,Power
France,2019-09-20,79.07525978738511,79.98442791,Power
France,2019-09-21,48.56697609944881,51.00314924,Power
France,2019-09-22,29.699849422315584,33.01677343,Power
France,2019-09-23,75.18788721250839,77.01508936,Power
France,2019-09-24,74.37298829575451,76.16336683,Power
France,2019-09-25,72.20642680876746,74.02571028,Power
France,2019-09-26,72.11449608206317,73.94488014,Power
France,2019-09-27,59.79455070227366,61.9339224,Power
France,2019-09-28,25.59547347075354,28.95656202,Power
France,2019-09-29,15.041111828186732,18.90423209,Power
France,2019-09-30,55.3833014313077,57.75947997,Power
France,2019-10-01,63.949811080331784,65.68283758,Power
France,2019-10-02,70.18162185307031,71.57809353,Power
France,2019-10-03,75.99925738956075,77.26091986,Power
France,2019-10-04,62.175363148978846,63.84846105,Power
France,2019-10-05,70.99635139031854,72.47190117,Power
France,2019-10-06,38.3705839271641,41.01294496,Power
France,2019-10-07,74.7379305556868,75.96897369,Power
France,2019-10-08,73.35995770223906,74.56079243,Power
France,2019-10-09,70.63929939235882,72.0684185,Power
France,2019-10-10,69.17347503530178,70.7604399,Power
France,2019-10-11,64.61781562079035,66.55794073,Power
France,2019-10-12,38.907954523872,41.7744851,Power
France,2019-10-13,17.666550625960824,21.14342733,Power
France,2019-10-14,80.38282722630791,77.74924078,Power
France,2019-10-15,98.14204255683093,94.2880223,Power
France,2019-10-16,86.42946831479588,85.65723398,Power
France,2019-10-17,83.92738533633333,85.03464151,Power
France,2019-10-18,79.61549572073065,81.08932914,Power
France,2019-10-19,78.32517676146892,79.84214015,Power
France,2019-10-20,79.87641073426182,81.462083,Power
France,2019-10-21,88.18382619944073,89.43888202,Power
France,2019-10-22,84.73123670066902,86.20901658,Power
France,2019-10-23,83.6327823764589,85.03998565,Power
France,2019-10-24,74.95099585886523,76.58087787,Power
France,2019-10-25,68.76658311779767,70.76912413,Power
France,2019-10-26,27.583791257936856,31.05480553,Power
France,2019-10-27,53.06290806577212,55.64587206,Power
France,2019-10-28,94.00380481909299,95.16312545,Power
France,2019-10-29,100.53485271852132,101.5112974,Power
France,2019-10-30,102.55762512015038,103.0731227,Power
France,2019-10-31,101.41554145827055,102.2200641,Power
France,2019-11-01,96.55326279361373,96.96677316,Power
France,2019-11-02,57.79602779987352,59.52037455,Power
France,2019-11-03,56.567391210594536,58.19569551,Power
France,2019-11-04,99.07587411648525,99.53062499,Power
France,2019-11-05,117.33639632396653,117.2397735,Power
France,2019-11-06,130.22856213375624,128.3221866,Power
France,2019-11-07,132.868369959595,131.887397,Power
France,2019-11-08,146.19615162805928,140.4761002,Power
France,2019-11-09,124.21681768376399,123.4997671,Power
France,2019-11-10,108.86567078540077,108.8989048,Power
France,2019-11-11,123.3777257276164,122.9813854,Power
France,2019-11-12,164.52969051744466,149.9713033,Power
France,2019-11-13,190.08894500390167,166.8086888,Power
France,2019-11-14,200.53158674751802,176.6051679,Power
France,2019-11-15,196.2131715606199,173.6451816,Power
France,2019-11-16,187.01422706732868,166.8434257,Power
France,2019-11-17,173.604352798448,156.761703,Power
France,2019-11-18,194.6338841071998,173.1141076,Power
France,2019-11-19,191.84072431141198,172.7667384,Power
France,2019-11-20,195.85205092578437,175.2283835,Power
France,2019-11-21,188.49800212324743,168.5729234,Power
France,2019-11-22,173.09480278554693,156.7737273,Power
France,2019-11-23,91.20043285060893,91.72417048,Power
France,2019-11-24,89.31490019345179,89.89513809,Power
France,2019-11-25,125.02789144668145,124.3942427,Power
France,2019-11-26,129.24834881946504,128.4811748,Power
France,2019-11-27,95.648804463235,96.07830966,Power
France,2019-11-28,107.65354869792498,107.621655,Power
France,2019-11-29,124.4149070156491,123.8230876,Power
France,2019-11-30,117.82977059407574,117.4588833,Power
France,2019-12-01,119.38336176498927,119.0587856,Power
France,2019-12-02,169.78061045786924,155.4831172,Power
France,2019-12-03,209.62634872986126,183.6240296,Power
France,2019-12-04,209.7093588026001,184.6748214,Power
France,2019-12-05,206.44554276290145,181.0782143,Power
France,2019-12-06,196.04829472680558,172.14615,Power
France,2019-12-07,131.27484757021892,129.3415816,Power
France,2019-12-08,56.52292909035526,58.42282152,Power
France,2019-12-09,96.65381776014856,97.23598429,Power
France,2019-12-10,136.69521759111106,135.9409282,Power
France,2019-12-11,140.2214448299743,139.3945796,Power
France,2019-12-12,134.1710536227709,133.2922381,Power
France,2019-12-13,109.74698058333749,109.6931778,Power
France,2019-12-14,51.905375581479,53.91503827,Power
France,2019-12-15,51.380115619426746,53.65451138,Power
France,2019-12-16,116.5325776498754,116.7741651,Power
France,2019-12-17,102.48614696875617,103.1098637,Power
France,2019-12-18,105.9120450804255,106.6303168,Power
France,2019-12-19,64.50232702783866,66.26935709,Power
France,2019-12-20,49.87653374756329,52.66384117,Power
France,2019-12-21,44.003496997758816,46.81133835,Power
France,2019-12-22,43.782696697154634,46.12261213,Power
France,2019-12-23,44.44892275280363,46.65769428,Power
France,2019-12-24,44.49634901439221,47.01508374,Power
France,2019-12-25,45.06859767431005,47.4559754,Power
France,2019-12-26,46.96955798144227,49.36182982,Power
France,2019-12-27,83.03132986677122,84.24638066,Power
France,2019-12-28,64.88067849863678,66.86122075,Power
France,2019-12-29,51.95301356744966,54.36661822,Power
France,2019-12-30,79.51925287411109,80.90094816,Power
France,2019-12-31,113.83189200670587,114.0960823,Power
France,2020-01-01,83.32607843656068,84.52293997,Power
France,2020-01-02,124.74615686891121,124.4323197,Power
France,2020-01-03,112.59896446994986,112.5175565,Power
France,2020-01-04,106.58268911818084,106.6830902,Power
France,2020-01-05,122.77903974985469,122.3941978,Power
France,2020-01-06,128.59833379400484,127.1932368,Power
France,2020-01-07,134.44697283751296,133.6843645,Power
France,2020-01-08,124.52309817489805,124.1497483,Power
France,2020-01-09,101.88065758084993,102.4251456,Power
France,2020-01-10,111.20274097476577,111.2529991,Power
France,2020-01-11,95.95233253740186,96.92134796,Power
France,2020-01-12,63.22625006201232,65.04154061,Power
France,2020-01-13,113.28046291102709,113.1715458,Power
France,2020-01-14,85.79783356285373,86.72873433,Power
France,2020-01-15,100.26552518954168,100.399716,Power
France,2020-01-16,116.3658799863751,116.201006,Power
France,2020-01-17,122.91125456899165,122.6894616,Power
France,2020-01-18,137.35425913272775,136.6436828,Power
France,2020-01-19,128.5534524030292,128.1364777,Power
France,2020-01-20,162.79599535161657,154.5799573,Power
France,2020-01-21,170.97229408499382,159.7043208,Power
France,2020-01-22,171.5372664836471,159.8539568,Power
France,2020-01-23,173.8653313292938,160.5233105,Power
France,2020-01-24,165.90739518667507,152.8244068,Power
France,2020-01-25,147.71202762904286,145.5663948,Power
France,2020-01-26,142.00684596936077,141.1534701,Power
France,2020-01-27,128.79359307664936,124.3628459,Power
France,2020-01-28,136.91264441656057,132.5026412,Power
France,2020-01-29,118.535914938885,116.2330708,Power
France,2020-01-30,132.77863998080792,129.6021085,Power
France,2020-01-31,112.4923541860872,109.9169637,Power
France,2020-02-01,49.4203382789494,51.73462859,Power
France,2020-02-02,50.41566871412197,52.73932717,Power
France,2020-02-03,83.4492314521441,84.68126016,Power
France,2020-02-04,91.92853669784536,92.64937495,Power
France,2020-02-05,130.93446046894846,129.6054486,Power
France,2020-02-06,132.96402703542407,129.2019659,Power
France,2020-02-07,148.96717211095975,145.5323259,Power
France,2020-02-08,97.2456438679305,98.1438203,Power
France,2020-02-09,51.581183207619965,54.04663775,Power
France,2020-02-10,55.47146346401074,57.8135894,Power
France,2020-02-11,72.62476595786332,70.90139163,Power
France,2020-02-12,126.9713660097377,121.531787,Power
France,2020-02-13,152.05090950620985,144.0045695,Power
France,2020-02-14,146.41252688907772,142.6271171,Power
France,2020-02-15,56.29203659420469,58.440858,Power
France,2020-02-16,50.50216518168589,53.00720225,Power
France,2020-02-17,74.05015095794084,75.74986389,Power
France,2020-02-18,78.23543385337959,79.87954914,Power
France,2020-02-19,106.9823908756691,107.5515132,Power
France,2020-02-20,124.43130012880655,121.1723935,Power
France,2020-02-21,114.49545739261994,114.6311645,Power
France,2020-02-22,56.71294466580329,59.02470544,Power
France,2020-02-23,52.28187799267352,54.69060679,Power
France,2020-02-24,84.91474528010743,86.25243773,Power
France,2020-02-25,82.84031918672736,84.08605642,Power
France,2020-02-26,127.12900186968447,126.5746524,Power
France,2020-02-27,144.56270507770012,139.5395394,Power
France,2020-02-28,134.19376459148992,133.1312459,Power
France,2020-02-29,52.56407836408434,54.56568748,Power
France,2020-03-01,48.02033197480528,49.98642634,Power
France,2020-03-02,111.03875338335624,110.9784438,Power
France,2020-03-03,142.74971625132707,138.8574933,Power
France,2020-03-04,132.65856521190076,131.8760407,Power
France,2020-03-05,135.29230360545287,130.7671313,Power
France,2020-03-06,119.1326236367573,117.7628313,Power
France,2020-03-07,104.96717562298484,105.6035736,Power
France,2020-03-08,56.73675660130921,58.90446226,Power
France,2020-03-09,105.13195365208752,105.5234115,Power
France,2020-03-10,81.95362453200612,83.19358481,Power
France,2020-03-11,91.50291641782414,92.72018482,Power
France,2020-03-12,84.03064072032711,85.31921704,Power
France,2020-03-13,97.68332051059075,98.75639251,Power
France,2020-03-14,113.77862215217158,114.2143214,Power
France,2020-03-15,50.69129151472913,53.16418641,Power
France,2020-03-16,109.53685119159074,109.737267,Power
France,2020-03-17,122.1278320103754,121.9553102,Power
France,2020-03-18,94.05951656150077,95.01081742,Power
France,2020-03-19,96.88839426054751,97.8792853,Power
France,2020-03-20,49.82439308973347,52.48948856,Power
France,2020-03-21,45.115191153329064,47.95565262,Power
France,2020-03-22,45.03065666503919,47.81737296,Power
France,2020-03-23,53.85139083712036,56.32391,Power
France,2020-03-24,60.41765555876996,62.64602924,Power
France,2020-03-25,56.76365971279368,59.21308643,Power
France,2020-03-26,52.83277071991769,55.3526123,Power
France,2020-03-27,54.48272471460063,56.90174528,Power
France,2020-03-28,46.231176256376365,48.99375208,Power
France,2020-03-29,43.900161384339185,46.75589288,Power
France,2020-03-30,51.274634532268585,53.97248779,Power
France,2020-03-31,71.22851423276164,73.15127515,Power
France,2020-04-01,49.61880871472229,52.43604715,Power
France,2020-04-02,31.69697494379393,35.10900478,Power
France,2020-04-03,24.345946742441505,28.01799719,Power
France,2020-04-04,16.43559918343765,20.3939115,Power
France,2020-04-05,13.032539075116627,17.05115107,Power
France,2020-04-06,12.889229898358057,16.95829662,Power
France,2020-04-07,12.553279763813526,16.33236406,Power
France,2020-04-08,12.296316938748058,16.37979331,Power
France,2020-04-09,12.657321125173457,16.745867,Power
France,2020-04-10,12.378014320317895,16.48200002,Power
France,2020-04-11,12.388290010328756,16.47598786,Power
France,2020-04-12,12.388487619752038,16.44993517,Power
France,2020-04-13,12.315809696859313,16.43123067,Power
France,2020-04-14,13.37335887044927,17.29631356,Power
France,2020-04-15,12.967313850473532,16.86076604,Power
France,2020-04-16,12.802027682853833,16.72115034,Power
France,2020-04-17,12.897430689424416,16.93357996,Power
France,2020-04-18,12.494039281704227,16.56349817,Power
France,2020-04-19,12.930431463113132,16.97432904,Power
France,2020-04-20,12.36483094879298,16.43857887,Power
France,2020-04-21,12.232136221056617,16.32568388,Power
France,2020-04-22,12.963742765895585,17.03311459,Power
France,2020-04-23,12.143847153724318,16.20210061,Power
France,2020-04-24,12.067809870635733,16.13329479,Power
France,2020-04-25,11.743885680994016,15.89815257,Power
France,2020-04-26,11.73465449793481,15.85473142,Power
France,2020-04-27,18.40054259883803,22.25834882,Power
France,2020-04-28,20.077964303357682,23.93507318,Power
France,2020-04-29,12.142703842061023,16.18807224,Power
France,2020-04-30,12.057788249883384,15.95293002,Power
France,2020-05-01,12.159274803699411,16.23282942,Power
France,2020-05-02,12.180447241908594,16.22214114,Power
France,2020-05-03,14.188356591914811,18.1634005,Power
France,2020-05-04,23.483819173522317,27.18898726,Power
France,2020-05-05,30.22814410051116,33.77096538,Power
France,2020-05-06,34.948722693713314,38.2587081,Power
France,2020-05-07,35.96308009335654,39.30615981,Power
France,2020-05-08,19.502045754150256,23.41669147,Power
France,2020-05-09,14.595615498347877,18.65572952,Power
France,2020-05-10,12.187307111888371,16.26756634,Power
France,2020-05-11,13.761957801340643,17.76793403,Power
France,2020-05-12,45.06034042340846,48.04650302,Power
France,2020-05-13,65.89229759627163,68.11843001,Power
France,2020-05-14,34.528139266167265,37.87125785,Power
France,2020-05-15,31.870080798592227,35.35149519,Power
France,2020-05-16,14.68031936614342,18.71718715,Power
France,2020-05-17,16.375328309335504,20.35917458,Power
France,2020-05-18,24.532631187611287,28.18700566,Power
France,2020-05-19,51.99318474021189,54.56301541,Power
France,2020-05-20,72.77194263333475,74.68905183,Power
France,2020-05-21,40.39925638157412,43.55876031,Power
France,2020-05-22,18.047696858602567,21.88759902,Power
France,2020-05-23,13.537685220870154,17.40252837,Power
France,2020-05-24,15.762979051449474,19.18613555,Power
France,2020-05-25,42.16978035437896,41.55671134,Power
France,2020-05-26,49.50601607890256,48.574905,Power
France,2020-05-27,54.847808124121,53.66787173,Power
France,2020-05-28,43.04877529907146,42.47189555,Power
France,2020-05-29,45.83121478364606,44.75451194,Power
France,2020-05-30,22.891696651605457,24.86161369,Power
France,2020-05-31,16.54113673043103,20.26231202,Power
France,2020-06-01,21.03230489815727,24.68859711,Power
France,2020-06-02,55.31049647378571,57.74144349,Power
France,2020-06-03,70.61877624225474,72.49594981,Power
France,2020-06-04,67.14944640233897,69.3956798,Power
France,2020-06-05,18.823158580452155,22.87826922,Power
France,2020-06-06,12.245361937457954,16.44993517,Power
France,2020-06-07,24.210231413520635,28.0033008,Power
France,2020-06-08,70.3570425611128,72.51532232,Power
France,2020-06-09,74.83993936297865,76.65836792,Power
France,2020-06-10,75.50682882169153,77.28363246,Power
France,2020-06-11,74.71716745128299,76.55816527,Power
France,2020-06-12,71.37118823637391,73.8146167,Power
France,2020-06-13,47.67560233588335,50.73861424,Power
France,2020-06-14,31.47226479960045,35.09698046,Power
France,2020-06-15,68.6785622346827,71.01161454,Power
France,2020-06-16,75.81443611895338,77.6403539,Power
France,2020-06-17,73.1648183967444,74.97563141,Power
France,2020-06-18,72.41254755221327,74.52338344,Power
France,2020-06-19,74.14131947686961,76.17205106,Power
France,2020-06-20,65.20978287816035,67.5172141,Power
France,2020-06-21,32.86776137440601,36.16113261,Power
France,2020-06-22,70.34219567111779,72.47991739,Power
France,2020-06-23,74.88643904809639,76.85610115,Power
France,2020-06-24,73.39689654943466,75.41919514,Power
France,2020-06-25,75.74912620455744,77.74656871,Power
France,2020-06-26,72.07114904356958,74.12390888,Power
France,2020-06-27,61.28302956821455,63.79902774,Power
France,2020-06-28,28.827389703550324,32.47367506,Power
France,2020-06-29,59.89434346103295,62.36546182,Power
France,2020-06-30,65.77130416938554,68.08636516,Power
France,2020-07-01,65.37759562340635,67.6494816,Power
France,2020-07-02,67.54779876976538,69.89669305,Power
France,2020-07-03,61.95982067052994,64.48040577,Power
France,2020-07-04,32.695276577795184,36.21256997,Power
France,2020-07-05,21.746394779117836,25.49088634,Power
France,2020-07-06,48.18964090568474,51.01183347,Power
France,2020-07-07,59.25637555291381,61.44092536,Power
France,2020-07-08,59.45419670058161,61.90452963,Power
France,2020-07-09,61.18063259955553,63.66408817,Power
France,2020-07-10,61.762853477869896,64.39890761,Power
France,2020-07-11,62.38473033295007,65.01548792,Power
France,2020-07-12,48.945158190741274,52.03790861,Power
France,2020-07-13,61.62092756707434,64.28267254,Power
France,2020-07-14,60.92919578086266,63.56588957,Power
France,2020-07-15,73.63662500979785,73.33364397,Power
France,2020-07-16,83.4766568171044,80.24562282,Power
France,2020-07-17,70.0986258952903,72.03969374,Power
France,2020-07-18,63.49822617832216,66.11170492,Power
France,2020-07-19,59.111871629582055,61.87847694,Power
France,2020-07-20,62.988420995195824,65.41362645,Power
France,2020-07-21,72.71855187006332,69.68960757,Power
France,2020-07-22,85.94101570498302,78.00976767,Power
France,2020-07-23,96.39235226322394,86.01061533,Power
France,2020-07-24,79.98114372860327,74.00900984,Power
France,2020-07-25,62.11723492562347,63.59595037,Power
France,2020-07-26,38.940763023591856,41.45250059,Power
France,2020-07-27,68.7196282676033,67.78442117,Power
France,2020-07-28,72.95712982013423,72.01898519,Power
France,2020-07-29,68.29121153194342,69.98019526,Power
France,2020-07-30,73.99916161495597,70.42309098,Power
France,2020-07-31,74.89858285290525,69.92541781,Power
France,2020-08-01,63.58744190681503,62.33473301,Power
France,2020-08-02,49.61261656698381,51.50015439,Power
France,2020-08-03,55.23022080732666,57.80022905,Power
France,2020-08-04,54.80823339305809,57.25646266,Power
France,2020-08-05,45.69764075043591,48.38117988,Power
France,2020-08-06,48.513249654227046,51.23161128,Power
France,2020-08-07,59.317886539066734,58.85436094,Power
France,2020-08-08,58.77751146045728,58.95656764,Power
France,2020-08-09,55.8747984118957,57.82160562,Power
France,2020-08-10,60.56968778007071,59.99934323,Power
France,2020-08-11,61.040294621625655,63.17977536,Power
France,2020-08-12,67.32592573229194,69.25138798,Power
France,2020-08-13,56.96890532879352,59.24715533,Power
France,2020-08-14,65.3511724205213,67.32148493,Power
France,2020-08-15,67.65220712005427,69.55132791,Power
France,2020-08-16,65.803302780999,67.65816583,Power
France,2020-08-17,67.06774902076911,68.58337031,Power
France,2020-08-18,68.34220276633276,70.13517536,Power
France,2020-08-19,68.40316527341643,70.28080321,Power
France,2020-08-20,67.93967237109975,69.84124758,Power
France,2020-08-21,63.88805813555499,65.91931583,Power
France,2020-08-22,42.918173113978106,45.62093086,Power
France,2020-08-23,34.77014376363795,37.78508357,Power
France,2020-08-24,64.40161679675698,66.37490388,Power
France,2020-08-25,69.14230920625786,70.97286952,Power
France,2020-08-26,62.590498202425714,64.52783502,Power
France,2020-08-27,68.78793905047132,69.72968863,Power
France,2020-08-28,77.67594511622248,74.32965832,Power
France,2020-08-29,52.13165248609995,54.05599,Power
France,2020-08-30,42.28015933224284,45.14864236,Power
France,2020-08-31,73.98190513211324,68.67154864,Power
France,2020-09-01,88.88079463536947,79.77400234,Power
France,2020-09-02,84.25288074672952,75.49134105,Power
France,2020-09-03,66.14297926466837,62.95532142,Power
France,2020-09-04,68.44219313451535,65.60334347,Power
France,2020-09-05,53.350196879832545,55.40672173,Power
France,2020-09-06,46.525360227813586,48.8848652,Power
France,2020-09-07,77.43534152841332,75.47597664,Power
France,2020-09-08,80.70761242843682,76.80199172,Power
France,2020-09-09,83.4017769606379,78.98707753,Power
France,2020-09-10,87.03896189067609,82.7206283,Power
France,2020-09-11,85.09840912409271,81.28505832,Power
France,2020-09-12,73.00534759215282,70.20665325,Power
France,2020-09-13,55.17977784028221,53.29578589,Power
France,2020-09-14,69.67342687621465,67.08500667,Power
France,2020-09-15,76.4306528755523,72.44317641,Power
France,2020-09-16,80.25152987949335,74.16332192,Power
France,2020-09-17,70.4204469560699,67.13577601,Power
France,2020-09-18,66.59935822774675,64.03016186,Power
France,2020-09-19,57.56364902679059,59.71610373,Power
France,2020-09-20,61.425624217528444,63.3741685,Power
France,2020-09-21,85.88908564233857,80.91297248,Power
France,2020-09-22,99.20432024162095,90.64198185,Power
France,2020-09-23,85.39039116195615,79.86351671,Power
France,2020-09-24,62.97671170527885,65.13038696,Power
France,2020-09-25,54.91382378645724,57.30723201,Power
France,2020-09-26,31.142101798166426,34.67278924,Power
France,2020-09-27,31.18207536150537,36.54056665,Power
France,2020-09-28,79.87198335159296,83.31650006,Power
France,2020-09-29,100.16181787279686,98.66888219,Power
France,2020-09-30,95.5674740705941,93.72421538,Power
France,2020-10-01,83.27174996011591,86.03533198,Power
France,2020-10-02,74.15031070562908,75.86008681,Power
France,2020-10-03,41.829045248799154,44.44388372,Power
France,2020-10-04,20.518911297283573,23.82485026,Power
France,2020-10-05,52.61605396158587,53.32517867,Power
France,2020-10-06,47.71830008627187,50.22490865,Power
France,2020-10-07,63.759273251407926,65.92800006,Power
France,2020-10-08,47.40520207003444,50.00913894,Power
France,2020-10-09,76.21623253632849,76.84875296,Power
France,2020-10-10,33.52126279469129,36.68018234,Power
France,2020-10-11,21.727170205223896,25.24973196,Power
France,2020-10-12,88.49561152450917,82.23831954,Power
France,2020-10-13,99.18691649741301,92.22117562,Power
France,2020-10-14,78.30051792843463,75.28492359,Power
France,2020-10-15,89.24512995207311,83.83087367,Power
France,2020-10-16,94.15514540741225,89.17902315,Power
France,2020-10-17,80.59322480227198,80.57295148,Power
France,2020-10-18,50.46430886216787,51.4627454,Power
France,2020-10-19,68.3858321040025,68.77375534,Power
France,2020-10-20,62.74469001242382,63.3474478,Power
France,2020-10-21,66.61289447324182,64.69417142,Power
France,2020-10-22,86.93929616654607,79.81274737,Power
France,2020-10-23,89.9885507174328,85.90106043,Power
France,2020-10-24,16.557778266863448,18.83075015,Power
France,2020-10-25,17.51581698087024,19.77198705,Power
France,2020-10-26,58.123946522857366,60.26321021,Power
France,2020-10-27,49.61711491966557,52.59035923,Power
France,2020-10-28,49.972924801250315,52.97446939,Power
France,2020-10-29,56.60365253976748,59.36673049,Power
France,2020-10-30,42.755748754256345,45.5962142,Power
France,2020-10-31,23.940296941312333,27.40008084,Power
France,2020-11-01,40.57600389574439,43.21539922,Power
France,2020-11-02,58.36981499030122,60.53976952,Power
France,2020-11-03,99.41909345481494,100.1812742,Power
France,2020-11-04,111.95405200209808,112.3592364,Power
France,2020-11-05,104.63977915347682,105.2962855,Power
France,2020-11-06,107.34649188405656,107.8761698,Power
France,2020-11-07,54.62202524305826,56.97389119,Power
France,2020-11-08,54.12476935927735,56.44816128,Power
France,2020-11-09,100.36613661591174,101.0496972,Power
France,2020-11-10,124.77561478793959,124.7202354,Power
France,2020-11-11,94.44736739957543,95.5205149,Power
France,2020-11-12,105.73624326849526,106.3143444,Power
France,2020-11-13,107.02937110455942,107.5976064,Power
France,2020-11-14,64.7802082218548,66.72360911,Power
France,2020-11-15,45.462673209218195,48.05652329,Power
France,2020-11-16,97.88361177604963,98.72432766,Power
France,2020-11-17,107.7863845752494,108.2870006,Power
France,2020-11-18,98.76914194666936,99.54532138,Power
France,2020-11-19,84.3245282776294,85.61581688,Power
France,2020-11-20,122.666825827346,119.8176537,Power
France,2020-11-21,106.58383242984414,107.1159657,Power
France,2020-11-22,117.24957521235005,117.4261504,Power
France,2020-11-23,130.13989196253618,129.8779998,Power
France,2020-11-24,126.83076690506991,126.7296325,Power
France,2020-11-25,127.81037327613245,126.6895515,Power
France,2020-11-26,156.84268395163008,143.532949,Power
France,2020-11-27,179.12860891615315,160.7197077,Power
France,2020-11-28,135.53677469197493,130.3569685,Power
France,2020-11-29,145.5126488628316,140.3585291,Power
France,2020-11-30,159.8870970716463,150.2846036,Power
France,2020-12-01,171.1610816590257,157.9307339,Power
France,2020-12-02,187.7819114468761,170.520863,Power
France,2020-12-03,166.77154119470356,156.0275516,Power
France,2020-12-04,143.25198294548412,132.8246257,Power
France,2020-12-05,146.3294815289419,137.4005468,Power
France,2020-12-06,139.39814751273076,131.0383465,Power
France,2020-12-07,177.05896073632897,161.0897895,Power
France,2020-12-08,171.07476868592624,158.1752284,Power
France,2020-12-09,172.7458951188184,160.3502939,Power
France,2020-12-10,151.96256397904233,143.3318757,Power
France,2020-12-11,148.02370003444088,142.7072792,Power
France,2020-12-12,117.23438751667469,118.053419,Power
France,2020-12-13,105.48673314167942,106.7198312,Power
France,2020-12-14,118.9595036670002,119.7054267,Power
France,2020-12-15,123.44608447311445,123.83578,Power
France,2020-12-16,129.8375072000326,127.6788856,Power
France,2020-12-17,148.38375837747665,137.1714167,Power
France,2020-12-18,133.12654681226735,128.9855282,Power
France,2020-12-19,75.0085707758354,72.15659683,Power
France,2020-12-20,86.34299561682259,83.78611648,Power
France,2020-12-21,80.67444227524241,82.30712536,Power
France,2020-12-22,73.73119523379887,75.64030899,Power
France,2020-12-23,54.13599075152822,56.72138051,Power
France,2020-12-24,45.97578019173837,49.06188989,Power
France,2020-12-25,46.125243490536405,49.22755827,Power
France,2020-12-26,46.166346250579835,49.4593604,Power
France,2020-12-27,46.0966324690364,49.3952307,Power
France,2020-12-28,68.43592609280543,70.96618934,Power
France,2020-12-29,87.16675872770672,89.07347635,Power
France,2020-12-30,85.42995539148973,87.39274389,Power
France,2020-12-31,84.85355693368287,86.84096129,Power
France,2021-01-01,77.70266473324247,79.71655283,Power
France,2021-01-02,98.15538119290272,99.53930922,Power
France,2021-01-03,91.9136193742059,91.07418928,Power
France,2021-01-04,151.23120444598248,140.8328216,Power
France,2021-01-05,168.24232695978094,155.4884613,Power
France,2021-01-06,185.5550508558693,167.15873,Power
France,2021-01-07,202.76796082076012,178.9859829,Power
France,2021-01-08,208.65419505704836,183.8544957,Power
France,2021-01-09,187.16280112372192,167.9563431,Power
France,2021-01-10,177.28724196510038,158.3696215,Power
France,2021-01-11,200.4192316754213,176.6893381,Power
France,2021-01-12,196.81033312283057,172.5235799,Power
France,2021-01-13,187.1360109319079,166.3918457,Power
France,2021-01-14,175.08664931243177,154.4296533,Power
France,2021-01-15,174.7791902222374,152.2198508,Power
France,2021-01-16,184.17411386107227,161.2461056,Power
France,2021-01-17,150.7280837968176,135.1466552,Power
France,2021-01-18,180.8188046583923,160.8893842,Power
France,2021-01-19,146.14091979425092,132.6155362,Power
France,2021-01-20,114.42446620730453,104.6523165,Power
France,2021-01-21,80.12494692892005,77.29899687,Power
France,2021-01-22,115.89429921266253,111.6244169,Power
France,2021-01-23,79.21660698486963,75.46796043,Power
France,2021-01-24,69.73502455644457,66.07763602,Power
France,2021-01-25,144.68456657455275,132.4699084,Power
France,2021-01-26,169.65330058691742,153.513133,Power
France,2021-01-27,153.29006173979937,141.0539354,Power
France,2021-01-28,134.94602132106226,128.2847777,Power
France,2021-01-29,62.62060540955919,63.67143637,Power
France,2021-01-30,61.9025492251741,63.25993748,Power
France,2021-01-31,59.98487680681542,61.35608712,Power
France,2021-02-01,118.3107942752296,113.5863848,Power
France,2021-02-02,94.69922060955308,94.67547255,Power
