country/region,date,energy_source,value,timestamp
United Kingdom,11/12/2021,solar,0.0,1639123200.0
United Kingdom,11/12/2021,wind,181.2375,1639123200.0
United Kingdom,11/12/2021,other,60.826,1639123200.0
United States,11/12/2021,coal,1723.255,1639123200.0
United States,11/12/2021,gas,3299.599,1639123200.0
United States,11/12/2021,oil,59.968,1639123200.0
United States,11/12/2021,nuclear,2214.068,1639123200.0
United States,11/12/2021,hydro,676.649,1639123200.0
United States,11/12/2021,solar,194.726,1639123200.0
United States,11/12/2021,wind,1682.946,1639123200.0
United States,11/12/2021,other,194.173,1639123200.0
Brazil,12/12/2021,coal,270.40727400000003,1639209600.0
Brazil,12/12/2021,gas,6.365593,1639209600.0
Brazil,12/12/2021,oil,0.742587,1639209600.0
Brazil,12/12/2021,nuclear,48.046383,1639209600.0
Brazil,12/12/2021,hydro,903.665647,1639209600.0
Brazil,12/12/2021,solar,25.298906,1639209600.0
Brazil,12/12/2021,wind,245.661684,1639209600.0
Brazil,12/12/2021,other,31.459053,1639209600.0
China,12/12/2021,coal,15219.9796999938,1639209600.0
China,12/12/2021,gas,623.176423479824,1639209600.0
China,12/12/2021,oil,140.9503395546306,1639209600.0
China,12/12/2021,nuclear,1186.0773879625613,1639209600.0
China,12/12/2021,hydro,2407.022562449637,1639209600.0
China,12/12/2021,solar,858.0147833632927,1639209600.0
China,12/12/2021,wind,2110.200985557553,1639209600.0
China,12/12/2021,other,1799.7372114278298,1639209600.0
India,12/12/2021,coal,2682.0,1639209600.0
India,12/12/2021,gas,57.31054079071031,1639209600.0
India,12/12/2021,oil,5.689459209289683,1639209600.0
India,12/12/2021,nuclear,130.0,1639209600.0
India,12/12/2021,hydro,264.0,1639209600.0
India,12/12/2021,solar,147.36416641006048,1639209600.0
India,12/12/2021,wind,133.8300640803571,1639209600.0
India,12/12/2021,other,76.8057695095824,1639209600.0
Japan,12/12/2021,coal,711.2515888158307,1639209600.0
Japan,12/12/2021,gas,833.047784725929,1639209600.0
Japan,12/12/2021,oil,78.09172645824039,1639209600.0
Japan,12/12/2021,nuclear,196.775,1639209600.0
Japan,12/12/2021,hydro,125.0136,1639209600.0
Japan,12/12/2021,solar,138.3485,1639209600.0
Japan,12/12/2021,wind,33.6584,1639209600.0
Japan,12/12/2021,other,44.4204,1639209600.0
United Kingdom,12/12/2021,coal,20.6195,1639209600.0
United Kingdom,12/12/2021,gas,190.1515,1639209600.0
United Kingdom,12/12/2021,oil,0.0,1639209600.0
United Kingdom,12/12/2021,nuclear,122.6475,1639209600.0
United Kingdom,12/12/2021,hydro,16.37,1639209600.0
United Kingdom,12/12/2021,solar,0.0,1639209600.0
United Kingdom,12/12/2021,wind,218.2135,1639209600.0
United Kingdom,12/12/2021,other,64.0545,1639209600.0
United States,12/12/2021,coal,1690.806,1639209600.0
United States,12/12/2021,gas,3198.406,1639209600.0
United States,12/12/2021,oil,52.29,1639209600.0
United States,12/12/2021,nuclear,2243.114,1639209600.0
United States,12/12/2021,hydro,670.8,1639209600.0
United States,12/12/2021,solar,230.188,1639209600.0
United States,12/12/2021,wind,1785.909,1639209600.0
United States,12/12/2021,other,193.265,1639209600.0
Brazil,13/12/2021,coal,285.601099,1639296000.0
Brazil,13/12/2021,gas,6.398851,1639296000.0
Brazil,13/12/2021,oil,0.862358,1639296000.0
Brazil,13/12/2021,nuclear,48.040973,1639296000.0
Brazil,13/12/2021,hydro,1160.307842,1639296000.0
Brazil,13/12/2021,solar,27.528527,1639296000.0
Brazil,13/12/2021,wind,225.714515,1639296000.0
Brazil,13/12/2021,other,30.877779,1639296000.0
China,13/12/2021,coal,15286.701481435568,1639296000.0
China,13/12/2021,gas,625.9083220727701,1639296000.0
China,13/12/2021,oil,141.5682416763996,1639296000.0
China,13/12/2021,nuclear,1191.2769478708242,1639296000.0
China,13/12/2021,hydro,2417.5745366639817,1639296000.0
China,13/12/2021,solar,861.7761730614274,1639296000.0
China,13/12/2021,wind,2119.451744870763,1639296000.0
China,13/12/2021,other,1807.6269507862569,1639296000.0
India,13/12/2021,coal,2797.0,1639296000.0
India,13/12/2021,gas,58.220231914372384,1639296000.0
India,13/12/2021,oil,5.779768085627614,1639296000.0
India,13/12/2021,nuclear,129.0,1639296000.0
India,13/12/2021,hydro,288.0,1639296000.0
India,13/12/2021,solar,138.71989966533627,1639296000.0
India,13/12/2021,wind,125.97969719296184,1639296000.0
India,13/12/2021,other,72.30040314170186,1639296000.0
Japan,13/12/2021,coal,855.3580273854136,1639296000.0
Japan,13/12/2021,gas,1001.8313084506387,1639296000.0
Japan,13/12/2021,oil,93.91386416394757,1639296000.0
Japan,13/12/2021,nuclear,196.825,1639296000.0
Japan,13/12/2021,hydro,178.3056,1639296000.0
Japan,13/12/2021,solar,175.4964,1639296000.0
Japan,13/12/2021,wind,55.7104,1639296000.0
Japan,13/12/2021,other,46.2434,1639296000.0
United Kingdom,13/12/2021,coal,33.4095,1639296000.0
United Kingdom,13/12/2021,gas,349.701,1639296000.0
United Kingdom,13/12/2021,oil,0.0,1639296000.0
United Kingdom,13/12/2021,nuclear,122.6015,1639296000.0
United Kingdom,13/12/2021,hydro,27.3265,1639296000.0
United Kingdom,13/12/2021,solar,0.0,1639296000.0
United Kingdom,13/12/2021,wind,178.7235,1639296000.0
United Kingdom,13/12/2021,other,78.171,1639296000.0
United States,13/12/2021,coal,1998.344,1639296000.0
United States,13/12/2021,gas,3866.899,1639296000.0
United States,13/12/2021,oil,76.488,1639296000.0
United States,13/12/2021,nuclear,2295.0,1639296000.0
United States,13/12/2021,hydro,774.037,1639296000.0
United States,13/12/2021,solar,182.116,1639296000.0
United States,13/12/2021,wind,1444.955,1639296000.0
United States,13/12/2021,other,205.231,1639296000.0
Brazil,14/12/2021,coal,254.979085,1639382400.0
Brazil,14/12/2021,gas,6.645288,1639382400.0
Brazil,14/12/2021,oil,0.748697,1639382400.0
Brazil,14/12/2021,nuclear,48.100485,1639382400.0
Brazil,14/12/2021,hydro,1206.029483,1639382400.0
Brazil,14/12/2021,solar,27.842544,1639382400.0
Brazil,14/12/2021,wind,229.915859,1639382400.0
Brazil,14/12/2021,other,28.214451,1639382400.0
China,14/12/2021,coal,15101.363199652884,1639382400.0
China,14/12/2021,gas,618.3197148701419,1639382400.0
China,14/12/2021,oil,139.851846893708,1639382400.0
China,14/12/2021,nuclear,1176.833725903428,1639382400.0
China,14/12/2021,hydro,2388.263497179694,1639382400.0
China,14/12/2021,solar,851.3278683443874,1639382400.0
China,14/12/2021,wind,2093.755191222959,1639382400.0
China,14/12/2021,other,1785.7110081239591,1639382400.0
India,14/12/2021,coal,2846.0,1639382400.0
India,14/12/2021,gas,59.129923038034455,1639382400.0
India,14/12/2021,oil,5.8700769619655455,1639382400.0
India,14/12/2021,nuclear,130.0,1639382400.0
India,14/12/2021,hydro,289.0,1639382400.0
India,14/12/2021,solar,141.1896901638289,1639382400.0
India,14/12/2021,wind,128.22265916078908,1639382400.0
India,14/12/2021,other,73.58765067538202,1639382400.0
Japan,14/12/2021,coal,947.809009877241,1639382400.0
Japan,14/12/2021,gas,1110.1137887594382,1639382400.0
Japan,14/12/2021,oil,104.0645013633209,1639382400.0
Japan,14/12/2021,nuclear,196.651,1639382400.0
Japan,14/12/2021,hydro,194.7946,1639382400.0
Japan,14/12/2021,solar,167.75780000000003,1639382400.0
Japan,14/12/2021,wind,29.5654,1639382400.0
Japan,14/12/2021,other,46.363800000000005,1639382400.0
United Kingdom,14/12/2021,coal,29.9545,1639382400.0
United Kingdom,14/12/2021,gas,342.3355,1639382400.0
United Kingdom,14/12/2021,oil,0.0,1639382400.0
United Kingdom,14/12/2021,nuclear,122.5435,1639382400.0
United Kingdom,14/12/2021,hydro,16.428,1639382400.0
United Kingdom,14/12/2021,solar,0.0,1639382400.0
United Kingdom,14/12/2021,wind,190.451,1639382400.0
United Kingdom,14/12/2021,other,73.666,1639382400.0
United States,14/12/2021,coal,2011.652,1639382400.0
United States,14/12/2021,gas,3754.427,1639382400.0
United States,14/12/2021,oil,67.415,1639382400.0
United States,14/12/2021,nuclear,2324.697,1639382400.0
United States,14/12/2021,hydro,743.36,1639382400.0
United States,14/12/2021,solar,155.403,1639382400.0
United States,14/12/2021,wind,1563.623,1639382400.0
United States,14/12/2021,other,202.286,1639382400.0
Brazil,15/12/2021,coal,217.968478,1639468800.0
Brazil,15/12/2021,gas,12.019613,1639468800.0
Brazil,15/12/2021,oil,0.864886,1639468800.0
Brazil,15/12/2021,nuclear,48.054855,1639468800.0
Brazil,15/12/2021,hydro,1221.190689,1639468800.0
Brazil,15/12/2021,solar,26.113984,1639468800.0
Brazil,15/12/2021,wind,245.744084,1639468800.0
Brazil,15/12/2021,other,27.798751,1639468800.0
China,15/12/2021,coal,15249.633825079029,1639468800.0
China,15/12/2021,gas,624.3906006322444,1639468800.0
China,15/12/2021,oil,141.22496271986122,1639468800.0
China,15/12/2021,nuclear,1188.3883034773444,1639468800.0
China,15/12/2021,hydro,2411.712328767123,1639468800.0
China,15/12/2021,solar,859.6865121180189,1639468800.0
China,15/12/2021,wind,2114.312434141201,1639468800.0
China,15/12/2021,other,1803.243762253797,1639468800.0
India,15/12/2021,coal,2847.0,1639468800.0
India,15/12/2021,gas,57.31054079071031,1639468800.0
India,15/12/2021,oil,5.689459209289683,1639468800.0
India,15/12/2021,nuclear,130.0,1639468800.0
India,15/12/2021,hydro,286.0,1639468800.0
India,15/12/2021,solar,151.06885215779943,1639468800.0
India,15/12/2021,wind,137.19450703209793,1639468800.0
India,15/12/2021,other,78.73664081010263,1639468800.0
Japan,15/12/2021,coal,934.3687185938396,1639468800.0
Japan,15/12/2021,gas,1094.371954145965,1639468800.0
Japan,15/12/2021,oil,102.5888272601953,1639468800.0
Japan,15/12/2021,nuclear,196.64,1639468800.0
Japan,15/12/2021,hydro,133.0776,1639468800.0
Japan,15/12/2021,solar,181.0882,1639468800.0
Japan,15/12/2021,wind,30.1833,1639468800.0
Japan,15/12/2021,other,45.6368,1639468800.0
United Kingdom,15/12/2021,coal,22.9515,1639468800.0
United Kingdom,15/12/2021,gas,333.35,1639468800.0
United Kingdom,15/12/2021,oil,0.0,1639468800.0
United Kingdom,15/12/2021,nuclear,122.461,1639468800.0
United Kingdom,15/12/2021,hydro,19.677,1639468800.0
United Kingdom,15/12/2021,solar,0.0,1639468800.0
United Kingdom,15/12/2021,wind,194.9375,1639468800.0
United Kingdom,15/12/2021,other,74.9335,1639468800.0
United States,15/12/2021,coal,1754.357,1639468800.0
United States,15/12/2021,gas,3479.403,1639468800.0
United States,15/12/2021,oil,60.417,1639468800.0
United States,15/12/2021,nuclear,2330.204,1639468800.0
United States,15/12/2021,hydro,724.2,1639468800.0
United States,15/12/2021,solar,174.953,1639468800.0
United States,15/12/2021,wind,1927.293,1639468800.0
United States,15/12/2021,other,195.808,1639468800.0
Brazil,16/12/2021,coal,220.115942,1639555200.0
Brazil,16/12/2021,gas,12.26354,1639555200.0
Brazil,16/12/2021,oil,0.878513,1639555200.0
Brazil,16/12/2021,nuclear,48.029222,1639555200.0
Brazil,16/12/2021,hydro,1206.789201,1639555200.0
Brazil,16/12/2021,solar,29.187949,1639555200.0
Brazil,16/12/2021,wind,256.738202,1639555200.0
Brazil,16/12/2021,other,28.281874,1639555200.0
China,16/12/2021,coal,15612.896857373082,1639555200.0
China,16/12/2021,gas,639.2642707493956,1639555200.0
China,16/12/2021,oil,144.5890964939367,1639555200.0
China,16/12/2021,nuclear,1216.6970185334403,1639555200.0
China,16/12/2021,hydro,2469.161966156325,1639555200.0
China,16/12/2021,solar,880.1651893634163,1639555200.0
China,16/12/2021,wind,2164.6776792908936,1639555200.0
China,16/12/2021,other,1846.199009871899,1639555200.0
India,16/12/2021,coal,2863.0,1639555200.0
India,16/12/2021,gas,59.129923038034455,1639555200.0
India,16/12/2021,oil,5.8700769619655455,1639555200.0
India,16/12/2021,nuclear,130.0,1639555200.0
India,16/12/2021,hydro,271.0,1639555200.0
India,16/12/2021,solar,160.5363824020212,1639555200.0
India,16/12/2021,wind,145.7925279087689,1639555200.0
India,16/12/2021,other,83.67108968920988,1639555200.0
Japan,16/12/2021,coal,946.3901375922522,1639555200.0
Japan,16/12/2021,gas,1108.4519458442094,1639555200.0
Japan,16/12/2021,oil,103.9087165635386,1639555200.0
Japan,16/12/2021,nuclear,193.745,1639555200.0
Japan,16/12/2021,hydro,156.05759999999998,1639555200.0
Japan,16/12/2021,solar,127.6503,1639555200.0
Japan,16/12/2021,wind,20.538,1639555200.0
Japan,16/12/2021,other,45.6858,1639555200.0
United Kingdom,16/12/2021,coal,30.868,1639555200.0
United Kingdom,16/12/2021,gas,465.4455,1639555200.0
United Kingdom,16/12/2021,oil,0.0,1639555200.0
United Kingdom,16/12/2021,nuclear,125.442,1639555200.0
United Kingdom,16/12/2021,hydro,22.786,1639555200.0
United Kingdom,16/12/2021,solar,0.0,1639555200.0
United Kingdom,16/12/2021,wind,60.0315,1639555200.0
United Kingdom,16/12/2021,other,69.913,1639555200.0
United States,16/12/2021,coal,1802.012,1639555200.0
United States,16/12/2021,gas,3621.459,1639555200.0
United States,16/12/2021,oil,61.858,1639555200.0
United States,16/12/2021,nuclear,2325.556,1639555200.0
United States,16/12/2021,hydro,743.297,1639555200.0
United States,16/12/2021,solar,183.001,1639555200.0
United States,16/12/2021,wind,1528.999,1639555200.0
United States,16/12/2021,other,202.733,1639555200.0
Brazil,17/12/2021,coal,228.28836,1639641600.0
Brazil,17/12/2021,gas,36.810548,1639641600.0
Brazil,17/12/2021,oil,0.864157,1639641600.0
Brazil,17/12/2021,nuclear,48.002107,1639641600.0
Brazil,17/12/2021,hydro,1182.861081,1639641600.0
Brazil,17/12/2021,solar,29.676152,1639641600.0
Brazil,17/12/2021,wind,238.231587,1639641600.0
Brazil,17/12/2021,other,30.037302,1639641600.0
China,17/12/2021,coal,15442.385638133015,1639641600.0
China,17/12/2021,gas,632.2827521229777,1639641600.0
China,17/12/2021,oil,143.01001329386045,1639641600.0
China,17/12/2021,nuclear,1203.4092543234365,1639641600.0
China,17/12/2021,hydro,2442.195809830782,1639641600.0
China,17/12/2021,solar,870.5527490237401,1639641600.0
China,17/12/2021,wind,2141.036849934916,1639641600.0
China,17/12/2021,other,1826.0363426225856,1639641600.0
India,17/12/2021,coal,2845.0,1639641600.0
India,17/12/2021,gas,58.220231914372384,1639641600.0
India,17/12/2021,oil,5.779768085627614,1639641600.0
India,17/12/2021,nuclear,130.0,1639641600.0
India,17/12/2021,hydro,268.0,1639641600.0
India,17/12/2021,solar,177.0016523919721,1639641600.0
India,17/12/2021,wind,160.74560769428368,1639641600.0
India,17/12/2021,other,92.25273991374422,1639641600.0
Japan,17/12/2021,coal,942.2844170266396,1639641600.0
Japan,17/12/2021,gas,1103.643153181149,1639641600.0
Japan,17/12/2021,oil,103.45792979221116,1639641600.0
Japan,17/12/2021,nuclear,194.394,1639641600.0
Japan,17/12/2021,hydro,208.1636,1639641600.0
Japan,17/12/2021,solar,89.59909999999999,1639641600.0
Japan,17/12/2021,wind,45.0376,1639641600.0
Japan,17/12/2021,other,46.01539999999999,1639641600.0
United Kingdom,17/12/2021,coal,29.065,1639641600.0
United Kingdom,17/12/2021,gas,477.398,1639641600.0
United Kingdom,17/12/2021,oil,0.0,1639641600.0
United Kingdom,17/12/2021,nuclear,128.5845,1639641600.0
United Kingdom,17/12/2021,hydro,25.336,1639641600.0
United Kingdom,17/12/2021,solar,0.0,1639641600.0
United Kingdom,17/12/2021,wind,29.9395,1639641600.0
United Kingdom,17/12/2021,other,62.01,1639641600.0
United States,17/12/2021,coal,1958.129,1639641600.0
United States,17/12/2021,gas,3795.036,1639641600.0
United States,17/12/2021,oil,79.164,1639641600.0
United States,17/12/2021,nuclear,2334.97,1639641600.0
United States,17/12/2021,hydro,768.844,1639641600.0
United States,17/12/2021,solar,176.078,1639641600.0
United States,17/12/2021,wind,1136.169,1639641600.0
United States,17/12/2021,other,191.957,1639641600.0
Brazil,18/12/2021,coal,188.705907,1639728000.0
Brazil,18/12/2021,gas,8.149246999999999,1639728000.0
Brazil,18/12/2021,oil,0.8272970000000001,1639728000.0
Brazil,18/12/2021,nuclear,47.88295,1639728000.0
Brazil,18/12/2021,hydro,1058.607146,1639728000.0
Brazil,18/12/2021,solar,23.836405,1639728000.0
Brazil,18/12/2021,wind,265.977936,1639728000.0
Brazil,18/12/2021,other,30.459653,1639728000.0
China,18/12/2021,coal,15338.596200334718,1639728000.0
China,18/12/2021,gas,628.033132089506,1639728000.0
China,18/12/2021,oil,142.0488322155532,1639728000.0
China,18/12/2021,nuclear,1195.3210500216949,1639728000.0
China,18/12/2021,hydro,2425.781627719581,1639728000.0
China,18/12/2021,solar,864.7016983821981,1639728000.0
China,18/12/2021,wind,2126.6467798921467,1639728000.0
China,18/12/2021,other,1813.7634147317,1639728000.0
India,18/12/2021,coal,2830.0,1639728000.0
India,18/12/2021,gas,54.58146741972411,1639728000.0
India,18/12/2021,oil,5.418532580275889,1639728000.0
India,18/12/2021,nuclear,130.0,1639728000.0
India,18/12/2021,hydro,242.0,1639728000.0
India,18/12/2021,solar,184.8226556371988,1639728000.0
India,18/12/2021,wind,167.84832059240318,1639728000.0
India,18/12/2021,other,96.32902377039804,1639728000.0
Japan,18/12/2021,coal,918.0991876446252,1639728000.0
Japan,18/12/2021,gas,1075.3163950036117,1639728000.0
Japan,18/12/2021,oil,100.80251735176304,1639728000.0
Japan,18/12/2021,nuclear,194.508,1639728000.0
Japan,18/12/2021,hydro,169.47359999999998,1639728000.0
Japan,18/12/2021,solar,152.3775,1639728000.0
Japan,18/12/2021,wind,59.8605,1639728000.0
Japan,18/12/2021,other,46.3688,1639728000.0
United Kingdom,18/12/2021,coal,14.474,1639728000.0
United Kingdom,18/12/2021,gas,427.0365,1639728000.0
United Kingdom,18/12/2021,oil,0.0,1639728000.0
United Kingdom,18/12/2021,nuclear,129.6935,1639728000.0
United Kingdom,18/12/2021,hydro,19.4175,1639728000.0
United Kingdom,18/12/2021,solar,0.0,1639728000.0
United Kingdom,18/12/2021,wind,31.6535,1639728000.0
United Kingdom,18/12/2021,other,47.6635,1639728000.0
United States,18/12/2021,coal,1921.794,1639728000.0
United States,18/12/2021,gas,3481.866,1639728000.0
United States,18/12/2021,oil,79.349,1639728000.0
United States,18/12/2021,nuclear,2336.33,1639728000.0
United States,18/12/2021,hydro,754.208,1639728000.0
United States,18/12/2021,solar,164.859,1639728000.0
United States,18/12/2021,wind,1230.615,1639728000.0
United States,18/12/2021,other,199.796,1639728000.0
Brazil,19/12/2021,coal,177.828788,1639814400.0
Brazil,19/12/2021,gas,6.185363,1639814400.0
Brazil,19/12/2021,oil,0.832369,1639814400.0
Brazil,19/12/2021,nuclear,47.93627,1639814400.0
Brazil,19/12/2021,hydro,990.569915,1639814400.0
Brazil,19/12/2021,solar,22.214795,1639814400.0
Brazil,19/12/2021,wind,195.288049,1639814400.0
Brazil,19/12/2021,other,30.750924,1639814400.0
China,19/12/2021,coal,14871.54373024236,1639814400.0
China,19/12/2021,gas,608.909841938883,1639814400.0
China,19/12/2021,oil,137.72351736317046,1639814400.0
China,19/12/2021,nuclear,1158.9241306638564,1639814400.0
China,19/12/2021,hydro,2351.917808219177,1639814400.0
China,19/12/2021,solar,838.371970495258,1639814400.0
China,19/12/2021,wind,2061.891464699684,1639814400.0
China,19/12/2021,other,1758.5352392227112,1639814400.0
India,19/12/2021,coal,2702.0,1639814400.0
India,19/12/2021,gas,56.40084966704825,1639814400.0
India,19/12/2021,oil,5.599150332951751,1639814400.0
India,19/12/2021,nuclear,135.0,1639814400.0
India,19/12/2021,hydro,241.0,1639814400.0
India,19/12/2021,solar,174.53186189347946,1639814400.0
India,19/12/2021,wind,158.50264572645645,1639814400.0
India,19/12/2021,other,90.96549238006406,1639814400.0
Japan,19/12/2021,coal,888.8809839444942,1639814400.0
Japan,19/12/2021,gas,1041.0948055564943,1639814400.0
Japan,19/12/2021,oil,97.59451049901124,1639814400.0
Japan,19/12/2021,nuclear,194.542,1639814400.0
Japan,19/12/2021,hydro,112.6586,1639814400.0
Japan,19/12/2021,solar,143.5517,1639814400.0
Japan,19/12/2021,wind,35.921800000000005,1639814400.0
Japan,19/12/2021,other,44.6794,1639814400.0
United Kingdom,19/12/2021,coal,3.225,1639814400.0
United Kingdom,19/12/2021,gas,446.262,1639814400.0
United Kingdom,19/12/2021,oil,0.0,1639814400.0
United Kingdom,19/12/2021,nuclear,134.2625,1639814400.0
United Kingdom,19/12/2021,hydro,16.1005,1639814400.0
United Kingdom,19/12/2021,solar,0.0,1639814400.0
United Kingdom,19/12/2021,wind,43.818,1639814400.0
United Kingdom,19/12/2021,other,70.2845,1639814400.0
United States,19/12/2021,coal,2034.187,1639814400.0
United States,19/12/2021,gas,3684.145,1639814400.0
United States,19/12/2021,oil,83.267,1639814400.0
United States,19/12/2021,nuclear,2311.921,1639814400.0
United States,19/12/2021,hydro,744.213,1639814400.0
United States,19/12/2021,solar,163.159,1639814400.0
United States,19/12/2021,wind,1036.003,1639814400.0
United States,19/12/2021,other,192.936,1639814400.0
Brazil,20/12/2021,coal,215.169399,1639900800.0
Brazil,20/12/2021,gas,59.519028,1639900800.0
Brazil,20/12/2021,oil,0.84367,1639900800.0
Brazil,20/12/2021,nuclear,47.977475,1639900800.0
Brazil,20/12/2021,hydro,1174.236827,1639900800.0
Brazil,20/12/2021,solar,24.260074,1639900800.0
Brazil,20/12/2021,wind,164.354047,1639900800.0
Brazil,20/12/2021,other,29.721746,1639900800.0
China,20/12/2021,coal,14938.265511684123,1639900800.0
China,20/12/2021,gas,611.6417405318291,1639900800.0
China,20/12/2021,oil,138.34141948493945,1639900800.0
China,20/12/2021,nuclear,1164.1236905721194,1639900800.0
China,20/12/2021,hydro,2362.4697824335217,1639900800.0
China,20/12/2021,solar,842.1333601933925,1639900800.0
China,20/12/2021,wind,2071.142224012893,1639900800.0
China,20/12/2021,other,1766.4249785811382,1639900800.0
India,20/12/2021,coal,2905.0,1639900800.0
India,20/12/2021,gas,55.49115854338618,1639900800.0
India,20/12/2021,oil,5.50884145661382,1639900800.0
India,20/12/2021,nuclear,136.0,1639900800.0
India,20/12/2021,hydro,263.0,1639900800.0
India,20/12/2021,solar,144.89437591156786,1639900800.0
India,20/12/2021,wind,131.5871021125299,1639900800.0
India,20/12/2021,other,75.51852197590225,1639900800.0
Japan,20/12/2021,coal,970.0798905471094,1639900800.0
Japan,20/12/2021,gas,1136.1983811844868,1639900800.0
Japan,20/12/2021,oil,106.50972826840383,1639900800.0
Japan,20/12/2021,nuclear,195.323,1639900800.0
Japan,20/12/2021,hydro,173.2646,1639900800.0
Japan,20/12/2021,solar,172.7473,1639900800.0
Japan,20/12/2021,wind,28.58,1639900800.0
Japan,20/12/2021,other,46.7334,1639900800.0
United Kingdom,20/12/2021,coal,31.4845,1639900800.0
United Kingdom,20/12/2021,gas,496.4305,1639900800.0
United Kingdom,20/12/2021,oil,0.0,1639900800.0
United Kingdom,20/12/2021,nuclear,141.556,1639900800.0
United Kingdom,20/12/2021,hydro,25.696,1639900800.0
United Kingdom,20/12/2021,solar,0.0,1639900800.0
United Kingdom,20/12/2021,wind,35.6715,1639900800.0
United Kingdom,20/12/2021,other,73.857,1639900800.0
United States,20/12/2021,coal,2090.251,1639900800.0
United States,20/12/2021,gas,4361.113,1639900800.0
United States,20/12/2021,oil,90.679,1639900800.0
United States,20/12/2021,nuclear,2327.633,1639900800.0
United States,20/12/2021,hydro,837.094,1639900800.0
United States,20/12/2021,solar,190.839,1639900800.0
United States,20/12/2021,wind,1205.217,1639900800.0
United States,20/12/2021,other,210.037,1639900800.0
Brazil,21/12/2021,coal,221.965064,1639987200.0
Brazil,21/12/2021,gas,17.438169,1639987200.0
Brazil,21/12/2021,oil,0.830865,1639987200.0
Brazil,21/12/2021,nuclear,47.927219,1639987200.0
Brazil,21/12/2021,hydro,1265.100125,1639987200.0
Brazil,21/12/2021,solar,21.546211,1639987200.0
Brazil,21/12/2021,wind,149.849762,1639987200.0
Brazil,21/12/2021,other,29.656686,1639987200.0
China,21/12/2021,coal,14878.957261513668,1639987200.0
China,21/12/2021,gas,609.2133862269882,1639987200.0
China,21/12/2021,oil,137.79217315447812,1639987200.0
China,21/12/2021,nuclear,1159.501859542553,1639987200.0
China,21/12/2021,hydro,2353.09024979855,1639987200.0
China,21/12/2021,solar,838.7899026839398,1639987200.0
China,21/12/2021,wind,2062.9193268455965,1639987200.0
China,21/12/2021,other,1759.4118769292031,1639987200.0
India,21/12/2021,coal,3018.0,1639987200.0
India,21/12/2021,gas,57.31054079071031,1639987200.0
India,21/12/2021,oil,5.689459209289683,1639987200.0
India,21/12/2021,nuclear,135.0,1639987200.0
India,21/12/2021,hydro,283.0,1639987200.0
India,21/12/2021,solar,121.43136617588785,1639987200.0
India,21/12/2021,wind,110.27896341817136,1639987200.0
India,21/12/2021,other,63.2896704059408,1639987200.0
Japan,21/12/2021,coal,945.7247822803636,1639987200.0
Japan,21/12/2021,gas,1107.6726537099769,1639987200.0
Japan,21/12/2021,oil,103.83566400965952,1639987200.0
Japan,21/12/2021,nuclear,201.731,1639987200.0
Japan,21/12/2021,hydro,172.5356,1639987200.0
Japan,21/12/2021,solar,164.6704,1639987200.0
Japan,21/12/2021,wind,30.4016,1639987200.0
Japan,21/12/2021,other,46.5298,1639987200.0
United Kingdom,21/12/2021,coal,43.5675,1639987200.0
United Kingdom,21/12/2021,gas,503.6675,1639987200.0
United Kingdom,21/12/2021,oil,0.0,1639987200.0
United Kingdom,21/12/2021,nuclear,148.848,1639987200.0
United Kingdom,21/12/2021,hydro,20.4305,1639987200.0
United Kingdom,21/12/2021,solar,0.0,1639987200.0
United Kingdom,21/12/2021,wind,25.0465,1639987200.0
United Kingdom,21/12/2021,other,79.576,1639987200.0
United States,21/12/2021,coal,2226.917,1639987200.0
United States,21/12/2021,gas,4707.323,1639987200.0
United States,21/12/2021,oil,109.01,1639987200.0
United States,21/12/2021,nuclear,2349.351,1639987200.0
United States,21/12/2021,hydro,864.947,1639987200.0
United States,21/12/2021,solar,114.357,1639987200.0
United States,21/12/2021,wind,934.77,1639987200.0
United States,21/12/2021,other,213.713,1639987200.0
Brazil,22/12/2021,coal,217.613466,1640073600.0
Brazil,22/12/2021,gas,23.949957,1640073600.0
Brazil,22/12/2021,oil,0.738368,1640073600.0
Brazil,22/12/2021,nuclear,47.827665,1640073600.0
Brazil,22/12/2021,hydro,1250.767337,1640073600.0
Brazil,22/12/2021,solar,25.829616,1640073600.0
Brazil,22/12/2021,wind,169.228772,1640073600.0
Brazil,22/12/2021,other,30.739809,1640073600.0
China,22/12/2021,coal,15657.378045000927,1640073600.0
China,22/12/2021,gas,641.0855364780264,1640073600.0
China,22/12/2021,oil,145.0010312417827,1640073600.0
China,22/12/2021,nuclear,1220.163391805616,1640073600.0
China,22/12/2021,hydro,2476.1966156325548,1640073600.0
China,22/12/2021,solar,882.6727824955061,1640073600.0
China,22/12/2021,wind,2170.844852166367,1640073600.0
China,22/12/2021,other,1851.4588361108504,1640073600.0
India,22/12/2021,coal,3077.0,1640073600.0
India,22/12/2021,gas,56.40084966704825,1640073600.0
India,22/12/2021,oil,5.599150332951751,1640073600.0
India,22/12/2021,nuclear,135.0,1640073600.0
India,22/12/2021,hydro,270.0,1640073600.0
India,22/12/2021,solar,115.66852167940502,1640073600.0
India,22/12/2021,wind,105.04538549324118,1640073600.0
India,22/12/2021,other,60.28609282735378,1640073600.0
Japan,22/12/2021,coal,924.314387481336,1640073600.0
Japan,22/12/2021,gas,1082.5958985393731,1640073600.0
Japan,22/12/2021,oil,101.48491397929084,1640073600.0
