date,Brazil,China,EU,France,Germany,India,Italy,Japan,Spain,United Kingdom,United States
2019/8/4,1208.320848,21072.01448,5759.829618,1131.367,875.229877,3540,512.4585,2599.4899,610.422877,493.6585,12030.806
2019/8/5,1422.132615,22071.85314,6731.566942,1212.710729,1125.371875,3754,667.009722,3036.4214,634.993792,552.625,12825.528
2019/8/6,1461.475627,23097.32869,6951.334663,1214.360674,1202.514875,3657,709.629778,3071.8028,659.471206,575.568,13192.073
2019/8/7,1478.559437,22931.44294,7030.612439,1215.429804,1231.246749,3558,705.332,3090.1831,674.57062,570.9065,13266.55
2019/8/8,1505.412943,23103.3609,7008.69249,1223.631313,1190.665251,3568,701.409,3088.7268,711.554035,590.7135,13110.804
2019/8/9,1518.242251,22919.37852,6979.62397,1274.945909,1145.419501,3566,681.8405,3004.629,739.753043,574.3075,12940.079
2019/8/10,1397.626472,21154.95736,6331.704487,1098.59875,1188.392627,3660,604,2662.7572,627.0574,486.754,12190.714
2019/8/11,1260.193661,19339.26242,5976.460601,1022.36975,1023.484126,3661,563.936,2457.924,592.34405,505.5775,11863.54
2019/8/12,1513.804969,20664.84037,6862.332111,1180.9625,1160.836493,3820,655.8535,2480.5266,656.79155,584.602,12900.614
2019/8/13,1539.827614,22055.26457,6843.119604,1206.553444,1150.973999,3779,627.5835,2562.8266,648.075,571.6705,13449.475
2019/8/14,1507.81711,23000.81335,6719.157404,1199.76789,1043.903374,3729,560.1145,2462.5472,639.2055,622.9665,13252.958
2019/8/15,1475.025983,22126.14303,6377.998485,1157.505166,1183.583249,3351,498.1315,2393.4664,603.9045,555.3,12988.005
2019/8/16,1479.769029,21818.50036,6382.757599,1134.725056,1056.344249,3558,513.106,2491.905,624.211,574.6235,12883.999
2019/8/17,1359.086819,21711.42865,6080.796915,1100.936333,1106.87925,3482,501.073625,2536.1457,622.4275,499.8535,12436.899
2019/8/18,1251.125824,21257.50491,5781.91814,1097.586111,966.823874,3329,486.452518,2461.6155,580.6635,497.148,12327.823
2019/8/19,1487.905534,22572.5265,6798.081557,1183.999222,1148.432874,3553,588.197857,2760.6922,657.6165,571.2045,13261.574
2019/8/20,1520.59357,22659.99353,6964.480732,1230.035278,1140.95225,3706,648.6285,2778.6034,686.640286,586.5535,13458.014
2019/8/21,1516.976149,23178.76352,6832.842927,1227.658,1072.924448,3791,658.4625,2835.113,666.844714,552.7945,13344.647
2019/8/22,1513.769398,23352.18953,6827.508954,1196.178,1097.123426,3785,672.6035,2825.3468,658.618,541.075,13176.368
2019/8/23,1504.988087,23905.64471,6833.620034,1196.8135,1065.870499,3830,684.9,2703.4607,655.0465,552.114,12454.133
2019/8/24,1363.479874,23415.52772,6143.327298,1134.307833,974.077376,3746,593.046,2368.8883,626.0965,508.541,11285.357
2019/8/25,1226.086516,21865.24998,5874.947939,1091.600042,941.845499,3603,565.299333,2182.7361,609.6355,496.4435,10839.405
2019/8/26,1458.212624,22828.89539,7018.563955,1205.618625,1147.29675,3763,749.339292,2515.3206,668.447,583.1325,11685.82
2019/8/27,1504.449952,23557.28464,7291.018749,1256.6975,1249.715064,3916,792.742,2568.2215,623.782174,661.098,12000.099
2019/8/28,1504.243907,22676.58211,7375.208671,1277.731,1243.644315,4008,824.344875,2591.1221,593.591217,691.5275,12094.528
2019/8/29,1515.556287,21593.80057,7355.57346,1238.317,1267.238876,4064,831.6705,2745.0948,638.576966,624.943,12141.876
2019/8/30,1535.457522,21645.07435,7178.749518,1216.4011,1187.979875,4041,811.559,2602.0453,645.321143,592.044,12088.854
2019/8/31,1418.623391,20664.84037,6395.740858,1193.60915,993.72275,3998,679.9645,2316.101,604.9805,506.296,11193.26
2019/9/1,1277.080623,19767.25196,6110.707604,1155.06025,1056.789875,3707,595.983,2186.2451,603.873333,500.688,10968.006
2019/9/2,1508.78786,20591.14508,7188.566023,1227.605,1177.68125,3712,778.684571,2650.3521,732.109167,580.0625,11352.409
2019/9/3,1555.900532,20841.55913,7347.028117,1229.2005,1296.467,3812,794.159929,2725.4703,669.496,615.301,12272.427
2019/9/4,1554.2307,20759.63355,7290.422677,1281.218056,1235.54625,3824,762.0385,2654.5679,692.223,585.593,12695.721
2019/9/5,1539.579946,21303.74308,7423.943942,1265.912844,1340.123,3835,779.852,2685.9319,695.680667,592.98,12392.863
2019/9/6,1513.205714,21888.04252,7269.320137,1276.107656,1182.351251,3878,771.958,2834.1472,702.716333,605.265,12090.162
2019/9/7,1316.25502,21605.16739,6376.25111,1208.045444,965.685125,3835,590.574,2590.5791,643.310643,554.421,11406.401
2019/9/8,1277.895118,21892.67982,6066.085846,1227.1015,941.856,3693,520.142,2501.1462,586.236857,521.94,11017.875
2019/9/9,1561.303425,22546.53871,7215.954229,1299.5755,1172.9215,3883,690.35175,2909.2119,665.710929,667.633,11810.606
2019/9/10,1630.916528,22390.41638,7323.110563,1312.7515,1215.606625,3959,721.10125,3029.7734,725.348738,618.126,12297.352
2019/9/11,1656.526559,21632.99118,7358.427326,1299.913944,1266.6635,3957,734.0565,2924.4208,697.159958,614.315,12614.85
2019/9/12,1672.876636,21886.49675,7339.498717,1314.216556,1255.37175,3888,737.052,2653.2547,681.478375,600.536,12648.187
2019/9/13,1625.646001,19073.20315,7276.167099,1290.672056,1272.81475,3839,744.103666,2466.3284,676.5455,597.273,12175.468
2019/9/14,1476.700031,20102.68312,6256.587421,1220.323444,978.435875,3827,580.710334,2234.3216,603.613,501.5045,11242.015
2019/9/15,1352.999764,20280.44618,6087.592908,1103.9355,1136.235124,3733,505.2615,2199.6259,571.7275,545.6465,11112.19
2019/9/16,1626.267703,20438.11428,7163.726946,1252.722333,1227.237751,3858,699.265833,2344.5982,630.4455,667.4375,12045.621
2019/9/17,1667.647259,20110.41195,7428.88244,1236.896713,1448.778251,3800,724.271667,2598.7118,646.887,650.141,12007.568
2019/9/18,1671.192023,19591.03467,7416.541712,1263.173954,1400.58925,3717,749.2655,2467.0123,626.7295,646.2135,11701.564
2019/9/19,1657.14361,19974.38456,7287.113044,1213.812,1280.51763,3700,742.541571,2379.2756,625.6785,642.3955,11308.434
2019/9/20,1633.539378,20084.13393,7187.598327,1274.5025,1199.545374,3767,689.750429,2336.7688,683.296,610.831,11139.742
2019/9/21,1476.144184,19348.34945,6336.268064,1183.6035,1039.570875,3757,533.138714,2097.8205,615.3105,536.283,10764.26
2019/9/22,1313.673472,18563.10047,6191.380516,1158.978,1090.436253,3511,510.547286,2000.2236,610.3005,560.3345,10674.784
2019/9/23,1512.90412,19546.20746,7309.638197,1184.7411,1278.187623,3633,699.0375,2288.6148,669.762,687.112,11503.307
2019/9/24,1548.448108,19881.63862,7480.496966,1206.8429,1294.801821,3592,695.602,2419.3415,695.637,704.398,11454.099
2019/9/25,1552.927661,19620.40422,7475.36797,1268.3235,1327.951554,3526,710.2775,2398.2756,638.3455,681.6725,11278.423
2019/9/26,1537.021222,19422.5462,7464.430474,1294.615,1383.331375,3430,699.5475,2403.1763,608.0125,613.6565,11454.525
2019/9/27,1524.902673,19591.03467,7367.22654,1288.023125,1379.825375,3344,660.391,2446.7016,607.306,599.7005,11278.391
2019/9/28,1382.822856,19017.55559,6525.309764,1143.709875,1322.03154,3241,538.3205,2212.6348,577.125,537.2045,10929.765
2019/9/29,1250.078056,18955.72496,6217.958574,1047.157745,1287.80771,3048,472.344,2102.255,553.6885,541.682,10749.916
2019/9/30,1504.915575,17484.156,7323.051896,1198.761922,1446.332875,3191,634.7475,2462.3378,616.0865,670.764,11483.339
2019/10/1,1597.366104,15362.77723,7635.910459,1299.784833,1373.253251,3282,674.3715,2539.9508,672.645,702.5655,11884.506
2019/10/2,1635.424746,16067.79912,7697.749891,1305.286333,1408.9285,3187,688.253,2510.7732,683.07,688.6175,12044.699
2019/10/3,1621.625717,17088.02519,7445.002267,1284.681042,1231.2835,3353,676.134,2483.6002,651.528,720.9925,11575.189
2019/10/4,1611.903094,18079.31947,7527.079803,1344.195375,1307.264,3383,666.2869,2479.4138,608.3445,675.267,10924.043
2019/10/5,1485.162705,18676.22785,6798.944677,1204.23275,1265.914625,3391,534.4671,2184.1644,561.606,589.774,10071.908
2019/10/6,1317.742758,18834.5913,6487.288503,1208.623182,1260.429375,3280,470.7575,1953.5025,529.439,578.9305,9743.363
2019/10/7,1535.788956,18597.04612,7517.576025,1280.217318,1385.959623,3274,619.1165,2254.7748,623.579,722.487,10240.884
2019/10/8,1563.885675,18857.43218,7805.851709,1274.554167,1607.845125,3129,647.152,2337.3544,612.1385,684.204,10038.254
2019/10/9,1572.091505,18855.90945,7815.459523,1313.085633,1574.692126,3313,675.0665,2255.6158,612.34,678.2375,10039.254
2019/10/10,1590.208264,19579.20405,7756.994437,1310.8927,1579.215625,3439,678.957,2291.2334,614.574,650.32,10238.92
2019/10/11,1615.11806,20404.52125,7711.164238,1305.05427,1594.198398,3473,653.415,2342.1895,635.732,657.6155,9962.961
2019/10/12,1423.57978,19707.11299,6798.43342,1243.199363,1332.859475,3455,519.622,1978.5941,607.966424,609.564,9044.869
2019/10/13,1385.679872,18880.27306,6383.47839,1212.501867,1200.388938,3358,466.2245,1874.3457,571.980951,618.7665,8745.274
2019/10/14,1636.822283,18428.0236,7484.343452,1307.2226,1424.337675,3495,624.4525,2020.8355,710.082625,716.7195,9497.278
2019/10/15,1637.287896,19285.31803,7608.428294,1319.6825,1396.389513,3536,671.0535,2198.5868,712.245,719.8005,9847.498
2019/10/16,1647.974566,20131.95339,7756.889028,1367.432038,1530.029623,3530,642.466,2220.6354,659.091,677.1445,9821.583
2019/10/17,1674.314466,19799.99924,7718.465116,1281.958162,1497.340998,3519,643.433,2250.5473,671.48,731.661,9574.212
2019/10/18,1675.248169,19413.22697,7757.288645,1358.510628,1566.577001,3463,650.4885,2268.8728,642.248,703.501,9471.336
2019/10/19,1517.409333,18706.68236,6990.122111,1270.324572,1390.97275,3369,529.6295,2096.1854,593.8827,608.071,9037.504
2019/10/20,1316.636523,17869.18335,6549.330394,1281.4025,1145.8485,3194,478.694444,1884.854,576.6998,594.7185,8985.685
2019/10/21,1536.476382,19181.7727,7633.269487,1357.628,1421.687871,3202,632.629556,2082.6533,609.492,789.1075,9631.508
2019/10/22,1574.398865,19457.38601,7897.567716,1339.6417,1466.456751,3239,687.136,2063.122,690.7195,781.3955,9734.06
2019/10/23,1582.949972,19483.27235,7864.635783,1376.548618,1441.834751,3220,674.106,2215.9128,662.128,753.4555,9538.433
2019/10/24,1606.165911,19128.47731,7800.790152,1379.719546,1448.377124,3158,697.5635,2266.3161,683.344,679.473,9724.155
2019/10/25,1644.697427,19364.49976,7780.741521,1353.211908,1519.5495,3135,671.3935,2295.5511,634.837,711.069,9706.119
2019/10/26,1508.365943,18612.27338,6920.691537,1227.394338,1439.883079,3005,523.867,2042.3104,578.279,633.8715,9141.51
2019/10/27,1383.144389,17727.56988,6628.646517,1166.56959,1366.591045,2765,455.95,1886.7766,549.308,624.6035,8930.733
2019/10/28,1629.402161,17829.59249,7786.180443,1321.419856,1526.1955,2698,659.8085,2160.1282,603.707,764.17825,9535.896
2019/10/29,1706.501305,18555.93254,8057.362488,1398.604444,1495.23175,2820,699.9555,2276.0859,629.7585,781.0805,9883.618
2019/10/30,1725.230154,18132.61486,8114.547326,1379.394289,1454.68875,2922,706.9185,2231.1258,638.128,826.832,10058.936
2019/10/31,1701.627248,18960.97751,8039.811336,1364.434711,1425.98,3014,676.561,2227.3238,643.004,815.664,10329.356
2019/11/1,1654.271906,18225.89845,7353.79012,1329.444528,1326.10125,3047,514.60525,2220.439,620.674,716.8355,10194.956
2019/11/2,1423.103,18726.93901,7126.499577,1315.245772,1363.102,3067,492.730375,2017.3647,653.706651,630.3485,9533.449
2019/11/3,1373.83295,17644.5161,6933.71845,1323.760927,1153.561375,2976,506.526375,1892.9177,662.604634,634.594,9181.42
2019/11/4,1682.236238,18052.06804,7983.561057,1511.469073,1360.698499,3163,636.29,2032.7897,708.914401,727.3985,9682.256
2019/11/5,1721.50423,18462.54151,8256.694247,1463.0267,1465.419376,3245,712.614,2239.9937,741.83121,771.5165,9891.339
2019/11/6,1669.616524,19058.53146,8263.477491,1476.1675,1429.261,3270,753.6955,2282.4691,748.955018,790.0945,9955.247
2019/11/7,1647.360952,19133.0302,8396.16688,1561.873921,1538.133374,3179,693.976,2297.9273,717.457327,765.662,10138.512
2019/11/8,1649.804886,19388.66315,8348.20051,1532.965879,1471.812,3156,694.0085,2280.8342,747.579746,792.8745,10451.542
2019/11/9,1520.120226,18856.94662,7583.328993,1464.3638,1350.142749,3132,530.4495,2097.5224,679.427478,705.7095,10136.237
2019/11/10,1384.821032,18246.34908,7260.264571,1445.1539,1300.3055,3024,489.7765,1943.6615,668.051705,671.7475,9441.933
2019/11/11,1630.45373,19102.35425,8234.278963,1526.764,1604.300066,3202,671.723,2263.8107,707.182429,745.903,9887.001
2019/11/12,1644.289452,19260.11629,8667.279214,1565.222722,1694.246685,3257,715.871,2289.3426,756.341155,775.1855,11094.507
2019/11/13,1651.059013,19011.78715,8760.850469,1562.995889,1648.5255,3276,744.048,2310.548,780.898179,811.9405,11891.711
2019/11/14,1628.483343,19558.11127,8792.056394,1597.405556,1651.49575,3270,734.617,2321.1146,807.900807,831.448,11313.384
2019/11/15,1424.075729,20474.00758,8810.312376,1569.659333,1676.184748,3262,763.2185,2365.0817,768.558332,826.4465,10818.243
2019/11/16,1388.468599,19802.05813,7969.760443,1520.759,1460.037625,3274,646.4255,2157.9944,671.788557,722.9635,10148.161
2019/11/17,1301.590202,19489.45556,7585.457156,1449.081,1424.958249,3312,582.264733,1999.4906,648.187784,709.1505,9808.817
2019/11/18,1556.89633,20227.1392,8661.321977,1550.879,1644.306563,3156,741.779767,2301.8429,726.679509,847.4695,10127.603
2019/11/19,1615.414593,20824.5899,8821.379246,1546.32455,1677.609561,3302,812.790333,2342.2317,682.629735,904.2175,10139.296
2019/11/20,1586.109961,21981.51157,8745.578363,1585.262016,1464.494254,3348,791.149667,2442.8105,710.432869,878.3205,10075.402
2019/11/21,1652.898464,21516.98999,8794.95018,1603.951984,1519.594372,3349,784.223833,2477.3595,711.522036,850.9425,10157.559
2019/11/22,1669.173867,20824.5899,8774.022415,1622.602348,1556.018625,3354,731.689389,2572.0839,764.571438,789.9515,10099.167
2019/11/23,1531.618105,20945.83296,7927.32654,1426.311727,1516.34425,3335,601.280778,2184.4325,755.586,709.598,9837.658
2019/11/24,1331.918713,19683.7366,7460.602951,1368.888575,1315.320748,3210,582.951,2012.6613,684.872,686.394,9575.651
2019/11/25,1560.498379,21576.88114,8486.440045,1565.850189,1433.358874,3342,751.3065,2305.3638,767.1215,788.5775,10090.028
2019/11/26,1619.402752,22386.142,8696.696842,1614.878611,1599.475876,3365,725.957,2491.1468,750.975,766.767,10196.622
2019/11/27,1635.427198,22685.59773,8697.454487,1598.163607,1689.826455,3341,740.560334,2514.5395,748.197318,781.172,10068.283
2019/11/28,1615.53174,22770.32179,8697.735792,1611.809993,1748.189795,3292,728.705666,2609.1561,719.961009,787.4415,9710.617
2019/11/29,1598.360236,23540.14214,8755.818935,1564.733032,1708.583875,3309,733.876667,2639.7538,703.178173,796.1965,9411.572
2019/11/30,1508.833562,22798.07622,7915.136269,1536.637439,1373.858373,3272,583.201933,2409.0738,655.8185,723.6595,9508.129
2019/12/1,1380.206186,20561.09973,7691.116546,1529.088929,1312.265,3068,530.6297,2242.0948,580.3305,738.095,9547.626
2019/12/2,1596.791356,21086.97699,8950.746175,1608.3518,1648.134125,3191,740.739033,2535.9858,728.138444,869.7735,10537.175
2019/12/3,1605.252771,21445.97587,9141.018466,1664.5952,1643.894938,3222,808.899667,2594.9718,743.356056,866.818,11007.33
2019/12/4,1636.826506,21814.79112,9201.583075,1692.19445,1631.536564,3268,818.686,2648.9351,743.944,901.086,10770.347
2019/12/5,1662.737482,22287.37949,9201.221354,1651.098526,1683.630001,3329,806.433,2714.28,738.204,874.9425,10526.042
2019/12/6,1633.900176,22465.47659,8926.683879,1708.348855,1707.459879,3322,756.853806,2772.6582,629.122,790.8795,10419.273
2019/12/7,1501.451542,22025.14203,8014.672171,1563.188669,1562.804123,3306,603.643705,2583.3259,599.628,685.7485,9965.682
2019/12/8,1364.100554,20934.122,7499.051587,1511.02775,1452.440577,3187,486.313438,2347.0598,606.598,651.114,9786.366
2019/12/9,1622.540622,21900.33382,8716.55633,1628.37075,1647.855848,3323,709.835172,2727.445,725.527,786.708,10141.381
2019/12/10,1660.656444,21959.23208,9037.965019,1666.1755,1684.699297,3407,763.558739,2662.253,754.2375,804.989,10528.228
2019/12/11,1674.714388,22054.59115,9195.062547,1744.4407,1687.806527,3439,770.401306,2615.5233,775.534,850.8315,11247.287
2019/12/12,1683.34594,22391.1526,9259.82305,1773.634821,1634.999554,3377,795.965372,2618.9848,807.844689,841.7725,11408.922
2019/12/13,1677.663113,21974.65781,9023.212853,1667.902202,1665.501696,3179,794.91344,2730.1599,806.706561,766.86,10975.806
2019/12/14,1536.250393,21650.71742,7979.339466,1575.256634,1473.827932,3240,614.931022,2445.035,714.25475,674.229,10120.613
2019/12/15,1421.639247,21747.47883,7699.803326,1529.562643,1486.961946,3130,514.1685,2296.383,629.417,685.1335,9941.849
2019/12/16,1676.166107,21553.956,8646.342628,1588.038333,1601.664251,3250,702.5935,2663.6808,752.7545,812.017,10653.163
2019/12/17,1697.344923,22423.40641,8754.03089,1615.924945,1667.988889,3331,738.7365,2676.2608,690.162,844.4045,11067.283
2019/12/18,1661.57616,23320.9036,8781.598254,1642.475296,1578.003611,3377,734.218,2568.7802,739.211,795.2545,11588.939
2019/12/19,1640.345879,23355.96208,8594.346821,1647.700085,1525.378501,3413,710.18065,2686.6862,765.791125,773.8315,11884.769
2019/12/20,1634.664107,22989.95151,8340.983351,1639.26692,1492.977999,3466,621.32385,2617.3935,758.36975,771.868,11500.95
2019/12/21,1530.988059,23016.59596,7607.125052,1610.255948,1271.8155,3448,545.246,2480.3612,677.104469,697.5935,10587.796
2019/12/22,1416.201051,22946.47899,7312.95899,1555.01784,1215.058625,3353,539.409,2401.4488,661.644206,642.0685,10166.903
2019/12/23,1516.272739,23358.76676,7737.790891,1607.031577,1374.890625,3483,548.3205,2670.9776,696.78775,685.9765,10174.88
2019/12/24,1430.880873,23208.71645,7086.092821,1596.727437,1229.386,3534,471.5045,2709.2035,477.0451,651.9715,9728.137
2019/12/25,1299.389094,22901.60413,6687.087776,1488.325286,1071.125875,3497,463.271357,2725.9718,574.6289,596.352,9166.185
2019/12/26,1556.993475,22542.60525,6965.612923,1640.424958,960.535251,3545,486.401214,2649.4435,632.6062,610.4435,9433.436
2019/12/27,1613.352619,22688.44855,7448.621685,1689.091375,1073.388626,3555,544.281429,2484.5123,629.699363,657.1525,9747.149
2019/12/28,1555.734989,22384.14091,7341.040356,1629.514177,1067.049375,3517,526.947222,2341.4421,604.8118,628.29,9331.121
2019/12/29,1463.413164,21887.71277,7326.227045,1597.237823,1162.060499,3433,552.049278,2192.1806,594.464646,614.906,9176.672
2019/12/30,1569.157341,21632.48701,7966.631579,1651.661079,1461.630249,3553,590.452778,2166.0735,616.644691,694.5195,9749.312
2019/12/31,1485.642381,22521.57016,7674.963684,1674.360221,1287.7325,3568,506.843722,2053.0876,608.653636,686.123,9936.773
2020/1/1,1370.165112,20388.58639,7033.961464,1597.3967,1073.349876,3464,484.445,2052.8488,577.573682,631.0815,9640.578
2020/1/2,1561.914982,21863.56095,7992.345936,1715.544143,1275.3255,3480,568.1365,2049.6547,670.852727,741.933,9656.716
2020/1/3,1562.712231,21846.59222,8294.836198,1729.852857,1563.438124,3481,585.1215,2061.0941,646.035273,733.1385,9572.473
2020/1/4,1471.532691,21582.9242,7903.371242,1601.527546,1533.341375,3479,537.081666,2175.4258,625.080818,681.9955,9211.752
2020/1/5,1379.898142,20821.94175,7512.032389,1638.189572,1196.90025,3364,514.170334,2278.5237,570.038364,667.822,9280.928
2020/1/6,1626.088524,21143.04241,8126.636668,1741.922206,1402.863374,3487,570.111,2670.283,577.802909,779.9965,9859.538
2020/1/7,1713.881454,20815.41531,8810.416022,1810.469676,1607.31325,3531,693.255324,2814.7164,688.959954,771.5455,9998.73
2020/1/8,1725.827462,21135.21068,8985.988036,1782.398,1689.893375,3484,734.098676,2734.6778,681.6845,827.267,10252.51
2020/1/9,1754.467628,21879.2244,8820.8235,1698.25788,1576.424749,3487,742.3825,2654.668,712.301546,804.601,10203.443
2020/1/10,1772.254355,21242.24424,8868.594275,1715.883914,1645.13775,3539,753.882,2683.0138,739.493591,770.8805,9713.125
2020/1/11,1624.231508,20921.14358,8054.68982,1668.145906,1461.59625,3528,593.301,2490.5494,624.367136,664.044,9204.007
2020/1/12,1488.547037,20098.81263,7823.615866,1655.219633,1539.354751,3433,542.664,2385.4053,609.093364,656.7475,9206.781
2020/1/13,1717.124706,20735.79279,8822.379,1812.759642,1527.891249,3508,742.5655,2487.0317,731.263,773.25,9788.161
2020/1/14,1745.42203,20387.28111,8950.43997,1717.7569,1665.486544,3460,784.4115,2773.3434,714.406778,772.7675,9784.571
2020/1/15,1783.931641,20895.03783,8900.879045,1713.125847,1637.159825,3386,776.8845,2826.7066,726.825222,739.7445,9706.113
2020/1/16,1816.763026,20781.47785,8831.762356,1725.959378,1519.712,3331,758.5935,2879.1508,732.219833,764.4305,9875.386
2020/1/17,1722.122791,19923.90414,8928.859164,1808.839663,1605.598997,3412,751.475,2845.1882,738.085667,771.2835,10490.072
2020/1/18,1539.638182,18546.82612,8158.912464,1650.808237,1476.993124,3453,623.7375,2656.5009,653.177563,726.106,9985.133
2020/1/19,1423.492757,17693.16828,7932.912331,1682.266778,1279.72075,3317,533.5125,2409.2335,760.572937,706.314,9730.111
2020/1/20,1686.91636,17250.67591,9140.666983,1817.617117,1526.56475,3505,766.755,2719.0768,844.448,869.109,10937.315
2020/1/21,1733.686907,16535.37852,9388.196805,1807.960579,1675.351749,3578,812.466056,2798.2566,821.333,877.9565,11468.253
2020/1/22,1693.932756,16301.7321,9381.949106,1861.000526,1651.510748,3581,810.404444,2890.7697,774.632,886.9185,11440.525
2020/1/23,1658.33576,15681.72067,9274.504633,1853.237132,1552.922246,3588,840.016,2811.3137,728.1,920.667,10714.324
2020/1/24,1641.610196,15489.84345,9188.306178,1771.770701,1625.4125,3623,822.747833,2666.7232,721.415,882.1595,10158.199
2020/1/25,1522.880544,14765.40904,8236.565977,1683.479167,1430.154124,3581,636.234667,2491.3853,622.966,724.021,9582.48
2020/1/26,1423.347351,14462.58241,7745.710653,1667.921182,1266.25025,3389,545.8465,2391.8252,621.763222,692.538,9349.41
2020/1/27,1715.151928,14782.37778,8980.258788,1794.754307,1619.652251,3565,735.669,2830.9287,768.310222,793.0095,9847.941
2020/1/28,1763.853121,14845.03157,8991.170479,1822.743002,1607.150974,3599,788.3165,2833.2572,744.225527,759.0105,10154.984
2020/1/29,1778.916323,14211.96726,8945.790213,1740.253492,1674.0539,3597,763.6215,2619.8017,744.781211,772.265,10378.648
2020/1/30,1782.005884,14137.56589,8878.563721,1816.44435,1631.465117,3623,742.767722,2620.0035,731.009218,744.8735,10441.78
2020/1/31,1781.449417,13629.80916,8600.805604,1728.633721,1564.792568,3638,727.113778,2726.6499,699.330754,700.846,10319.324
2020/2/1,1635.157981,16009.05576,7767.041392,1589.372298,1474.53051,3571,599.442,2496.252,675.898106,636.1255,9852.631
2020/2/2,1478.652528,16049.27952,7289.750872,1583.362102,1265.190006,3464,500.663143,2335.8717,604.79749,623.279,9450.735
2020/2/3,1721.937646,15721.30118,8404.612631,1725.556566,1496.648309,3577,686.997857,2684.9203,656.39693,724.9575,9581.963
2020/2/4,1742.702976,15913.13757,8682.522489,1800.032913,1576.793252,3642,704.1105,2752.7993,688.09832,762.9615,9800.374
2020/2/5,1745.882284,16168.40373,8832.439781,1804.825067,1528.921501,3660,718.640714,2833.1906,689.433,806.943,10258.371
2020/2/6,1740.279778,16669.65364,8937.929903,1801.097454,1572.93025,3698,721.659286,3039.3911,703.599,786.1025,10688.103
2020/2/7,1734.478809,16528.87048,8725.420078,1854.752892,1447.756502,3702,703.2765,3034.1211,680.964,738.082,10726.598
2020/2/8,1602.130854,15583.61216,7799.68218,1701.548893,1311.544,3650,545.4405,2625.5424,602.77,614.0595,10377.242
2020/2/9,1464.724117,14791.51354,7427.240484,1576.1593,1347.399191,3499,488.032,2551.5526,633.044,629.8245,9827.154
2020/2/10,1688.384209,15309.7812,8415.987227,1638.630761,1514.152082,3611,712.7305,2901.5168,698.2135,734.884,10163.083
2020/2/11,1673.583456,15127.22722,8535.386499,1693.335643,1528.718876,3710,709.1005,2699.2991,669.338,723.021,10306.46
2020/2/12,1668.287387,14966.33218,8731.544159,1784.08089,1570.063849,3730,697.557222,2767.2633,659.439,768.4545,10465.974
2020/2/13,1686.719194,14638.35385,8783.855353,1838.512914,1545.767,3743,706.371278,2549.4982,688.534,767.182,10616.493
2020/2/14,1714.471528,14972.52045,8486.407808,1789.678253,1334.622249,3738,695.188666,2541.3519,645.8895,765.729,11194.032
2020/2/15,1622.355951,14810.07835,7598.612095,1633.517934,1341.549206,3735,528.716334,2326.0054,593.025,645.724,10695.389
2020/2/16,1507.055224,15069.98571,7167.698988,1428.663014,1359.630626,3641,439.384,2260.9772,601.175,627.6265,9697.561
2020/2/17,1794.121473,15531.01187,8274.446742,1689.299085,1545.303378,3766,650.295,2630.6069,664.75,702.105,9875.351
2020/2/18,1844.147408,15801.7487,8530.475942,1759.274649,1568.919362,3827,686.740334,2832.2111,665.43,726.307,10053.071
2020/2/19,1828.588566,16466.98778,8594.371482,1776.473218,1583.459428,3829,701.161376,2757.4218,645.4145,757.205,10316.737
2020/2/20,1814.686856,15775.44855,8462.073401,1693.2551,1513.801284,3789,683.803236,2712.9194,656.424,727.3185,10898.805
2020/2/21,1751.64956,15684.17156,8449.76315,1730.83595,1553.929655,3663,663.852554,2623.1506,648.413,712.919,11311.033
2020/2/22,1528.897524,15664.05968,7501.748651,1557.75255,1396.661491,3670,535.960046,2354.9446,570.462,620.314,10472.617
2020/2/23,1355.19669,15031.30902,7226.26849,1490.890667,1405.643756,3566,458.284272,2231.5721,535.411,627.1305,9544.132
2020/2/24,1489.425811,16091.05035,8134.548179,1653.000678,1406.99152,3696,627.5285,2399.3404,612.703,721.77,9814.706
2020/2/25,1522.847811,16666.5595,8339.870456,1658.901775,1558.128038,3693,680.306922,2611.2828,644.813,732.996,9940.215
2020/2/26,1652.979057,17031.66746,8540.313835,1780.507755,1425.455125,3719,689.986951,2624.1475,697.3095,757.872,10166.94
2020/2/27,1679.144639,16932.65513,8566.707532,1760.129516,1413.089,3685,661.864627,2705.1222,723.256,791.142,10690.345
2020/2/28,1659.061034,17597.89421,8607.508784,1753.121924,1579.875749,3731,648.654806,2730.2834,658.226715,758.3245,10700.553
2020/2/29,1523.321815,17661.32398,7657.561077,1554.895795,1473.057667,3666,513.953649,2430.8346,660.637372,623.2515,10001.495
2020/3/1,1374.560301,16817.96351,7412.261948,1508.716676,1382.006082,3426,476.475494,2162.3348,673.618913,620.3555,9487.411
2020/3/2,1609.758059,17741.36344,8361.75996,1757.149688,1356.384625,3638,685.771337,2535.0433,731.308889,736.609,9656.248
2020/3/3,1651.535203,17795.58994,8607.887857,1715.011098,1484.177,3727,682.030896,2534.5821,769.646111,782.192,9657.671
2020/3/4,1676.792882,17873.05638,8588.170637,1719.197178,1460.00175,3667,637.821,2635.8792,752.384,809.676,9695.519
2020/3/5,1693.875403,17194.45039,8588.914415,1735.653045,1460.932249,3611,654.9325,2669.263,776.8805,828.6685,9857.492
2020/3/6,1677.645372,18268.13521,8637.333236,1737.864205,1539.103125,3454,654.815,2638.1684,790.736,742.37,9946.738
