month_date,country,Type,year,Value,date,month
01-25,Finland,solar,2022,0.0,2022-01-25,1
01-25,Finland,wind,2022,23.764,2022-01-25,1
01-25,France,coal,2022,14.627999999999997,2022-01-25,1
01-25,France,gas,2022,39.41300000000001,2022-01-25,1
01-25,France,hydro,2022,-49.79452599999999,2022-01-25,1
01-25,France,nuclear,2022,-13.239000000000033,2022-01-25,1
01-25,France,oil,2022,1.0484999999999998,2022-01-25,1
01-25,France,other,2022,-0.9239999999999995,2022-01-25,1
01-25,France,solar,2022,-1.2310000000000003,2022-01-25,1
01-25,France,wind,2022,-86.104,2022-01-25,1
01-25,Germany,coal,2022,8.833499999999958,2022-01-25,1
01-25,Germany,gas,2022,34.68349900000004,2022-01-25,1
01-25,Germany,hydro,2022,3.2072799999999972,2022-01-25,1
01-25,Germany,nuclear,2022,-96.43,2022-01-25,1
01-25,Germany,oil,2022,-1.0017499999999995,2022-01-25,1
01-25,Germany,other,2022,-4.243749999999977,2022-01-25,1
01-25,Germany,solar,2022,0.4934980000000002,2022-01-25,1
01-25,Germany,wind,2022,-6.944749999999999,2022-01-25,1
01-25,Greece,coal,2022,3.5090000000000003,2022-01-25,1
01-25,Greece,gas,2022,50.266999999999996,2022-01-25,1
01-25,Greece,hydro,2022,0.0,2022-01-25,1
01-25,Greece,nuclear,2022,0.0,2022-01-25,1
01-25,Greece,oil,2022,0.0,2022-01-25,1
01-25,Greece,other,2022,0.0,2022-01-25,1
01-25,Greece,solar,2022,-0.178,2022-01-25,1
01-25,Greece,wind,2022,-11.867334999999997,2022-01-25,1
01-25,Hungary,coal,2022,0.5699999999999994,2022-01-25,1
01-25,Hungary,gas,2022,8.105249999999998,2022-01-25,1
01-25,Hungary,hydro,2022,0.11549999999999994,2022-01-25,1
01-25,Hungary,nuclear,2022,0.1567500000000024,2022-01-25,1
01-25,Hungary,oil,2022,0.0,2022-01-25,1
01-25,Hungary,other,2022,0.08024999999999949,2022-01-25,1
01-25,Hungary,solar,2022,0.0,2022-01-25,1
01-25,Hungary,wind,2022,-1.2032499999999997,2022-01-25,1
01-25,India,coal,2022,85.0,2022-01-25,1
01-25,India,gas,2022,-31.480193034190123,2022-01-25,1
01-25,India,hydro,2022,15.0,2022-01-25,1
01-25,India,nuclear,2022,31.0,2022-01-25,1
01-25,India,oil,2022,-3.5198069658098685,2022-01-25,1
01-25,India,other,2022,-15.826706932271492,2022-01-25,1
01-25,India,solar,2022,-5.242392355792475,2022-01-25,1
01-25,India,wind,2022,-6.930900711936076,2022-01-25,1
01-25,Ireland,coal,2022,4.028000000000002,2022-01-25,1
01-25,Ireland,gas,2022,12.561,2022-01-25,1
01-25,Ireland,hydro,2022,-2.3365,2022-01-25,1
01-25,Ireland,nuclear,2022,0.0,2022-01-25,1
01-25,Ireland,oil,2022,2.8514999999999997,2022-01-25,1
01-25,Ireland,other,2022,0.0,2022-01-25,1
01-25,Ireland,solar,2022,0.0,2022-01-25,1
01-25,Ireland,wind,2022,-10.1935,2022-01-25,1
01-25,Italy,coal,2022,34.791,2022-01-25,1
01-25,Italy,gas,2022,210.9065,2022-01-25,1
01-25,Italy,hydro,2022,-38.06645400000001,2022-01-25,1
01-25,Italy,nuclear,2022,0.0,2022-01-25,1
01-25,Italy,oil,2022,1.3729999999999998,2022-01-25,1
01-25,Italy,other,2022,7.378,2022-01-25,1
01-25,Italy,solar,2022,0.04949999999999999,2022-01-25,1
01-25,Italy,wind,2022,-72.86000000000001,2022-01-25,1
01-25,Kosovo,coal,2022,21.469,2022-01-25,1
01-25,Kosovo,gas,2022,0.0,2022-01-25,1
01-25,Kosovo,hydro,2022,0.024,2022-01-25,1
01-25,Kosovo,nuclear,2022,0.0,2022-01-25,1
01-25,Kosovo,oil,2022,0.0,2022-01-25,1
01-25,Kosovo,other,2022,0.0,2022-01-25,1
01-25,Kosovo,solar,2022,0.0,2022-01-25,1
01-25,Kosovo,wind,2022,0.307,2022-01-25,1
01-25,Latvia,coal,2022,0.0,2022-01-25,1
01-25,Latvia,gas,2022,-2.8320000000000007,2022-01-25,1
01-25,Latvia,hydro,2022,3.8450000000000024,2022-01-25,1
01-25,Latvia,nuclear,2022,0.0,2022-01-25,1
01-25,Latvia,oil,2022,0.0,2022-01-25,1
01-25,Latvia,other,2022,-0.3440000000000003,2022-01-25,1
01-25,Latvia,solar,2022,0.0,2022-01-25,1
01-25,Latvia,wind,2022,-0.14200000000000002,2022-01-25,1
01-25,Lithuania,coal,2022,0.0,2022-01-25,1
01-25,Lithuania,gas,2022,-1.624791,2022-01-25,1
01-25,Lithuania,hydro,2022,0.2975,2022-01-25,1
01-25,Lithuania,nuclear,2022,0.0,2022-01-25,1
01-25,Lithuania,oil,2022,0.0,2022-01-25,1
01-25,Lithuania,other,2022,-0.04800000000000004,2022-01-25,1
01-25,Lithuania,solar,2022,0.0,2022-01-25,1
01-25,Lithuania,wind,2022,0.605,2022-01-25,1
01-25,Luxembourg,coal,2022,0.0,2022-01-25,1
01-25,Luxembourg,gas,2022,0.144,2022-01-25,1
01-25,Luxembourg,hydro,2022,0.048,2022-01-25,1
01-25,Luxembourg,nuclear,2022,0.0,2022-01-25,1
01-25,Luxembourg,oil,2022,0.0,2022-01-25,1
01-25,Luxembourg,other,2022,1.08,2022-01-25,1
01-25,Luxembourg,solar,2022,0.0,2022-01-25,1
01-25,Luxembourg,wind,2022,1.448837,2022-01-25,1
01-25,Moldova,coal,2022,0.0,2022-01-25,1
01-25,Moldova,gas,2022,0.6059999999999981,2022-01-25,1
01-25,Moldova,hydro,2022,0.2230000000000001,2022-01-25,1
01-25,Moldova,nuclear,2022,0.0,2022-01-25,1
01-25,Moldova,oil,2022,0.0,2022-01-25,1
01-25,Moldova,other,2022,0.031,2022-01-25,1
01-25,Moldova,solar,2022,0.0,2022-01-25,1
01-25,Moldova,wind,2022,0.0,2022-01-25,1
01-25,Montenegro,coal,2022,0.011000000000001009,2022-01-25,1
01-25,Montenegro,gas,2022,0.0,2022-01-25,1
01-25,Montenegro,hydro,2022,-1.5510000000000002,2022-01-25,1
01-25,Montenegro,nuclear,2022,0.0,2022-01-25,1
01-25,Montenegro,oil,2022,0.0,2022-01-25,1
01-25,Montenegro,other,2022,0.0,2022-01-25,1
01-25,Montenegro,solar,2022,0.0,2022-01-25,1
01-25,Montenegro,wind,2022,-0.6540000000000001,2022-01-25,1
01-25,Netherlands,coal,2022,15.418750000000003,2022-01-25,1
01-25,Netherlands,gas,2022,35.56275000000002,2022-01-25,1
01-25,Netherlands,hydro,2022,0.0,2022-01-25,1
01-25,Netherlands,nuclear,2022,0.0417500000000004,2022-01-25,1
01-25,Netherlands,oil,2022,0.0,2022-01-25,1
01-25,Netherlands,other,2022,-7.047249999999998,2022-01-25,1
01-25,Netherlands,solar,2022,0.0,2022-01-25,1
01-25,Netherlands,wind,2022,-27.547234000000003,2022-01-25,1
01-25,North macedonia,coal,2022,0.0,2022-01-25,1
01-25,North macedonia,gas,2022,0.0,2022-01-25,1
01-25,North macedonia,hydro,2022,0.0,2022-01-25,1
01-25,North macedonia,nuclear,2022,0.0,2022-01-25,1
01-25,North macedonia,oil,2022,0.0,2022-01-25,1
01-25,North macedonia,other,2022,0.0,2022-01-25,1
01-25,North macedonia,solar,2022,0.0,2022-01-25,1
01-25,North macedonia,wind,2022,0.0,2022-01-25,1
01-25,Norway,coal,2022,0.0,2022-01-25,1
01-25,Norway,gas,2022,0.0,2022-01-25,1
01-25,Norway,hydro,2022,-69.34323899999993,2022-01-25,1
01-25,Norway,nuclear,2022,0.0,2022-01-25,1
01-25,Norway,oil,2022,0.0,2022-01-25,1
01-25,Norway,other,2022,0.353,2022-01-25,1
01-25,Norway,solar,2022,0.0,2022-01-25,1
01-25,Norway,wind,2022,23.179164,2022-01-25,1
01-25,Poland,coal,2022,18.086000000000013,2022-01-25,1
01-25,Poland,gas,2022,10.557000000000002,2022-01-25,1
01-25,Poland,hydro,2022,-0.8309999999999995,2022-01-25,1
01-25,Poland,nuclear,2022,0.0,2022-01-25,1
01-25,Poland,oil,2022,-0.20404899999999948,2022-01-25,1
01-25,Poland,other,2022,-0.17299999999999915,2022-01-25,1
01-25,Poland,solar,2022,0.08699999999999997,2022-01-25,1
01-25,Poland,wind,2022,34.724999999999994,2022-01-25,1
01-25,Portugal,coal,2022,-3.581,2022-01-25,1
01-25,Portugal,gas,2022,54.090999999999994,2022-01-25,1
01-25,Portugal,hydro,2022,-23.969699999999996,2022-01-25,1
01-25,Portugal,nuclear,2022,0.0,2022-01-25,1
01-25,Portugal,oil,2022,0.0,2022-01-25,1
01-25,Portugal,other,2022,0.04400000000000048,2022-01-25,1
01-25,Portugal,solar,2022,-0.093,2022-01-25,1
01-25,Portugal,wind,2022,-56.146,2022-01-25,1
01-25,Romania,coal,2022,-4.445249999999998,2022-01-25,1
01-25,Romania,gas,2022,10.107375000000005,2022-01-25,1
01-25,Romania,hydro,2022,-3.035874999999997,2022-01-25,1
01-25,Romania,nuclear,2022,0.37280799999999914,2022-01-25,1
01-25,Romania,oil,2022,0.0,2022-01-25,1
01-25,Romania,other,2022,-0.01662499999999989,2022-01-25,1
01-25,Romania,solar,2022,0.032376,2022-01-25,1
01-25,Romania,wind,2022,-32.691500000000005,2022-01-25,1
01-25,Russia,hydro,2022,25.64572753906282,2022-01-25,1
01-25,Russia,nuclear,2022,65.49591796874984,2022-01-25,1
01-25,Serbia,coal,2022,-6.149000000000001,2022-01-25,1
01-25,Serbia,gas,2022,0.0,2022-01-25,1
01-25,Serbia,hydro,2022,-4.389000000000003,2022-01-25,1
01-25,Serbia,nuclear,2022,0.0,2022-01-25,1
01-25,Serbia,oil,2022,0.0,2022-01-25,1
01-25,Serbia,other,2022,-0.16427999999999998,2022-01-25,1
01-25,Serbia,solar,2022,0.0,2022-01-25,1
01-25,Serbia,wind,2022,0.0,2022-01-25,1
01-25,Slovakia,coal,2022,1.7395000000000005,2022-01-25,1
01-25,Slovakia,gas,2022,-2.9535139999999993,2022-01-25,1
01-25,Slovakia,hydro,2022,-3.0009999999999994,2022-01-25,1
01-25,Slovakia,nuclear,2022,0.44599999999999795,2022-01-25,1
01-25,Slovakia,oil,2022,0.5410000000000001,2022-01-25,1
01-25,Slovakia,other,2022,-0.5450000000000008,2022-01-25,1
01-25,Slovakia,solar,2022,0.017499999999999995,2022-01-25,1
01-25,Slovakia,wind,2022,0.0,2022-01-25,1
01-25,Slovenia,coal,2022,6.595000000000001,2022-01-25,1
01-25,Slovenia,gas,2022,0.8294999999999999,2022-01-25,1
01-25,Slovenia,hydro,2022,-11.472000000000001,2022-01-25,1
01-25,Slovenia,nuclear,2022,-0.030000000000001137,2022-01-25,1
01-25,Slovenia,oil,2022,0.0,2022-01-25,1
01-25,Slovenia,other,2022,-0.10699999999999993,2022-01-25,1
01-25,Slovenia,solar,2022,0.010000000000000002,2022-01-25,1
01-25,Slovenia,wind,2022,0.0,2022-01-25,1
01-25,Spain,coal,2022,13.796,2022-01-25,1
01-25,Spain,gas,2022,159.175729,2022-01-25,1
01-25,Spain,hydro,2022,-60.466944,2022-01-25,1
01-25,Spain,nuclear,2022,-0.20400000000000773,2022-01-25,1
01-25,Spain,oil,2022,-0.11000000000000032,2022-01-25,1
01-25,Spain,other,2022,-0.9358489999999975,2022-01-25,1
01-25,Spain,solar,2022,4.269499999999999,2022-01-25,1
01-25,Spain,wind,2022,-175.52900000000002,2022-01-25,1
01-25,Sweden,coal,2022,0.0,2022-01-25,1
01-25,Sweden,gas,2022,0.0,2022-01-25,1
01-25,Sweden,hydro,2022,-94.762,2022-01-25,1
01-25,Sweden,nuclear,2022,9.876999999999981,2022-01-25,1
01-25,Sweden,oil,2022,0.0,2022-01-25,1
01-25,Sweden,other,2022,-3.788000000000004,2022-01-25,1
01-25,Sweden,solar,2022,0.0,2022-01-25,1
01-25,Sweden,wind,2022,87.884084,2022-01-25,1
01-25,Switzerland,coal,2022,0.0,2022-01-25,1
01-25,Switzerland,gas,2022,0.0,2022-01-25,1
01-25,Switzerland,hydro,2022,10.613,2022-01-25,1
01-25,Switzerland,nuclear,2022,1.1620000000000061,2022-01-25,1
01-25,Switzerland,oil,2022,0.0,2022-01-25,1
01-25,Switzerland,other,2022,0.0,2022-01-25,1
01-25,Switzerland,solar,2022,0.0,2022-01-25,1
01-25,Switzerland,wind,2022,-0.48850000000000005,2022-01-25,1
01-25,UK,coal,2022,-10.825000000000003,2022-01-25,1
01-25,UK,gas,2022,155.728,2022-01-25,1
01-25,UK,hydro,2022,9.0335,2022-01-25,1
01-25,UK,nuclear,2022,-10.8095,2022-01-25,1
01-25,UK,oil,2022,0.0,2022-01-25,1
01-25,UK,other,2022,4.478499999999997,2022-01-25,1
01-25,UK,solar,2022,0.0,2022-01-25,1
01-25,UK,wind,2022,-103.76699999999998,2022-01-25,1
01-25,Ukraine,coal,2022,171.721,2022-01-25,1
01-25,Ukraine,gas,2022,22.028,2022-01-25,1
01-25,Ukraine,hydro,2022,42.8085,2022-01-25,1
01-25,Ukraine,nuclear,2022,264.167,2022-01-25,1
01-25,Ukraine,oil,2022,0.0,2022-01-25,1
01-25,Ukraine,other,2022,0.323,2022-01-25,1
01-25,Ukraine,solar,2022,0.072,2022-01-25,1
01-25,Ukraine,wind,2022,3.845,2022-01-25,1
01-25,United States,coal,2022,362.34699999999975,2022-01-25,1
01-25,United States,gas,2022,609.4650000000001,2022-01-25,1
01-25,United States,hydro,2022,-19.663999999999987,2022-01-25,1
01-25,United States,nuclear,2022,-101.1550000000002,2022-01-25,1
01-25,United States,oil,2022,72.50100000000002,2022-01-25,1
01-25,United States,other,2022,54.26999999999998,2022-01-25,1
01-25,United States,solar,2022,110.935,2022-01-25,1
01-25,United States,wind,2022,-106.50999999999999,2022-01-25,1
01-26,Austria,coal,2022,0.0,2022-01-26,1
01-26,Austria,gas,2022,19.910249999999998,2022-01-26,1
01-26,Austria,hydro,2022,-3.648499000000001,2022-01-26,1
01-26,Austria,nuclear,2022,0.0,2022-01-26,1
01-26,Austria,oil,2022,0.0,2022-01-26,1
01-26,Austria,other,2022,-1.2599999999999998,2022-01-26,1
01-26,Austria,solar,2022,0.05849899999999991,2022-01-26,1
01-26,Austria,wind,2022,-10.183,2022-01-26,1
01-26,Belgium,coal,2022,0.0,2022-01-26,1
01-26,Belgium,gas,2022,28.092,2022-01-26,1
01-26,Belgium,hydro,2022,-1.1564480000000001,2022-01-26,1
01-26,Belgium,nuclear,2022,5.058000000000021,2022-01-26,1
01-26,Belgium,oil,2022,0.0,2022-01-26,1
01-26,Belgium,other,2022,0.24899999999999878,2022-01-26,1
01-26,Belgium,solar,2022,-0.031500000000000014,2022-01-26,1
01-26,Belgium,wind,2022,-25.194878000000003,2022-01-26,1
01-26,Bosnia and herz,coal,2022,-8.978000000000005,2022-01-26,1
01-26,Bosnia and herz,gas,2022,0.0,2022-01-26,1
01-26,Bosnia and herz,hydro,2022,-30.862504,2022-01-26,1
01-26,Bosnia and herz,nuclear,2022,0.0,2022-01-26,1
01-26,Bosnia and herz,oil,2022,0.0,2022-01-26,1
01-26,Bosnia and herz,other,2022,0.0,2022-01-26,1
01-26,Bosnia and herz,solar,2022,0.0,2022-01-26,1
01-26,Bosnia and herz,wind,2022,-0.6873039999999999,2022-01-26,1
01-26,Brazil,coal,2022,-32.505155,2022-01-26,1
01-26,Brazil,gas,2022,2.7797850000000004,2022-01-26,1
01-26,Brazil,hydro,2022,137.58714699999996,2022-01-26,1
01-26,Brazil,nuclear,2022,3.3681589999999986,2022-01-26,1
01-26,Brazil,oil,2022,-4.050075000000001,2022-01-26,1
01-26,Brazil,other,2022,-9.415100000000002,2022-01-26,1
01-26,Brazil,solar,2022,7.240354999999997,2022-01-26,1
01-26,Brazil,wind,2022,10.985202999999984,2022-01-26,1
01-26,Bulgaria,coal,2022,40.809000000000005,2022-01-26,1
01-26,Bulgaria,gas,2022,5.992000000000001,2022-01-26,1
01-26,Bulgaria,hydro,2022,-4.132999999999999,2022-01-26,1
01-26,Bulgaria,nuclear,2022,1.546999999999997,2022-01-26,1
01-26,Bulgaria,oil,2022,0.0,2022-01-26,1
01-26,Bulgaria,other,2022,0.132,2022-01-26,1
01-26,Bulgaria,solar,2022,-0.013000000000000005,2022-01-26,1
01-26,Bulgaria,wind,2022,1.4580000000000002,2022-01-26,1
01-26,Croatia,coal,2022,0.0030000000000001137,2022-01-26,1
01-26,Croatia,gas,2022,0.3650000000000002,2022-01-26,1
01-26,Croatia,hydro,2022,-10.189999999999998,2022-01-26,1
01-26,Croatia,nuclear,2022,0.0,2022-01-26,1
01-26,Croatia,oil,2022,0.0,2022-01-26,1
01-26,Croatia,other,2022,0.2360000000000002,2022-01-26,1
01-26,Croatia,solar,2022,0.0,2022-01-26,1
01-26,Croatia,wind,2022,-7.984999999999999,2022-01-26,1
01-26,Cyprus,coal,2022,0.0,2022-01-26,1
01-26,Cyprus,gas,2022,0.0,2022-01-26,1
01-26,Cyprus,hydro,2022,0.0,2022-01-26,1
01-26,Cyprus,nuclear,2022,0.0,2022-01-26,1
01-26,Cyprus,oil,2022,4.401000000000002,2022-01-26,1
01-26,Cyprus,other,2022,0.0,2022-01-26,1
01-26,Cyprus,solar,2022,0.0,2022-01-26,1
01-26,Cyprus,wind,2022,-0.10449999999999998,2022-01-26,1
01-26,Czech republic,coal,2022,4.676000000000016,2022-01-26,1
01-26,Czech republic,gas,2022,0.055849000000002036,2022-01-26,1
01-26,Czech republic,hydro,2022,0.5735000000000001,2022-01-26,1
01-26,Czech republic,nuclear,2022,-0.04399999999999693,2022-01-26,1
01-26,Czech republic,oil,2022,-0.021999999999999992,2022-01-26,1
01-26,Czech republic,other,2022,-1.6829999999999998,2022-01-26,1
01-26,Czech republic,solar,2022,0.022499999999999992,2022-01-26,1
01-26,Czech republic,wind,2022,-1.137,2022-01-26,1
01-26,Denmark,coal,2022,-12.302,2022-01-26,1
01-26,Denmark,gas,2022,-6.775999999999999,2022-01-26,1
01-26,Denmark,hydro,2022,0.0,2022-01-26,1
01-26,Denmark,nuclear,2022,0.0,2022-01-26,1
01-26,Denmark,oil,2022,-0.2340000000000001,2022-01-26,1
01-26,Denmark,other,2022,-9.383999999999999,2022-01-26,1
01-26,Denmark,solar,2022,0.08,2022-01-26,1
01-26,Denmark,wind,2022,94.098,2022-01-26,1
01-26,EU27&UK,coal,2022,236.50500000000034,2022-01-26,1
01-26,EU27&UK,gas,2022,381.9479720000006,2022-01-26,1
01-26,EU27&UK,hydro,2022,-536.573627,2022-01-26,1
01-26,EU27&UK,nuclear,2022,163.4272589999996,2022-01-26,1
01-26,EU27&UK,oil,2022,15.966999000000015,2022-01-26,1
01-26,EU27&UK,other,2022,-23.07972899999993,2022-01-26,1
01-26,EU27&UK,solar,2022,-5.517373000000003,2022-01-26,1
01-26,EU27&UK,wind,2022,240.48770100000002,2022-01-26,1
01-26,Estonia,coal,2022,-0.30299999999999994,2022-01-26,1
01-26,Estonia,gas,2022,-0.008,2022-01-26,1
01-26,Estonia,hydro,2022,0.047999999999999994,2022-01-26,1
01-26,Estonia,nuclear,2022,0.0,2022-01-26,1
01-26,Estonia,oil,2022,7.682,2022-01-26,1
01-26,Estonia,other,2022,-0.5029999999999999,2022-01-26,1
01-26,Estonia,solar,2022,-0.006500000000000001,2022-01-26,1
01-26,Estonia,wind,2022,1.5130000000000001,2022-01-26,1
01-26,Finland,coal,2022,-3.530999999999999,2022-01-26,1
01-26,Finland,gas,2022,-15.030000000000001,2022-01-26,1
01-26,Finland,hydro,2022,-5.716999999999999,2022-01-26,1
01-26,Finland,nuclear,2022,-0.16200000000000614,2022-01-26,1
01-26,Finland,oil,2022,0.0,2022-01-26,1
01-26,Finland,other,2022,-2.068999999999999,2022-01-26,1
01-26,Finland,solar,2022,0.0,2022-01-26,1
01-26,Finland,wind,2022,23.446,2022-01-26,1
01-26,France,coal,2022,7.1569999999999965,2022-01-26,1
01-26,France,gas,2022,-5.867999999999995,2022-01-26,1
01-26,France,hydro,2022,-76.45835500000001,2022-01-26,1
01-26,France,nuclear,2022,-2.201999999999998,2022-01-26,1
01-26,France,oil,2022,0.6825000000000001,2022-01-26,1
01-26,France,other,2022,-0.6289999999999996,2022-01-26,1
01-26,France,solar,2022,-1.733,2022-01-26,1
01-26,France,wind,2022,-73.84200000000001,2022-01-26,1
01-26,Germany,coal,2022,-18.00324999999998,2022-01-26,1
01-26,Germany,gas,2022,15.151749999999993,2022-01-26,1
01-26,Germany,hydro,2022,-6.413001000000008,2022-01-26,1
01-26,Germany,nuclear,2022,-97.27950000000001,2022-01-26,1
01-26,Germany,oil,2022,-0.2737500000000015,2022-01-26,1
01-26,Germany,other,2022,-7.259500000000003,2022-01-26,1
01-26,Germany,solar,2022,0.3008780000000004,2022-01-26,1
01-26,Germany,wind,2022,123.76649999999995,2022-01-26,1
01-26,Greece,coal,2022,8.722999999999999,2022-01-26,1
01-26,Greece,gas,2022,26.304000000000002,2022-01-26,1
01-26,Greece,hydro,2022,0.0,2022-01-26,1
01-26,Greece,nuclear,2022,0.0,2022-01-26,1
01-26,Greece,oil,2022,0.0,2022-01-26,1
01-26,Greece,other,2022,0.0,2022-01-26,1
01-26,Greece,solar,2022,-0.141,2022-01-26,1
01-26,Greece,wind,2022,-24.086499999999997,2022-01-26,1
01-26,Hungary,coal,2022,0.521749999999999,2022-01-26,1
01-26,Hungary,gas,2022,5.200000000000003,2022-01-26,1
01-26,Hungary,hydro,2022,0.131,2022-01-26,1
01-26,Hungary,nuclear,2022,0.18675000000000352,2022-01-26,1
01-26,Hungary,oil,2022,0.0,2022-01-26,1
01-26,Hungary,other,2022,0.3697500000000007,2022-01-26,1
01-26,Hungary,solar,2022,0.0,2022-01-26,1
01-26,Hungary,wind,2022,-0.6527499999999997,2022-01-26,1
01-26,India,coal,2022,59.0,2022-01-26,1
01-26,India,gas,2022,-26.003772722193816,2022-01-26,1
01-26,India,hydro,2022,-3.0,2022-01-26,1
01-26,India,nuclear,2022,30.0,2022-01-26,1
01-26,India,oil,2022,-2.9962272778061925,2022-01-26,1
01-26,India,other,2022,-11.602717307461631,2022-01-26,1
01-26,India,solar,2022,-0.9602539571534123,2022-01-26,1
01-26,India,wind,2022,-3.437028735384928,2022-01-26,1
01-26,Ireland,coal,2022,3.8775000000000013,2022-01-26,1
01-26,Ireland,gas,2022,-3.6819999999999986,2022-01-26,1
01-26,Ireland,hydro,2022,-3.2732500000000004,2022-01-26,1
01-26,Ireland,nuclear,2022,0.0,2022-01-26,1
01-26,Ireland,oil,2022,-0.1169999999999991,2022-01-26,1
01-26,Ireland,other,2022,0.0,2022-01-26,1
01-26,Ireland,solar,2022,0.0,2022-01-26,1
01-26,Ireland,wind,2022,4.1015000000000015,2022-01-26,1
01-26,Italy,coal,2022,25.656000000000006,2022-01-26,1
01-26,Italy,gas,2022,193.38700000000006,2022-01-26,1
01-26,Italy,hydro,2022,-28.13804599999999,2022-01-26,1
01-26,Italy,nuclear,2022,0.0,2022-01-26,1
01-26,Italy,oil,2022,3.817,2022-01-26,1
01-26,Italy,other,2022,1.75,2022-01-26,1
01-26,Italy,solar,2022,0.5885,2022-01-26,1
01-26,Italy,wind,2022,-79.2345,2022-01-26,1
01-26,Kosovo,coal,2022,21.488,2022-01-26,1
01-26,Kosovo,gas,2022,0.0,2022-01-26,1
01-26,Kosovo,hydro,2022,0.024,2022-01-26,1
01-26,Kosovo,nuclear,2022,0.0,2022-01-26,1
01-26,Kosovo,oil,2022,0.0,2022-01-26,1
01-26,Kosovo,other,2022,0.0,2022-01-26,1
01-26,Kosovo,solar,2022,0.0,2022-01-26,1
01-26,Kosovo,wind,2022,0.303,2022-01-26,1
01-26,Latvia,coal,2022,0.0,2022-01-26,1
01-26,Latvia,gas,2022,-3.838000000000001,2022-01-26,1
01-26,Latvia,hydro,2022,1.8569999999999993,2022-01-26,1
01-26,Latvia,nuclear,2022,0.0,2022-01-26,1
01-26,Latvia,oil,2022,0.0,2022-01-26,1
01-26,Latvia,other,2022,-0.37600000000000033,2022-01-26,1
01-26,Latvia,solar,2022,0.0,2022-01-26,1
01-26,Latvia,wind,2022,0.068,2022-01-26,1
01-26,Lithuania,coal,2022,0.0,2022-01-26,1
01-26,Lithuania,gas,2022,-1.693774,2022-01-26,1
01-26,Lithuania,hydro,2022,0.604,2022-01-26,1
01-26,Lithuania,nuclear,2022,0.0,2022-01-26,1
01-26,Lithuania,oil,2022,0.0,2022-01-26,1
01-26,Lithuania,other,2022,-0.04300000000000015,2022-01-26,1
01-26,Lithuania,solar,2022,0.0,2022-01-26,1
01-26,Lithuania,wind,2022,-1.4610000000000003,2022-01-26,1
01-26,Luxembourg,coal,2022,0.0,2022-01-26,1
01-26,Luxembourg,gas,2022,0.144,2022-01-26,1
01-26,Luxembourg,hydro,2022,0.048,2022-01-26,1
01-26,Luxembourg,nuclear,2022,0.0,2022-01-26,1
01-26,Luxembourg,oil,2022,0.0,2022-01-26,1
01-26,Luxembourg,other,2022,1.08,2022-01-26,1
01-26,Luxembourg,solar,2022,0.0,2022-01-26,1
01-26,Luxembourg,wind,2022,1.458225,2022-01-26,1
01-26,Moldova,coal,2022,0.0,2022-01-26,1
01-26,Moldova,gas,2022,-0.08299999999999841,2022-01-26,1
01-26,Moldova,hydro,2022,0.5149999999999999,2022-01-26,1
01-26,Moldova,nuclear,2022,0.0,2022-01-26,1
01-26,Moldova,oil,2022,0.0,2022-01-26,1
01-26,Moldova,other,2022,0.023,2022-01-26,1
01-26,Moldova,solar,2022,0.0,2022-01-26,1
01-26,Moldova,wind,2022,0.0,2022-01-26,1
01-26,Montenegro,coal,2022,0.0,2022-01-26,1
01-26,Montenegro,gas,2022,0.0,2022-01-26,1
01-26,Montenegro,hydro,2022,-0.5540000000000003,2022-01-26,1
01-26,Montenegro,nuclear,2022,0.0,2022-01-26,1
01-26,Montenegro,oil,2022,0.0,2022-01-26,1
01-26,Montenegro,other,2022,0.0,2022-01-26,1
01-26,Montenegro,solar,2022,0.0,2022-01-26,1
01-26,Montenegro,wind,2022,-0.45799999999999996,2022-01-26,1
01-26,Netherlands,coal,2022,-0.6294999999999931,2022-01-26,1
01-26,Netherlands,gas,2022,6.564999999999998,2022-01-26,1
01-26,Netherlands,hydro,2022,0.0,2022-01-26,1
01-26,Netherlands,nuclear,2022,0.015000000000000568,2022-01-26,1
01-26,Netherlands,oil,2022,0.0,2022-01-26,1
01-26,Netherlands,other,2022,5.596250000000005,2022-01-26,1
01-26,Netherlands,solar,2022,0.0,2022-01-26,1
01-26,Netherlands,wind,2022,-3.011796000000004,2022-01-26,1
01-26,North macedonia,coal,2022,-8.337,2022-01-26,1
01-26,North macedonia,gas,2022,0.0,2022-01-26,1
01-26,North macedonia,hydro,2022,-4.985,2022-01-26,1
01-26,North macedonia,nuclear,2022,0.0,2022-01-26,1
01-26,North macedonia,oil,2022,0.0,2022-01-26,1
01-26,North macedonia,other,2022,0.0,2022-01-26,1
01-26,North macedonia,solar,2022,0.0,2022-01-26,1
01-26,North macedonia,wind,2022,-0.329,2022-01-26,1
01-26,Norway,coal,2022,0.0,2022-01-26,1
01-26,Norway,gas,2022,0.0,2022-01-26,1
01-26,Norway,hydro,2022,-177.54625199999998,2022-01-26,1
01-26,Norway,nuclear,2022,0.0,2022-01-26,1
01-26,Norway,oil,2022,0.0,2022-01-26,1
01-26,Norway,other,2022,0.5760000000000001,2022-01-26,1
01-26,Norway,solar,2022,0.0,2022-01-26,1
01-26,Norway,wind,2022,13.420307999999999,2022-01-26,1
01-26,Poland,coal,2022,-5.030999999999949,2022-01-26,1
01-26,Poland,gas,2022,7.972999999999999,2022-01-26,1
01-26,Poland,hydro,2022,-0.42910499999999896,2022-01-26,1
