country/region,year,month,energy_source,pm,iea,date
Croatia,2020,8,other,77.396,69.511,2020-08-01
Croatia,2020,8,solar,0.0,11.0168,2020-08-01
Croatia,2020,8,wind,130.756,131.0508,2020-08-01
Croatia,2020,9,coal,138.9235,113.3637,2020-09-01
Croatia,2020,9,gas,258.619,269.4059,2020-09-01
Croatia,2020,9,hydro,268.7185,356.4796,2020-09-01
Croatia,2020,9,nuclear,0.0,0.0,2020-09-01
Croatia,2020,9,oil,0.0,3.7949,2020-09-01
Croatia,2020,9,other,78.863,75.5159,2020-09-01
Croatia,2020,9,solar,0.0,9.469,2020-09-01
Croatia,2020,9,wind,138.21,137.5814,2020-09-01
Croatia,2020,10,coal,143.827143,127.796,2020-10-01
Croatia,2020,10,gas,260.84,284.9746,2020-10-01
Croatia,2020,10,hydro,581.109,711.5328,2020-10-01
Croatia,2020,10,nuclear,0.0,0.0,2020-10-01
Croatia,2020,10,oil,0.0,3.7949,2020-10-01
Croatia,2020,10,other,87.417,79.7915,2020-10-01
Croatia,2020,10,solar,0.0,5.9389,2020-10-01
Croatia,2020,10,wind,127.623,127.1064,2020-10-01
Croatia,2020,11,coal,142.102857,126.9266,2020-11-01
Croatia,2020,11,gas,305.001,324.6409,2020-11-01
Croatia,2020,11,hydro,432.406,530.686,2020-11-01
Croatia,2020,11,nuclear,0.0,0.0,2020-11-01
Croatia,2020,11,oil,0.0,0.0,2020-11-01
Croatia,2020,11,other,88.129,79.4522,2020-11-01
Croatia,2020,11,solar,0.0,3.0514,2020-11-01
Croatia,2020,11,wind,143.302,143.0157,2020-11-01
Croatia,2020,12,coal,144.885563,123.6891,2020-12-01
Croatia,2020,12,gas,325.501,344.786,2020-12-01
Croatia,2020,12,hydro,810.814,971.9749,2020-12-01
Croatia,2020,12,nuclear,0.0,0.0,2020-12-01
Croatia,2020,12,oil,0.0,0.0,2020-12-01
Croatia,2020,12,other,95.2315,85.7393,2020-12-01
Croatia,2020,12,solar,0.0,1.6116,2020-12-01
Croatia,2020,12,wind,185.236,184.1135,2020-12-01
Croatia,2021,1,coal,144.865937,121.3332,2021-01-01
Croatia,2021,1,gas,295.549,310.0504,2021-01-01
Croatia,2021,1,hydro,860.4595,1021.3961,2021-01-01
Croatia,2021,1,nuclear,0.0,0.0,2021-01-01
Croatia,2021,1,oil,0.0,0.0,2021-01-01
Croatia,2021,1,other,93.267,83.3557,2021-01-01
Croatia,2021,1,solar,0.0,2.6599,2021-01-01
Croatia,2021,1,wind,230.76500000000001,230.2321,2021-01-01
Croatia,2021,2,coal,130.61754200000001,119.8113,2021-02-01
Croatia,2021,2,gas,213.738,236.2265,2021-02-01
Croatia,2021,2,hydro,780.1045,934.5872,2021-02-01
Croatia,2021,2,nuclear,0.0,0.0,2021-02-01
Croatia,2021,2,oil,0.0,0.0,2021-02-01
Croatia,2021,2,other,82.995,74.2422,2021-02-01
Croatia,2021,2,solar,0.0,5.1143,2021-02-01
Croatia,2021,2,wind,163.906,163.4086,2021-02-01
Croatia,2021,3,coal,144.723458,137.9988,2021-03-01
Croatia,2021,3,gas,225.803,255.1562,2021-03-01
Croatia,2021,3,hydro,610.6595,720.857,2021-03-01
Croatia,2021,3,nuclear,0.0,0.0,2021-03-01
Croatia,2021,3,oil,0.0,0.0,2021-03-01
Croatia,2021,3,other,91.262,80.9383,2021-03-01
Croatia,2021,3,solar,0.0,9.0047,2021-03-01
Croatia,2021,3,wind,198.171,197.662,2021-03-01
Croatia,2021,4,coal,130.664568,8.0992,2021-04-01
Croatia,2021,4,gas,171.197,200.9177,2021-04-01
Croatia,2021,4,hydro,564.106,602.8183,2021-04-01
Croatia,2021,4,nuclear,0.0,0.0,2021-04-01
Croatia,2021,4,oil,0.0,3.7819,2021-04-01
Croatia,2021,4,other,90.287,80.079,2021-04-01
Croatia,2021,4,solar,0.0,8.8226,2021-04-01
Croatia,2021,4,wind,178.27,177.557,2021-04-01
Croatia,2021,5,coal,133.210354,1.1156,2021-05-01
Croatia,2021,5,gas,85.53,111.9792,2021-05-01
Croatia,2021,5,hydro,650.921,683.0488,2021-05-01
Croatia,2021,5,nuclear,0.0,0.0,2021-05-01
Croatia,2021,5,oil,0.0,3.9187,2021-05-01
Croatia,2021,5,other,90.05,79.6773,2021-05-01
Croatia,2021,5,solar,0.0,10.8659,2021-05-01
Croatia,2021,5,wind,146.448,145.6188,2021-05-01
Croatia,2021,6,coal,142.551078,138.3281,2021-06-01
Croatia,2021,6,gas,109.846,136.6249,2021-06-01
Croatia,2021,6,hydro,417.949,432.8123,2021-06-01
Croatia,2021,6,nuclear,0.0,0.0,2021-06-01
Croatia,2021,6,oil,0.0,0.0,2021-06-01
Croatia,2021,6,other,85.034,79.1774,2021-06-01
Croatia,2021,6,solar,0.0,13.6065,2021-06-01
Croatia,2021,6,wind,94.752,86.0743,2021-06-01
Croatia,2021,7,coal,147.5515,148.306,2021-07-01
Croatia,2021,7,gas,228.08,251.0368,2021-07-01
Croatia,2021,7,hydro,344.2365,358.3929,2021-07-01
Croatia,2021,7,nuclear,0.0,0.0,2021-07-01
Croatia,2021,7,oil,0.0,0.0,2021-07-01
Croatia,2021,7,other,90.205,84.8926,2021-07-01
Croatia,2021,7,solar,0.0,12.402,2021-07-01
Croatia,2021,7,wind,120.709,119.9669,2021-07-01
Croatia,2021,8,coal,145.3215,143.6935,2021-08-01
Croatia,2021,8,gas,233.961,251.3689,2021-08-01
Croatia,2021,8,hydro,358.149,371.2843,2021-08-01
Croatia,2021,8,nuclear,0.0,0.0,2021-08-01
Croatia,2021,8,oil,0.0,2.3432,2021-08-01
Croatia,2021,8,other,87.529,84.8926,2021-08-01
Croatia,2021,8,solar,0.0,11.5085,2021-08-01
Croatia,2021,8,wind,137.636,133.2313,2021-08-01
Croatia,2021,9,coal,140.181,130.3312,2021-09-01
Croatia,2021,9,gas,228.688,239.9821,2021-09-01
Croatia,2021,9,hydro,233.6015,249.2103,2021-09-01
Croatia,2021,9,nuclear,0.0,0.0,2021-09-01
Croatia,2021,9,oil,0.0,2.3432,2021-09-01
Croatia,2021,9,other,93.476,89.4705,2021-09-01
Croatia,2021,9,solar,0.0,10.637,2021-09-01
Croatia,2021,9,wind,123.899,119.9539,2021-09-01
Croatia,2021,10,coal,145.22050000000002,144.5294,2021-10-01
Croatia,2021,10,gas,318.026,329.8288,2021-10-01
Croatia,2021,10,hydro,235.3175,308.3634,2021-10-01
Croatia,2021,10,nuclear,0.0,0.0,2021-10-01
Croatia,2021,10,oil,0.0,2.0459,2021-10-01
Croatia,2021,10,other,99.3315,89.4705,2021-10-01
Croatia,2021,10,solar,0.0,6.4709,2021-10-01
Croatia,2021,10,wind,226.663,227.0988,2021-10-01
Croatia,2021,11,coal,142.047,140.5239,2021-11-01
Croatia,2021,11,gas,330.8735,335.4911,2021-11-01
Croatia,2021,11,hydro,437.97249999999997,558.4603,2021-11-01
Croatia,2021,11,nuclear,0.0,0.0,2021-11-01
Croatia,2021,11,oil,0.0,0.0,2021-11-01
Croatia,2021,11,other,99.0865,91.9841,2021-11-01
Croatia,2021,11,solar,0.0,3.015,2021-11-01
Croatia,2021,11,wind,205.42600000000002,205.4123,2021-11-01
Croatia,2021,12,coal,142.658902,117.1564,2021-12-01
Croatia,2021,12,gas,207.593,218.3978,2021-12-01
Croatia,2021,12,hydro,788.283,963.421,2021-12-01
Croatia,2021,12,nuclear,0.0,0.0,2021-12-01
Croatia,2021,12,oil,0.0,0.0,2021-12-01
Croatia,2021,12,other,101.996,93.3275,2021-12-01
Croatia,2021,12,solar,0.0,2.9825,2021-12-01
Croatia,2021,12,wind,252.62,251.6126,2021-12-01
Cyprus,2019,1,coal,0.0,0.0,2019-01-01
Cyprus,2019,1,gas,0.0,0.0,2019-01-01
Cyprus,2019,1,hydro,0.0,0.0,2019-01-01
Cyprus,2019,1,nuclear,0.0,0.0,2019-01-01
Cyprus,2019,1,oil,414.044,395.023,2019-01-01
Cyprus,2019,1,other,0.0,4.2666,2019-01-01
Cyprus,2019,1,solar,0.0,13.3842,2019-01-01
Cyprus,2019,1,wind,27.50925,32.5206,2019-01-01
Cyprus,2019,2,coal,0.0,0.0,2019-02-01
Cyprus,2019,2,gas,0.0,0.0,2019-02-01
Cyprus,2019,2,hydro,0.0,0.0,2019-02-01
Cyprus,2019,2,nuclear,0.0,0.0,2019-02-01
Cyprus,2019,2,oil,339.29775,321.0476,2019-02-01
Cyprus,2019,2,other,0.0,4.3745,2019-02-01
Cyprus,2019,2,solar,0.0,13.6526,2019-02-01
Cyprus,2019,2,wind,23.354254,26.7652,2019-02-01
Cyprus,2019,3,coal,0.0,0.0,2019-03-01
Cyprus,2019,3,gas,0.0,0.0,2019-03-01
Cyprus,2019,3,hydro,0.0,0.0,2019-03-01
Cyprus,2019,3,nuclear,0.0,0.0,2019-03-01
Cyprus,2019,3,oil,331.35725,312.9846,2019-03-01
Cyprus,2019,3,other,0.0,5.0107,2019-03-01
Cyprus,2019,3,solar,0.0,16.3564,2019-03-01
Cyprus,2019,3,wind,20.69125,20.9818,2019-03-01
Cyprus,2019,4,coal,0.0,0.0,2019-04-01
Cyprus,2019,4,gas,0.0,0.0,2019-04-01
Cyprus,2019,4,hydro,0.0,0.0,2019-04-01
Cyprus,2019,4,nuclear,0.0,0.0,2019-04-01
Cyprus,2019,4,oil,290.86625,277.4228,2019-04-01
Cyprus,2019,4,other,0.0,4.7233,2019-04-01
Cyprus,2019,4,solar,0.0,16.7179,2019-04-01
Cyprus,2019,4,wind,16.73275,17.6869,2019-04-01
Cyprus,2019,5,coal,0.0,0.0,2019-05-01
Cyprus,2019,5,gas,0.0,0.0,2019-05-01
Cyprus,2019,5,hydro,0.0,0.0,2019-05-01
Cyprus,2019,5,nuclear,0.0,0.0,2019-05-01
Cyprus,2019,5,oil,336.018754,318.6751,2019-05-01
Cyprus,2019,5,other,0.0,4.6853,2019-05-01
Cyprus,2019,5,solar,0.0,20.0677,2019-05-01
Cyprus,2019,5,wind,19.3975,20.6282,2019-05-01
Cyprus,2019,6,coal,0.0,0.0,2019-06-01
Cyprus,2019,6,gas,0.0,0.0,2019-06-01
Cyprus,2019,6,hydro,0.0,0.0,2019-06-01
Cyprus,2019,6,nuclear,0.0,0.0,2019-06-01
Cyprus,2019,6,oil,473.6345,403.6624,2019-06-01
Cyprus,2019,6,other,0.0,4.4621,2019-06-01
Cyprus,2019,6,solar,0.0,19.3224,2019-06-01
Cyprus,2019,6,wind,10.584446999999999,14.2457,2019-06-01
Cyprus,2019,7,coal,0.0,0.0,2019-07-01
Cyprus,2019,7,gas,0.0,0.0,2019-07-01
Cyprus,2019,7,hydro,0.0,0.0,2019-07-01
Cyprus,2019,7,nuclear,0.0,0.0,2019-07-01
Cyprus,2019,7,oil,575.872498,490.1321,2019-07-01
Cyprus,2019,7,other,0.0,3.7515,2019-07-01
Cyprus,2019,7,solar,0.0,21.9826,2019-07-01
Cyprus,2019,7,wind,8.156301,21.7332,2019-07-01
Cyprus,2019,8,coal,0.0,0.0,2019-08-01
Cyprus,2019,8,gas,0.0,0.0,2019-08-01
Cyprus,2019,8,hydro,0.0,0.0,2019-08-01
Cyprus,2019,8,nuclear,0.0,0.0,2019-08-01
Cyprus,2019,8,oil,519.5085,498.4818,2019-08-01
Cyprus,2019,8,other,0.0,4.2666,2019-08-01
Cyprus,2019,8,solar,0.0,22.3958,2019-08-01
Cyprus,2019,8,wind,16.12675,15.9728,2019-08-01
Cyprus,2019,9,coal,0.0,0.0,2019-09-01
Cyprus,2019,9,gas,0.0,0.0,2019-09-01
Cyprus,2019,9,hydro,0.0,0.0,2019-09-01
Cyprus,2019,9,nuclear,0.0,0.0,2019-09-01
Cyprus,2019,9,oil,437.72475,418.1274,2019-09-01
Cyprus,2019,9,other,0.0,4.249,2019-09-01
Cyprus,2019,9,solar,0.0,24.2793,2019-09-01
Cyprus,2019,9,wind,15.118500000000001,15.007,2019-09-01
Cyprus,2019,10,coal,0.0,0.0,2019-10-01
Cyprus,2019,10,gas,0.0,0.0,2019-10-01
Cyprus,2019,10,hydro,0.0,0.0,2019-10-01
Cyprus,2019,10,nuclear,0.0,0.0,2019-10-01
Cyprus,2019,10,oil,359.1145,341.1701,2019-10-01
Cyprus,2019,10,other,0.0,4.716,2019-10-01
Cyprus,2019,10,solar,0.0,18.7027,2019-10-01
Cyprus,2019,10,wind,17.76075,18.0415,2019-10-01
Cyprus,2019,11,coal,0.0,0.0,2019-11-01
Cyprus,2019,11,gas,0.0,0.0,2019-11-01
Cyprus,2019,11,hydro,0.0,0.0,2019-11-01
Cyprus,2019,11,nuclear,0.0,0.0,2019-11-01
Cyprus,2019,11,oil,305.51625,289.1775,2019-11-01
Cyprus,2019,11,other,0.0,5.1712,2019-11-01
Cyprus,2019,11,solar,0.0,17.7315,2019-11-01
Cyprus,2019,11,wind,15.74925,16.0419,2019-11-01
Cyprus,2019,12,coal,0.0,0.0,2019-12-01
Cyprus,2019,12,gas,0.0,0.0,2019-12-01
Cyprus,2019,12,hydro,0.0,0.0,2019-12-01
Cyprus,2019,12,nuclear,0.0,0.0,2019-12-01
Cyprus,2019,12,oil,354.4115,335.9468,2019-12-01
Cyprus,2019,12,other,0.0,5.428,2019-12-01
Cyprus,2019,12,solar,0.0,13.6738,2019-12-01
Cyprus,2019,12,wind,17.219752,18.9401,2019-12-01
Cyprus,2020,1,coal,0.0,0.0,2020-01-01
Cyprus,2020,1,gas,0.0,0.0,2020-01-01
Cyprus,2020,1,hydro,0.0,0.0,2020-01-01
Cyprus,2020,1,nuclear,0.0,0.0,2020-01-01
Cyprus,2020,1,oil,398.43149999999997,377.2654,2020-01-01
Cyprus,2020,1,other,0.0,4.8826,2020-01-01
Cyprus,2020,1,solar,0.0,12.6223,2020-01-01
Cyprus,2020,1,wind,21.606,26.8567,2020-01-01
Cyprus,2020,2,coal,0.0,0.0,2020-02-01
Cyprus,2020,2,gas,0.0,0.0,2020-02-01
Cyprus,2020,2,hydro,0.0,0.0,2020-02-01
Cyprus,2020,2,nuclear,0.0,0.0,2020-02-01
Cyprus,2020,2,oil,362.63325,344.3148,2020-02-01
Cyprus,2020,2,other,0.0,4.785,2020-02-01
Cyprus,2020,2,solar,0.0,13.9562,2020-02-01
Cyprus,2020,2,wind,21.84375,25.5744,2020-02-01
Cyprus,2020,3,coal,0.0,0.0,2020-03-01
Cyprus,2020,3,gas,0.0,0.0,2020-03-01
Cyprus,2020,3,hydro,0.0,0.0,2020-03-01
Cyprus,2020,3,nuclear,0.0,0.0,2020-03-01
Cyprus,2020,3,oil,307.083684,276.0446,2020-03-01
Cyprus,2020,3,other,0.0,5.3775,2020-03-01
Cyprus,2020,3,solar,0.0,21.0991,2020-03-01
Cyprus,2020,3,wind,33.198059,28.4956,2020-03-01
Cyprus,2020,4,coal,0.0,0.0,2020-04-01
Cyprus,2020,4,gas,0.0,0.0,2020-04-01
Cyprus,2020,4,hydro,0.0,0.0,2020-04-01
Cyprus,2020,4,nuclear,0.0,0.0,2020-04-01
Cyprus,2020,4,oil,219.835068,203.4068,2020-04-01
Cyprus,2020,4,other,0.0,5.2989,2020-04-01
Cyprus,2020,4,solar,0.0,24.2892,2020-04-01
Cyprus,2020,4,wind,18.148441,20.3201,2020-04-01
Cyprus,2020,5,coal,0.0,0.0,2020-05-01
Cyprus,2020,5,gas,0.0,0.0,2020-05-01
Cyprus,2020,5,hydro,0.0,0.0,2020-05-01
Cyprus,2020,5,nuclear,0.0,0.0,2020-05-01
Cyprus,2020,5,oil,272.25675,256.8297,2020-05-01
Cyprus,2020,5,other,0.0,5.2731,2020-05-01
Cyprus,2020,5,solar,0.0,30.261,2020-05-01
Cyprus,2020,5,wind,24.0255,25.5494,2020-05-01
Cyprus,2020,6,coal,0.0,0.0,2020-06-01
Cyprus,2020,6,gas,0.0,0.0,2020-06-01
Cyprus,2020,6,hydro,0.0,0.0,2020-06-01
Cyprus,2020,6,nuclear,0.0,0.0,2020-06-01
Cyprus,2020,6,oil,309.072,292.2207,2020-06-01
Cyprus,2020,6,other,0.0,4.9002,2020-06-01
Cyprus,2020,6,solar,0.0,30.5358,2020-06-01
Cyprus,2020,6,wind,19.299500000000002,19.5648,2020-06-01
Cyprus,2020,7,coal,0.0,0.0,2020-07-01
Cyprus,2020,7,gas,0.0,0.0,2020-07-01
Cyprus,2020,7,hydro,0.0,0.0,2020-07-01
Cyprus,2020,7,nuclear,0.0,0.0,2020-07-01
Cyprus,2020,7,oil,487.127467,449.7487,2020-07-01
Cyprus,2020,7,other,0.0,4.8989,2020-07-01
Cyprus,2020,7,solar,0.0,32.8742,2020-07-01
Cyprus,2020,7,wind,9.985678,13.9077,2020-07-01
Cyprus,2020,8,coal,0.0,0.0,2020-08-01
Cyprus,2020,8,gas,0.0,0.0,2020-08-01
Cyprus,2020,8,hydro,0.0,0.0,2020-08-01
Cyprus,2020,8,nuclear,0.0,0.0,2020-08-01
Cyprus,2020,8,oil,480.502783,447.3063,2020-08-01
Cyprus,2020,8,other,0.0,4.4175,2020-08-01
Cyprus,2020,8,solar,0.0,32.6631,2020-08-01
Cyprus,2020,8,wind,17.499074,18.5289,2020-08-01
Cyprus,2020,9,coal,0.0,0.0,2020-09-01
Cyprus,2020,9,gas,0.0,0.0,2020-09-01
Cyprus,2020,9,hydro,0.0,0.0,2020-09-01
Cyprus,2020,9,nuclear,0.0,0.0,2020-09-01
Cyprus,2020,9,oil,460.8315,437.9421,2020-09-01
Cyprus,2020,9,other,0.0,4.3199,2020-09-01
Cyprus,2020,9,solar,0.0,31.19,2020-09-01
Cyprus,2020,9,wind,15.5055,15.6879,2020-09-01
Cyprus,2020,10,coal,0.0,0.0,2020-10-01
Cyprus,2020,10,gas,0.0,0.0,2020-10-01
Cyprus,2020,10,hydro,0.0,0.0,2020-10-01
Cyprus,2020,10,nuclear,0.0,0.0,2020-10-01
Cyprus,2020,10,oil,349.904252,332.7035,2020-10-01
Cyprus,2020,10,other,0.0,4.7213,2020-10-01
Cyprus,2020,10,solar,0.0,26.8342,2020-10-01
Cyprus,2020,10,wind,17.198252,17.3057,2020-10-01
Cyprus,2020,11,coal,0.0,0.0,2020-11-01
Cyprus,2020,11,gas,0.0,0.0,2020-11-01
Cyprus,2020,11,hydro,0.0,0.0,2020-11-01
Cyprus,2020,11,nuclear,0.0,0.0,2020-11-01
Cyprus,2020,11,oil,298.313744,299.519,2020-11-01
Cyprus,2020,11,other,0.0,4.3796,2020-11-01
Cyprus,2020,11,solar,0.0,20.2974,2020-11-01
Cyprus,2020,11,wind,12.985514,13.6082,2020-11-01
Cyprus,2020,12,coal,0.0,0.0,2020-12-01
Cyprus,2020,12,gas,0.0,0.0,2020-12-01
Cyprus,2020,12,hydro,0.0,0.0,2020-12-01
Cyprus,2020,12,nuclear,0.0,0.0,2020-12-01
Cyprus,2020,12,oil,342.2405,339.1566,2020-12-01
Cyprus,2020,12,other,0.0,4.5884,2020-12-01
Cyprus,2020,12,solar,0.0,18.9853,2020-12-01
Cyprus,2020,12,wind,14.343002,15.0087,2020-12-01
Cyprus,2021,1,coal,0.0,0.0,2021-01-01
Cyprus,2021,1,gas,0.0,0.0,2021-01-01
Cyprus,2021,1,hydro,0.0,0.0,2021-01-01
Cyprus,2021,1,nuclear,0.0,0.0,2021-01-01
Cyprus,2021,1,oil,354.14625,335.9147,2021-01-01
Cyprus,2021,1,other,0.0,5.208,2021-01-01
Cyprus,2021,1,solar,0.0,20.3229,2021-01-01
Cyprus,2021,1,wind,22.59175,25.1386,2021-01-01
Cyprus,2021,2,coal,0.0,0.0,2021-02-01
Cyprus,2021,2,gas,0.0,0.0,2021-02-01
Cyprus,2021,2,hydro,0.0,0.0,2021-02-01
Cyprus,2021,2,nuclear,0.0,0.0,2021-02-01
Cyprus,2021,2,oil,300.8195,283.2518,2021-02-01
Cyprus,2021,2,other,0.0,4.4745,2021-02-01
Cyprus,2021,2,solar,0.0,26.0936,2021-02-01
Cyprus,2021,2,wind,18.83625,19.8783,2021-02-01
Cyprus,2021,3,coal,0.0,0.0,2021-03-01
Cyprus,2021,3,gas,0.0,0.0,2021-03-01
Cyprus,2021,3,hydro,0.0,0.0,2021-03-01
Cyprus,2021,3,nuclear,0.0,0.0,2021-03-01
Cyprus,2021,3,oil,296.354,276.8055,2021-03-01
Cyprus,2021,3,other,0.0,5.0155,2021-03-01
Cyprus,2021,3,solar,0.0,32.4511,2021-03-01
Cyprus,2021,3,wind,25.148998,29.0666,2021-03-01
Cyprus,2021,4,coal,0.0,0.0,2021-04-01
Cyprus,2021,4,gas,0.0,0.0,2021-04-01
Cyprus,2021,4,hydro,0.0,0.0,2021-04-01
Cyprus,2021,4,nuclear,0.0,0.0,2021-04-01
Cyprus,2021,4,oil,251.477768,236.6963,2021-04-01
Cyprus,2021,4,other,0.0,5.3707,2021-04-01
Cyprus,2021,4,solar,0.0,33.3529,2021-04-01
Cyprus,2021,4,wind,16.688002,19.8503,2021-04-01
Cyprus,2021,5,coal,0.0,0.0,2021-05-01
Cyprus,2021,5,gas,0.0,0.0,2021-05-01
Cyprus,2021,5,hydro,0.0,0.0,2021-05-01
Cyprus,2021,5,nuclear,0.0,0.0,2021-05-01
Cyprus,2021,5,oil,296.21125,274.5118,2021-05-01
Cyprus,2021,5,other,0.0,5.2419,2021-05-01
Cyprus,2021,5,solar,0.0,47.2936,2021-05-01
Cyprus,2021,5,wind,18.26275,18.9366,2021-05-01
Cyprus,2021,6,coal,0.0,0.0,2021-06-01
Cyprus,2021,6,gas,0.0,0.0,2021-06-01
Cyprus,2021,6,hydro,0.0,0.0,2021-06-01
Cyprus,2021,6,nuclear,0.0,0.0,2021-06-01
Cyprus,2021,6,oil,355.9125,333.1354,2021-06-01
Cyprus,2021,6,other,0.0,4.9165,2021-06-01
Cyprus,2021,6,solar,0.0,44.1481,2021-06-01
Cyprus,2021,6,wind,19.157,19.8362,2021-06-01
Cyprus,2021,7,coal,0.0,0.0,2021-07-01
Cyprus,2021,7,gas,0.0,0.0,2021-07-01
Cyprus,2021,7,hydro,0.0,0.0,2021-07-01
Cyprus,2021,7,nuclear,0.0,0.0,2021-07-01
Cyprus,2021,7,oil,540.4815,507.9552,2021-07-01
Cyprus,2021,7,other,0.0,4.4419,2021-07-01
Cyprus,2021,7,solar,0.0,47.9388,2021-07-01
Cyprus,2021,7,wind,18.913,19.3083,2021-07-01
Cyprus,2021,8,coal,0.0,0.0,2021-08-01
Cyprus,2021,8,gas,0.0,0.0,2021-08-01
Cyprus,2021,8,hydro,0.0,0.0,2021-08-01
Cyprus,2021,8,nuclear,0.0,0.0,2021-08-01
Cyprus,2021,8,oil,546.293,518.1279,2021-08-01
Cyprus,2021,8,other,0.0,4.0745,2021-08-01
Cyprus,2021,8,solar,0.0,45.8969,2021-08-01
Cyprus,2021,8,wind,19.85475,20.3792,2021-08-01
Cyprus,2021,9,coal,0.0,0.0,2021-09-01
Cyprus,2021,9,gas,0.0,0.0,2021-09-01
Cyprus,2021,9,hydro,0.0,0.0,2021-09-01
Cyprus,2021,9,nuclear,0.0,0.0,2021-09-01
Cyprus,2021,9,oil,404.883998,378.3018,2021-09-01
Cyprus,2021,9,other,0.0,4.1491,2021-09-01
Cyprus,2021,9,solar,0.0,44.5603,2021-09-01
Cyprus,2021,9,wind,17.010002,17.0222,2021-09-01
Cyprus,2021,10,coal,0.0,0.0,2021-10-01
Cyprus,2021,10,gas,0.0,0.0,2021-10-01
Cyprus,2021,10,hydro,0.0,0.0,2021-10-01
Cyprus,2021,10,nuclear,0.0,0.0,2021-10-01
Cyprus,2021,10,oil,329.578,309.666,2021-10-01
Cyprus,2021,10,other,0.0,4.4365,2021-10-01
Cyprus,2021,10,solar,0.0,38.7059,2021-10-01
Cyprus,2021,10,wind,16.2135,16.5464,2021-10-01
Cyprus,2021,11,coal,0.0,0.0,2021-11-01
Cyprus,2021,11,gas,0.0,0.0,2021-11-01
Cyprus,2021,11,hydro,0.0,0.0,2021-11-01
Cyprus,2021,11,nuclear,0.0,0.0,2021-11-01
Cyprus,2021,11,oil,296.3875,299.519,2021-11-01
Cyprus,2021,11,other,0.0,4.3796,2021-11-01
Cyprus,2021,11,solar,0.0,20.2974,2021-11-01
Cyprus,2021,11,wind,15.77675,13.6082,2021-11-01
Cyprus,2021,12,coal,0.0,0.0,2021-12-01
Cyprus,2021,12,gas,0.0,0.0,2021-12-01
Cyprus,2021,12,hydro,0.0,0.0,2021-12-01
Cyprus,2021,12,nuclear,0.0,0.0,2021-12-01
Cyprus,2021,12,oil,356.256244,346.3579,2021-12-01
Cyprus,2021,12,other,0.0,4.8745,2021-12-01
Cyprus,2021,12,solar,0.0,20.0954,2021-12-01
Cyprus,2021,12,wind,21.31625,24.2851,2021-12-01
Denmark,2019,1,coal,796.098,690.4116,2019-01-01
Denmark,2019,1,gas,389.723,335.1319,2019-01-01
Denmark,2019,1,hydro,0.0,1.5246,2019-01-01
Denmark,2019,1,nuclear,0.0,0.0,2019-01-01
Denmark,2019,1,oil,26.9205,26.5396,2019-01-01
Denmark,2019,1,other,678.45,718.5956,2019-01-01
Denmark,2019,1,solar,1.566,16.092,2019-01-01
Denmark,2019,1,wind,1544.6405,1561.7687,2019-01-01
Denmark,2019,2,coal,546.69,486.5036,2019-02-01
Denmark,2019,2,gas,308.063,246.412,2019-02-01
Denmark,2019,2,hydro,0.0,1.7118,2019-02-01
Denmark,2019,2,nuclear,0.0,0.0,2019-02-01
Denmark,2019,2,oil,20.255,18.0683,2019-02-01
Denmark,2019,2,other,554.558,597.315,2019-02-01
Denmark,2019,2,solar,2.0555,38.243,2019-02-01
Denmark,2019,2,wind,1331.3525,1343.3376,2019-02-01
Denmark,2019,3,coal,479.249,423.0924,2019-03-01
Denmark,2019,3,gas,273.84,207.353,2019-03-01
Denmark,2019,3,hydro,0.0,2.2421,2019-03-01
Denmark,2019,3,nuclear,0.0,0.0,2019-03-01
Denmark,2019,3,oil,24.7745,18.8408,2019-03-01
Denmark,2019,3,other,529.607,588.6993,2019-03-01
Denmark,2019,3,solar,2.456,73.214,2019-03-01
Denmark,2019,3,wind,1840.46,1874.6129,2019-03-01
Denmark,2019,4,coal,351.264,312.0791,2019-04-01
Denmark,2019,4,gas,173.205,130.1735,2019-04-01
Denmark,2019,4,hydro,0.0,1.2851,2019-04-01
Denmark,2019,4,nuclear,0.0,0.0,2019-04-01
Denmark,2019,4,oil,20.152,16.826,2019-04-01
Denmark,2019,4,other,416.244,433.4852,2019-04-01
Denmark,2019,4,solar,2.5564999999999998,141.923,2019-04-01
Denmark,2019,4,wind,995.629,1000.0812,2019-04-01
Denmark,2019,5,coal,190.976,169.0526,2019-05-01
Denmark,2019,5,gas,147.285,109.7768,2019-05-01
Denmark,2019,5,hydro,0.0,0.9542,2019-05-01
Denmark,2019,5,nuclear,0.0,0.0,2019-05-01
Denmark,2019,5,oil,22.3415,16.4793,2019-05-01
Denmark,2019,5,other,316.379,332.9739,2019-05-01
Denmark,2019,5,solar,3.507,136.491,2019-05-01
Denmark,2019,5,wind,1475.8700000000001,1479.9832,2019-05-01
Denmark,2019,6,coal,81.995,23.2973,2019-06-01
Denmark,2019,6,gas,103.4,70.1839,2019-06-01
Denmark,2019,6,hydro,0.0,0.745,2019-06-01
Denmark,2019,6,nuclear,0.0,0.0,2019-06-01
Denmark,2019,6,oil,16.032,12.7381,2019-06-01
Denmark,2019,6,other,132.664,195.5768,2019-06-01
Denmark,2019,6,solar,4.3095,147.579,2019-06-01
Denmark,2019,6,wind,982.493,979.0152,2019-06-01
Denmark,2019,7,coal,89.235,0.0,2019-07-01
Denmark,2019,7,gas,131.755,68.2867,2019-07-01
Denmark,2019,7,hydro,0.0,0.572,2019-07-01
