unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2019,1,11401.806,177.588,865.887,0.0,157.416,1525.6775,0.0,187.398,12445.281,1870.4915,14315.7725,0.7964506281445868,0.012405058825850999,0.0604848253910154,0.0,0.010995983625752645,0.1065731870215177,0.0,0.013090316991276581,0.8693405123614532,0.13065948763854693
Gwh,2019,2,9391.182,143.964,776.911,0.0,163.333,1535.4865,0.0,132.535,10312.057,1831.3545,12143.4115,0.7733561528405754,0.011855317593412691,0.06397798509916261,0.0,0.013450338893646155,0.12644605677737264,0.0,0.010914148795830561,0.8491894555331507,0.15081054446684936
Gwh,2019,3,9401.957,141.419,911.303,0.0,186.4505,1780.91,0.0,176.158,10454.679,2143.5185,12598.1975,0.7462938249698022,0.01122533600540871,0.07233598298486747,0.0,0.01479977592032511,0.14136228615244364,0.0,0.013982793967152839,0.8298551439600784,0.1701448560399216
Gwh,2019,4,8824.149,124.825,1014.581,0.0,129.3245,1197.3,0.0,153.713,9963.555,1480.3375,11443.8925,0.7710793333649367,0.01090756488668519,0.08865698450068454,0.0,0.011300744043165382,0.1046234923999854,0.0,0.013431880804542684,0.8706438827523065,0.1293561172476935
Gwh,2019,5,9384.3035,116.168,894.574,0.0,171.006,921.4105,0.0,122.306,10395.0455,1214.7225,11609.768,0.8083110274038207,0.010006056968580252,0.07705356386105217,0.0,0.014729493302536279,0.07936510876014059,0.0,0.010534749703870052,0.8953706482334531,0.10462935176654693
Gwh,2019,6,9413.0645,112.272,696.482,0.0,132.468,720.243,0.0,162.1,10221.8185,1014.811,11236.6295,0.837712456390949,0.009991608248719067,0.06198317742878325,0.0,0.011788944362720155,0.06409777949873671,0.0,0.014426034070091926,0.9096872420684512,0.09031275793154879
Gwh,2019,7,9413.899,119.686,846.05,0.0,71.4835,880.572,0.0,201.365,10379.635,1153.4205,11533.0555,0.816253680561929,0.010377648837292077,0.07335870359767192,0.0,0.006198140640179873,0.07635201269949668,0.0,0.0174598136634303,0.8999900329968932,0.10000996700310684
Gwh,2019,8,9649.303,130.344,952.163,0.0,69.793,570.815,0.0,183.485,10731.81,824.093,11555.903,0.8350107300139158,0.01127943008867416,0.08239624372063352,0.0,0.006039597251724941,0.04939596671934682,0.0,0.015878032205704738,0.9286864038232234,0.07131359617677649
Gwh,2019,9,9175.132,123.889,624.214,0.0,69.69,1158.8665,0.0,188.952,9923.235,1417.5085,11340.7435,0.8090414883292263,0.010924239667355142,0.055041717502913284,0.0,0.006145099745885267,0.10218611328260797,0.0,0.016661341472011953,0.8750074454994948,0.12499255450050518
Gwh,2019,10,9773.887,131.908,920.043,0.0,81.948,1150.489,0.0,209.296,10825.838,1441.733,12267.571,0.7967255294467015,0.010752576854863933,0.07499797637201366,0.0,0.0066800510060223,0.09378295018630828,0.0,0.01706091613409044,0.882476082673579,0.117523917326421
Gwh,2019,11,9326.761,138.563,1003.839,0.0,85.036,1344.919,0.0,169.037,10469.163,1598.992,12068.155,0.7728406703427326,0.011481705364241673,0.08318081761462295,0.0,0.007046313210262878,0.1114436299500628,0.0,0.01400686351807712,0.8675031933215972,0.13249680667840277
Gwh,2019,12,9390.746,160.994,1073.088,0.0,97.093,1731.149,0.0,179.597,10624.828,2007.839,12632.667,0.7433700262976931,0.012744260574588091,0.08494548300845736,0.0,0.0076858671252871625,0.1370374917663863,0.0,0.014216871227587968,0.8410597698807386,0.15894023011926145
