unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2019,1,3837.431,2.847,532.416,2582.614,147.4035,82.154,6.395,484.934,4372.694,3303.5005,7676.1945,0.49991320569065834,0.00037088690235767216,0.06935936810876797,0.33644457549896634,0.01920267914003482,0.010702438558585247,0.0008330950967956844,0.063173751003834,0.5696434607017841,0.4303565392982161
Gwh,2019,2,3389.1425,3.508,420.137,2456.702,133.1535,62.1395,5.6675,428.558,3812.7875,3086.2205,6899.008,0.4912506986511684,0.0005084789001549208,0.06089817550581185,0.35609496321790035,0.019300383475421394,0.00900701955991354,0.0008214949163705855,0.062118785773258994,0.5526573530571351,0.44734264694286485
Gwh,2019,3,3337.443,5.906,291.1655,2176.961,213.3555,83.0465,6.513,449.6555,3634.5145,2929.5315,6564.046,0.5084429633795985,0.0008997499408139431,0.04435762637860856,0.33164926022760954,0.03250365704323218,0.012651724256655117,0.0009922233939250273,0.06850279537955706,0.553700339699021,0.446299660300979
Gwh,2019,4,2920.638,3.929,314.5185,2110.368,181.8685,61.7885,10.782,432.152,3239.0855,2796.959,6036.0445,0.4838662140413312,0.0006509229678475697,0.05210672320258739,0.3496276410818376,0.030130410735043456,0.010236587884665197,0.001786269137015143,0.07159523094967242,0.5366238602117662,0.46337613978823383
Gwh,2019,5,2710.459,3.071,201.785,2746.644,177.037535,53.581,12.8055,445.109,2915.315,3435.177035,6350.492035,0.42681086521510764,0.0004835845762933864,0.031774703265177784,0.4325088488989814,0.027877766639856905,0.008437298984817954,0.0020164579263187753,0.07009047449344608,0.45906915305657886,0.5409308469434212
Gwh,2019,6,2123.796912,4.496,428.149,2220.934,153.089465,35.029,18.894,436.322,2556.4419120000002,2864.2684649999997,5420.710377,0.39179309800635004,0.0008294115876539848,0.07898392834574419,0.4097127213111021,0.02824158723726626,0.006462068172582614,0.003485521026942701,0.08049166431235807,0.47160643793974827,0.5283935620602517
Gwh,2019,7,2191.521551,5.223,550.689,1781.478,111.333,27.778,16.928,463.441,2747.433551,2400.958,5148.391551,0.42567111092673765,0.001014491603496146,0.10696330971428089,0.3460261292002886,0.021624812117946854,0.005395471522480556,0.0032880172054341873,0.09001665770933513,0.5336489122445147,0.46635108775548534
Gwh,2019,8,2570.9289909999998,4.151,521.686,2097.044,101.069,25.497,15.6295,464.318,3096.7659909999998,2703.5575,5800.323491,0.44323889779408854,0.0007156497403017,0.08994084568032587,0.3615391457483108,0.01742471780355397,0.004395789310641399,0.002694591090350619,0.08005036283242706,0.5338953932147161,0.4661046067852838
Gwh,2019,9,2809.337546,4.352,569.8,2238.038,97.8335,44.258,10.167,450.516,3383.4895460000002,2840.8125,6224.302046,0.45134981002494884,0.0006991948603774427,0.09154440060732232,0.3595644914819418,0.01571798721800012,0.007110516114564535,0.0016334361547466587,0.07238016353809833,0.5435934054926486,0.4564065945073515
Gwh,2019,10,3045.3375,4.5715,577.0905,2805.327,144.146,58.176,9.3425,464.288,3626.9995,3481.2795,7108.279,0.4284212113790131,0.0006431233214115541,0.08118568503008956,0.3946562874079647,0.020278607522298996,0.008184259509228605,0.0013143125079924409,0.065316513322001,0.5102500197305142,0.48974998026948574
Gwh,2019,11,3141.99,3.635,527.1755,2776.831,96.425,66.2785,7.7655,483.3815,3672.8005,3430.6815,7103.482,0.44231688065092584,0.0005117208715387749,0.07421367436420619,0.3909112460621425,0.01357432875876929,0.00933042414973389,0.0010931962662818037,0.06804852887640174,0.5170422758866707,0.4829577241133292
Gwh,2019,12,3345.1665,7.1485,398.647,2588.137,115.892,77.684,7.496,483.814,3750.962,3273.023,7023.985,0.4762490950649809,0.0010177271164445824,0.05675510411824627,0.36847131649626247,0.01649946575910968,0.011059818607243609,0.0010672004567207933,0.0688802723809917,0.5340219262996718,0.4659780737003283
