datetime,Sistema,Eolica,Fotovoltaica,Biomasa,Carboelectrica,Ciclo Combinado,Combustion Interna,Geotermoelectrica,Hidroelectrica,Nucleoelectrica,Termica Convencional,Turbo Gas
2018-01-03 16:00:00,SEN,1655.348825,131.76614999999998,7.35035,2034.1417,18347.64565,295.7009,650.063625,4867.861725,1580.526875,3168.97725,1387.9086499999999
2018-01-03 17:00:00,SEN,1525.37615,36.731125,8.51735,1972.2549,18607.84265,296.220125,654.516675,4939.99615,1580.2010500000001,3228.827125,1388.469275
2018-01-03 18:00:00,SEN,1449.45255,0.596075,8.639925,2008.83375,18698.500050000002,301.76445,656.653675,6186.085875,1580.213025,3245.495975,1421.97365
2018-01-03 19:00:00,SEN,1276.204725,0.005,9.1588,2083.1482,18918.98015,297.267025,657.4522999999999,6966.679125,1580.5839,3251.0368,1426.38955
2018-01-03 20:00:00,SEN,1169.7404000000001,0.0005,10.243775,2077.8949,18922.968025,298.655275,658.050225,6629.976925,1580.833,3250.6478500000003,1417.116675
2018-01-03 21:00:00,SEN,1218.14695,0.0005,10.145425,2080.932375,18695.67905,301.679775,658.13805,5622.613075,1580.8849,3322.725175,1366.412625
2018-01-03 22:00:00,SEN,1186.1623,0.0005,11.4094,2114.881825,18300.2523,288.00745,658.54385,4710.252125,1581.116125,3398.640525,1312.494925
2018-01-03 23:00:00,SEN,1155.7239749999999,0.0005,5.0097000000000005,2067.778975,17945.54275,294.80879999999996,657.320175,3406.2400749999997,1581.309,3459.387,1289.04395
2018-01-04 00:00:00,SEN,1122.1547500000001,0.0005,1.8501,2032.807325,17887.115850000002,280.646525,648.617525,2023.90155,1581.8119,3406.47885,1037.8763
2018-01-04 01:00:00,SEN,1130.3153750000001,0.0005,4.256975,2075.422075,17745.00245,281.7262,650.01225,1136.7408500000001,1581.5291,3351.8860750000003,1004.895875
2018-01-04 02:00:00,SEN,1129.069775,0.0005,2.758025,2102.08915,17634.924775,279.064325,650.4742,897.47275,1581.82985,2940.3527249999997,1019.910975
2018-01-04 03:00:00,SEN,1135.5336750000001,0.0005,3.2717,2142.0078750000002,17576.31065,278.884325,649.731125,830.008675,1581.723925,2649.9591499999997,1028.1855500000001
2018-01-04 04:00:00,SEN,1154.076025,0.0005,2.2561,2096.095775,17642.996874999997,277.228075,650.2903249999999,832.642375,1582.013125,2709.7997,1037.6247250000001
2018-01-04 05:00:00,SEN,1126.629425,0.0005,3.6665,2091.363075,17752.046875,279.631225,649.517125,965.545975,1581.4538499999999,3129.121325,1030.154525
2018-01-04 06:00:00,SEN,1122.7175499999998,0.003525,10.070525,2076.7077,17643.701525,279.7284,649.23565,1972.1428,1581.7041,3284.5391499999996,1067.666725
2018-01-04 07:00:00,SEN,1149.203625,2.231675,10.426075,2016.815525,17884.392975,280.354925,649.322525,2659.8435,1581.803975,3586.521375,1203.107025
2018-01-04 08:00:00,SEN,1143.402475,45.065675,10.325775,1987.593625,18304.497525,284.156975,645.073075,3392.842075,1582.35815,3732.1896749999996,1285.075425
2018-01-04 09:00:00,SEN,1182.428175,123.028525,10.7266,2003.04955,18616.11425,270.258625,628.02955,3719.9052,1582.12995,3815.1652249999997,1503.99865
2018-01-04 10:00:00,SEN,1206.60345,145.6597,7.658075,1992.3517000000002,18892.1515,281.7439,621.05295,4120.2252,1582.2238499999999,3952.202275,1501.402325
2018-01-04 11:00:00,SEN,1264.7228,171.521725,0.893225,1999.063125,19029.464125000002,283.8005,619.756,4043.262875,1581.90995,4053.553,1502.444725
2018-01-04 12:00:00,SEN,1382.570325,189.749125,10.733225000000001,2068.7847,19193.5015,274.41245,619.743725,3816.512525,1578.2038499999999,4098.629725,1496.2223749999998
2018-01-04 13:00:00,SEN,1443.50575,189.902225,11.026075,2248.480125,19255.62655,276.49865,623.06915,3100.19365,1577.538825,4219.0455,1438.851375
2018-01-04 14:00:00,SEN,1535.824825,189.663025,10.3735,2407.893725,19335.11905,280.611325,625.760625,2673.850975,1579.4780250000001,4297.337025,1503.6407
2018-01-04 15:00:00,SEN,1573.40815,157.565475,9.96165,2363.502675,19029.69655,287.541025,638.7921,3037.82885,1582.831125,4334.074275,1290.292225
2018-01-04 16:00:00,SEN,1655.209,119.200225,10.245474999999999,2473.27315,18781.4235,297.277975,641.52475,3119.4047499999997,1583.228075,4360.8922,1286.6375
2018-01-04 17:00:00,SEN,1710.1477,37.510575,2.02195,2544.123625,19016.10065,296.4094,641.737125,2927.0366,1584.196025,4444.93635,1311.485475
2018-01-04 18:00:00,SEN,1728.393775,1.217925,3.545025,2684.432275,19014.382675,301.578825,641.523675,3619.879225,1585.56785,4456.62685,1342.88785
2018-01-04 19:00:00,SEN,1719.197975,0.005,9.262725,2665.9816499999997,19054.56175,302.670125,644.44155,4455.979175,1584.202075,4470.124625,1348.2991749999999
2018-01-04 20:00:00,SEN,1824.5991,0.000525,3.7827,2705.7209,19090.53835,300.259775,648.3893499999999,3828.5299,1583.637875,4433.0353,1424.271725
2018-01-04 21:00:00,SEN,1893.5387,0.000525,1.6584,2707.1333,19020.955575,303.57245,648.4041,2533.226875,1583.688875,4369.882,1504.53675
2018-01-04 22:00:00,SEN,1954.219575,0.00055,2.185,2661.795125,18932.582325,292.84825,649.580375,1929.34285,1582.6239,4015.2995,1502.878975
2018-01-04 23:00:00,SEN,1973.3638999999998,0.00055,2.3461,2469.2543,18719.240975,286.14205000000004,647.824875,1376.591425,1583.3852,3508.7850750000002,1507.4411
2018-01-05 00:00:00,SEN,1925.895775,0.002575,5.698125,2659.8088,18175.795775,274.668225,660.213975,771.48015,1582.752925,2999.018075,1321.21545
2018-01-05 01:00:00,SEN,1849.742225,0.002575,8.341650000000001,2701.242525,17104.6701,269.690525,660.4017249999999,740.28505,1583.429175,2963.827475,1251.832025
2018-01-05 02:00:00,SEN,1791.4194,0.000575,6.766075,2535.3400500000002,16724.247900000002,275.946175,659.789675,666.310875,1583.3730500000001,2908.412125,1251.46475
2018-01-05 03:00:00,SEN,1728.2591499999999,0.00055,7.5020500000000006,2395.576725,16415.9618,272.35952499999996,658.98455,750.5222,1583.08995,2887.1735,1252.4639499999998
2018-01-05 04:00:00,SEN,1705.5440250000001,0.0005,9.651675000000001,2424.5092250000002,16475.4943,270.5837,657.675625,779.44605,1582.258775,2907.257975,1255.368175
2018-01-05 05:00:00,SEN,1673.500125,0.0005,9.022874999999999,2587.967875,16847.52145,275.96945,659.227575,795.2739750000001,1582.334975,2892.0877,1255.857225
2018-01-05 06:00:00,SEN,1658.8616,0.0045000000000000005,10.973324999999999,2755.7321,17545.9852,258.337575,659.37915,1121.726375,1581.628025,2925.5129,1287.416525
2018-01-05 07:00:00,SEN,1674.66265,3.15145,10.1558,2758.3859749999997,18422.8436,252.89637499999998,658.20015,1094.015225,1581.3130250000002,3051.7563,1263.834725
2018-01-05 08:00:00,SEN,1669.0095000000001,48.971775,11.323225,2771.9952249999997,18470.57255,256.4565,655.1963499999999,1587.2014,1580.12615,3959.3200500000003,1309.0055
2018-01-05 09:00:00,SEN,1685.19065,138.89170000000001,11.439,2736.9997749999998,18656.683975,254.955525,644.5289,1835.0361750000002,1578.492975,4327.106,1322.931675
2018-01-05 10:00:00,SEN,1799.50485,180.7837,11.591575,2769.7776,18687.379825,265.69012499999997,645.8127999999999,2218.42565,1578.0740250000001,4286.03555,1414.558875
2018-01-05 11:00:00,SEN,1854.517675,193.30595,11.27725,2805.2178,18737.6703,270.52835,654.874275,2047.29455,1577.9319,4394.324075,1560.7256
2018-01-05 12:00:00,SEN,1853.082075,201.692125,11.185500000000001,2825.3634,18802.736225,274.641625,653.9764749999999,2066.554925,1577.1748499999999,4476.82055,1524.220525
2018-01-05 13:00:00,SEN,1798.6957499999999,205.522175,11.21605,2833.417825,18749.212825000002,280.38120000000004,652.266,2066.62635,1576.2509,4446.30695,1498.679275
2018-01-05 14:00:00,SEN,1786.410975,200.84154999999998,11.59775,2893.738375,18654.134,281.55605,651.5313,1780.3894500000001,1576.355925,4491.69085,1497.728625
2018-01-05 15:00:00,SEN,1741.2264,178.57785,11.21935,2890.9789499999997,18702.10385,278.89475,651.3831749999999,1861.771875,1575.782925,4487.935325,1526.876
2018-01-05 16:00:00,SEN,1617.929075,136.6662,9.491875,2892.1809,18899.52045,287.677825,654.7724000000001,1688.20375,1573.72505,4519.6234,1552.967375
2018-01-05 17:00:00,SEN,1585.927825,49.252700000000004,8.123175,2982.1418750000003,18768.9098,290.29515000000004,655.76125,1742.766075,1574.732975,4615.4835,1537.5414
2018-01-05 18:00:00,SEN,1623.962975,1.1738250000000001,7.809225,3028.45905,18878.238175,290.85355,657.2004,2314.891,1574.3239,4608.544675,1552.769425
2018-01-05 19:00:00,SEN,1601.82605,0.006,6.6327,3169.773625,18896.2955,292.32575,658.62605,2978.50975,1575.017925,4602.09185,1550.0449250000001
2018-01-05 20:00:00,SEN,1598.4904000000001,0.002,6.001424999999999,3216.5815,18840.2591,291.07925,658.9289249999999,2457.848575,1574.539875,4587.176275,1614.36845
2018-01-05 21:00:00,SEN,1577.959975,0.002,5.9792000000000005,3124.677725,18736.26955,293.49365,659.44305,1808.37685,1574.512075,4332.96775,1605.5337
2018-01-05 22:00:00,SEN,1543.89345,0.002,6.08145,3120.478975,18830.39315,287.9074,659.261425,1727.26915,1573.892,3445.5098749999997,1539.331175
2018-01-05 23:00:00,SEN,1537.3114249999999,0.002,6.4535,3115.7446,18175.11145,283.55465000000004,658.3701,1679.9553,1574.069925,3171.4486,1531.3412
2018-01-06 00:00:00,SEN,1574.92128,0.0016,6.21364,3100.70268,17263.798199999997,272.51383999999996,661.01696,1120.19212,1574.135,3077.38488,1494.7124
2018-01-06 01:00:00,SEN,1643.69492,0.0016,5.73452,2846.96072,16739.92596,267.91536,661.0628,804.63992,1573.6422,3106.57228,1327.5264
2018-01-06 02:00:00,SEN,1569.70368,0.0004,5.82508,2666.91456,15948.962239999999,276.22032,661.61584,843.64092,1574.13992,3064.2858800000004,1312.7928
2018-01-06 03:00:00,SEN,1415.7716,0.0004,5.82124,2679.34268,15643.36564,273.5422,661.7791199999999,729.1324000000001,1572.9812,3108.8952,1311.70204
2018-01-06 04:00:00,SEN,1423.75532,0.0004,5.7410000000000005,2724.53212,15500.37004,272.75187999999997,660.06788,833.42384,1573.5652,3082.24892,1313.0333600000001
2018-01-06 05:00:00,SEN,1419.1776399999999,0.0004,5.87108,2801.94236,15791.849040000001,267.91448,661.31488,866.6610000000001,1573.39184,3135.49848,1314.17248
2018-01-06 06:00:00,SEN,1500.9433999999999,0.0004,6.0898,3009.81296,16088.1894,270.38508,661.41256,1009.4115599999999,1573.88004,3086.56184,1314.22424
2018-01-06 07:00:00,SEN,1431.95904,2.48224,8.970479999999998,3099.33652,16315.23544,272.59036000000003,661.04756,1220.7310000000002,1573.142,3139.1544,1318.99216
2018-01-06 08:00:00,SEN,1398.831,54.94964,10.421000000000001,3181.69668,16848.94332,280.23336,658.44192,1404.1910400000002,1572.65308,3395.6118799999995,1320.57748
2018-01-06 09:00:00,SEN,1522.1256799999999,138.70819999999998,10.01772,3304.5915999999997,16992.166279999998,280.6536,658.18456,1731.70644,1571.9278,3615.76732,1353.70284
2018-01-06 10:00:00,SEN,1652.76784,168.99408,10.304599999999999,3345.32512,16990.21108,277.1976,658.34424,1964.1916399999998,1571.70884,3658.4127999999996,1431.74408
2018-01-06 11:00:00,SEN,1718.68316,187.82808,9.83316,3483.5065600000003,17077.6292,278.91068,658.57092,2092.22744,1570.96484,3675.3214,1448.2770799999998
2018-01-06 12:00:00,SEN,1747.7841199999998,194.40372,10.16412,3605.7953199999997,16943.386000000002,280.66356,658.0886800000001,2052.2708,1570.41372,3734.8114,1430.42488
2018-01-06 13:00:00,SEN,1785.0416,196.13284,11.452119999999999,3667.00792,16692.458319999998,276.13172000000003,653.37032,2070.77252,1569.77396,3698.7882400000003,1340.97896
2018-01-06 14:00:00,SEN,1833.87088,198.87224,9.720400000000001,3692.2944799999996,16696.89736,273.066,650.96704,1620.4359200000001,1569.0679599999999,3681.37496,1306.4428400000002
2018-01-06 15:00:00,SEN,1870.09356,182.04912,9.021,3714.93816,16638.69204,273.86172,648.23236,1197.2684000000002,1569.07508,3699.43272,1316.99004
2018-01-06 16:00:00,SEN,1793.05828,126.36532,7.125159999999999,3710.5672,16594.23284,281.49112,648.40944,1181.4983200000001,1570.30692,3745.8266799999997,1355.1824
2018-01-06 17:00:00,SEN,1670.128,49.91756,5.415,3728.4891199999997,16751.7336,286.1206,650.57768,1324.93484,1571.09472,3859.9796799999995,1370.28076
2018-01-06 18:00:00,SEN,1661.2999599999998,1.58132,5.9158,3751.9094400000004,17433.049,293.87075999999996,652.39528,2298.3464400000003,1572.47304,4007.2004399999996,1388.4464
2018-01-06 19:00:00,SEN,1857.1983599999999,0.0502,5.680079999999999,3644.15204,17247.05308,294.42436,653.9224,2760.7815199999995,1572.54272,3950.2371599999997,1383.03248
2018-01-06 20:00:00,SEN,1920.15668,0.0466,5.4998000000000005,3085.85704,16651.97348,298.31316000000004,654.25172,3655.69836,1571.97828,3248.6872,1362.88936
2018-01-06 21:00:00,SEN,1906.8034400000001,0.0466,5.5471200000000005,2981.53744,16467.861200000003,288.9914,653.6644,3460.0536399999996,1572.38408,3170.7774400000003,1365.53732
2018-01-06 22:00:00,SEN,1900.46548,0.0374,5.8156,2904.3190000000004,16484.19688,279.97824,653.5615600000001,2616.3550800000003,1572.78108,3125.07712,1367.53708
2018-01-06 23:00:00,SEN,1920.38244,0.0004,6.08388,2378.5062399999997,15936.494,278.99172,652.4534,2124.5332,1572.21908,2985.95756,1361.48568
2018-01-07 00:00:00,SEN,1842.597225,0.0005,6.209975,2323.314575,15343.967575,268.813,653.921875,1331.7619,1572.325125,2913.637175,1355.978525
2018-01-07 01:00:00,SEN,1793.567225,0.0005,6.237175,2319.1113,14571.11995,271.599975,653.706925,1024.093425,1572.3579,2892.4572749999998,1346.213275
2018-01-07 02:00:00,SEN,1827.604,0.0005,6.1721,2329.825425,14176.330675000001,267.90977499999997,654.390375,665.4416,1572.087825,2905.5512,1288.0165
2018-01-07 03:00:00,SEN,1710.9361,0.0005,6.15325,2347.1405,13846.4972,264.14317500000004,659.631,651.837675,1571.98175,2925.376225,1282.00675
2018-01-07 04:00:00,SEN,1710.390575,0.0005,6.145025,2338.994975,13613.3792,262.193675,660.062025,795.711,1571.7161999999998,2974.791275,1282.897875
2018-01-07 05:00:00,SEN,1765.6099749999998,0.0005,6.155825,2284.079225,13425.360825,263.47265,660.107925,931.6464,1571.8139,2899.88305,1283.38385
2018-01-07 06:00:00,SEN,1899.0881749999999,0.000525,6.23585,2331.352675,13286.71065,264.92042499999997,659.143425,1118.909325,1572.3889749999998,2934.4275000000002,1288.79895
2018-01-07 07:00:00,SEN,1941.244475,3.702575,8.483675,2342.6543,12977.182275,264.511775,660.4093,1090.556275,1572.0799749999999,2914.94175,1296.63805
2018-01-07 08:00:00,SEN,1962.654375,50.035925,10.9289,2334.67605,13662.138925,278.5741,659.3977,963.824125,1525.299,2891.6392,1306.7538
2018-01-07 09:00:00,SEN,2075.085625,116.33857499999999,9.8572,2336.7776,14319.9379,270.708175,656.6633,1130.545825,1299.5372,2928.1477,1312.9403
2018-01-07 10:00:00,SEN,2202.1309499999998,154.755275,9.440625,2321.788475,14944.305624999999,270.465225,654.0179,1184.645575,1278.701025,2903.700925,1309.78005
2018-01-07 11:00:00,SEN,2281.9107249999997,177.1948,10.167575,2308.817625,15215.38495,269.89445,652.203575,1286.8698,1289.8011,2901.4357,1304.219975
2018-01-07 12:00:00,SEN,2342.650125,184.80855,11.040175,2304.4984,15423.1366,261.1023,651.7115249999999,1259.8445,1396.867025,2920.0153250000003,1292.91635
2018-01-07 13:00:00,SEN,2418.161725,195.37847499999998,10.505525,2330.918475,15272.41295,252.4554,651.7443,1157.46885,1508.612875,2920.254175,1283.471125
2018-01-07 14:00:00,SEN,2418.150925,157.500625,9.688649999999999,2347.579025,14832.570675,273.50975,652.0348,1359.577775,1542.144,2954.2607,1275.8752
2018-01-07 15:00:00,SEN,2417.6283,159.489525,10.044225,2318.08405,14742.2506,276.0763,650.0826,1508.1178,1551.7471500000001,2921.8626000000004,1276.7561249999999
2018-01-07 16:00:00,SEN,2234.76865,122.750875,10.5279,2306.7439,15010.7085,273.796375,647.8274,1636.838825,1557.483,2923.75,1276.854875
2018-01-07 17:00:00,SEN,2115.814625,28.30415,9.179525,2310.166875,15592.096675,284.052025,648.9764749999999,1856.91695,1559.220875,2915.738725,1294.906475
2018-01-07 18:00:00,SEN,1956.6733,1.536425,5.862674999999999,2313.85545,16728.852375000002,285.252325,649.0215499999999,3433.31085,1556.208,2991.05305,1301.141825
2018-01-07 19:00:00,SEN,1938.807675,0.005,5.86885,2304.4263499999997,16893.16885,284.852575,649.642675,5195.585125,1553.4179749999998,2959.035975,1305.458875
2018-01-07 20:00:00,SEN,1930.8913,0.0005,5.8637500000000005,2324.282725,16933.714675,288.28965,651.17685,5029.526675,1552.724025,2947.698375,1307.6163999999999
