datetime,Sistema,Eolica,Fotovoltaica,Biomasa,Carboelectrica,Ciclo Combinado,Combustion Interna,Geotermoelectrica,Hidroelectrica,Nucleoelectrica,Termica Convencional,Turbo Gas
2018-01-01 00:00:00,SEN,2018.98975,0.00075,0.63205,1556.9422,13808.426425,256.8152,652.2426,1211.6226,1559.3559,2198.8098250000003,1268.447375
2018-01-01 01:00:00,SEN,2104.876075,0.00075,0.70245,1390.54555,13418.59915,253.677375,652.860175,896.21835,1558.982975,2114.677025,1268.2547
2018-01-01 02:00:00,SEN,2179.020225,0.0005,0.844025,1426.146475,13139.23885,247.91592500000002,652.4762499999999,636.985025,1559.136025,1786.62685,1268.653775
2018-01-01 03:00:00,SEN,2316.783,0.0005,0.668025,1492.372975,12258.773650000001,244.468275,653.123925,568.0069000000001,1558.8870499999998,1761.31675,1270.98665
2018-01-01 04:00:00,SEN,2497.027175,0.0005,0.57945,1495.1056,11600.519400000001,240.18242500000002,652.651225,563.30985,1559.366025,1713.445025,1284.78235
2018-01-01 05:00:00,SEN,2546.971725,0.0005,0.5461,1434.2174499999999,11192.567425,238.41129999999998,652.6957,705.4498,1560.453925,1723.658725,1284.695325
2018-01-01 06:00:00,SEN,2516.4221,0.00345,0.55505,1457.9733999999999,10122.461175,240.48355,653.4318,1631.1891,1559.859,1710.319325,1279.2615500000002
2018-01-01 07:00:00,SEN,2364.5082,2.857375,0.564575,1477.6868,10021.120475,241.045675,652.73455,1225.897825,1560.335975,1661.5324,1282.738975
2018-01-01 08:00:00,SEN,2467.3157499999998,33.7285,0.591925,1463.2517750000002,10070.673275000001,262.160825,651.4415,982.99715,1561.40405,1644.585125,1291.2564
2018-01-01 09:00:00,SEN,2463.1358250000003,93.93095,0.5841000000000001,1448.970925,10731.63105,244.15015,648.6538,1121.638625,1562.536925,1671.7461250000001,1305.538075
2018-01-01 10:00:00,SEN,2496.53735,153.962075,0.61495,1463.322675,11490.724,247.9765,646.7088249999999,1092.99155,1563.0390499999999,1678.394725,1292.1603249999998
2018-01-01 11:00:00,SEN,2459.56525,185.02185,0.6141,1434.832875,11989.56465,251.3952,646.07735,1241.987075,1564.417025,1731.3916,1288.8486
2018-01-01 12:00:00,SEN,2338.0874,199.98997500000002,0.60145,1441.111725,12696.6803,256.64307499999995,645.97925,1161.437975,1565.728925,1703.168475,1287.021825
2018-01-01 13:00:00,SEN,2246.790575,205.2481,0.590075,1449.33755,12611.64825,260.90954999999997,645.9239,1302.204325,1566.314,1726.1336999999999,1283.953275
2018-01-01 14:00:00,SEN,2296.230475,200.896925,0.596575,1457.89205,12650.217725,248.910125,646.047875,1447.82645,1566.955125,1716.376475,1299.4086750000001
2018-01-01 15:00:00,SEN,2214.5985499999997,179.86995000000002,0.6161,1477.503275,12770.408025,251.076925,645.165825,1458.50335,1568.23085,1718.9838,1301.6992249999998
2018-01-01 16:00:00,SEN,2268.143325,129.7612,0.64305,1479.7928000000002,13000.64965,251.90925,646.09375,1515.9799,1568.720075,1826.235325,1304.96815
2018-01-01 17:00:00,SEN,2245.957425,40.294425000000004,0.657575,1593.947625,13494.0636,260.57917499999996,649.486,1512.858775,1568.7411,1864.69715,1307.01855
2018-01-01 18:00:00,SEN,2434.33275,0.70765,2.7195,1724.4982,15043.335775,282.66357500000004,649.4003,1929.9346,1569.88305,2253.426325,1309.199275
2018-01-01 19:00:00,SEN,2468.868925,0.005,5.443849999999999,2093.49975,15551.725375,282.96475,650.10465,2824.34185,1570.1219,2316.715775,1312.733425
2018-01-01 20:00:00,SEN,2379.007175,0.0005,4.1118500000000004,2131.992875,15522.404875,281.150625,649.7465500000001,2927.844175,1570.742925,2294.5753,1310.510175
2018-01-01 21:00:00,SEN,2214.5548,0.0005,9.4896,1924.0353,15399.1913,284.6066,649.940925,2740.28555,1571.6521,2312.8917,1298.02225
2018-01-01 22:00:00,SEN,2102.6387999999997,0.0005,9.0401,1726.248875,15242.15225,270.861675,650.41975,1809.79035,1572.5638000000001,2249.34345,1299.4715999999999
2018-01-01 23:00:00,SEN,2187.364425,0.0005,5.9279,1447.022,14715.042825,242.21550000000002,648.921175,1320.873075,1572.30505,2086.77535,1299.7764
2018-01-02 00:00:00,SEN,2089.2022,0.0005,6.689375,1448.58585,14153.657125,233.72225,650.662125,927.3702,1572.4949,1854.3208,1301.25295
2018-01-02 01:00:00,SEN,1986.684725,0.0005,8.551175,1437.773925,13791.788325,224.8742,650.498025,721.1392,1573.46315,1829.97345,1292.90325
2018-01-02 02:00:00,SEN,1935.0671,0.0005,9.6221,1457.03515,13215.2853,215.1711,651.889075,1003.31635,1573.66005,1814.14415,1024.4583750000002
2018-01-02 03:00:00,SEN,1889.37875,0.0005,8.655,1448.3784,13157.63045,202.279125,652.4343,819.787575,1573.444,1827.483475,1021.3292
2018-01-02 04:00:00,SEN,1783.6716,0.0005,8.8235,1442.2184499999998,13430.625325,211.48815,652.7849,925.98515,1573.748925,1827.1304249999998,1018.963125
2018-01-02 05:00:00,SEN,1652.42345,0.0005,10.81615,1441.0585,14541.06545,207.053325,652.8201,916.7979,1573.8901,1785.714325,1039.491425
2018-01-02 06:00:00,SEN,1666.809775,0.000525,9.050625,1653.826025,15345.96945,215.179775,653.1924250000001,1365.022375,1573.24615,2058.811625,978.952025
2018-01-02 07:00:00,SEN,1697.073775,3.3827,8.33435,1986.106925,15868.0676,217.550475,652.969325,1638.9870500000002,1573.9848,2416.979725,998.521025
2018-01-02 08:00:00,SEN,1663.753825,52.363175,6.95315,1812.974475,16325.747075,214.324925,649.91905,2474.034325,1574.34005,2624.4839,1247.383
2018-01-02 09:00:00,SEN,1593.737675,130.018025,4.694625,1819.5457999999999,16540.457575,206.303725,649.213875,4223.702525000001,1575.3911,2664.513625,1317.264075
2018-01-02 10:00:00,SEN,1540.904875,171.57975,4.141525,1811.959775,16784.07305,216.2845,648.739225,4740.738925,1575.049075,2775.3846,1330.55325
2018-01-02 11:00:00,SEN,1488.051125,190.7557,9.929124999999999,1777.1161,17154.1182,220.336025,647.41845,4915.0008,1575.090025,2916.527175,1393.6287
2018-01-02 12:00:00,SEN,1560.550575,200.8777,10.172,1509.9554249999999,17436.5785,225.74282499999998,645.137875,5123.82725,1575.3928,2939.2148500000003,1416.71715
2018-01-02 13:00:00,SEN,1661.9598500000002,204.08855,5.826975,1509.9901,17535.00405,229.439875,647.87745,4866.98445,1575.388775,2968.2299,1434.633175
2018-01-02 14:00:00,SEN,1760.545725,195.0123,2.73415,1510.4108,17601.954250000003,239.11115,646.4275250000001,4816.48625,1575.3609000000001,2964.0939,1446.8973999999998
2018-01-02 15:00:00,SEN,1885.081575,174.134375,7.11845,1446.29445,17716.09065,249.9631,646.395925,5279.768325,1575.95485,2929.778975,1428.7495
2018-01-02 16:00:00,SEN,1939.8886499999999,137.027525,5.36345,1401.086475,17987.784775,267.40655000000004,650.1223,5186.238225,1576.509925,2864.27625,1444.947975
2018-01-02 17:00:00,SEN,1956.1972,32.569875,1.88755,1506.82895,18632.08615,281.41685,654.005125,4734.3881,1576.3019749999999,2873.68565,1470.926375
2018-01-02 18:00:00,SEN,1995.45305,0.674425,6.871475,1520.7559,18801.929675,289.091525,655.1267750000001,5561.2608,1576.6180749999999,2904.2067,1522.4778
2018-01-02 19:00:00,SEN,2152.938975,0.005,10.0519,1617.1001,18956.67125,288.85880000000003,655.910425,6146.4361,1576.545175,2899.308675,1434.743
2018-01-02 20:00:00,SEN,2255.470425,0.0005,10.217125,1716.743925,18989.451125,301.71975,656.119875,5539.24475,1576.8431,2883.534525,1434.93935
2018-01-02 21:00:00,SEN,2313.965525,0.0005,10.66245,1819.554975,18815.489675,307.03342499999997,655.547325,4244.206575,1576.5999499999998,2886.28945,1372.103375
2018-01-02 22:00:00,SEN,2300.684825,0.0005,8.190975,1871.8206,18335.5003,300.29395,656.2816,3213.843675,1576.741025,2870.699675,1339.2314000000001
2018-01-02 23:00:00,SEN,2327.755725,0.0005,7.4030249999999995,1895.980425,17787.317475,290.392375,654.653325,2348.2307,1576.22515,2861.592,1338.20695
2018-01-03 00:00:00,SEN,2275.5617,0.0005,6.8357,1899.630875,17434.666225,276.615725,656.45985,1429.27135,1576.578125,2771.05215,1147.8858
2018-01-03 01:00:00,SEN,2207.785975,0.0005,5.3099,1894.4596,17239.357675,283.938625,657.091725,1182.9915999999998,1576.70095,2340.941025,1083.7622
2018-01-03 02:00:00,SEN,2124.6457499999997,0.0005,7.31555,1887.767625,17199.914324999998,282.034575,657.0951749999999,850.23175,1577.079825,2059.7272,1069.02205
2018-01-03 03:00:00,SEN,2097.2806,0.0005,10.6188,1792.97315,16964.631849999998,272.659725,657.289325,765.8244,1577.079,2061.651075,1063.8984
2018-01-03 04:00:00,SEN,2060.007775,0.0005,8.22795,1710.13055,17046.543375,270.98535,657.3070250000001,1023.1339,1577.3291749999999,2081.0158,1102.015475
2018-01-03 05:00:00,SEN,2070.5003,0.0005,10.786449999999999,1832.3332500000001,17217.452400000002,276.96565,656.768325,1304.93875,1576.7751250000001,2285.5807,1037.71805
2018-01-03 06:00:00,SEN,2096.284275,0.0005,9.959225,1806.6399000000001,17288.354125,274.99145,656.64,1793.978925,1577.491975,2820.9593999999997,1034.816725
2018-01-03 07:00:00,SEN,2043.84765,3.459175,8.86895,1750.515725,17204.9171,267.48415,655.17165,3063.98245,1577.037125,2912.148225,1086.3098
2018-01-03 08:00:00,SEN,2014.522,39.929,8.606125,1792.60085,17280.9812,280.653575,648.02775,3993.016075,1577.9459499999998,2916.9913500000002,1292.997775
2018-01-03 09:00:00,SEN,2128.4353,105.09009999999999,8.623625,1806.889375,17595.9214,279.7375,645.59745,4912.3478749999995,1578.64805,2922.952,1349.3903
2018-01-03 10:00:00,SEN,2074.939575,170.53905,8.63875,1769.533075,17734.094774999998,275.21410000000003,651.16175,5472.930625,1580.4181749999998,2965.704775,1369.984425
2018-01-03 11:00:00,SEN,2000.270975,178.140375,8.52995,1787.594625,17731.8495,280.76585,650.668925,5908.75755,1578.8549,2983.50105,1364.4236
2018-01-03 12:00:00,SEN,2026.9223,201.079575,8.482825,1817.49325,17895.051925,273.63965,650.330575,5689.718375,1579.288925,3063.5874,1360.974575
2018-01-03 13:00:00,SEN,1947.2183,191.669675,8.400175,1806.937475,18011.767874999998,275.073425,645.7352,5687.6826,1578.773925,3119.310275,1395.738925
2018-01-03 14:00:00,SEN,1948.3416750000001,190.408175,8.566725,1979.988075,18112.56465,279.43247499999995,648.798275,4909.8938,1579.9809500000001,3144.688825,1408.9571
2018-01-03 15:00:00,SEN,1858.8476500000002,179.410975,6.596725,2006.197525,18182.727575,287.45745,650.0773750000001,4930.9517749999995,1580.9000500000002,3160.32555,1411.20075
