date,mw,region
2021-05-28 0:00,22420,ОЭС ЦЕНТРА
2021-05-28 1:00,20194,ОЭС ЦЕНТРА
2021-05-28 2:00,19721,ОЭС ЦЕНТРА
2021-05-28 3:00,19199,ОЭС ЦЕНТРА
2021-05-28 4:00,18990,ОЭС ЦЕНТРА
2021-05-28 5:00,19049,ОЭС ЦЕНТРА
2021-05-28 6:00,19888,ОЭС ЦЕНТРА
2021-05-28 7:00,22048,ОЭС ЦЕНТРА
2021-05-28 8:00,23660,ОЭС ЦЕНТРА
2021-05-28 9:00,25215,ОЭС ЦЕНТРА
2021-05-28 10:00,26244,ОЭС ЦЕНТРА
2021-05-28 11:00,26268,ОЭС ЦЕНТРА
2021-05-28 12:00,25634,ОЭС ЦЕНТРА
2021-05-28 13:00,25653,ОЭС ЦЕНТРА
2021-05-28 14:00,26074,ОЭС ЦЕНТРА
2021-05-28 15:00,25518,ОЭС ЦЕНТРА
2021-05-28 16:00,25958,ОЭС ЦЕНТРА
2021-05-28 17:00,25503,ОЭС ЦЕНТРА
2021-05-28 18:00,25367,ОЭС ЦЕНТРА
2021-05-28 19:00,25103,ОЭС ЦЕНТРА
2021-05-28 20:00,24531,ОЭС ЦЕНТРА
2021-05-28 21:00,24986,ОЭС ЦЕНТРА
2021-05-28 22:00,24612,ОЭС ЦЕНТРА
2021-05-28 23:00,23128,ОЭС ЦЕНТРА
