date,mw,region
2003-06-17 0:00,20405,ОЭС ЦЕНТРА
2003-06-17 1:00,19794,ОЭС ЦЕНТРА
2003-06-17 2:00,19130,ОЭС ЦЕНТРА
2003-06-17 3:00,18737,ОЭС ЦЕНТРА
2003-06-17 4:00,18825,ОЭС ЦЕНТРА
2003-06-17 5:00,18742,ОЭС ЦЕНТРА
2003-06-17 6:00,19071,ОЭС ЦЕНТРА
2003-06-17 7:00,21644,ОЭС ЦЕНТРА
2003-06-17 8:00,23097,ОЭС ЦЕНТРА
2003-06-17 9:00,25310,ОЭС ЦЕНТРА
2003-06-17 10:00,25690,ОЭС ЦЕНТРА
2003-06-17 11:00,25728,ОЭС ЦЕНТРА
2003-06-17 12:00,25269,ОЭС ЦЕНТРА
2003-06-17 13:00,25902,ОЭС ЦЕНТРА
2003-06-17 14:00,25913,ОЭС ЦЕНТРА
2003-06-17 15:00,25229,ОЭС ЦЕНТРА
2003-06-17 16:00,23918,ОЭС ЦЕНТРА
2003-06-17 17:00,23224,ОЭС ЦЕНТРА
2003-06-17 18:00,22682,ОЭС ЦЕНТРА
2003-06-17 19:00,22585,ОЭС ЦЕНТРА
2003-06-17 20:00,23015,ОЭС ЦЕНТРА
2003-06-17 21:00,23003,ОЭС ЦЕНТРА
2003-06-17 22:00,23046,ОЭС ЦЕНТРА
2003-06-17 23:00,22116,ОЭС ЦЕНТРА
