date,mw,region
2009-11-24 0:00,26232,ОЭС ЦЕНТРА
2009-11-24 1:00,25695,ОЭС ЦЕНТРА
2009-11-24 2:00,25382,ОЭС ЦЕНТРА
2009-11-24 3:00,25391,ОЭС ЦЕНТРА
2009-11-24 4:00,25298,ОЭС ЦЕНТРА
2009-11-24 5:00,25361,ОЭС ЦЕНТРА
2009-11-24 6:00,26338,ОЭС ЦЕНТРА
2009-11-24 7:00,28110,ОЭС ЦЕНТРА
2009-11-24 8:00,30064,ОЭС ЦЕНТРА
2009-11-24 9:00,31729,ОЭС ЦЕНТРА
2009-11-24 10:00,32365,ОЭС ЦЕНТРА
2009-11-24 11:00,32575,ОЭС ЦЕНТРА
2009-11-24 12:00,32383,ОЭС ЦЕНТРА
2009-11-24 13:00,32296,ОЭС ЦЕНТРА
2009-11-24 14:00,32394,ОЭС ЦЕНТРА
2009-11-24 15:00,32693,ОЭС ЦЕНТРА
2009-11-24 16:00,33421,ОЭС ЦЕНТРА
2009-11-24 17:00,34037,ОЭС ЦЕНТРА
2009-11-24 18:00,33924,ОЭС ЦЕНТРА
2009-11-24 19:00,33252,ОЭС ЦЕНТРА
2009-11-24 20:00,32256,ОЭС ЦЕНТРА
2009-11-24 21:00,31231,ОЭС ЦЕНТРА
2009-11-24 22:00,29220,ОЭС ЦЕНТРА
2009-11-24 23:00,27594,ОЭС ЦЕНТРА
