date,mw,region
2017-03-06 0:00,25691,ОЭС ЦЕНТРА
2017-03-06 1:00,25440,ОЭС ЦЕНТРА
2017-03-06 2:00,24927,ОЭС ЦЕНТРА
2017-03-06 3:00,25020,ОЭС ЦЕНТРА
2017-03-06 4:00,25135,ОЭС ЦЕНТРА
2017-03-06 5:00,26014,ОЭС ЦЕНТРА
2017-03-06 6:00,27570,ОЭС ЦЕНТРА
2017-03-06 7:00,29170,ОЭС ЦЕНТРА
2017-03-06 8:00,30251,ОЭС ЦЕНТРА
2017-03-06 9:00,31416,ОЭС ЦЕНТРА
2017-03-06 10:00,31925,ОЭС ЦЕНТРА
2017-03-06 11:00,32127,ОЭС ЦЕНТРА
2017-03-06 12:00,30908,ОЭС ЦЕНТРА
2017-03-06 13:00,30834,ОЭС ЦЕНТРА
2017-03-06 14:00,30829,ОЭС ЦЕНТРА
2017-03-06 15:00,30861,ОЭС ЦЕНТРА
2017-03-06 16:00,30967,ОЭС ЦЕНТРА
2017-03-06 17:00,31324,ОЭС ЦЕНТРА
2017-03-06 18:00,32261,ОЭС ЦЕНТРА
2017-03-06 19:00,32824,ОЭС ЦЕНТРА
2017-03-06 20:00,32733,ОЭС ЦЕНТРА
2017-03-06 21:00,31419,ОЭС ЦЕНТРА
2017-03-06 22:00,30103,ОЭС ЦЕНТРА
2017-03-06 23:00,29470,ОЭС ЦЕНТРА
